station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],유분[mg/L]
대정연안3_연안,2007-08-01,126.2027778,33.23777778,23.4,727.0,33.57,21.53,1.17,1.8,6.81,8.16,248.0,4.0,3.0,50.0,,64.0,0.25,10.0,23.0,
대정연안3_연안,2007-11-01,126.2027778,33.23777778,27.0,713.0,33.91,21.49,0.88,1.2,8.79,8.19,194.0,3.0,5.0,53.0,,66.0,0.66,10.0,13.0,
도암만1_환경관리,2007-02-01,126.86472,34.42778,31.0,877.0,,9.15,1.62,26.4,7.9,8.08,534.0,2.0,18.0,242.0,,252.0,1.34,7.0,42.0,
도암만1_환경관리,2007-05-01,126.86472,34.42778,23.0,789.0,33.67,14.78,11.6146,16.0,9.5,8.15,365.764,1.484,11.9846,101.36,,112.588,0.927814,9.744,424.0,
도암만1_환경관리,2007-08-01,126.86472,34.42778,29.5,1245.0,34.35,23.46,2.88,20.8,6.61,8.0,518.0,8.0,14.0,12.0,,57.0,0.71,37.0,29.0,
도암만1_환경관리,2007-11-01,126.86472,34.42778,24.8,812.0,32.69,17.18,4.48,8.0,7.36,7.83,130.0,5.0,5.0,28.0,,54.0,0.86,20.0,60.0,
도암만2_환경관리,2007-02-01,126.77222,34.45694,11.0,721.0,,8.14,2.16,16.2,9.08,8.11,437.0,1.0,14.0,191.0,,207.0,1.46,15.0,36.0,
도암만2_환경관리,2007-05-01,126.77222,34.45694,4.5,909.0,33.55,15.08,11.7386,19.2,9.31,8.15,159.827,2.268,10.1773,138.768,,153.51,0.415917,12.474,59.0,
도암만2_환경관리,2007-08-01,126.77222,34.45694,4.4,1579.0,33.5,24.68,2.88,14.0,6.46,7.96,597.0,9.0,4.0,24.0,,71.0,0.89,38.0,34.0,
도암만2_환경관리,2007-11-01,126.77222,34.45694,2.9,978.0,32.51,17.21,6.76,7.6,7.95,7.84,166.0,4.0,0.0,31.0,,53.0,1.01,18.0,86.0,
동해연안1_연안,2007-02-01,129.135,37.53555556,20.0,67.867,33.12,11.99,2.96,3.0,9.42,8.02,276.145,4.713,11.889,36.561,,52.729,0.93,11.455,16.974,
동해연안1_연안,2007-05-01,129.135,37.53555556,18.0,155.871,33.78,13.05,0.696,1.8,8.83191,8.11,87.084,0.6,5.596,52.466,,78.936,0.89,25.87,39.906,
동해연안1_연안,2007-08-01,129.135,37.53555556,19.0,573.404,34.26,10.79,0.52694,4.0,8.1,7.95,183.213,2.801,15.168,21.5402,,76.1876,1.35837,51.8465,17.0,
동해연안1_연안,2007-11-01,129.135,37.53555556,19.0,118.962,33.84,14.96,0.349,3.2,7.51684,7.89,317.519,4.044,11.204,47.594,,61.638,0.79904,10.0,29.57,
동해연안2_연안,2007-02-01,129.1547222,37.50305556,28.0,70.679,33.06,11.3,2.698,0.8,9.24,7.98,267.801,4.289,11.163,25.153,,44.121,0.95,14.679,15.826,
동해연안2_연안,2007-05-01,129.1547222,37.50305556,27.0,268.513,33.67,10.68,0.56,2.0,8.9511,7.92,86.532,3.8,8.728,44.57,,79.168,0.8624,30.798,35.306,
동해연안2_연안,2007-08-01,129.1547222,37.50305556,28.0,420.619,34.08,11.49,0.9584,4.6,8.01,7.87,191.65,5.352,22.014,56.0744,,149.468,1.31842,88.0413,31.0,
동해연안2_연안,2007-11-01,129.1547222,37.50305556,29.0,243.937,33.91,15.13,0.542,2.6,7.52174,7.89,307.932,3.618,11.086,60.551,,83.258,1.31842,19.089,35.813,
동해연안3_연안,2007-02-01,129.1522222,37.52333333,28.0,81.025,33.23,9.75,3.37,3.0,9.14,7.96,287.435,5.183,10.619,27.481,,49.304,1.15,16.64,14.063,
동해연안3_연안,2007-05-01,129.1522222,37.52333333,29.0,161.536,33.86,4.75,0.542,2.6,9.10972,7.8,235.694,8.9,5.0,44.37,,74.309,1.2544,21.039,12.012,
동해연안3_연안,2007-08-01,129.1522222,37.52333333,27.0,559.165,33.98,8.81,0.14004,4.8,8.22,7.9,192.731,5.867,10.23,97.8697,,140.008,1.63803,36.2712,20.0,
동해연안3_연안,2007-11-01,129.1522222,37.52333333,27.0,216.0,33.84,15.28,0.481,3.2,7.71521,7.88,324.647,3.755,11.379,38.914,,53.207,0.519376,10.538,15.914,
동해연안4_연안,2007-02-01,129.115,37.61138889,43.0,136.0,33.2,11.35,1.238,4.2,8.85,8.02,350.59,5.165,14.99,93.0,,130.0,1.12,31.747,25.619,
동해연안4_연안,2007-05-01,129.115,37.61138889,45.0,308.428,33.72,7.63,0.884,2.8,8.15,7.86,261.193,10.7,4.785,54.949,,163.603,1.6856,97.954,18.909,
동해연안4_연안,2007-08-01,129.115,37.61138889,47.0,840.006,34.09,5.47,0.18198,3.0,7.95,7.93,190.64,3.995,20.804,140.31,,282.705,1.59808,138.4,33.0,
동해연안4_연안,2007-11-01,129.115,37.61138889,46.0,235.857,33.93,15.17,0.497,4.2,7.46165,7.82,313.681,3.912,9.948,44.885,,57.636,0.958848,8.839,23.0,
동해연안H1_항만,2007-02-01,129.1152778,37.54666667,11.0,316.72,32.86,11.0,2.274,7.6,9.15,7.92,274.275,8.444,27.119,84.751,,225.143,1.27,131.948,40.907,
동해연안H1_항만,2007-08-01,129.1152778,37.54666667,10.0,341.516,34.23,11.12,1.09928,3.8,8.03,7.94,170.089,1.973,7.408,16.8032,,149.85,2.03755,131.074,25.0,
동해연안H2_항만,2007-02-01,129.1402778,37.49666667,15.0,283.97,32.94,11.7,1.822,10.2,8.42,7.98,184.994,4.726,14.481,28.944,,63.929,1.27,30.259,23.32,
동해연안H2_항만,2007-08-01,129.1402778,37.49666667,15.0,482.877,34.07,15.67,0.75858,2.8,7.41,7.95,167.854,2.868,9.498,18.627,,127.464,1.47822,105.969,13.0,
득량만1_환경관리,2007-02-01,127.21861,34.70667,10.3,611.0,32.92,5.79,2.04,14.4,10.38,8.25,106.0,0.0,12.0,217.0,,231.0,1.7,13.0,39.0,
득량만1_환경관리,2007-05-01,127.21861,34.70667,8.8,803.0,33.13,17.47,4.98528,13.8,9.49,8.21,534.878,2.576,19.4029,71.372,,90.342,0.575885,16.394,47.0,
득량만1_환경관리,2007-08-01,127.21861,34.70667,10.0,735.0,32.87,26.31,7.28,12.8,6.19,7.95,540.0,1.0,5.0,19.0,,33.0,1.15,13.0,21.0,
득량만1_환경관리,2007-11-01,127.21861,34.70667,8.3,741.0,31.61,17.19,7.04,13.6,8.63,8.17,319.0,5.0,0.0,18.0,,35.0,0.74,11.0,66.0,
득량만2_환경관리,2007-02-01,127.13944,34.63944,12.7,544.0,33.37,6.44,3.24,9.4,10.42,8.21,118.0,0.0,12.0,98.0,,113.0,1.2,15.0,17.0,
득량만2_환경관리,2007-05-01,127.13944,34.63944,10.3,790.0,33.47,16.41,4.0425,9.0,9.96,8.22,472.982,3.206,13.0014,79.94,,99.918,0.991802,16.772,57.0,
득량만2_환경관리,2007-08-01,127.13944,34.63944,11.0,496.0,32.28,25.82,6.66,13.2,5.82,7.94,603.0,2.0,6.0,17.0,,42.0,0.85,24.0,27.0,
득량만2_환경관리,2007-11-01,127.13944,34.63944,10.0,625.0,32.0,17.23,4.0,12.6,7.78,8.2,614.0,4.0,1.0,17.0,,39.0,0.32,18.0,132.0,
득량만3_환경관리,2007-02-01,127.05083,34.52167,14.4,900.0,33.86,9.06,0.67,34.6,9.39,8.15,491.0,4.0,22.0,209.0,,226.0,0.91,13.0,41.0,
득량만3_환경관리,2007-05-01,127.05083,34.52167,11.0,804.0,33.79,15.28,5.14226,13.6,9.97,8.2,309.963,5.628,13.113,75.642,,95.34,0.767846,14.07,57.0,
득량만3_환경관리,2007-08-01,127.05083,34.52167,12.5,580.0,33.52,25.13,13.54,10.4,6.53,7.97,454.0,1.0,5.0,23.0,,45.0,0.75,20.0,19.0,
득량만3_환경관리,2007-11-01,127.05083,34.52167,11.5,726.0,32.07,17.06,6.43,9.6,7.66,8.2,173.0,8.0,0.0,12.0,,32.0,1.28,12.0,48.0,
마산만1_환경관리,2007-02-01,128.58333,35.19583,8.0,469.355,32.89,6.78,11.2851,6.355,11.292,7.89,159.128,9.6523,19.6653,45.8609,,154.22,2.45341,98.7069,27.5388,
마산만1_환경관리,2007-05-01,128.58333,35.19583,6.0,663.093,33.42,15.42,22.5703,11.985,8.622,8.13,378.872,0.815675,7.75573,95.1059,,133.656,3.52608,19.9432,34.0,
마산만1_환경관리,2007-08-01,128.58333,35.19583,7.9,695.154,32.67,21.16,9.1178,4.25,6.48698,7.97,393.658,3.56586,17.4753,3.43034,,22.0813,3.66046,15.0851,93.5371,
마산만1_환경관리,2007-11-01,128.58333,35.19583,8.0,648.0,31.47,15.62,8.37,3.4,6.88,7.83,638.0,12.0,58.0,103.0,,319.0,1.91,204.0,68.0,
마산만2_환경관리,2007-02-01,128.60417,35.14722,22.0,227.702,33.15,7.52,9.71569,8.525,10.258,7.85,259.79,4.43848,17.8604,25.492,,77.9769,1.49129,48.0465,31.5665,
마산만2_환경관리,2007-05-01,128.60417,35.14722,15.0,457.746,33.35,14.69,3.84143,5.075,5.924,8.08,691.061,0.537276,25.2303,119.651,,198.629,1.02113,92.0601,34.0,
마산만2_환경관리,2007-08-01,128.60417,35.14722,16.0,577.947,33.73,19.39,11.2851,3.25,3.21039,7.53,871.32,23.2049,67.993,24.3487,,211.671,0.984052,164.117,77.9182,
마산만2_환경관리,2007-11-01,128.60417,35.14722,23.0,394.0,32.28,15.98,5.55,3.6,7.4,7.86,490.0,15.0,54.0,84.0,,192.0,1.65,93.0,62.0,
마산만3_환경관리,2007-02-01,128.58972,35.1675,12.0,357.862,33.01,6.92,5.30626,6.1,10.6302,7.86,72.7507,10.2832,22.278,61.5041,,196.171,1.87614,124.384,67.8408,
마산만3_환경관리,2007-05-01,128.58972,35.1675,13.0,533.792,33.26,14.55,3.55744,10.865,6.487,8.02,846.854,3.35332,23.3967,92.7336,,266.193,0.893488,144.54,31.0,
마산만3_환경관리,2007-08-01,128.58972,35.1675,14.0,751.889,33.58,19.53,4.78311,2.5,2.82978,7.57,1036.58,11.7488,78.3632,31.6802,,300.386,1.76264,256.957,121.242,
마산만3_환경관리,2007-11-01,128.58972,35.1675,10.0,516.0,32.13,15.99,6.73,1.8,7.31,7.82,596.0,4.0,56.0,91.0,,239.0,1.29,144.0,59.0,
마산만H1_항만,2007-02-01,128.5938889,35.20555556,13.0,433.778,32.82,6.58,14.9472,10.05,9.84434,7.85,200.967,8.11226,18.3544,48.184,,167.701,1.94028,111.404,26.182,
마산만H1_항만,2007-08-01,128.5938889,35.20555556,14.0,913.457,33.38,19.78,6.57677,4.6,3.40897,7.55,1009.04,8.22167,76.7336,20.9856,,297.936,2.77373,268.728,148.389,
목포연안1_연안,2007-02-01,126.425,34.78027778,10.5,793.0,33.85,6.64,7.65,29.0,11.23,8.25,510.0,8.0,18.0,325.0,,353.0,1.66,20.0,42.0,
목포연안1_연안,2007-05-01,126.425,34.78027778,14.0,893.0,32.8,14.19,11.0429,11.6,10.91,8.12,70.5348,7.98,17.6235,129.43,,145.74,0.959808,8.33,71.0,
목포연안1_연안,2007-08-01,126.425,34.78027778,13.1,649.0,33.03,23.44,10.9,17.2,4.12,7.74,507.0,4.0,11.0,135.0,,170.0,1.67,32.0,64.0,
목포연안1_연안,2007-11-01,126.425,34.78027778,13.0,955.0,30.13,17.33,2.53,7.2,8.38,7.83,676.0,43.0,17.0,252.0,,309.0,0.9,13.0,66.0,
목포연안2_연안,2007-02-01,126.3805556,34.84444444,20.0,859.0,33.84,6.87,16.14,15.6,5.02,8.14,266.0,3.0,5.0,242.0,,259.0,1.28,14.0,48.0,
목포연안2_연안,2007-05-01,126.3805556,34.84444444,19.0,1288.0,32.22,18.14,1.75104,28.0,8.16,8.04,238.801,4.032,25.4789,72.38,,121.142,0.586549,44.73,38.0,
목포연안2_연안,2007-08-01,126.3805556,34.84444444,17.9,642.0,30.75,24.96,21.79,15.2,6.59,7.72,420.0,2.0,13.0,26.0,,49.0,1.85,21.0,34.0,
목포연안2_연안,2007-11-01,126.3805556,34.84444444,19.2,894.0,29.9,15.75,1.66,17.2,8.12,7.79,343.0,23.0,8.0,260.0,,296.0,0.82,13.0,74.0,
목포연안3_연안,2007-02-01,126.35,34.78972222,20.5,662.0,34.22,7.0,7.9,13.2,9.46,8.03,447.0,4.0,8.0,223.0,,242.0,1.1,15.0,29.0,
목포연안3_연안,2007-05-01,126.35,34.78972222,21.0,735.0,32.91,14.82,5.55416,14.4,10.42,8.11,312.847,8.344,12.0621,149.534,,162.652,0.319936,4.774,75.0,
목포연안3_연안,2007-08-01,126.35,34.78972222,21.6,762.0,33.56,24.82,9.86,13.6,6.73,7.72,400.0,10.0,12.0,72.0,,171.0,3.71,90.0,33.0,
목포연안3_연안,2007-11-01,126.35,34.78972222,21.2,801.0,30.42,16.75,7.46,15.8,8.24,7.85,474.0,23.0,1.0,159.0,,193.0,0.62,11.0,69.0,
목포연안4_연안,2007-02-01,126.3419444,34.75916667,11.0,902.0,34.65,7.27,2.32,19.4,9.45,8.14,466.0,4.0,21.0,287.0,,304.0,1.31,13.0,77.0,
목포연안4_연안,2007-05-01,126.3419444,34.75916667,10.0,825.0,33.05,14.56,6.9166,12.8,11.16,8.11,274.044,5.992,8.0011,178.136,,192.108,0.575885,7.98,59.0,
목포연안4_연안,2007-08-01,126.3419444,34.75916667,10.1,608.0,33.52,22.88,16.0,21.6,7.21,7.82,184.0,1.0,9.0,33.0,,60.0,1.91,25.0,33.0,
목포연안4_연안,2007-11-01,126.3419444,34.75916667,12.0,831.0,32.37,16.92,5.81,64.6,8.92,7.84,395.0,11.0,2.0,190.0,,216.0,0.88,15.0,139.0,
목포연안H1_항만,2007-02-01,126.3886111,34.78527778,10.0,860.0,34.02,7.08,8.2,11.6,8.31,8.19,352.0,6.0,16.0,245.0,,269.0,1.34,17.0,39.0,
목포연안H1_항만,2007-08-01,126.3886111,34.78527778,6.0,1208.0,24.44,26.24,,15.2,5.69,7.83,557.0,22.0,5.0,70.0,,263.0,4.54,171.0,68.0,
목포연안H2_항만,2007-02-01,126.3805556,34.77888889,19.0,663.0,34.28,6.9,6.14,11.8,9.97,8.17,395.0,4.0,17.0,253.0,,269.0,2.7,12.0,36.0,
목포연안H2_항만,2007-08-01,126.3805556,34.77888889,16.7,757.0,32.67,23.61,15.66,16.8,5.31,7.8,473.0,4.0,4.0,213.0,,246.0,2.02,29.0,43.0,
무안연안1_연안,2007-02-01,126.3788889,34.90555556,19.0,1052.0,33.74,6.8,17.49,32.0,7.63,8.19,245.0,2.0,5.0,123.0,,138.0,1.47,13.0,33.0,
무안연안1_연안,2007-05-01,126.3788889,34.90555556,13.0,997.0,32.18,17.95,1.8936,27.2,8.37,8.06,269.214,1.288,30.5784,102.718,,139.174,0.650537,35.168,45.0,
무안연안1_연안,2007-08-01,126.3788889,34.90555556,8.2,754.0,31.96,25.88,26.45,16.4,6.17,7.8,535.0,16.0,9.0,185.0,,244.0,1.51,42.0,33.0,
무안연안1_연안,2007-11-01,126.3788889,34.90555556,10.6,857.0,29.77,15.7,2.36,21.0,8.57,7.85,457.0,27.0,9.0,191.0,,230.0,1.07,13.0,301.0,
무안연안2_연안,2007-02-01,126.2891667,35.01111111,17.0,1073.0,34.16,6.24,5.12,15.8,8.84,8.12,452.0,3.0,6.0,263.0,,277.0,0.93,12.0,46.0,
무안연안2_연안,2007-05-01,126.2891667,35.01111111,19.0,1074.0,32.56,17.87,1.5658,44.4,7.84,7.96,428.176,3.248,33.511,166.376,,191.226,0.68253,21.602,55.0,
무안연안2_연안,2007-08-01,126.2891667,35.01111111,15.0,817.0,32.9,26.3,4.01,17.2,6.64,7.74,319.0,2.0,15.0,23.0,,56.0,1.0,31.0,26.0,
무안연안2_연안,2007-11-01,126.2891667,35.01111111,17.2,782.0,30.21,14.83,2.76,26.4,7.95,7.84,307.0,18.0,1.0,119.0,,153.0,0.86,16.0,61.0,
무안연안3_연안,2007-02-01,126.2380556,34.87888889,10.0,1094.0,34.64,6.81,1.27,49.6,9.15,8.11,540.0,3.0,18.0,281.0,,297.0,1.46,13.0,53.0,
무안연안3_연안,2007-05-01,126.2380556,34.87888889,9.0,1283.0,32.72,16.65,2.865,63.6,8.36,7.98,377.314,6.02,27.1405,189.952,,219.716,0.842498,23.744,74.0,
무안연안3_연안,2007-08-01,126.2380556,34.87888889,8.0,539.0,33.14,25.14,18.97,22.0,7.0,7.84,321.0,12.0,14.0,20.0,,66.0,0.63,34.0,27.0,
무안연안3_연안,2007-11-01,126.2380556,34.87888889,9.5,1000.0,31.2,16.35,2.39,89.3,8.18,7.82,366.0,11.0,4.0,155.0,,179.0,0.86,13.0,122.0,
보령연안1_연안,2007-02-01,126.5,36.35194444,15.0,394.9,32.15,5.96,1.65476,14.8,10.54,8.05,392.202,2.0,24.0,263.0,,274.0,0.87604,9.0,37.4,
보령연안1_연안,2007-05-01,126.5,36.35194444,10.0,148.0,32.08,13.2,0.63704,13.6,8.65,8.19,3.7206,2.0,3.5,1.0,,13.0,1.31472,10.0,28.4898,
보령연안1_연안,2007-08-01,126.5,36.35194444,15.0,395.56,30.01,26.27,13.4446,7.0,5.82,8.15,511.244,3.62857,10.4071,25.4553,,87.0582,1.65766,57.9744,52.2291,
보령연안1_연안,2007-11-01,126.5,36.35194444,11.0,318.0,31.58,16.22,1.26868,16.6,6.76,7.91,379.26,15.0,17.0,70.0,,209.0,0.824605,124.0,51.7,
보령연안2_연안,2007-02-01,126.5,36.30611111,25.0,375.1,32.18,6.02,1.71676,9.4,10.44,8.08,398.186,3.0,24.0,283.0,,293.0,0.5973,7.0,35.2,
보령연안2_연안,2007-05-01,126.5,36.30611111,10.0,188.0,32.06,13.32,0.79316,20.0,8.63,8.2,3.44822,0.0,4.8,2.0,,12.0,1.07568,10.0,20.5294,
보령연안2_연안,2007-08-01,126.5,36.30611111,7.0,312.07,29.29,26.4,16.3445,10.0,6.12,8.17,464.581,3.57143,6.92755,23.3673,,62.6567,1.44058,35.7179,53.7399,
보령연안2_연안,2007-11-01,126.5,36.30611111,4.0,1224.0,32.63,16.07,1.13312,16.8,6.74,7.91,379.979,14.0,21.0,70.0,,195.0,0.427205,111.0,49.5,
보령연안3_연안,2007-02-01,126.4916667,36.24583333,17.0,414.7,32.18,5.83,1.92196,6.4,10.55,8.09,391.213,3.0,23.0,282.0,,293.0,0.61721,8.0,33.0,
보령연안3_연안,2007-05-01,126.4916667,36.24583333,18.0,231.0,31.91,13.55,0.65328,17.4,8.21,8.2,26.3868,0.0,3.6,5.0,,32.0,0.87648,27.0,25.7665,
보령연안3_연안,2007-08-01,126.4916667,36.24583333,15.0,421.08,29.13,26.3,16.6068,16.8,5.98,8.19,493.377,4.6,5.97857,16.9419,,61.3881,1.34191,39.8462,48.7759,
보령연안3_연안,2007-11-01,126.4916667,36.24583333,11.0,503.0,31.76,15.91,1.86348,14.6,6.92,7.92,389.947,16.0,22.0,70.0,,103.0,0.645775,17.0,40.7,
보령연안4_연안,2007-02-01,126.4661111,36.18777778,18.0,410.3,32.19,5.76,2.02788,10.6,10.51,8.09,404.644,3.0,24.0,286.0,,299.0,0.53757,10.0,35.2,
보령연안4_연안,2007-05-01,126.4661111,36.18777778,15.0,142.0,31.7,13.61,1.00248,16.8,7.92,8.22,21.8631,0.0,3.0,15.0,,22.0,1.27488,7.0,22.2053,
보령연안4_연안,2007-08-01,126.4661111,36.18777778,18.0,512.6,29.61,25.43,16.1807,5.2,6.37,8.19,561.884,4.82857,9.93265,34.9359,,63.0081,1.42085,23.2436,40.3589,
보령연안4_연안,2007-11-01,126.4661111,36.18777778,14.0,575.0,31.73,15.81,1.91372,45.6,7.02,7.93,392.949,17.0,24.0,63.0,,161.0,0.586165,81.0,48.4,
보령연안H1_항만,2007-02-01,126.5088889,36.33166667,18.0,426.8,32.14,5.95,1.27196,16.2,10.58,8.06,396.964,2.0,24.0,266.0,,286.0,0.71676,18.0,39.6,
보령연안H1_항만,2007-08-01,126.5088889,36.33166667,8.0,51.3182,29.38,26.57,10.9176,7.0,6.11,8.14,476.987,6.08571,11.9888,34.7252,,105.157,1.36165,64.3462,53.3082,
부산연안1_환경관리,2007-02-01,129.16944,35.14722,18.8,279.016,34.1,12.06,1.15094,5.825,8.89299,7.81,261.46,9.26208,20.3479,94.1049,,109.608,1.07437,6.24096,46.6048,
부산연안1_환경관리,2007-05-01,129.16944,35.14722,19.0,494.848,34.19,13.28,1.44988,12.105,8.307,7.81,305.202,8.77895,12.7702,158.591,,182.449,0.638205,12.0688,16.0,
부산연안1_환경관리,2007-08-01,129.16944,35.14722,17.0,331.084,,14.24,2.00293,13.15,6.88414,7.73,565.826,4.9453,31.9304,10.2484,,26.0851,0.281158,10.8914,52.9544,
부산연안1_환경관리,2007-11-01,129.16944,35.14722,13.0,299.0,33.54,16.02,1.39,6.1,7.58,8.01,340.0,7.0,29.0,122.0,,142.0,0.71,13.0,30.0,
부산연안2_환경관리,2007-02-01,129.14056,35.14806,10.8,198.703,34.08,12.04,0.82957,4.745,9.51343,7.8,262.246,11.7475,20.9317,93.3063,,126.807,0.881945,21.7528,28.7473,
부산연안2_환경관리,2007-05-01,129.14056,35.14806,18.0,627.236,34.14,13.52,0.874412,12.53,8.92,7.75,295.843,8.23812,14.7456,193.533,,198.029,0.542475,29.7058,41.0,
부산연안2_환경관리,2007-08-01,129.14056,35.14806,11.0,350.994,,13.4,1.4723,8.15,6.95033,7.79,620.689,4.69051,35.1865,154.794,,166.596,0.200055,7.11106,52.2452,
부산연안2_환경관리,2007-11-01,129.14056,35.14806,9.0,322.0,33.28,16.79,1.35,5.5,7.75,7.97,280.0,9.0,23.0,121.0,,145.0,0.61,15.0,33.0,
부산연안3_환경관리,2007-02-01,129.12639,35.14611,8.8,219.217,34.0,11.68,0.777255,3.525,8.81027,7.79,526.556,18.4203,22.2693,127.351,,186.357,0.89798,40.5852,38.3924,
부산연안3_환경관리,2007-05-01,129.12639,35.14611,9.0,730.799,33.41,13.83,4.91763,9.135,8.307,7.7,241.798,10.8968,18.6963,166.047,,666.484,0.430789,59.0845,24.0,
부산연안3_환경관리,2007-08-01,129.12639,35.14611,9.0,486.347,,14.05,5.67994,3.8,6.95033,7.77,472.42,15.5896,53.9825,304.652,,423.327,0.470399,103.085,65.0108,
부산연안3_환경관리,2007-11-01,129.12639,35.14611,11.0,350.0,33.15,16.77,1.47,6.8,7.68,8.0,312.0,8.0,26.0,126.0,,165.0,0.89,30.0,35.0,
부산연안4_환경관리,2007-02-01,129.09278,35.08583,14.7,263.857,33.94,10.57,0.822097,5.48,10.2166,7.78,344.974,9.4281,22.07,100.92,,139.604,0.978157,29.256,33.5043,
부산연안4_환경관리,2007-05-01,129.09278,35.08583,13.0,607.865,33.21,13.97,5.82941,13.525,8.142,7.46,242.1,8.59557,15.2014,169.66,,317.862,0.749891,38.0726,24.0,
부산연안4_환경관리,2007-08-01,129.09278,35.08583,14.0,489.241,34.25,17.24,3.81154,5.65,7.69501,7.89,317.118,4.46404,18.4624,81.403,,94.2125,1.07056,8.34545,46.0397,
부산연안4_환경관리,2007-11-01,129.09278,35.08583,14.0,356.0,33.19,16.4,1.09,4.1,6.09,8.02,339.0,8.0,29.0,115.0,,169.0,0.88,45.0,40.0,
부산연안5_환경관리,2007-02-01,129.04583,35.0475,21.0,176.377,33.97,12.02,0.64273,12.38,9.59616,7.75,261.105,8.79905,18.9187,90.3325,,134.458,0.769697,35.326,36.0697,
부산연안5_환경관리,2007-05-01,129.04583,35.0475,22.5,497.732,33.82,13.34,2.34671,6.7,8.754,8.11,304.599,8.62509,9.57917,160.528,,248.992,0.574385,29.7347,30.0,
부산연안5_환경관리,2007-08-01,129.04583,35.0475,26.0,491.014,34.47,17.72,1.95808,7.0,7.03308,7.85,453.289,7.60638,25.2704,3.57332,,19.0623,0.665046,7.88255,41.6072,
부산연안5_환경관리,2007-11-01,129.04583,35.0475,23.0,337.0,33.75,16.4,2.97,5.8,6.44,7.84,437.0,7.0,30.0,151.0,,169.0,0.49,11.0,37.0,
부산연안6_환경관리,2007-02-01,129.01222,35.03472,25.0,183.767,33.91,12.01,0.672624,7.055,9.2239,7.84,250.294,9.66645,17.0356,93.8019,,121.698,0.753662,18.23,27.2484,
부산연안6_환경관리,2007-05-01,129.01222,35.03472,24.0,649.982,33.8,13.35,2.77271,7.32,8.489,8.15,302.787,8.58858,3.80497,156.635,,273.811,0.414834,32.5079,23.0,
부산연안6_환경관리,2007-08-01,129.01222,35.03472,25.0,262.256,34.31,18.22,1.41999,13.45,8.77066,7.92,425.154,6.58724,25.5664,4.97125,,22.1413,0.811032,10.5828,36.6428,
부산연안6_환경관리,2007-11-01,129.01222,35.03472,25.0,282.0,33.73,16.38,1.23,5.6,6.65,7.83,413.0,8.0,27.0,131.0,,149.0,0.66,10.0,27.0,
부산연안H1_항만,2007-02-01,129.0577778,35.11055556,15.0,329.431,33.85,10.13,0.807149,4.71,9.30662,7.5,344.51,10.4539,32.384,150.045,,263.145,0.946086,102.646,49.3372,
부산연안H1_항만,2007-08-01,129.0577778,35.11055556,10.0,387.978,34.21,16.69,2.87734,8.5,7.55849,7.9,321.62,5.00192,18.9064,72.0019,,94.6072,0.897542,17.6034,48.8765,
부산연안H2_항만,2007-02-01,129.0325,35.08472222,6.0,182.018,33.91,11.79,0.807149,5.92,10.0098,7.77,280.293,8.86922,19.1441,101.515,,130.86,0.785733,20.4761,25.9406,
부산연안H2_항만,2007-08-01,129.0325,35.08472222,7.0,272.536,33.83,21.1,7.09993,3.5,8.27421,8.04,110.893,2.17098,9.43442,79.2711,,89.4018,0.83266,7.9597,218.553,
부산연안H3_항만,2007-02-01,129.0022222,35.06583333,12.8,200.918,33.86,11.98,1.2182,9.675,9.34798,7.84,295.294,10.3483,22.5409,100.264,,129.448,1.01023,18.8359,29.4193,
부산연안H3_항만,2007-08-01,129.0022222,35.06583333,12.0,299.772,34.17,19.0,3.7368,6.2,7.66192,8.0,184.324,3.27504,20.3864,5.39063,,17.0883,1.20573,8.4226,38.5931,
사천연안1_연안,2007-02-01,128.0513889,34.90444444,17.0,1529.0,32.88,7.3,4.96,10.4,13.14,,48.0,8.0,20.0,70.0,,98.0,1.84,20.0,52.0,
사천연안1_연안,2007-05-01,128.0513889,34.90444444,28.0,391.7,33.91,15.52,4.3749,17.0,8.4,8.13,204.0,6.4,30.0,28.72,,62.82,1.184,27.7,75.2,
사천연안1_연안,2007-08-01,128.0513889,34.90444444,12.0,176.0,33.16,20.49,1.4,4.0,6.85,7.91,70.0,29.0,30.0,110.0,,146.0,1.79,7.0,53.0,
사천연안1_연안,2007-11-01,128.0513889,34.90444444,9.0,345.4,31.4,18.24,3.2454,9.5,8.29,8.04,538.2,24.2,59.3,87.51,,126.01,1.712,14.3,62.8,
사천연안2_연안,2007-02-01,128.1,34.90888889,20.0,1805.0,33.1,7.42,5.01,15.4,11.48,,39.0,9.0,22.0,61.0,,102.0,0.86,33.0,66.0,
사천연안2_연안,2007-05-01,128.1,34.90888889,18.0,241.7,34.03,14.8,4.0528,11.6,8.57,8.12,172.1,5.7,25.0,22.085,,49.685,0.976,21.9,56.0,
사천연안2_연안,2007-08-01,128.1,34.90888889,18.6,185.0,33.1,20.92,1.2,6.4,7.69,7.93,65.0,16.0,26.0,163.0,,185.0,2.86,7.0,50.0,
