station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
고창연안4_연안,2008-05-01,126.3,35.33333333,5.0,141.0,31.6,17.08,1.38366,63.4,9.44,8.04,74.0,0.5,36.0,119.0,,135.5,2.71,16.0,70.0
고창연안4_연안,2008-08-01,126.3,35.33333333,2.2,430.884,32.53,27.82,,,6.93168,7.9,202.529,5.94097,22.6266,83.7424,,92.387,2.88,2.70364,134.154
고창연안4_연안,2008-11-01,126.3,35.33333333,6.2,612.088,33.02,11.4,,,8.46,7.68,437.672,0.960755,21.1851,84.1262,,346.406,2.56,261.319,35.2703
고흥연안1_연안,2008-02-01,127.2433333,34.5,29.0,823.0,34.16,6.63,3.05,14.8,9.75,8.14,299.0,2.0,16.0,51.0,,78.0,0.1,25.0,25.0
고흥연안1_연안,2008-05-01,127.2433333,34.5,21.5,526.0,34.22,15.5,4.8,40.8,9.3,8.14,106.0,1.0,11.0,34.0,,50.0,1.52,15.0,41.0
고흥연안1_연안,2008-08-01,127.2433333,34.5,21.5,756.0,32.73,24.22,,,6.02,7.94,596.0,4.914,7.0,77.0,,89.0,0.66,12.0,25.0
고흥연안1_연안,2008-11-01,127.2433333,34.5,20.8,662.0,33.03,17.33,,,4.57,8.07,371.0,0.0,9.0,146.0,,159.0,0.75,13.0,29.0
고흥연안2_연안,2008-02-01,127.2161111,34.33138889,18.6,936.0,34.28,7.56,3.39,20.8,9.31,8.14,351.0,2.0,12.0,66.0,,92.0,0.14,24.0,26.0
고흥연안2_연안,2008-05-01,127.2161111,34.33138889,16.0,490.0,34.36,15.08,4.36,29.6,9.75,8.16,89.0,1.0,1.0,79.0,,93.0,0.62,13.0,38.0
고흥연안2_연안,2008-08-01,127.2161111,34.33138889,17.0,837.0,33.11,20.05,,,7.03,7.93,486.0,1.33,2.0,63.0,,82.0,0.94,19.0,24.0
고흥연안2_연안,2008-11-01,127.2161111,34.33138889,16.5,792.0,33.16,16.76,,,3.2,8.05,397.0,0.0,11.0,168.0,,182.0,0.56,14.0,25.0
고흥연안3_연안,2008-02-01,127.4016667,34.40444444,17.1,668.0,34.13,7.04,4.92,16.0,10.04,8.22,54.0,2.0,6.0,10.0,,28.0,1.02,16.0,28.0
고흥연안3_연안,2008-05-01,127.4016667,34.40444444,15.4,578.0,34.26,15.43,3.13,35.6,9.19,8.15,63.0,1.0,3.0,27.0,,37.0,1.18,9.0,45.0
고흥연안3_연안,2008-08-01,127.4016667,34.40444444,16.0,1899.0,32.91,22.78,,,5.92,7.94,489.0,6.972,8.0,127.0,,139.0,0.81,13.0,26.0
고흥연안3_연안,2008-11-01,127.4016667,34.40444444,15.0,710.0,32.85,17.56,,,3.34,8.11,362.0,0.0,10.0,116.0,,136.0,0.82,19.0,44.0
고흥연안4_연안,2008-02-01,127.595,34.50916667,13.0,771.0,33.93,6.34,7.21,21.4,9.93,8.24,38.0,5.0,3.0,22.0,,46.0,1.36,20.0,28.0
고흥연안4_연안,2008-05-01,127.595,34.50916667,13.0,852.0,34.13,15.51,4.65,27.6,8.88,8.14,135.0,1.0,6.0,36.0,,53.0,0.78,16.0,30.0
고흥연안4_연안,2008-08-01,127.595,34.50916667,14.0,1395.0,33.97,21.94,,,5.54,7.9,563.0,12.124,5.0,118.0,,132.0,0.97,15.0,30.0
고흥연안4_연안,2008-11-01,127.595,34.50916667,14.0,824.0,32.92,17.95,,,4.8,8.09,281.0,0.0,7.0,56.0,,75.0,0.62,20.0,21.0
고흥연안5_연안,2008-02-01,127.4791667,34.47833333,4.0,700.0,34.04,5.64,5.39,13.8,10.15,8.29,48.0,1.0,3.0,18.0,,39.0,1.18,20.0,24.0
고흥연안5_연안,2008-05-01,127.4791667,34.47833333,7.0,719.0,33.84,15.94,3.73,33.2,9.34,8.12,156.0,2.0,4.0,49.0,,72.0,0.89,20.0,38.0
고흥연안5_연안,2008-08-01,127.4791667,34.47833333,6.0,1247.0,32.83,24.68,,,6.15,7.98,496.0,1.582,2.0,75.0,,89.0,1.32,13.0,35.0
고흥연안5_연안,2008-11-01,127.4791667,34.47833333,6.0,699.0,32.84,17.56,,,3.76,8.1,341.0,0.0,5.0,81.0,,101.0,0.46,19.0,25.0
고흥연안6_연안,2008-02-01,127.4916667,34.52277778,6.0,529.0,34.02,5.67,3.34,11.0,10.41,8.34,31.0,0.0,0.0,22.0,,45.0,1.47,22.0,23.0
고흥연안6_연안,2008-05-01,127.4916667,34.52277778,7.0,586.0,33.86,16.25,3.87,32.0,9.6,8.12,180.0,2.0,1.0,69.0,,90.0,0.82,20.0,39.0
고흥연안6_연안,2008-08-01,127.4916667,34.52277778,8.0,1158.0,32.79,24.45,,,5.3,7.91,564.0,1.036,2.0,56.0,,66.0,0.87,11.0,30.0
고흥연안6_연안,2008-11-01,127.4916667,34.52277778,8.0,782.0,32.84,17.64,,,3.47,8.11,342.0,0.0,3.0,57.0,,67.0,0.64,9.0,26.0
고흥연안7_연안,2008-02-01,127.5475,34.45888889,7.8,740.0,34.12,7.52,9.36,15.6,9.83,8.22,76.0,1.0,5.0,17.0,,46.0,1.25,28.0,31.0
고흥연안7_연안,2008-05-01,127.5475,34.45888889,10.0,618.0,34.18,15.24,5.83,46.8,9.17,8.15,96.0,1.0,1.0,62.0,,79.0,1.16,16.0,42.0
고흥연안7_연안,2008-08-01,127.5475,34.45888889,10.0,986.0,33.1,20.37,,,5.86,7.92,541.0,10.276,11.0,92.0,,104.0,0.78,12.0,55.0
고흥연안7_연안,2008-11-01,127.5475,34.45888889,11.0,639.0,32.94,17.66,,,3.78,8.1,347.0,0.0,7.0,108.0,,127.0,0.54,19.0,24.0
고흥연안8_연안,2008-02-01,127.5475,34.4225,19.0,571.0,34.18,8.02,7.33,18.4,9.58,8.19,116.0,1.0,10.0,37.0,,63.0,0.64,25.0,28.0
고흥연안8_연안,2008-05-01,127.5475,34.4225,18.0,849.0,34.24,15.22,5.5,38.0,9.38,8.15,101.0,1.0,0.0,40.0,,58.0,1.1,17.0,43.0
고흥연안8_연안,2008-08-01,127.5475,34.4225,18.0,2096.0,33.15,19.65,,,5.86,7.92,510.0,12.474,2.0,207.0,,224.0,0.92,17.0,38.0
고흥연안8_연안,2008-11-01,127.5475,34.4225,17.5,760.0,33.0,17.49,,,3.37,8.1,352.0,0.0,8.0,123.0,,140.0,0.56,17.0,41.0
광양만1_환경관리,2008-02-01,127.67972,34.85139,4.0,1092.0,33.07,5.74,18.75,10.0,11.32,8.26,34.0,2.0,6.0,41.0,,67.0,1.18,24.0,32.0
광양만1_환경관리,2008-05-01,127.67972,34.85139,6.0,727.0,33.29,17.71,1.49,26.4,7.17,8.04,323.0,6.0,19.0,82.0,,126.0,0.65,38.0,47.0
광양만1_환경관리,2008-08-01,127.67972,34.85139,6.0,1085.0,31.89,25.52,,,4.91,7.85,369.0,9.52,21.0,58.0,,84.52,1.22,17.0,59.0
광양만1_환경관리,2008-11-01,127.67972,34.85139,6.0,808.0,32.13,17.38,,,3.87,8.04,698.0,0.0,36.0,191.0,,234.0,0.62,43.0,68.0
광양만2_환경관리,2008-02-01,127.65056,34.88389,17.0,610.0,33.15,5.8,19.72,11.0,10.3,8.17,36.0,5.0,4.0,29.0,,60.0,1.15,26.0,35.0
광양만2_환경관리,2008-05-01,127.65056,34.88389,18.0,737.0,33.31,17.26,1.1,17.2,7.37,8.05,271.0,5.0,16.0,115.0,,159.0,0.95,39.0,38.0
광양만2_환경관리,2008-08-01,127.65056,34.88389,20.0,1066.0,32.77,21.73,,,4.48,7.7,242.0,35.686,27.0,87.0,,160.686,0.54,38.0,45.0
광양만2_환경관리,2008-11-01,127.65056,34.88389,18.0,1020.0,32.56,17.66,,,3.75,8.04,676.0,56.0,40.0,175.0,,289.0,0.64,57.0,61.0
광양만3_환경관리,2008-02-01,127.68222,34.90222,15.0,765.0,33.17,5.85,20.86,9.4,10.58,8.2,68.0,1.0,9.0,29.0,,53.0,1.22,23.0,35.0
광양만3_환경관리,2008-05-01,127.68222,34.90222,18.0,475.0,33.36,16.96,1.12,13.6,7.7,8.08,283.0,4.0,14.0,79.0,,123.0,0.71,40.0,33.0
광양만3_환경관리,2008-08-01,127.68222,34.90222,21.0,944.0,32.88,20.99,,,4.5,7.82,290.0,19.852,30.0,76.0,,135.852,0.98,40.0,67.0
광양만3_환경관리,2008-11-01,127.68222,34.90222,19.0,877.0,32.3,18.06,,,3.6,8.04,600.0,59.0,34.0,176.0,,281.0,0.69,47.0,49.0
광양만4_환경관리,2008-02-01,127.82333,34.92083,13.4,820.0,33.53,6.69,11.57,8.4,9.77,8.12,96.0,3.0,14.0,61.0,,87.0,0.62,23.0,33.0
광양만4_환경관리,2008-05-01,127.82333,34.92083,10.0,912.0,33.62,16.59,2.45,24.4,7.91,8.11,236.0,3.0,10.0,55.0,,80.0,0.76,22.0,37.0
광양만4_환경관리,2008-08-01,127.82333,34.92083,12.0,767.0,33.01,20.5,,,5.31,7.88,412.0,13.244,12.0,48.0,,78.244,0.86,17.0,32.0
광양만4_환경관리,2008-11-01,127.82333,34.92083,10.0,896.0,32.69,19.0,,,3.64,8.09,597.0,54.0,24.0,124.0,,207.0,0.48,29.0,37.0
광양만5_환경관리,2008-02-01,127.80111,34.83194,36.0,660.0,33.6,6.61,18.42,9.0,9.95,8.13,81.0,2.0,12.0,92.0,,114.0,0.53,20.0,39.0
광양만5_환경관리,2008-05-01,127.80111,34.83194,42.0,535.0,33.74,15.72,2.15,19.2,8.32,8.13,293.0,3.0,6.0,98.0,,126.0,0.65,26.0,32.0
광양만5_환경관리,2008-08-01,127.80111,34.83194,35.0,923.0,33.15,19.74,,,5.39,7.86,279.0,10.542,7.0,38.0,,69.542,0.46,21.0,25.0
광양만5_환경관리,2008-11-01,127.80111,34.83194,42.0,894.0,32.85,18.78,,,4.56,8.18,589.0,32.0,16.0,133.0,,177.0,0.38,12.0,33.0
광양만H1_항만,2008-02-01,127.7402778,34.8625,4.0,1013.0,33.06,5.07,22.54,11.0,11.05,8.23,20.0,1.0,2.0,14.0,,38.0,1.33,23.0,30.0
구룡포연안1_연안,2008-02-01,129.5638889,35.98305556,22.0,126.785,33.91,11.15,0.54594,2.3,9.06,7.74,254.829,5.65192,13.9467,57.4392,,66.6788,0.938872,3.58776,23.2915
구룡포연안1_연안,2008-05-01,129.5638889,35.98305556,20.0,151.771,33.97,12.48,5.63692,4.4,8.5,7.95,297.284,6.80238,12.279,61.6258,,129.362,0.858968,60.9335,28.7616
구룡포연안1_연안,2008-08-01,129.5638889,35.98305556,28.0,186.848,34.02,14.39,,,8.54,7.95,273.089,0.973845,2.4558,11.2656,,28.6307,1.11866,16.3912,27.0157
구룡포연안1_연안,2008-11-01,129.5638889,35.98305556,22.0,231.625,33.86,14.47,,,8.42,7.82,271.808,7.29657,6.05764,89.6903,,106.204,1.23851,9.21721,24.7184
구룡포연안2_연안,2008-02-01,129.5880556,35.99777778,35.0,164.512,33.96,11.29,0.3682,2.9,9.12,7.73,259.795,5.70524,13.6315,63.6422,,70.7336,0.379544,1.38618,29.7872
구룡포연안2_연안,2008-05-01,129.5880556,35.99777778,36.0,198.605,33.95,12.27,2.47426,3.6,8.4,7.92,382.18,9.38961,17.518,103.419,,180.825,0.978824,68.0167,32.9885
구룡포연안2_연안,2008-08-01,129.5880556,35.99777778,35.0,184.888,33.85,11.8,,,8.24,7.83,510.684,1.49711,5.89392,56.6486,,97.0578,0.639232,38.9121,37.4911
구룡포연안2_연안,2008-11-01,129.5880556,35.99777778,35.0,249.261,33.82,14.42,,,8.04,7.78,443.411,6.6861,19.1552,191.334,,213.049,1.43827,15.0291,29.8643
구룡포연안H1_항만,2008-02-01,129.5563889,35.98555556,8.5,228.0,33.82,11.38,1.70566,10.4,9.65,7.98,267.0,7.0,13.0,95.0,,131.0,0.66,29.0,32.0
군산연안1_연안,2008-02-01,126.7191667,35.99777778,6.6,634.0,26.26,2.09,2.5601,54.2,7.38,7.33,206.0,20.0,39.0,219.0,,494.0,1.13,255.0,99.0
군산연안1_연안,2008-05-01,126.7191667,35.99777778,2.3,1210.0,26.49,16.27,5.98504,53.8,8.55,7.84,136.0,19.4,66.0,600.0,,1059.4,2.91,440.0,115.0
군산연안1_연안,2008-08-01,126.7191667,35.99777778,7.5,1429.41,24.2,26.37,,,5.30021,7.93,1211.89,32.4488,26.5519,796.924,,934.991,1.4,105.618,96.2022
군산연안1_연안,2008-11-01,126.7191667,35.99777778,5.0,1551.76,26.89,10.74,,,8.8,7.51,738.262,19.5936,11.7221,353.232,,978.679,2.44,605.854,69.6503
군산연안10_연안,2008-02-01,126.4,35.97916667,17.3,506.0,31.08,3.3,1.3837,40.1,9.51,8.38,140.0,2.0,51.0,457.0,,466.0,0.85,7.0,67.0
군산연안10_연안,2008-05-01,126.4,35.97916667,20.3,143.0,31.35,12.26,3.4932,40.0,9.9,8.07,44.0,0.6,17.0,42.0,,71.6,1.55,29.0,34.0
군산연안10_연안,2008-08-01,126.4,35.97916667,18.0,349.016,32.18,24.56,,,7.76812,7.72,93.6257,0.36947,11.0826,20.4047,,23.1933,2.96,2.41921,16.0631
군산연안10_연안,2008-11-01,126.4,35.97916667,18.0,268.844,32.37,12.72,,,8.14,7.8,55.6036,1.22278,3.60267,6.31658,,77.5783,0.72,70.0389,4.98048
군산연안2_연안,2008-02-01,126.6644444,36.0,4.4,380.0,28.82,2.1,3.03,51.8,9.54,7.65,164.0,13.0,40.0,196.0,,338.0,0.49,129.0,82.0
군산연안2_연안,2008-05-01,126.6644444,36.0,5.0,819.0,29.7,15.2,1.18958,51.8,9.24,8.03,67.0,8.6,45.0,182.0,,409.6,3.23,219.0,77.0
군산연안2_연안,2008-08-01,126.6644444,36.0,5.9,787.259,29.43,25.85,,,7.15528,8.12,554.999,11.3359,21.009,345.95,,403.102,1.84,45.8162,70.4306
군산연안2_연안,2008-11-01,126.6644444,36.0,5.0,721.363,29.45,11.15,,,8.75,7.65,374.361,11.9949,10.8538,172.885,,465.389,1.76,280.509,49.4216
군산연안3_연안,2008-02-01,126.6,35.97916667,11.7,368.0,30.13,2.18,2.9815,64.0,9.76,8.15,135.0,8.0,34.0,156.0,,196.0,0.69,32.0,93.0
군산연안3_연안,2008-05-01,126.6,35.97916667,12.0,672.0,29.91,15.14,4.27564,64.0,8.9,8.01,43.0,6.0,40.0,214.0,,396.0,3.07,176.0,73.0
군산연안3_연안,2008-08-01,126.6,35.97916667,13.0,583.616,30.57,25.84,,,7.04762,8.08,230.988,4.046,15.7048,113.433,,136.897,2.72,19.4181,49.425
군산연안3_연안,2008-11-01,126.6,35.97916667,12.0,477.235,31.29,11.7,,,8.91,7.73,186.905,6.11389,8.25695,90.075,,296.136,1.08,199.947,33.7202
군산연안4_연안,2008-02-01,126.55,35.97916667,12.0,372.0,30.62,2.59,3.0598,49.2,10.09,8.29,133.0,5.0,34.0,148.0,,172.0,0.49,19.0,76.0
군산연안4_연안,2008-05-01,126.55,35.97916667,15.6,478.0,30.57,14.77,5.66566,49.2,9.21,8.04,66.0,2.6,28.0,110.0,,187.6,3.27,75.0,46.0
군산연안4_연안,2008-08-01,126.55,35.97916667,16.0,677.483,30.57,25.76,,,7.47826,8.21,216.153,3.42048,16.3814,88.8687,,96.8721,2.04,4.58287,47.1303
군산연안4_연안,2008-11-01,126.55,35.97916667,12.0,643.041,31.64,11.73,,,8.47,7.74,162.682,5.29871,9.59961,65.4967,,194.159,1.24,123.364,30.7489
군산연안5_연안,2008-02-01,126.5611111,36.01666667,6.3,409.0,31.05,2.74,2.0351,40.4,10.03,8.41,123.0,2.0,36.0,119.0,,141.0,0.29,20.0,59.0
군산연안5_연안,2008-05-01,126.5611111,36.01666667,11.4,140.0,30.47,15.65,0.96086,40.4,11.22,8.14,23.0,2.0,10.0,28.0,,53.0,1.67,23.0,36.0
군산연안5_연안,2008-08-01,126.5611111,36.01666667,10.7,636.317,29.88,26.67,,,7.22981,7.82,320.901,2.15126,19.3102,47.504,,56.0673,2.12,6.41208,59.31
군산연안5_연안,2008-11-01,126.5611111,36.01666667,11.0,590.278,31.86,11.3,,,8.7,7.76,184.428,4.04681,10.0498,47.9416,,242.119,1.12,190.131,39.9998
군산연안6_연안,2008-02-01,126.5088889,36.05833333,9.5,343.0,31.08,3.05,2.8921,45.6,10.66,8.4,119.0,2.0,35.0,171.0,,183.0,0.81,10.0,60.0
군산연안6_연안,2008-05-01,126.5088889,36.05833333,15.1,133.0,31.2,14.79,1.46436,45.6,11.86,7.67,31.0,0.5,12.0,37.0,,60.5,1.99,23.0,40.0
군산연안6_연안,2008-08-01,126.5088889,36.05833333,13.7,557.233,30.68,26.3,,,7.18012,7.86,164.99,1.18839,16.8332,17.6314,,25.4643,3.36,6.6445,26.1246
군산연안6_연안,2008-11-01,126.5088889,36.05833333,14.0,537.241,32.17,11.77,,,8.49,7.74,117.814,3.69745,7.91928,25.4658,,186.043,1.28,156.88,19.2915
군산연안7_연안,2008-02-01,126.4888889,36.11666667,10.6,270.0,31.08,3.34,3.0388,40.3,9.17,8.38,124.0,2.0,40.0,113.0,,126.0,1.05,11.0,56.0
군산연안7_연안,2008-05-01,126.4888889,36.11666667,16.5,137.0,31.32,14.54,0.24202,40.2,9.38,7.81,27.0,0.5,19.0,14.0,,37.5,2.83,23.0,37.0
군산연안7_연안,2008-08-01,126.4888889,36.11666667,13.9,506.322,30.96,26.28,,,7.81781,7.78,154.693,0.529909,13.7086,15.7564,,19.2475,2.24,2.96118,34.2445
군산연안7_연안,2008-11-01,126.4888889,36.11666667,14.0,377.49,32.5,12.63,,,8.57,7.79,65.2379,2.82404,7.55749,7.53222,,115.68,1.12,105.324,20.5359
군산연안8_연안,2008-02-01,126.5,35.97916667,13.2,311.0,31.06,2.9,3.6018,48.7,3.39,8.36,121.0,2.0,32.0,219.0,,233.0,0.45,12.0,52.0
군산연안8_연안,2008-05-01,126.5,35.97916667,15.6,214.0,30.8,14.78,1.69342,48.0,10.25,8.04,34.0,2.3,6.0,72.0,,118.3,2.07,44.0,45.0
군산연안8_연안,2008-08-01,126.5,35.97916667,14.1,578.711,30.73,25.52,,,7.22981,7.52,169.138,2.7454,16.3875,69.7107,,75.752,3.64,3.29587,57.0153
군산연안8_연안,2008-11-01,126.5,35.97916667,13.0,579.68,31.86,11.81,,,8.3,7.71,140.661,4.51264,5.74047,45.0317,,286.103,2.68,236.558,30.6278
군산연안9_연안,2008-02-01,126.45,35.97916667,12.5,339.0,31.09,3.08,3.5212,43.2,10.23,8.4,119.0,2.0,40.0,192.0,,203.0,0.57,9.0,58.0
군산연안9_연안,2008-05-01,126.45,35.97916667,18.6,169.0,31.06,13.98,1.4815,43.0,11.49,8.05,20.0,1.1,5.0,13.0,,33.1,2.59,19.0,46.0
군산연안9_연안,2008-08-01,126.45,35.97916667,13.4,516.597,31.78,24.86,,,7.06418,7.56,74.7178,1.17276,16.5598,16.7784,,25.4188,2.4,7.46766,24.0064
군산연안9_연안,2008-11-01,126.45,35.97916667,13.0,382.043,32.07,12.35,,,8.27,7.76,94.6913,3.1734,8.05596,27.9368,,112.026,0.88,80.9162,13.4466
기장연안1_연안,2008-02-01,129.2802778,35.28333333,28.0,210.0,34.35,11.84,0.23,26.4,9.51,8.14,6.0,6.0,19.0,95.0,,101.0,0.79,0.0,25.0
기장연안1_연안,2008-05-01,129.2802778,35.28333333,28.5,359.0,34.45,14.96,1.8,33.2,8.64,8.1,225.0,13.0,15.0,27.0,,70.0,1.69,29.0,113.0
기장연안1_연안,2008-08-01,129.2802778,35.28333333,26.0,214.0,34.02,15.51,,,7.22,8.03,321.0,3.0,19.0,59.0,,68.0,0.58,5.0,30.0
기장연안1_연안,2008-11-01,129.2802778,35.28333333,29.0,188.28,33.808,15.662,,,6.39162,7.94,587.619,6.50462,21.5328,165.616,,177.58,0.79035,5.45898,32.8274
기장연안2_연안,2008-02-01,129.2166667,35.16666667,14.1,204.0,34.31,11.74,0.43,21.8,9.41,8.13,7.0,8.0,25.0,101.0,,109.0,0.5,0.0,29.0
기장연안2_연안,2008-05-01,129.2166667,35.16666667,15.0,259.0,34.3,14.81,1.02,20.8,8.66,8.11,223.0,12.0,18.0,36.0,,67.0,0.77,19.0,39.0
기장연안2_연안,2008-08-01,129.2166667,35.16666667,19.0,295.0,34.33,12.54,,,6.47,7.96,582.0,3.0,33.0,155.0,,159.0,1.39,1.0,90.0
기장연안2_연안,2008-11-01,129.2166667,35.16666667,45.0,176.541,33.5025,17.0675,,,6.88709,7.96,470.168,6.28203,18.287,150.658,,163.582,0.645184,6.642,27.2786
기장연안3_연안,2008-02-01,129.2916667,35.3,27.0,329.0,34.37,12.01,0.93,12.0,9.93,8.14,8.0,7.0,16.0,89.0,,95.0,0.87,0.0,24.0
기장연안3_연안,2008-05-01,129.2916667,35.3,29.5,237.0,34.45,15.31,1.66,26.3,8.82,8.1,184.0,4.0,19.0,17.0,,48.0,1.01,27.0,53.0
기장연안3_연안,2008-08-01,129.2916667,35.3,25.0,251.0,33.89,16.27,,,7.55,8.07,215.0,3.0,15.0,49.0,,67.0,0.98,14.0,19.0
기장연안3_연안,2008-11-01,129.2916667,35.3,28.0,252.309,33.735,17.0904,,,6.4742,7.99,460.596,7.06109,20.3525,153.127,,166.616,0.967776,6.4282,22.0997
기장연안4_연안,2008-02-01,129.2522222,35.265,13.0,225.0,34.36,11.77,0.4,13.6,9.89,8.15,7.0,5.0,25.0,84.0,,89.0,0.32,0.0,40.0
기장연안4_연안,2008-05-01,129.2522222,35.265,12.0,287.0,34.43,14.75,1.01,30.8,8.66,8.11,242.0,15.0,12.0,41.0,,77.0,0.61,20.0,61.0
기장연안4_연안,2008-08-01,129.2522222,35.265,23.0,349.0,34.27,13.98,,,7.42,8.0,470.0,5.0,23.0,1.0,,20.0,1.13,14.0,25.0
기장연안4_연안,2008-11-01,129.2522222,35.265,25.0,153.926,33.4745,17.6333,,,6.77148,8.02,440.076,8.3688,14.4511,126.855,,141.039,3.72594,5.81531,14.7013
기장연안H1_항만,2008-02-01,129.2286111,35.22277778,4.5,200.0,34.09,10.37,1.62,9.1,9.07,8.11,6.0,6.0,37.0,92.0,,156.0,0.83,58.0,57.0
낙동강하구1_환경관리,2008-02-01,128.92722,35.01278,23.0,214.0,33.96,9.8,1.43,20.6,10.06,8.14,8.0,5.0,20.0,103.0,,108.0,0.26,0.0,27.0
낙동강하구1_환경관리,2008-05-01,128.92722,35.01278,21.0,239.0,34.06,14.93,0.78,14.2,8.43,8.11,165.0,15.0,11.0,36.0,,74.0,0.67,23.0,39.0
낙동강하구1_환경관리,2008-08-01,128.92722,35.01278,26.0,294.0,34.4,16.63,,,6.86,8.04,377.0,6.0,18.0,14.0,,33.0,1.15,13.0,23.0
낙동강하구1_환경관리,2008-11-01,128.92722,35.01278,24.0,209.0,33.63,21.3,,,6.29,7.92,575.0,9.0,23.0,153.0,,168.0,0.95,6.0,26.0
낙동강하구2_환경관리,2008-02-01,128.96667,34.97639,42.6,211.0,34.18,11.51,0.57,8.6,9.5,8.12,9.0,6.0,23.0,101.0,,107.0,0.4,0.0,36.0
낙동강하구2_환경관리,2008-05-01,128.96667,34.97639,41.5,216.0,34.28,13.86,0.58,8.2,8.28,8.09,272.0,20.0,15.0,62.0,,102.0,0.43,20.0,38.0
낙동강하구2_환경관리,2008-08-01,128.96667,34.97639,40.0,269.0,34.12,15.08,,,6.97,8.05,468.0,6.0,21.0,49.0,,64.0,1.42,9.0,35.0
낙동강하구2_환경관리,2008-11-01,128.96667,34.97639,40.0,200.0,33.93,15.54,,,5.48,7.88,668.0,6.0,29.0,179.0,,190.0,1.14,5.0,36.0
낙동강하구3_환경관리,2008-02-01,128.90833,35.0,24.5,212.0,34.0,9.51,1.32,25.6,10.19,8.15,7.0,5.0,17.0,90.0,,95.0,0.22,0.0,24.0
낙동강하구3_환경관리,2008-05-01,128.90833,35.0,23.0,263.0,34.08,14.38,4.85,14.1,8.31,8.11,177.0,8.0,19.0,36.0,,76.0,0.7,32.0,39.0
낙동강하구3_환경관리,2008-08-01,128.90833,35.0,18.0,274.0,34.49,15.27,,,7.05,8.04,439.0,6.0,19.0,42.0,,55.0,0.77,7.0,31.0
낙동강하구3_환경관리,2008-11-01,128.90833,35.0,25.0,187.0,33.66,16.46,,,5.91,7.9,607.0,10.0,23.0,156.0,,171.0,0.83,6.0,39.0
낙동강하구4_환경관리,2008-02-01,128.86528,34.99583,27.0,226.0,33.85,9.44,1.42,6.4,10.09,8.15,7.0,4.0,21.0,95.0,,100.0,0.19,0.0,29.0
낙동강하구4_환경관리,2008-05-01,128.86528,34.99583,25.5,228.0,34.06,14.01,1.91,8.2,8.41,8.11,197.0,13.0,15.0,48.0,,83.0,0.58,22.0,16.0
낙동강하구4_환경관리,2008-08-01,128.86528,34.99583,31.0,278.0,34.86,15.49,,,7.03,8.04,452.0,6.0,19.0,220.0,,249.0,0.93,23.0,22.0
낙동강하구4_환경관리,2008-11-01,128.86528,34.99583,26.0,190.0,33.58,16.57,,,5.91,7.91,634.0,10.0,24.0,152.0,,169.0,1.09,7.0,29.0
남해도남안1_연안,2008-02-01,127.8844444,34.53805556,22.0,924.0,34.15,8.35,7.55,40.8,9.19,8.12,232.0,5.0,13.0,73.0,,102.0,0.53,24.0,29.0
남해도남안1_연안,2008-05-01,127.8844444,34.53805556,22.0,474.0,34.54,14.62,1.09,21.6,10.7,8.18,138.0,1.0,0.0,99.0,,117.0,0.99,17.0,13.0
남해도남안1_연안,2008-08-01,127.8844444,34.53805556,24.0,812.0,33.96,16.04,,,5.88,7.86,372.0,8.386,16.0,172.0,,186.0,0.64,14.0,30.0
남해도남안1_연안,2008-11-01,127.8844444,34.53805556,26.0,927.0,34.1,15.32,,,4.7,8.03,577.0,0.0,12.0,230.0,,240.0,0.51,10.0,35.0
남해도남안2_연안,2008-02-01,127.9327778,34.63777778,22.0,1072.0,34.36,11.0,4.21,49.4,8.72,8.15,247.0,4.0,12.0,89.0,,122.0,0.38,29.0,33.0
남해도남안2_연안,2008-05-01,127.9327778,34.63777778,24.0,648.0,34.46,14.27,2.66,18.8,10.34,8.16,180.0,1.0,1.0,28.0,,46.0,1.14,18.0,28.0
남해도남안2_연안,2008-08-01,127.9327778,34.63777778,23.0,579.0,33.47,1.75,,,5.98,7.87,371.0,1.666,4.0,60.0,,69.0,0.9,9.0,24.0
남해도남안2_연안,2008-11-01,127.9327778,34.63777778,25.0,934.0,33.27,17.99,,,7.27,8.09,522.0,0.0,13.0,143.0,,156.0,0.72,13.0,31.0
남해도남안3_연안,2008-02-01,128.0666667,34.61611111,33.0,1577.0,34.3,10.36,3.26,17.4,8.91,8.13,248.0,4.0,13.0,94.0,,120.0,0.27,23.0,32.0
남해도남안3_연안,2008-05-01,128.0666667,34.61611111,34.0,580.0,34.32,14.03,1.04,15.6,11.76,8.15,264.0,1.0,5.0,60.0,,84.0,0.77,23.0,22.0
남해도남안3_연안,2008-08-01,128.0666667,34.61611111,15.0,649.0,33.68,16.39,,,5.69,7.83,381.0,1.484,5.0,36.0,,49.0,0.66,13.0,22.0
남해도남안3_연안,2008-11-01,128.0666667,34.61611111,35.0,1047.0,33.52,17.35,,,4.39,8.11,733.0,0.0,24.0,244.0,,257.0,0.58,13.0,42.0
남해도남안4_연안,2008-02-01,127.9908333,34.71361111,8.0,895.0,34.13,8.61,4.11,7.4,9.48,8.14,217.0,3.0,11.0,88.0,,117.0,0.46,26.0,26.0
