station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
남해도남안4_연안,2014-08-27,127.9908333,34.71361111,341.2,30.19,24.74,2.29,4.0,9.95,8.53,540.5,3.0,5.6,96.7,6.5,107.1,2.01,7.4,19.8
남해도남안4_연안,2014-11-08,127.9908333,34.71361111,299.0,32.84,19.49,1.13,2.1,7.19,8.12,415.5,36.2,9.1,40.8,3.0,78.3,0.5,1.2,18.9
남해도남안5_연안,2014-02-25,127.7819444,34.55888889,165.3,34.29,10.17,2.93,10.8,9.05,8.23,231.1,3.9,11.3,40.1,1.5,46.1,0.65,2.2,20.9
남해도남안5_연안,2014-05-25,127.7819444,34.55888889,219.5,33.82,16.74,1.13,6.0,8.56,8.25,167.6,2.0,5.3,6.3,3.7,17.8,0.57,9.5,11.8
남해도남안5_연안,2014-08-24,127.7819444,34.55888889,376.8,29.95,23.74,18.39,7.4,,8.43,153.6,0.5,4.1,3.8,1.2,9.5,4.71,5.2,29.6
남해도남안5_연안,2014-11-08,127.7819444,34.55888889,373.4,32.53,18.45,0.82,21.6,6.99,8.07,462.7,43.6,13.6,80.6,0.9,126.4,0.97,2.2,35.1
대산연안1_연안,2014-02-23,126.4755556,37.05222222,536.0,30.99,4.37,0.87,7.4,11.0,7.76,475.2,1.7,28.6,169.0,0.9,246.1,1.71,75.3,36.8
대산연안1_연안,2014-05-23,126.4755556,37.05222222,334.9,31.15,13.08,0.93,4.5,10.03,8.09,114.7,4.3,9.5,152.5,3.9,164.6,1.0,7.9,24.3
대산연안1_연안,2014-08-14,126.4755556,37.05222222,442.9,30.54,22.9,2.76,18.4,7.02,8.0,536.9,11.4,23.6,156.8,1.3,239.2,1.37,71.0,49.4
대산연안1_연안,2014-11-07,126.4755556,37.05222222,411.2,31.43,17.08,1.45,14.8,7.71,8.22,254.7,45.4,23.0,72.1,1.0,128.8,0.83,11.4,38.6
대산연안2_연안,2014-02-23,126.3788889,37.04472222,525.7,31.06,3.81,0.87,9.9,11.23,7.86,457.5,1.5,28.4,157.6,0.9,192.3,2.47,33.3,42.9
대산연안2_연안,2014-05-23,126.3788889,37.04472222,381.7,31.19,11.66,1.8,4.8,9.97,8.07,140.8,4.5,12.4,167.2,3.5,179.4,1.51,7.7,25.0
대산연안2_연안,2014-08-14,126.3788889,37.04472222,384.2,30.89,22.36,2.49,21.6,7.02,8.05,413.6,10.4,21.3,130.7,1.5,195.8,1.08,54.7,39.8
대산연안2_연안,2014-11-07,126.3788889,37.04472222,347.2,31.93,17.28,1.6,8.3,7.69,8.24,164.5,37.7,17.9,46.6,2.0,85.3,0.91,1.0,29.9
대산연안3_연안,2014-02-23,126.3736111,37.07916667,558.8,31.11,3.83,1.54,19.8,10.99,7.98,453.3,1.4,28.1,153.0,0.9,223.5,1.65,69.1,52.8
대산연안3_연안,2014-05-23,126.3736111,37.07916667,388.2,31.24,11.47,1.6,6.9,9.92,8.04,156.5,4.9,13.3,174.1,3.4,185.2,0.88,6.2,24.7
대산연안3_연안,2014-08-14,126.3736111,37.07916667,403.1,30.79,22.56,1.36,6.7,7.11,7.99,440.4,10.6,22.4,140.9,2.0,211.3,1.06,59.8,34.4
대산연안3_연안,2014-11-07,126.3736111,37.07916667,395.9,31.67,17.22,2.03,14.0,7.77,8.22,210.7,44.8,23.8,56.9,1.5,105.2,0.89,3.5,36.1
대산연안4_연안,2014-02-23,126.2077778,37.07444444,492.6,31.28,3.64,1.54,33.0,11.03,8.0,444.7,0.7,27.4,139.3,0.5,143.1,1.66,3.1,51.1
대산연안4_연안,2014-05-23,126.2077778,37.07444444,395.8,31.28,10.47,0.7,4.7,9.9,8.01,190.2,5.1,15.6,185.8,2.4,195.5,1.71,4.6,25.3
대산연안4_연안,2014-08-15,126.2077778,37.07444444,301.5,31.3,21.36,0.93,8.6,7.4,8.0,270.4,9.5,15.1,103.1,3.0,146.8,0.85,34.2,26.3
대산연안4_연안,2014-11-08,126.2077778,37.07444444,380.7,31.99,17.48,1.83,15.7,7.59,8.18,133.1,31.6,16.8,46.5,1.5,78.4,0.81,0.2,43.1
대정연안1_연안,2014-02-06,126.2516667,33.2025,207.1,34.41,14.76,0.44,19.2,8.58,8.11,241.4,2.6,11.7,74.4,7.5,79.5,0.45,2.5,14.8
대정연안1_연안,2014-05-06,126.2516667,33.2025,247.3,34.3,17.09,0.64,6.8,7.74,8.16,196.4,1.3,5.6,21.3,8.5,48.3,0.24,25.6,16.6
대정연안1_연안,2014-08-13,126.2516667,33.2025,150.4,33.1,22.96,0.83,6.0,7.37,8.21,227.3,0.4,3.4,31.4,6.5,38.6,1.3,6.9,7.1
대정연안1_연안,2014-11-19,126.2516667,33.2025,223.6,34.1,19.45,1.13,7.2,7.72,8.15,162.4,2.6,4.5,33.0,11.0,46.9,1.45,11.3,12.0
대정연안2_연안,2014-02-06,126.3275,33.22,203.1,34.41,15.24,1.1,40.7,8.64,8.02,253.9,2.5,10.9,71.1,8.7,75.1,0.39,1.6,17.5
대정연안2_연안,2014-05-06,126.3275,33.22,220.4,34.31,17.83,0.64,6.3,7.79,8.15,194.2,0.4,3.5,12.5,7.0,23.2,0.21,10.4,11.7
대정연안2_연안,2014-08-13,126.3275,33.22,132.4,32.9,24.04,0.76,6.8,7.52,8.23,194.8,0.8,2.4,8.5,11.0,16.9,0.83,7.6,5.0
대정연안2_연안,2014-11-19,126.3275,33.22,174.4,34.13,20.17,0.87,7.0,7.65,8.19,144.2,3.1,5.9,29.6,11.0,37.2,1.09,4.6,11.8
대정연안3_연안,2014-02-06,126.2027778,33.23777778,235.6,34.39,14.95,0.23,54.6,8.56,8.1,247.9,1.9,11.7,77.5,7.5,80.6,0.45,1.1,17.4
대정연안3_연안,2014-05-06,126.2027778,33.23777778,237.4,34.31,16.8,0.48,11.1,7.74,8.15,222.3,3.3,7.3,40.7,7.5,51.1,0.21,7.1,13.5
대정연안3_연안,2014-08-13,126.2027778,33.23777778,162.7,33.2,23.86,0.59,7.2,7.84,8.22,177.5,0.9,2.5,13.4,12.0,15.9,1.23,1.6,5.7
대정연안3_연안,2014-11-19,126.2027778,33.23777778,241.5,33.98,19.6,1.1,7.0,7.79,8.13,166.9,3.2,7.1,35.2,12.0,56.4,1.54,18.0,12.4
도암만1_환경관리,2014-02-20,126.86472,34.42778,91.4,33.92,9.19,0.9,0.9,7.5,8.12,384.9,2.5,13.8,0.2,1.7,7.2,0.6,4.5,14.0
도암만1_환경관리,2014-05-20,126.86472,34.42778,671.6,33.6,16.89,1.6,21.9,8.4,8.19,180.6,3.6,8.7,25.6,1.9,43.4,0.63,14.2,17.5
도암만1_환경관리,2014-08-26,126.86472,34.42778,369.0,30.78,24.01,0.26,14.0,6.78,8.11,681.9,24.1,13.5,85.0,1.7,145.9,0.72,36.8,28.9
도암만1_환경관리,2014-11-05,126.86472,34.42778,162.6,32.57,17.8,2.2,6.2,7.38,8.09,364.6,45.4,14.1,108.5,1.4,158.3,0.74,4.4,15.6
도암만2_환경관리,2014-02-20,126.77222,34.45694,170.4,33.4,6.17,4.0,0.8,11.1,8.06,61.1,0.3,2.3,1.5,1.8,3.0,1.39,1.2,15.2
도암만2_환경관리,2014-05-20,126.77222,34.45694,719.5,33.45,17.27,1.39,12.7,8.3,8.18,211.9,3.1,8.6,24.1,1.9,37.2,0.62,10.0,8.9
도암만2_환경관리,2014-08-26,126.77222,34.45694,320.2,29.83,24.26,0.46,6.2,6.76,8.13,953.9,25.6,17.5,137.3,1.5,209.5,0.65,46.7,26.4
도암만2_환경관리,2014-11-05,126.77222,34.45694,296.5,32.14,17.63,2.26,6.1,7.62,8.09,389.6,43.8,16.3,84.9,1.4,140.6,0.81,11.9,18.9
도암만3_환경관리,2014-02-26,126.77139,34.48417,160.3,33.54,8.32,5.74,1.0,11.06,8.24,143.1,0.1,4.0,0.0,2.0,1.2,1.12,1.1,15.4
도암만3_환경관리,2014-05-26,126.77139,34.48417,786.3,32.6,17.32,5.14,6.2,6.83,8.11,221.9,1.5,6.0,15.6,1.0,24.7,0.86,7.6,12.6
도암만3_환경관리,2014-08-13,126.77139,34.48417,340.6,30.4,25.0,0.52,24.0,6.46,7.84,776.5,10.5,17.0,62.5,1.0,146.3,1.21,73.3,33.9
도암만3_환경관리,2014-11-05,126.77139,34.48417,218.4,32.1,17.57,2.67,5.7,7.7,8.08,432.4,39.9,17.4,91.0,1.2,147.7,0.84,16.8,19.8
도암만4_환경관리,2014-02-26,126.77639,34.50611,163.9,33.52,8.23,3.53,1.0,10.92,8.22,129.0,0.5,42.4,2.6,1.8,4.0,1.58,1.0,44.4
도암만4_환경관리,2014-05-26,126.77639,34.50611,738.7,32.12,17.7,5.63,9.5,8.01,8.02,259.3,1.5,5.4,17.5,1.0,20.3,0.7,1.3,10.7
도암만4_환경관리,2014-08-13,126.77639,34.50611,422.6,29.4,25.6,1.13,55.0,6.77,7.96,1053.1,13.6,26.5,99.7,0.4,198.3,1.0,85.0,50.7
도암만4_환경관리,2014-11-05,126.77639,34.50611,332.2,31.56,17.01,4.47,8.3,7.99,8.14,490.3,38.6,18.1,104.7,1.1,165.3,0.81,22.0,24.6
도암만5_환경관리,2014-02-26,126.77361,34.53389,172.5,33.2,8.0,3.48,1.4,10.58,8.14,125.7,0.1,8.4,0.0,2.3,1.4,1.36,1.4,16.5
도암만5_환경관리,2014-05-26,126.77361,34.53389,753.7,31.55,18.04,6.76,15.6,8.08,7.97,314.4,2.1,6.4,27.1,0.5,32.2,0.63,3.0,10.9
도암만5_환경관리,2014-08-13,126.77361,34.53389,461.4,28.7,25.8,0.93,37.5,6.05,7.87,1165.5,14.8,32.1,122.5,0.3,237.4,1.6,100.0,67.2
도암만5_환경관리,2014-11-05,126.77361,34.53389,367.6,30.85,16.27,2.21,55.6,8.13,8.06,609.6,27.2,20.6,114.0,1.2,174.9,1.04,33.7,24.7
도암만6_환경관리,2014-02-26,126.77806,34.55944,183.8,32.2,7.71,3.94,1.5,10.79,8.27,114.3,0.6,23.5,0.0,2.3,9.9,1.3,9.3,24.2
도암만6_환경관리,2014-05-26,126.77806,34.55944,841.3,30.04,18.44,6.3,14.4,7.05,7.96,662.2,5.0,13.5,117.0,0.5,148.9,1.13,26.8,17.1
도암만6_환경관리,2014-08-13,126.77806,34.55944,588.9,27.2,26.1,0.96,131.0,5.62,7.8,1533.0,18.7,45.4,208.0,0.3,332.9,2.41,106.2,88.0
도암만6_환경관리,2014-11-05,126.77806,34.55944,357.9,28.8,15.22,2.15,12.2,8.2,7.93,1015.0,23.5,32.8,204.4,0.8,295.2,1.18,67.3,34.1
동해연안1_연안,2014-02-25,129.135,37.53555556,289.1,34.2,8.65,0.9,4.1,9.12,8.2,285.3,3.8,9.5,71.4,10.0,75.7,0.83,0.5,15.9
동해연안1_연안,2014-05-25,129.135,37.53555556,229.8,34.24,14.26,0.73,4.7,8.92,8.19,59.1,0.2,15.2,1.0,8.0,5.8,0.64,4.7,15.5
동해연안1_연안,2014-08-14,129.135,37.53555556,164.0,33.36,23.41,0.96,2.6,8.55,8.24,7.5,0.1,0.9,0.3,7.0,0.6,0.6,0.2,10.5
동해연안1_연안,2014-11-06,129.135,37.53555556,201.3,33.18,18.57,0.5,0.1,8.0,8.15,120.5,2.5,3.0,14.3,10.0,17.7,0.95,0.9,7.6
동해연안2_연안,2014-02-25,129.1547222,37.50305556,267.8,34.1,8.62,0.2,3.3,9.83,8.2,282.8,4.2,9.6,82.8,11.0,88.7,0.81,1.7,13.8
동해연안2_연안,2014-05-25,129.1547222,37.50305556,199.0,34.26,14.23,0.19,5.9,8.82,8.19,64.5,0.2,12.3,1.0,9.0,6.1,0.82,4.9,12.8
동해연안2_연안,2014-08-14,129.1547222,37.50305556,184.3,33.34,23.39,1.23,3.0,8.5,8.25,11.8,0.2,0.9,0.7,6.0,2.0,0.83,1.1,9.2
동해연안2_연안,2014-11-06,129.1547222,37.50305556,189.3,33.28,19.49,0.45,1.4,7.76,8.14,119.8,2.7,3.1,11.2,9.0,15.1,1.03,1.3,7.3
동해연안3_연안,2014-02-25,129.1522222,37.52333333,274.3,34.14,8.66,0.23,3.4,9.36,8.2,281.6,4.0,9.2,78.6,12.0,86.2,0.7,3.5,14.7
동해연안3_연안,2014-05-25,129.1522222,37.52333333,199.0,34.28,14.21,0.56,6.1,9.27,8.19,62.6,0.3,13.4,0.6,9.0,5.7,0.83,4.8,14.1
동해연안3_연안,2014-08-14,129.1522222,37.52333333,173.0,33.22,23.35,1.83,2.1,8.64,8.25,0.2,0.3,1.0,4.4,7.0,4.9,0.65,0.2,9.0
동해연안3_연안,2014-11-06,129.1522222,37.52333333,199.3,33.3,19.27,0.7,2.8,7.81,8.14,117.5,2.5,2.9,10.7,9.0,14.8,1.03,1.6,7.8
동해연안4_연안,2014-02-25,129.115,37.61138889,324.5,34.16,8.54,0.26,4.2,8.98,8.2,290.7,3.9,9.7,77.7,12.0,84.7,0.21,3.1,16.9
동해연안4_연안,2014-05-25,129.115,37.61138889,199.8,34.25,14.03,0.98,2.8,9.22,8.2,54.0,0.2,13.5,0.9,8.0,126.0,0.49,124.9,14.1
동해연안4_연안,2014-08-14,129.115,37.61138889,164.8,33.42,23.59,0.52,1.8,8.05,8.21,4.9,0.0,1.2,0.6,7.0,0.8,1.14,0.2,7.7
동해연안4_연안,2014-11-06,129.115,37.61138889,200.3,33.42,18.47,0.73,0.4,7.69,8.12,157.7,2.9,4.0,24.1,11.0,28.8,0.92,1.8,8.9
동해연안H1_항만,2014-02-25,129.1152778,37.54666667,433.6,33.47,8.67,0.61,1.0,8.33,8.18,378.4,8.5,16.0,179.3,6.0,239.9,0.15,52.2,17.8
동해연안H1_항만,2014-08-14,129.1152778,37.54666667,300.3,33.17,23.04,12.79,3.0,9.1,8.25,36.3,3.6,1.6,41.5,4.0,45.8,1.65,0.7,19.5
동해연안H2_항만,2014-02-25,129.1402778,37.49666667,271.0,33.96,8.09,2.61,1.2,10.3,8.22,197.8,3.6,7.1,65.7,7.0,73.1,0.89,3.9,13.4
동해연안H2_항만,2014-08-14,129.1402778,37.49666667,223.1,32.76,22.31,9.4,1.9,9.66,8.25,59.7,1.1,1.2,7.5,3.0,9.6,1.0,1.1,16.2
득량만1_환경관리,2014-02-19,127.21861,34.70667,139.3,33.11,6.1,3.54,0.9,10.48,8.13,164.4,0.1,4.6,0.0,0.5,1.2,2.19,1.1,10.7
득량만1_환경관리,2014-05-19,127.21861,34.70667,266.0,32.65,19.82,4.5,18.9,7.65,8.06,352.2,1.5,2.7,15.7,1.9,30.5,1.4,13.4,26.4
득량만1_환경관리,2014-08-25,127.21861,34.70667,342.7,29.49,25.59,6.09,9.6,7.24,8.22,915.5,20.7,7.0,46.4,1.0,96.7,2.05,29.7,41.9
득량만1_환경관리,2014-11-12,127.21861,34.70667,374.2,31.44,16.01,4.52,12.0,7.9,8.12,459.4,41.4,18.5,79.0,0.9,132.8,1.01,12.4,37.7
득량만2_환경관리,2014-02-19,127.13944,34.63944,150.7,33.1,6.64,2.23,0.8,9.69,8.11,308.4,1.7,9.8,0.1,0.7,3.1,0.6,1.3,10.8
득량만2_환경관리,2014-05-19,127.13944,34.63944,208.8,33.29,18.62,2.67,13.9,7.73,8.11,255.5,0.6,2.1,5.4,1.9,13.3,1.55,7.4,17.0
득량만2_환경관리,2014-08-25,127.13944,34.63944,239.1,29.49,25.59,12.41,5.4,7.84,8.35,598.4,2.0,5.6,5.0,1.7,13.5,2.05,6.4,27.5
득량만2_환경관리,2014-11-12,127.13944,34.63944,331.1,32.07,16.6,3.13,27.0,7.88,8.13,391.8,42.7,13.5,51.7,0.9,96.7,0.77,2.3,31.1
득량만3_환경관리,2014-02-19,127.05083,34.52167,164.2,33.73,8.58,2.61,3.9,9.71,8.06,290.9,1.3,9.2,0.1,0.8,5.8,1.66,4.4,15.8
득량만3_환경관리,2014-05-19,127.05083,34.52167,184.3,33.3,18.8,1.83,7.9,7.53,8.03,111.7,0.1,2.0,0.9,2.5,2.1,1.0,1.1,13.5
득량만3_환경관리,2014-08-25,127.05083,34.52167,189.8,30.77,24.74,1.36,2.2,7.82,8.33,488.2,1.3,4.9,8.2,6.1,18.7,1.48,9.1,16.6
득량만3_환경관리,2014-11-12,127.05083,34.52167,326.0,32.32,16.41,2.2,10.0,7.7,8.11,426.2,36.2,14.4,71.6,1.0,109.5,1.03,1.8,27.7
득량만4_환경관리,2014-02-19,127.03111,34.595,231.2,33.55,7.18,1.31,1.0,9.96,8.13,325.2,2.1,12.8,0.2,0.5,3.1,1.22,0.8,20.0
득량만4_환경관리,2014-05-19,127.03111,34.595,220.9,32.78,19.59,1.91,9.5,6.95,8.06,253.1,0.8,2.0,11.2,1.2,19.8,1.46,7.7,20.9
득량만4_환경관리,2014-08-25,127.03111,34.595,266.6,30.05,25.9,3.86,13.4,7.09,8.18,851.8,4.5,10.4,10.4,0.9,45.2,1.91,30.3,35.0
득량만4_환경관리,2014-11-12,127.03111,34.595,420.0,31.41,14.38,4.87,26.2,8.21,8.11,545.4,21.8,16.4,87.8,0.6,126.6,0.84,17.0,50.7
득량만5_환경관리,2014-02-19,127.04111,34.48389,252.7,33.95,9.42,1.31,2.8,9.52,8.08,333.5,2.6,17.0,0.2,0.6,4.0,0.71,1.2,32.0
득량만5_환경관리,2014-05-19,127.04111,34.48389,192.7,33.92,16.67,1.36,11.4,8.48,8.2,47.1,2.6,2.3,17.2,1.9,25.9,0.73,6.1,13.1
득량만5_환경관리,2014-08-25,127.04111,34.48389,232.9,31.79,24.01,1.62,3.6,7.24,8.22,455.5,11.3,6.8,21.2,2.9,45.5,1.62,13.0,20.5
득량만5_환경관리,2014-11-12,127.04111,34.48389,332.3,32.62,17.09,0.87,13.6,7.34,8.08,382.7,26.6,14.2,93.3,1.2,122.0,1.01,2.0,29.0
마산만1_환경관리,2014-02-23,128.58333,35.19583,388.3,33.11,6.9,4.78,4.9,10.77,8.46,28.1,1.4,2.9,1.4,1.5,3.4,2.52,0.6,33.8
마산만1_환경관리,2014-05-23,128.58333,35.19583,493.1,31.71,20.51,16.76,1.2,9.21,8.33,450.2,0.3,2.7,0.3,1.5,11.5,3.92,10.9,66.1
마산만1_환경관리,2014-08-12,128.58333,35.19583,675.3,30.91,24.67,22.09,8.2,9.41,8.13,615.5,6.2,10.6,33.0,1.2,80.4,3.67,41.3,105.4
마산만1_환경관리,2014-11-17,128.58333,35.19583,492.5,31.28,15.78,3.13,4.6,6.58,7.96,964.8,43.5,30.5,139.1,2.0,342.5,1.27,159.9,46.2
마산만10_환경관리,2014-02-23,128.57472,35.19444,357.4,32.9,6.08,7.82,5.3,11.33,8.47,53.5,1.9,0.8,14.4,1.5,48.9,1.79,32.6,17.2
마산만10_환경관리,2014-05-23,128.57472,35.19444,282.8,32.0,20.06,2.53,57.4,10.11,8.43,445.7,1.5,1.7,4.9,1.3,15.3,3.08,8.8,61.9
마산만10_환경관리,2014-08-12,128.57472,35.19444,662.2,30.65,24.62,,9.4,9.48,8.14,717.3,8.9,13.1,61.1,1.3,133.3,3.07,63.2,94.3
마산만10_환경관리,2014-11-17,128.57472,35.19444,613.6,31.01,15.1,1.33,2.8,6.24,7.91,1124.8,47.6,39.3,195.6,2.0,447.2,0.97,204.0,53.6
마산만11_환경관리,2014-02-23,128.57694,35.19889,274.4,32.91,6.08,5.89,3.4,11.06,8.46,60.7,2.0,1.1,11.2,1.6,80.7,1.84,67.5,11.6
마산만11_환경관리,2014-05-23,128.57694,35.19889,306.8,31.85,20.25,17.58,12.8,9.28,8.41,460.3,1.9,0.9,4.1,1.3,15.7,4.74,9.8,63.4
마산만11_환경관리,2014-08-12,128.57694,35.19889,426.4,30.98,24.83,21.64,9.4,7.93,7.95,575.6,6.1,8.6,17.8,1.9,59.7,2.24,35.8,57.7
마산만11_환경관리,2014-11-17,128.57694,35.19889,644.2,31.25,14.89,1.8,5.0,6.05,7.92,1114.1,46.9,40.5,187.3,2.4,449.6,1.17,215.4,58.7
마산만12_환경관리,2014-02-23,128.58056,35.20139,328.5,32.95,6.12,12.76,12.1,10.8,8.44,52.0,1.2,1.7,7.2,1.2,80.2,3.41,71.7,19.6
마산만12_환경관리,2014-05-23,128.58056,35.20139,409.3,31.78,20.3,19.95,20.0,9.01,8.41,537.2,1.0,0.2,1.3,1.3,32.2,3.65,29.8,69.7
마산만12_환경관리,2014-08-12,128.58056,35.20139,542.2,31.09,24.42,23.44,8.0,8.17,8.06,690.6,13.0,12.1,77.5,1.9,135.7,2.49,45.2,70.1
마산만12_환경관리,2014-11-17,128.58056,35.20139,590.5,30.79,15.17,3.13,4.2,6.04,7.93,1065.5,47.6,35.8,155.9,2.1,404.8,1.07,201.4,53.3
마산만13_환경관리,2014-02-23,128.58639,35.20611,329.2,32.57,6.13,10.4,3.8,10.58,8.42,115.1,4.3,2.3,61.3,1.5,91.9,2.27,26.4,12.0
마산만13_환경관리,2014-05-23,128.58639,35.20611,357.0,31.9,20.05,18.97,15.6,7.64,8.32,557.9,1.8,2.4,1.1,1.3,7.3,3.45,4.5,66.5
마산만13_환경관리,2014-08-12,128.58639,35.20611,501.1,31.42,23.97,24.37,12.4,7.6,8.02,689.3,10.7,16.7,64.0,1.6,130.0,2.32,55.3,67.2
마산만13_환경관리,2014-11-17,128.58639,35.20611,580.7,30.43,15.17,1.73,2.2,6.36,7.93,1037.2,45.5,34.2,162.5,2.5,392.2,1.15,184.1,49.9
마산만14_환경관리,2014-02-23,128.58694,35.20917,283.6,32.9,6.22,22.0,4.1,10.81,8.45,46.1,2.0,1.0,19.7,1.4,74.6,2.34,52.9,12.2
마산만14_환경관리,2014-05-23,128.58694,35.20917,389.6,31.72,20.21,20.31,13.6,7.88,8.4,515.2,0.3,2.0,0.4,1.3,5.4,3.48,4.6,71.9
마산만14_환경관리,2014-08-12,128.58694,35.20917,523.2,31.23,24.58,,53.8,9.43,8.3,558.8,3.7,11.2,16.0,1.6,48.6,3.5,28.9,86.1
마산만14_환경관리,2014-11-17,128.58694,35.20917,560.2,30.91,15.28,3.65,2.8,6.21,7.94,1001.5,45.0,34.0,137.0,2.1,360.9,1.35,178.8,52.7
마산만15_환경관리,2014-02-23,128.59639,35.2075,359.0,33.17,6.21,18.17,4.8,11.67,8.5,17.7,0.6,1.6,9.0,2.0,24.1,1.82,14.5,37.6
마산만15_환경관리,2014-05-23,128.59639,35.2075,456.9,32.34,19.13,19.38,12.8,8.61,8.4,536.5,1.4,1.3,5.4,1.3,11.0,4.65,4.2,69.7
마산만15_환경관리,2014-08-12,128.59639,35.2075,391.3,31.21,24.78,24.37,11.2,9.41,8.16,514.5,1.8,8.7,3.2,1.9,19.0,2.58,14.0,57.9
마산만15_환경관리,2014-11-17,128.59639,35.2075,584.4,31.0,15.16,2.26,4.2,6.38,7.93,1037.6,45.2,34.2,159.6,1.9,389.1,1.25,184.3,52.9
마산만2_환경관리,2014-02-23,128.60417,35.14722,348.5,33.27,6.21,7.82,2.7,11.42,8.51,2.2,0.3,1.6,0.2,4.1,5.3,1.93,4.8,17.9
마산만2_환경관리,2014-05-23,128.60417,35.14722,431.4,32.38,20.37,7.31,4.8,7.98,8.26,354.1,1.1,1.5,1.2,2.0,11.2,4.33,9.0,41.9
마산만2_환경관리,2014-08-12,128.60417,35.14722,434.3,31.27,24.78,,8.8,9.79,8.19,410.1,1.1,5.1,1.6,1.8,12.4,3.14,9.7,64.1
마산만2_환경관리,2014-11-16,128.60417,35.14722,390.0,31.65,16.08,3.13,4.2,7.44,8.01,817.5,38.8,23.4,105.4,2.1,246.9,1.36,102.8,39.6
마산만3_환경관리,2014-02-23,128.58972,35.1675,297.5,32.37,6.1,11.17,2.5,11.73,8.52,3.6,0.2,1.2,0.7,2.5,12.8,1.77,12.0,13.6
마산만3_환경관리,2014-05-23,128.58972,35.1675,491.2,31.96,20.64,12.24,15.0,8.76,8.37,390.3,0.6,2.0,0.1,1.5,4.2,4.0,3.6,53.6
마산만3_환경관리,2014-08-12,128.58972,35.1675,534.0,30.77,25.33,,10.0,11.34,8.27,509.1,1.6,3.9,2.9,1.4,29.2,3.9,24.8,81.9
마산만3_환경관리,2014-11-17,128.58972,35.1675,485.0,31.47,15.64,2.67,4.2,6.77,7.97,965.6,42.1,30.5,137.1,2.3,327.9,1.0,148.8,46.3
마산만4_환경관리,2014-02-23,128.57639,35.17778,324.4,33.01,5.9,11.17,2.7,11.65,8.51,21.2,0.7,0.9,2.7,2.5,6.0,2.13,2.7,11.9
마산만4_환경관리,2014-05-23,128.57639,35.17778,488.4,32.2,19.8,9.05,38.0,8.41,8.23,423.3,0.4,2.4,0.1,1.5,5.3,2.89,4.8,52.2
마산만4_환경관리,2014-08-12,128.57639,35.17778,510.9,30.65,24.41,24.82,6.8,8.2,7.59,968.8,8.7,54.5,34.0,1.9,302.9,1.05,260.2,73.6
마산만4_환경관리,2014-11-16,128.57639,35.17778,516.2,31.39,15.84,2.67,9.4,6.6,7.96,1015.3,41.8,34.2,149.1,0.9,362.6,1.07,171.7,51.7
마산만5_환경관리,2014-02-23,128.6025,35.14167,286.4,33.27,6.23,11.17,6.5,11.51,8.46,3.4,0.6,0.9,0.8,2.8,8.6,1.61,7.2,12.8
마산만5_환경관리,2014-05-23,128.6025,35.14167,457.2,32.45,19.93,0.98,27.6,7.83,7.92,908.6,6.2,19.1,7.6,2.0,23.1,2.52,9.3,43.7
마산만5_환경관리,2014-08-12,128.6025,35.14167,332.7,31.22,25.01,,4.8,9.52,8.19,393.7,1.9,7.8,1.0,1.9,9.5,2.94,6.6,44.0
마산만5_환경관리,2014-11-16,128.6025,35.14167,405.3,31.75,16.13,3.54,3.0,7.6,8.01,843.5,38.8,23.6,104.8,3.0,242.4,1.13,98.7,39.0
마산만6_환경관리,2014-02-23,128.60944,35.11556,283.2,33.36,6.47,8.99,2.3,11.34,8.49,5.5,0.7,0.5,0.4,4.0,9.2,2.03,8.1,12.8
마산만6_환경관리,2014-05-23,128.60944,35.11556,408.6,32.86,20.55,0.35,23.8,8.06,8.23,284.5,1.4,1.5,1.4,3.5,13.5,1.91,10.8,19.3
마산만6_환경관리,2014-08-12,128.60944,35.11556,390.0,31.19,24.69,,10.2,8.49,8.1,369.2,2.1,5.3,3.0,2.0,16.2,2.65,11.1,52.1
마산만6_환경관리,2014-11-17,128.60944,35.11556,378.3,31.96,16.16,4.99,2.2,7.82,8.03,704.0,34.8,23.2,126.5,3.0,223.3,1.05,61.9,38.4
마산만7_환경관리,2014-02-23,128.66694,35.08083,251.4,33.41,7.11,8.99,5.6,11.25,8.45,14.3,0.7,0.6,1.5,2.6,5.0,1.22,2.8,8.5
마산만7_환경관리,2014-05-23,128.66694,35.08083,389.1,32.88,18.94,0.94,17.2,7.99,8.25,374.7,1.5,4.1,2.3,3.0,16.6,1.74,12.8,28.4
마산만7_환경관리,2014-08-12,128.66694,35.08083,285.0,31.58,23.73,,7.6,8.13,8.16,381.1,7.4,5.8,34.5,2.4,60.0,1.75,18.1,31.0
마산만7_환경관리,2014-11-16,128.66694,35.08083,283.2,32.12,16.64,1.74,5.2,7.65,8.0,634.9,31.4,20.2,74.5,5.0,131.3,0.91,25.5,30.2
마산만8_환경관리,2014-02-22,128.72111,35.04889,235.6,33.72,8.49,6.0,5.0,10.02,8.31,95.7,1.9,4.5,25.0,1.8,35.4,1.03,8.5,6.0
