station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
낙동강하구2_환경관리,2009-08-01,128.96667,34.97639,121.497,30.7333,23.7713,2.68302,28.85,7.57406,8.22,81.0774,2.08183,3.65485,5.34612,3.0,14.6332,2.22883,7.2053,,12.0935
낙동강하구2_환경관리,2009-11-01,128.96667,34.97639,179.655,33.0268,17.9794,2.96702,2.85,6.11985,7.78,117.373,1.22249,9.79721,72.9499,5.0,77.3339,1.75078,3.16157,,27.0862
낙동강하구3_환경관리,2009-02-01,128.90833,35.0,293.133,33.4409,12.11,1.77872,2.6,8.35398,8.21,413.608,6.28328,14.0729,152.012,3.0,186.88,0.870624,28.5845,,15.4863
낙동강하구3_환경관리,2009-05-01,128.90833,35.0,238.743,33.89,14.84,6.27783,3.05,9.57826,8.11,117.097,-0.054334,10.633,5.69826,3.5,43.7153,1.40919,38.0714,,14.4822
낙동강하구3_환경관리,2009-08-01,128.90833,35.0,198.813,29.6474,23.414,16.143,22.55,6.09463,8.2,185.377,2.16308,0.766336,49.2541,3.0,55.872,2.63693,4.45478,,20.0355
낙동강하구3_환경관리,2009-11-01,128.90833,35.0,226.731,32.7079,17.1802,3.18376,3.0,6.75404,7.59,298.234,4.90361,11.6485,64.2991,2.2,76.7347,1.62573,7.53197,,33.1516
낙동강하구4_환경관리,2009-02-01,128.86528,34.99583,336.485,34.2849,11.46,1.95061,2.9,8.64846,8.2,372.427,6.67934,8.54183,177.252,3.0,229.881,1.08297,45.9492,,9.52508
낙동강하구4_환경관리,2009-05-01,128.86528,34.99583,165.336,33.78,15.68,5.58278,4.7,9.54579,8.14,117.097,-0.229541,16.2533,40.9554,3.0,76.8751,1.55169,36.1492,,18.632
낙동강하구4_환경관리,2009-08-01,128.86528,34.99583,143.587,30.0037,23.7139,14.4241,5.9,7.71879,8.24,175.456,0.484019,2.74269,10.8896,3.0,13.9947,3.21768,2.6211,,11.191
낙동강하구4_환경관리,2009-11-01,128.86528,34.99583,230.574,32.9772,17.3702,5.29131,3.6,7.27724,7.69,391.198,6.93559,14.117,87.5572,2.2,99.8396,1.93837,5.34677,,33.1516
남해도남안1_연안,2009-02-01,127.8844444,34.53805556,433.2,33.99,12.37,0.85,14.0,10.17,8.24,287.0,3.0,17.0,153.0,3.1,177.0,0.48,21.0,,23.0
남해도남안1_연안,2009-05-01,127.8844444,34.53805556,479.0,33.93,14.52,1.37,21.6,9.13,8.12,228.0,5.0,10.0,64.0,5.5,85.0,0.38,16.0,,19.0
남해도남안1_연안,2009-08-01,127.8844444,34.53805556,428.0,30.09,24.9,4.7,10.8,8.59,8.34,53.0,1.0,6.0,49.0,4.5,59.0,1.41,9.0,,16.0
남해도남안1_연안,2009-11-01,127.8844444,34.53805556,365.0,32.19,14.66,0.58,12.0,7.88,7.93,439.0,18.0,16.0,159.0,2.9,184.0,0.48,7.0,,26.0
남해도남안2_연안,2009-02-01,127.9327778,34.63777778,450.6,33.73,9.53,0.93,12.4,11.44,8.26,261.0,4.0,14.0,120.0,3.5,157.0,0.34,33.0,,22.0
남해도남안2_연안,2009-05-01,127.9327778,34.63777778,390.0,33.83,16.26,0.97,24.8,8.63,8.12,43.0,2.0,3.0,37.0,8.9,59.0,0.4,20.0,,15.0
남해도남안2_연안,2009-08-01,127.9327778,34.63777778,260.0,30.32,24.97,4.62,17.6,8.5,8.31,104.0,0.0,3.0,19.0,3.2,30.0,1.6,11.0,,17.0
남해도남안2_연안,2009-11-01,127.9327778,34.63777778,217.0,32.48,14.29,1.64,12.4,8.13,8.04,345.0,11.0,11.0,115.0,3.9,151.0,0.54,25.0,,26.0
남해도남안3_연안,2009-02-01,128.0666667,34.61611111,414.6,33.78,10.3,0.57,11.6,11.34,8.26,279.0,5.0,18.0,135.0,6.5,175.0,0.4,35.0,,22.0
남해도남안3_연안,2009-05-01,128.0666667,34.61611111,513.0,34.05,16.7,0.5,16.4,8.88,8.17,23.0,2.0,4.0,30.0,9.5,45.0,0.69,13.0,,17.0
남해도남안3_연안,2009-08-01,128.0666667,34.61611111,311.0,30.9,24.83,2.84,17.6,7.71,8.26,195.0,1.0,8.0,16.0,4.7,27.0,1.47,10.0,,12.0
남해도남안3_연안,2009-11-01,128.0666667,34.61611111,182.0,32.37,14.43,1.01,13.2,7.62,7.99,412.0,11.0,11.0,133.0,2.8,155.0,0.46,11.0,,25.0
남해도남안4_연안,2009-02-01,127.9908333,34.71361111,449.4,33.71,9.7,1.07,11.6,9.86,8.31,238.0,4.0,16.0,112.0,5.2,151.0,0.67,35.0,,21.0
남해도남안4_연안,2009-05-01,127.9908333,34.71361111,355.0,33.95,15.31,0.81,21.2,8.3,8.13,67.0,1.0,4.0,34.0,5.0,48.0,1.38,13.0,,17.0
남해도남안4_연안,2009-08-01,127.9908333,34.71361111,503.0,30.81,24.54,6.68,20.8,7.04,8.19,440.0,6.0,3.0,21.0,2.8,38.0,1.36,11.0,,17.0
남해도남안4_연안,2009-11-01,127.9908333,34.71361111,267.0,32.47,14.0,1.24,14.8,7.67,7.69,422.0,10.0,16.0,108.0,5.5,130.0,0.53,12.0,,27.0
남해도남안5_연안,2009-02-01,127.7819444,34.55888889,468.6,33.81,9.95,1.46,13.2,9.45,8.25,243.0,4.0,17.0,107.0,2.2,147.0,0.42,36.0,,24.0
남해도남안5_연안,2009-05-01,127.7819444,34.55888889,436.0,34.07,14.77,1.91,19.6,7.92,8.09,215.0,6.0,9.0,88.0,2.5,107.0,0.64,13.0,,30.0
남해도남안5_연안,2009-08-01,127.7819444,34.55888889,256.0,30.02,24.95,6.43,19.2,8.09,8.29,101.0,0.0,2.0,21.0,3.0,31.0,1.65,10.0,,21.0
남해도남안5_연안,2009-11-01,127.7819444,34.55888889,252.0,32.68,14.11,0.88,13.2,7.58,8.06,406.0,12.0,16.0,143.0,2.6,164.0,0.4,9.0,,29.0
대산연안1_연안,2009-02-01,126.4755556,37.05222222,255.7,31.84,4.35,2.5872,22.6,9.9,8.11,314.0,2.2,20.0,127.8,1.7,138.0,0.912603,8.0,,64.7692
대산연안1_연안,2009-05-01,126.4755556,37.05222222,227.582,31.75,11.36,1.86408,8.2,9.32,8.06,192.0,5.0,10.0,143.0,1.8,173.0,0.8756,25.0,,62.4
대산연안1_연안,2009-08-01,126.4755556,37.05222222,442.0,30.91,23.17,1.79236,6.2,9.39,8.25,2.0,2.0,6.0,5.0,2.1,8.0,1.39373,1.0,,24.0
대산연안1_연안,2009-11-01,126.4755556,37.05222222,350.0,31.44,17.02,0.05028,22.8,7.68,8.01,49.0,8.0,30.0,172.0,1.0,199.0,1.43285,19.0,,43.0
대산연안2_연안,2009-02-01,126.3788889,37.04472222,240.6,31.96,4.49,1.03648,17.4,10.14,8.01,231.0,0.8,20.0,78.2,0.5,90.0,0.692779,11.0,,63.4245
대산연안2_연안,2009-05-01,126.3788889,37.04472222,196.259,31.96,9.93,1.85684,12.8,9.36,8.04,234.0,2.0,14.0,159.0,1.3,176.0,1.2736,15.0,,86.3
대산연안2_연안,2009-08-01,126.3788889,37.04472222,480.0,31.46,22.44,1.6574,6.0,8.57,8.21,0.0,1.0,6.0,2.0,3.2,4.0,1.2352,1.0,,27.0
대산연안2_연안,2009-11-01,126.3788889,37.04472222,392.0,31.74,17.4,0.23632,33.6,7.64,8.02,31.0,5.0,15.0,113.0,1.0,135.0,0.751893,17.0,,49.0
대산연안3_연안,2009-02-01,126.3736111,37.07916667,252.4,31.85,4.37,2.58864,14.4,10.38,8.04,347.0,1.6,21.0,143.4,1.1,157.0,0.712763,12.0,,65.2174
대산연안3_연안,2009-05-01,126.3736111,37.07916667,216.974,31.87,10.44,1.62116,11.0,9.38,8.05,128.0,3.0,19.0,97.0,1.3,105.0,0.7562,5.0,,66.6
대산연안3_연안,2009-08-01,126.3736111,37.07916667,506.0,31.18,23.01,8.35156,5.6,9.35,8.25,0.0,1.0,6.0,3.0,2.3,5.0,1.71078,1.0,,27.0
대산연안3_연안,2009-11-01,126.3736111,37.07916667,323.0,31.47,17.15,0.03564,36.4,7.73,8.02,41.0,5.0,18.0,147.0,1.1,161.0,1.02853,9.0,,40.0
대산연안4_연안,2009-02-01,126.2077778,37.07444444,298.0,31.98,4.16,1.01692,14.8,10.24,8.11,442.0,0.9,27.0,169.1,1.0,172.0,0.812683,2.0,,60.7351
대산연안4_연안,2009-05-01,126.2077778,37.07444444,255.891,31.94,9.67,2.29072,39.4,9.14,8.07,185.0,5.0,14.0,150.0,0.5,166.0,1.1144,11.0,,76.6
대산연안4_연안,2009-08-01,126.2077778,37.07444444,462.0,31.33,21.98,1.2734,10.0,7.72,8.16,11.0,6.0,5.0,26.0,3.6,33.0,1.07667,1.0,,21.0
대산연안4_연안,2009-11-01,126.2077778,37.07444444,310.0,31.75,17.49,0.68996,23.6,7.62,8.02,35.0,3.0,20.0,133.0,1.1,148.0,0.773173,12.0,,38.0
대정연안1_연안,2009-02-01,126.2516667,33.2025,256.131,34.2563,15.2713,0.59525,1.66667,8.13277,8.04,535.266,2.53102,11.7635,112.834,10.0,166.204,0.468937,50.8394,,19.7829
대정연안1_연안,2009-05-01,126.2516667,33.2025,246.821,34.1372,16.1452,0.32569,3.7,8.5,8.1,142.018,0.0995025,2.28596,28.3528,9.0,40.8917,0.606106,12.4394,,14.0437
대정연안1_연안,2009-08-01,126.2516667,33.2025,382.064,31.6821,22.8124,1.73612,1.1,6.96427,8.0,388.75,1.49791,2.52141,61.2305,7.0,74.1699,1.07536,11.4415,,9.9199
대정연안1_연안,2009-11-01,126.2516667,33.2025,404.687,34.0822,19.8638,1.65417,1.8,8.45634,8.16,398.244,5.92599,2.22951,67.5023,11.0,110.859,0.182206,37.4308,,17.2706
대정연안2_연안,2009-02-01,126.3275,33.22,193.427,34.2479,15.3983,0.5851,1.8,8.25127,8.04,532.623,2.19149,12.3668,118.482,11.5,134.861,0.453041,14.1878,,19.0954
대정연안2_연안,2009-05-01,126.3275,33.22,230.695,34.218,16.2769,0.31671,2.6,8.54,8.09,183.853,0.232172,3.55593,11.8866,11.0,20.0347,0.590156,7.91597,,12.955
대정연안2_연안,2009-08-01,126.3275,33.22,330.24,32.0241,24.8868,1.79847,1.4,7.21874,8.21,158.398,0.876136,2.06297,12.0178,6.2,32.4766,1.08339,19.5826,,7.18463
대정연안2_연안,2009-11-01,126.3275,33.22,354.846,34.1639,20.358,2.3548,2.2,8.8466,8.17,449.711,7.69798,2.29708,72.5818,10.5,120.05,0.641681,39.7702,,9.9437
대정연안3_연안,2009-02-01,126.2027778,33.23777778,201.291,34.2741,15.2586,0.59525,2.1,8.37966,8.04,522.931,2.40756,11.4619,109.893,10.0,154.47,1.20016,42.1692,,19.4391
대정연안3_연안,2009-05-01,126.2027778,33.23777778,364.664,34.1,16.0648,0.327,3.6,8.2,8.09,169.174,0.298507,2.46738,10.8641,13.0,14.3039,0.574206,3.14126,,12.7736
대정연안3_연안,2009-08-01,126.2027778,33.23777778,424.515,32.0152,22.0898,1.3761,1.7,6.89189,8.12,560.14,1.83706,2.97985,117.65,7.5,140.499,0.778433,21.0128,,12.8375
대정연안3_연안,2009-11-01,126.2027778,33.23777778,209.657,34.1761,20.3995,1.78336,0.9,8.73668,8.17,463.702,8.27896,2.49976,69.8745,10.0,98.9956,0.213894,20.8421,,14.6539
도암만1_환경관리,2009-02-01,126.86472,34.42778,525.6,32.74,9.82,1.12,39.2,10.54,8.21,351.0,6.0,7.0,74.0,0.5,88.0,0.73,8.0,,42.0
도암만1_환경관리,2009-05-01,126.86472,34.42778,484.0,32.87,15.95,1.4,30.0,8.88,8.03,308.0,1.0,10.0,111.0,2.1,128.0,0.66,16.0,,27.0
도암만1_환경관리,2009-08-01,126.86472,34.42778,648.0,31.0,22.5,3.87,10.0,7.71,7.96,377.0,5.0,2.0,34.0,2.5,50.0,0.8,11.0,,23.0
도암만1_환경관리,2009-11-01,126.86472,34.42778,258.0,32.6,16.3,0.85,14.4,7.5,7.87,456.0,10.0,15.0,143.0,0.9,162.0,0.51,9.0,,38.0
도암만2_환경관리,2009-02-01,126.77222,34.45694,409.8,32.68,9.24,1.53,32.0,11.04,8.25,302.0,3.0,5.0,100.0,0.7,111.0,0.71,8.0,,71.0
도암만2_환경관리,2009-05-01,126.77222,34.45694,461.0,32.75,16.86,2.78,10.0,8.63,8.02,338.0,2.0,12.0,76.0,1.0,98.0,0.22,20.0,,31.0
도암만2_환경관리,2009-08-01,126.77222,34.45694,358.0,30.01,22.71,7.51,12.4,8.3,7.98,516.0,5.0,1.0,34.0,1.0,49.0,1.15,10.0,,33.0
도암만2_환경관리,2009-11-01,126.77222,34.45694,249.0,32.34,16.67,0.92,14.8,7.54,7.9,492.0,12.0,20.0,130.0,1.1,151.0,0.54,9.0,,38.0
동해연안1_연안,2009-02-01,129.135,37.53555556,177.854,34.32,12.21,0.82,2.0,8.55369,8.27,321.712,5.193,14.565,92.63,12.0,100.416,0.602667,2.593,,26.86
동해연안1_연안,2009-05-01,129.135,37.53555556,148.673,34.1,14.21,1.386,3.4,9.29941,8.16,205.401,0.584,7.178,4.736,6.5,5.609,0.581333,0.289,,16.596
동해연안1_연안,2009-08-01,129.135,37.53555556,266.238,31.0,22.15,2.42,5.0,7.91903,8.15,153.605,2.411,2.3436,26.6322,6.5,30.0532,1.04533,1.01,,29.69
동해연안1_연안,2009-11-01,129.135,37.53555556,175.0,33.4,16.53,0.708,3.2,8.41936,8.11,213.0,8.0,16.0,80.0,8.0,109.0,0.538667,21.0,,35.0
동해연안2_연안,2009-02-01,129.1547222,37.50305556,147.734,34.33,12.46,0.68,2.6,8.32293,8.27,325.109,5.383,15.701,79.945,11.0,89.462,0.698667,4.134,,29.286
동해연안2_연안,2009-05-01,129.1547222,37.50305556,362.286,34.06,14.44,1.484,4.6,9.11963,8.16,208.28,0.319,11.212,3.846,6.5,4.379,0.821333,0.214,,17.603
동해연안2_연안,2009-08-01,129.1547222,37.50305556,305.81,30.69,22.8,2.46,3.8,7.95226,8.16,216.608,3.567,0.8218,33.6084,6.0,41.3284,0.789333,4.153,,36.571
동해연안2_연안,2009-11-01,129.1547222,37.50305556,187.0,33.58,16.76,0.814,5.2,8.19612,8.14,209.0,8.0,13.0,73.0,10.0,99.0,0.746667,18.0,,38.0
동해연안3_연안,2009-02-01,129.1522222,37.52333333,140.257,34.32,12.54,0.66,1.6,8.20354,8.27,337.907,5.962,7.444,80.719,12.0,94.452,0.613333,7.771,,37.764
동해연안3_연안,2009-05-01,129.1522222,37.52333333,102.986,34.07,14.09,1.622,4.8,9.11945,8.15,218.06,0.453,6.261,9.927,6.5,17.581,0.517333,7.201,,16.553
동해연안3_연안,2009-08-01,129.1522222,37.52333333,343.535,30.8,22.38,2.6,3.4,8.0008,8.16,197.72,3.008,1.5827,25.8349,6.0,30.5209,1.12,1.678,,27.724
동해연안3_연안,2009-11-01,129.1522222,37.52333333,176.0,33.3,15.76,0.848,4.8,8.0845,8.13,207.0,9.0,11.0,76.0,8.5,110.0,0.24,25.0,,15.0
동해연안4_연안,2009-02-01,129.115,37.61138889,173.577,34.32,12.32,0.868,2.6,8.3321,8.27,324.969,5.301,15.606,91.625,11.0,106.696,0.661333,9.77,,18.895
동해연안4_연안,2009-05-01,129.115,37.61138889,50.49,34.04,13.65,0.914,5.4,8.56105,8.12,214.457,5.091,12.593,0.295,12.0,7.892,0.335893,2.506,,29.926
동해연안4_연안,2009-08-01,129.115,37.61138889,167.463,32.29,22.73,2.66,4.2,7.59877,8.16,46.932,1.87,9.34388,2.65648,10.0,5.63896,1.152,1.11248,,27.5274
동해연안4_연안,2009-11-01,129.115,37.61138889,187.0,33.13,16.94,1.672,6.0,7.89315,8.12,209.0,6.0,7.0,56.0,8.0,79.0,0.464,17.0,,36.0
동해연안H1_항만,2009-02-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,0.629333,8.053,,43.611
동해연안H1_항만,2009-05-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,1.57333,8.053,,43.611
동해연안H1_항만,2009-08-01,129.1152778,37.54666667,353.173,32.04,22.08,10.9,7.0,8.41183,8.21,49.205,2.466,7.06118,30.1025,3.0,39.9135,1.24267,7.345,,47.1874
동해연안H2_항만,2009-02-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,0.661333,6.789,,46.181
동해연안H2_항만,2009-05-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,1.65333,6.789,,46.181
동해연안H2_항만,2009-08-01,129.1402778,37.49666667,311.853,29.61,21.92,5.54,8.2,8.61813,8.19,223.523,5.464,6.60464,69.2877,4.0,105.734,1.33867,30.982,,27.724
득량만1_환경관리,2009-02-01,127.21861,34.70667,648.6,32.65,5.64,3.58,102.0,10.32,7.92,47.0,1.0,10.0,14.0,0.5,26.0,1.44,11.0,,69.0
득량만1_환경관리,2009-05-01,127.21861,34.70667,503.0,33.61,19.38,6.74,14.4,8.8,8.1,354.0,0.0,7.0,28.0,1.7,36.0,1.68,8.0,,30.0
득량만1_환경관리,2009-08-01,127.21861,34.70667,482.0,30.16,26.62,13.65,37.2,10.14,8.21,428.0,0.0,3.0,29.0,1.9,50.0,1.94,21.0,,48.0
득량만1_환경관리,2009-11-01,127.21861,34.70667,338.0,31.18,16.21,2.13,41.6,8.34,7.91,1102.0,69.0,32.0,150.0,0.8,230.0,0.91,11.0,,52.0
득량만2_환경관리,2009-02-01,127.13944,34.63944,754.8,33.16,7.28,3.69,37.2,10.24,8.07,130.0,1.0,15.0,14.0,0.9,22.0,0.7,7.0,,37.0
득량만2_환경관리,2009-05-01,127.13944,34.63944,445.0,33.86,18.52,3.12,11.6,8.76,8.09,271.0,2.0,6.0,65.0,1.8,75.0,0.56,8.0,,23.0
득량만2_환경관리,2009-08-01,127.13944,34.63944,312.0,30.51,25.96,3.93,16.0,9.09,8.2,699.0,1.0,5.0,23.0,6.0,40.0,1.14,16.0,,34.0
득량만2_환경관리,2009-11-01,127.13944,34.63944,246.0,31.56,16.86,1.99,20.0,7.67,7.98,736.0,41.0,21.0,98.0,0.9,151.0,0.54,12.0,,46.0
득량만3_환경관리,2009-02-01,127.05083,34.52167,676.8,33.24,9.77,0.89,71.6,9.57,8.16,375.0,3.0,23.0,90.0,0.8,105.0,0.54,12.0,,39.0
득량만3_환경관리,2009-05-01,127.05083,34.52167,482.0,33.41,17.66,2.99,84.4,8.88,8.12,231.0,1.0,1.0,36.0,1.7,44.0,1.09,7.0,,33.0
득량만3_환경관리,2009-08-01,127.05083,34.52167,358.0,30.74,25.65,8.81,13.2,8.8,8.26,221.0,1.0,4.0,21.0,4.0,32.0,1.65,10.0,,28.0
득량만3_환경관리,2009-11-01,127.05083,34.52167,209.0,31.48,16.46,2.81,95.6,8.94,8.04,852.0,37.0,22.0,121.0,1.0,170.0,0.58,12.0,,25.0
득량만4_환경관리,2009-02-01,127.03111,34.595,675.0,33.26,9.05,1.71,46.8,9.7,8.17,365.0,3.0,17.0,79.0,0.7,94.0,0.43,12.0,,43.0
득량만4_환경관리,2009-05-01,127.03111,34.595,446.0,33.37,18.91,5.88,106.8,8.25,8.1,270.0,3.0,9.0,30.0,0.9,42.0,0.91,9.0,,37.0
득량만4_환경관리,2009-08-01,127.03111,34.595,347.0,30.45,26.4,4.14,19.2,8.88,8.18,542.0,0.0,1.0,22.0,1.6,36.0,1.22,14.0,,33.0
득량만4_환경관리,2009-11-01,127.03111,34.595,320.0,31.22,15.26,5.1,19.6,8.3,7.98,1295.0,33.0,30.0,132.0,0.8,178.0,0.96,13.0,,31.0
득량만5_환경관리,2009-02-01,127.04111,34.48389,655.8,33.28,9.82,1.11,60.0,9.42,8.18,405.0,3.0,12.0,145.0,0.8,169.0,0.49,21.0,,47.0
득량만5_환경관리,2009-05-01,127.04111,34.48389,485.0,33.74,16.38,1.92,98.0,9.59,8.11,227.0,6.0,2.0,29.0,2.5,44.0,0.53,9.0,,25.0
득량만5_환경관리,2009-08-01,127.04111,34.48389,338.0,31.15,24.93,5.92,12.4,8.3,8.23,183.0,1.0,1.0,26.0,2.8,36.0,1.3,9.0,,32.0
득량만5_환경관리,2009-11-01,127.04111,34.48389,339.0,32.17,16.5,1.92,17.6,7.67,8.01,451.0,14.0,18.0,152.0,1.0,182.0,0.69,16.0,,46.0
마산만1_환경관리,2009-02-01,128.58333,35.19583,462.954,33.7489,6.32,17.4882,10.0,12.6162,8.38,66.5144,13.8084,0.917935,63.0901,1.5,122.767,1.58449,45.8685,,4.79117
마산만1_환경관리,2009-05-01,128.58333,35.19583,711.415,32.81,17.35,24.1397,7.5,12.0459,8.31,76.6862,2.70342,2.2785,10.6414,2.0,72.1977,4.40191,58.8528,,69.8076
마산만1_환경관리,2009-08-01,128.58333,35.19583,931.025,,24.1044,20.9261,10.55,7.5419,8.38,750.882,8.68974,1.07039,53.0319,1.0,133.772,4.28064,72.0508,,74.366
마산만1_환경관리,2009-11-01,128.58333,35.19583,603.335,31.7913,17.6689,,6.5,9.54444,7.95,319.259,23.8982,7.48304,109.478,1.0,167.046,2.93882,33.6703,,72.301
마산만2_환경관리,2009-02-01,128.60417,35.14722,525.622,32.7311,6.05,19.8798,8.55,11.4073,8.33,141.032,9.81951,1.96435,52.1887,3.5,84.2122,1.87701,22.204,,10.0511
마산만2_환경관리,2009-05-01,128.60417,35.14722,422.512,33.1,17.3,4.03575,4.35,11.7861,8.28,51.1199,0.568375,6.76955,4.82598,3.0,48.0872,2.55997,42.6929,,23.9351
마산만2_환경관리,2009-08-01,128.60417,35.14722,494.67,27.0265,25.0447,21.5987,7.25,11.8998,8.65,407.967,0.104877,3.3508,17.3666,2.0,18.6756,4.68832,1.20417,,36.1
마산만2_환경관리,2009-11-01,128.60417,35.14722,579.317,32.511,17.4024,21.524,4.65,7.26138,7.89,692.887,13.2377,32.476,135.122,2.0,179.844,2.89192,31.4851,,88.1078
마산만3_환경관리,2009-02-01,128.58972,35.1675,630.006,32.8023,6.35,27.8765,5.85,12.6627,8.35,56.1492,11.3754,1.81486,59.4594,2.8,85.8507,1.35698,15.0159,,25.1294
마산만3_환경관리,2009-05-01,128.58972,35.1675,663.144,32.97,16.95,14.2746,7.55,11.4452,8.34,65.1401,2.0807,1.0633,3.42062,2.0,55.0867,3.99606,49.5854,,53.2377
마산만3_환경관리,2009-08-01,128.58972,35.1675,517.795,,25.0293,28.4744,7.1,11.5621,8.62,564.415,2.29849,3.80688,7.64034,1.5,10.893,4.7824,0.954121,,44.5835
마산만3_환경관리,2009-11-01,128.58972,35.1675,509.184,32.2267,17.315,,5.2,9.21149,7.96,188.045,13.9739,3.31754,85.3016,1.8,103.278,3.01698,4.00203,,61.8244
마산만H1_항만,2009-02-01,128.5938889,35.20555556,985.504,32.8061,6.43,29.2965,14.2,11.5468,8.27,140.471,14.4025,3.75821,89.0527,1.8,196.168,2.57582,92.7127,,42.1365
마산만H1_항만,2009-05-01,128.5938889,35.20555556,985.504,32.8061,6.43,29.2965,14.2,11.5468,8.27,140.471,14.4025,3.75821,89.0527,1.8,196.168,2.57582,92.7127,,42.1365
마산만H1_항만,2009-08-01,128.5938889,35.20555556,831.148,,23.8859,23.1682,10.3,7.57406,8.25,482.502,10.9104,1.37444,74.1591,1.0,169.039,5.39942,83.9697,,85.7375
목포연안1_연안,2009-02-01,126.425,34.78027778,708.0,30.86,6.86,22.49,17.2,,8.46,68.0,9.0,3.0,180.0,1.8,204.0,1.95,15.0,,32.0
목포연안1_연안,2009-05-01,126.425,34.78027778,958.0,24.97,18.5,2.95,13.6,9.55,8.22,150.0,28.0,6.0,570.0,2.1,611.0,1.83,13.0,,31.0
목포연안1_연안,2009-08-01,126.425,34.78027778,958.0,27.86,23.53,19.07,5.2,9.72,8.36,96.0,35.0,4.0,123.0,1.9,167.0,1.82,9.0,,34.0
목포연안1_연안,2009-11-01,126.425,34.78027778,472.0,30.68,18.14,1.96,9.6,7.45,7.95,488.0,47.0,42.0,214.0,2.1,333.0,0.53,72.0,,76.0
목포연안2_연안,2009-02-01,126.3805556,34.84444444,328.2,32.17,7.32,5.53,33.6,15.16,8.24,320.0,1.0,7.0,65.0,0.9,82.0,0.59,16.0,,34.0
목포연안2_연안,2009-05-01,126.3805556,34.84444444,481.0,32.54,17.93,2.81,24.0,8.0,8.04,231.0,1.0,4.0,24.0,0.9,40.0,0.57,15.0,,30.0
목포연안2_연안,2009-08-01,126.3805556,34.84444444,403.0,28.76,23.69,2.11,18.4,7.96,8.24,465.0,24.0,2.0,172.0,1.2,214.0,1.07,18.0,,31.0
목포연안2_연안,2009-11-01,126.3805556,34.84444444,256.0,31.24,16.74,1.18,39.6,7.71,7.86,433.0,17.0,14.0,122.0,0.6,147.0,0.38,8.0,,32.0
목포연안3_연안,2009-02-01,126.35,34.78972222,526.2,32.35,7.14,4.47,61.2,13.69,8.2,401.0,4.0,20.0,148.0,0.7,167.0,0.44,15.0,,45.0
목포연안3_연안,2009-05-01,126.35,34.78972222,539.0,32.89,16.38,2.97,18.0,9.09,8.05,179.0,2.0,4.0,32.0,2.1,49.0,0.73,15.0,,27.0
목포연안3_연안,2009-08-01,126.35,34.78972222,448.0,29.32,22.94,5.05,11.2,8.46,8.23,251.0,17.0,3.0,159.0,1.8,190.0,1.03,14.0,,28.0
목포연안3_연안,2009-11-01,126.35,34.78972222,258.0,31.06,16.71,1.55,24.8,8.01,8.01,392.0,15.0,15.0,179.0,0.7,201.0,0.5,7.0,,67.0
목포연안4_연안,2009-02-01,126.3419444,34.75916667,462.6,32.42,7.24,2.28,64.8,13.49,8.19,411.0,6.0,23.0,173.0,0.7,192.0,0.43,13.0,,33.0
목포연안4_연안,2009-05-01,126.3419444,34.75916667,476.0,32.84,15.92,2.78,25.2,9.01,8.05,204.0,1.0,3.0,36.0,1.2,56.0,0.39,19.0,,30.0
목포연안4_연안,2009-08-01,126.3419444,34.75916667,448.0,29.5,22.82,2.64,8.4,8.3,8.17,315.0,13.0,3.0,185.0,1.9,209.0,1.19,11.0,,26.0
목포연안4_연안,2009-11-01,126.3419444,34.75916667,242.0,28.7,16.92,1.1,35.6,8.34,8.01,391.0,9.0,15.0,188.0,0.3,204.0,0.56,7.0,,44.0
목포연안H1_항만,2009-02-01,126.3886111,34.78527778,457.2,31.73,6.75,12.39,24.4,16.65,8.27,309.0,7.0,6.0,133.0,1.0,150.0,0.98,10.0,,40.0
목포연안H1_항만,2009-05-01,126.3886111,34.78527778,762.0,31.73,6.75,12.39,24.4,16.65,8.27,309.0,7.0,6.0,133.0,1.0,150.0,0.98,10.0,,40.0
목포연안H1_항만,2009-08-01,126.3886111,34.78527778,1147.0,28.33,23.01,9.28,8.8,7.21,8.24,614.0,43.0,51.0,403.0,1.5,737.0,1.54,291.0,,118.0
목포연안H2_항만,2009-02-01,126.3805556,34.77888889,421.8,31.76,6.71,14.09,83.6,15.87,8.28,308.0,7.0,8.0,270.0,1.5,286.0,0.97,9.0,,35.0
목포연안H2_항만,2009-05-01,126.3805556,34.77888889,703.0,31.76,6.71,14.09,83.6,15.87,8.28,308.0,7.0,8.0,270.0,1.5,286.0,0.97,9.0,,35.0
