project_name,station,일시,longitude,latitude,dep_flag,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],year,month,quarter,year_quarter
해양환경측정망,구룡포연안2_연안,2019-05-07 00:00:00,129.5880556,35.99777778,0,144.1,34.18,14.99,0.95,4.1,8.24,8.19,,3.2,,22.6,7.5,26.0,1.72,0.2,19.5,2019,5,2,20192
해양환경측정망,구룡포연안2_연안,2019-08-29 09:35:00,129.5880556,35.99777778,0,121.3,31.83,25.4,0.5,3.8,7.2,8.18,131.0,0.6,0.5,5.5,13.0,6.7,1.09,0.5,6.8,2019,8,3,20193
해양환경측정망,구룡포연안2_연안,2019-11-06 09:38:00,129.5880556,35.99777778,0,94.6,33.28,19.68,1.41,5.0,7.6,8.15,,6.0,,28.3,8.0,46.7,0.7,12.5,14.7,2019,11,4,20194
해양환경측정망,구룡포연안H1_항만,2019-02-13 00:00:00,129.5563889,35.98555556,0,207.7,34.32,11.61,0.92,3.1,8.79,8.24,,5.2,,,7.3,99.2,0.79,14.1,26.0,2019,2,1,20191
해양환경측정망,구룡포연안H1_항만,2019-08-29 10:01:00,129.5563889,35.98555556,0,178.9,31.61,25.74,3.12,4.65,6.75,8.14,,1.4,,22.3,4.6,28.5,1.4,4.7,20.9,2019,8,3,20193
해양환경측정망,군산연안1_연안,2019-02-17 00:00:00,126.7191667,35.99777778,0,1259.4,25.25,3.87,12.6,36.2,11.23,7.94,,17.3,,,0.5,795.9,3.65,102.5,44.8,2019,2,1,20191
해양환경측정망,군산연안1_연안,2019-05-07 00:00:00,126.7191667,35.99777778,0,1157.9,22.95,15.84,3.22,97.3,7.07,7.84,,28.0,,,0.5,813.0,3.53,251.7,78.0,2019,5,2,20192
해양환경측정망,군산연안1_연안,2019-08-09 09:25:00,126.7191667,35.99777778,0,812.7,26.3,28.49,3.01,17.3,4.62,7.83,,47.4,,,1.0,533.0,2.24,300.5,94.5,2019,8,3,20193
해양환경측정망,군산연안1_연안,2019-11-13 15:30:00,126.7191667,35.99777778,0,646.3,28.27,14.85,1.67,63.2,7.28,7.97,,17.7,,,0.3,410.8,2.57,229.7,102.0,2019,11,4,20194
해양환경측정망,군산연안10_연안,2019-02-15 00:00:00,126.4,35.97916667,0,300.0,32.01,4.5,1.64,10.7,10.07,8.02,,2.7,,,1.2,147.0,1.03,1.9,31.8,2019,2,1,20191
해양환경측정망,군산연안10_연안,2019-05-09 00:00:00,126.4,35.97916667,0,187.2,31.3,14.3,3.1,11.7,9.65,8.13,24.2,0.5,0.2,4.3,1.9,30.4,2.24,25.6,15.9,2019,5,2,20192
해양환경측정망,군산연안10_연안,2019-08-09 11:40:00,126.4,35.97916667,0,229.7,30.42,26.28,5.52,5.2,8.63,8.23,,0.9,,2.5,2.2,55.7,2.72,52.4,36.9,2019,8,3,20193
해양환경측정망,군산연안10_연안,2019-11-13 08:24:00,126.4,35.97916667,0,228.4,31.5,15.81,1.46,19.3,7.73,8.1,,3.6,,15.6,1.3,68.3,1.37,49.2,39.3,2019,11,4,20194
해양환경측정망,군산연안2_연안,2019-02-17 00:00:00,126.6644444,36.0,0,862.5,27.89,3.86,11.47,44.8,10.88,8.18,,14.9,,,0.4,549.3,3.48,71.7,48.3,2019,2,1,20191
해양환경측정망,군산연안2_연안,2019-05-07 00:00:00,126.6644444,36.0,0,746.3,25.68,15.61,5.15,82.2,7.97,7.97,,15.7,,,0.5,465.0,3.34,151.9,72.1,2019,5,2,20192
해양환경측정망,군산연안2_연안,2019-08-09 09:06:00,126.6644444,36.0,0,617.9,27.9,27.84,4.44,12.2,5.34,7.93,,30.8,,,1.0,328.1,2.32,168.1,84.1,2019,8,3,20193
해양환경측정망,군산연안2_연안,2019-11-13 15:08:00,126.6644444,36.0,0,456.1,29.99,15.27,2.57,84.2,7.54,7.88,,10.2,,97.5,0.2,247.5,1.88,139.9,93.7,2019,11,4,20194
해양환경측정망,군산연안3_연안,2019-02-15 00:00:00,126.6,35.97916667,0,808.1,27.5,3.88,3.15,17.0,11.33,8.18,,13.1,,,1.0,630.6,3.64,105.5,33.1,2019,2,1,20191
해양환경측정망,군산연안3_연안,2019-05-07 00:00:00,126.6,35.97916667,0,590.0,29.53,14.56,1.85,22.8,8.57,8.03,,10.9,,,1.0,341.4,2.67,97.6,46.3,2019,5,2,20192
해양환경측정망,군산연안3_연안,2019-08-09 08:45:00,126.6,35.97916667,0,567.5,28.92,27.43,4.64,7.8,5.65,8.01,,15.7,,,1.9,286.2,2.13,126.7,77.4,2019,8,3,20193
해양환경측정망,군산연안3_연안,2019-11-13 11:13:00,126.6,35.97916667,0,568.9,28.52,14.58,1.23,24.0,7.38,8.01,,15.5,,85.1,0.8,252.9,1.56,152.3,76.2,2019,11,4,20194
해양환경측정망,군산연안4_연안,2019-02-15 00:00:00,126.55,35.97916667,0,702.3,28.59,3.77,2.89,10.8,11.26,8.18,,8.7,,,1.1,448.2,2.7,98.4,31.2,2019,2,1,20191
해양환경측정망,군산연안4_연안,2019-05-07 00:00:00,126.55,35.97916667,0,350.3,30.42,14.37,1.53,45.2,8.83,8.11,82.9,3.5,1.7,71.8,1.0,98.3,2.39,23.0,37.7,2019,5,2,20192
해양환경측정망,군산연안4_연안,2019-08-09 08:28:00,126.55,35.97916667,0,337.1,29.76,27.46,3.29,8.0,5.51,8.02,,8.9,,47.3,1.7,151.8,1.95,95.5,54.0,2019,8,3,20193
해양환경측정망,군산연안4_연안,2019-11-13 10:55:00,126.55,35.97916667,0,463.9,29.35,14.83,1.65,21.8,7.39,8.06,,10.3,,104.3,0.8,262.5,1.94,147.9,64.6,2019,11,4,20194
해양환경측정망,군산연안5_연안,2019-02-15 00:00:00,126.5611111,36.01666667,0,320.0,31.28,3.69,2.35,13.5,11.1,8.2,,3.7,,106.5,1.1,117.7,1.89,7.6,28.4,2019,2,1,20191
해양환경측정망,군산연안5_연안,2019-05-07 00:00:00,126.5611111,36.01666667,0,390.5,29.21,14.77,1.45,30.7,8.76,8.09,138.1,5.1,,95.4,1.0,136.7,2.35,36.2,36.6,2019,5,2,20192
해양환경측정망,군산연안5_연안,2019-08-09 10:50:00,126.5611111,36.01666667,0,380.4,30.12,28.02,4.76,6.5,5.75,8.04,,5.4,,22.6,2.0,72.5,2.06,44.6,54.6,2019,8,3,20193
해양환경측정망,군산연안5_연안,2019-11-12 16:58:00,126.5611111,36.01666667,0,290.6,31.1,15.43,1.82,22.4,7.65,8.1,,4.8,,39.2,0.8,107.8,1.61,63.8,50.0,2019,11,4,20194
해양환경측정망,군산연안6_연안,2019-02-15 00:00:00,126.5088889,36.05833333,0,318.0,32.02,4.26,2.4,12.0,10.34,8.06,,2.9,,,1.3,150.7,1.44,21.6,34.9,2019,2,1,20191
해양환경측정망,군산연안6_연안,2019-05-07 00:00:00,126.5088889,36.05833333,0,180.4,31.74,12.9,1.41,21.6,9.52,8.16,27.6,0.0,1.4,2.5,2.1,60.6,1.31,58.1,18.0,2019,5,2,20192
해양환경측정망,군산연안6_연안,2019-08-08 17:01:00,126.5088889,36.05833333,0,343.8,30.6,27.94,7.6,6.3,8.26,8.13,,0.5,,1.0,2.4,31.1,3.22,29.7,62.7,2019,8,3,20193
해양환경측정망,군산연안6_연안,2019-11-12 16:28:00,126.5088889,36.05833333,0,211.2,31.78,16.05,1.47,14.2,7.77,8.12,,3.4,,16.0,1.1,64.1,1.67,44.6,39.8,2019,11,4,20194
해양환경측정망,군산연안7_연안,2019-02-14 00:00:00,126.4888889,36.11666667,0,305.0,32.01,4.46,2.1,12.5,10.21,8.05,,2.4,,,1.1,153.3,1.81,6.7,34.0,2019,2,1,20191
해양환경측정망,군산연안7_연안,2019-05-07 00:00:00,126.4888889,36.11666667,0,185.9,31.77,12.6,1.4,16.2,9.65,8.14,27.6,0.4,1.1,2.5,2.2,3.2,1.5,0.3,18.4,2019,5,2,20192
해양환경측정망,군산연안7_연안,2019-08-08 16:40:00,126.4888889,36.11666667,0,240.2,31.02,27.35,3.11,7.8,6.75,8.0,,0.9,,2.5,2.8,72.7,2.05,69.3,35.5,2019,8,3,20193
해양환경측정망,군산연안7_연안,2019-11-12 16:00:00,126.4888889,36.11666667,0,194.9,31.96,16.35,1.65,18.4,7.96,8.12,,4.9,,15.8,1.0,60.8,1.43,40.2,39.4,2019,11,4,20194
해양환경측정망,군산연안8_연안,2019-02-15 00:00:00,126.5,35.97916667,0,519.6,30.23,3.93,2.8,13.2,11.08,8.15,,6.7,,,1.1,287.9,2.57,34.3,30.1,2019,2,1,20191
해양환경측정망,군산연안8_연안,2019-05-07 00:00:00,126.5,35.97916667,0,251.9,31.11,14.37,2.5,25.7,9.16,8.13,54.3,1.5,0.8,28.0,1.2,35.4,2.11,5.8,22.3,2019,5,2,20192
해양환경측정망,군산연안8_연안,2019-08-09 10:25:00,126.5,35.97916667,0,374.6,29.79,27.8,3.68,9.0,5.62,8.02,,9.3,,50.4,2.0,148.2,2.18,88.5,54.9,2019,8,3,20193
해양환경측정망,군산연안8_연안,2019-11-13 10:38:00,126.5,35.97916667,0,356.1,30.47,14.77,1.92,19.3,7.55,8.09,,7.9,,73.0,1.0,180.9,1.5,100.0,57.3,2019,11,4,20194
해양환경측정망,군산연안9_연안,2019-02-15 00:00:00,126.45,35.97916667,0,382.4,31.23,3.75,2.5,7.6,10.85,8.13,,4.4,,,1.8,192.8,2.01,18.5,26.7,2019,2,1,20191
해양환경측정망,군산연안9_연안,2019-05-09 00:00:00,126.45,35.97916667,0,212.3,31.13,14.31,2.3,12.9,9.4,8.18,31.5,1.2,0.3,17.9,1.8,19.6,2.72,0.5,17.7,2019,5,2,20192
해양환경측정망,군산연안9_연안,2019-08-09 11:20:00,126.45,35.97916667,0,215.6,30.49,27.47,6.72,6.8,7.06,8.12,,1.0,,2.4,2.0,21.4,2.07,18.0,34.4,2019,8,3,20193
해양환경측정망,군산연안9_연안,2019-11-13 08:08:00,126.45,35.97916667,0,260.3,31.08,15.09,1.9,33.7,7.74,8.07,,5.2,,31.9,0.6,99.7,1.53,62.6,51.4,2019,11,4,20194
해양환경측정망,기장연안1_연안,2019-03-05 00:00:00,129.2802778,35.28333333,0,103.8,34.5,14.53,2.94,11.7,9.6,8.34,84.7,2.5,3.8,10.9,4.8,14.3,0.27,1.0,16.6,2019,3,1,20191
해양환경측정망,기장연안1_연안,2019-05-08 00:00:00,129.2802778,35.28333333,0,173.3,34.14,14.88,1.55,3.9,6.43,8.33,,6.8,,38.7,2.2,46.4,0.63,0.9,19.9,2019,5,2,20192
해양환경측정망,기장연안1_연안,2019-08-21 11:55:00,129.2802778,35.28333333,0,131.2,32.27,26.39,1.02,3.0,8.14,8.34,99.7,0.3,0.0,1.1,9.9,1.4,0.27,0.0,9.9,2019,8,3,20193
해양환경측정망,기장연안1_연안,2019-11-21 10:40:00,129.2802778,35.28333333,0,155.8,33.5,16.46,1.85,4.3,8.05,8.19,,5.8,,73.2,5.2,80.4,0.99,1.4,22.4,2019,11,4,20194
해양환경측정망,기장연안2_연안,2019-03-05 00:00:00,129.2166667,35.16666667,0,129.8,34.44,13.82,2.8,4.5,9.42,8.32,101.0,3.9,,20.2,3.9,31.2,0.39,7.1,19.1,2019,3,1,20191
해양환경측정망,기장연안2_연안,2019-05-08 00:00:00,129.2166667,35.16666667,0,170.8,34.06,14.81,3.1,5.2,7.26,8.36,,6.1,,25.6,2.1,40.5,0.7,8.8,18.3,2019,5,2,20192
해양환경측정망,기장연안2_연안,2019-08-21 13:13:00,129.2166667,35.16666667,0,132.8,31.92,26.39,1.03,7.9,7.92,8.35,,0.4,0.0,1.8,8.8,2.5,0.59,0.3,8.1,2019,8,3,20193
해양환경측정망,기장연안2_연안,2019-11-21 11:50:00,129.2166667,35.16666667,0,201.1,33.65,15.91,1.62,5.2,7.79,8.16,,6.5,,86.2,3.3,96.8,0.89,4.2,28.6,2019,11,4,20194
해양환경측정망,기장연안3_연안,2019-03-05 00:00:00,129.2916667,35.3,0,99.5,34.45,15.01,2.22,4.8,9.49,8.33,107.4,3.0,,14.7,4.5,19.9,0.43,2.2,13.5,2019,3,1,20191
해양환경측정망,기장연안3_연안,2019-05-08 00:00:00,129.2916667,35.3,0,125.4,34.16,15.4,0.95,7.5,6.22,8.3,,7.3,,38.8,2.1,71.2,0.76,25.2,20.1,2019,5,2,20192
해양환경측정망,기장연안3_연안,2019-08-21 11:40:00,129.2916667,35.3,0,126.5,32.28,26.13,0.94,2.8,8.49,8.35,102.6,0.2,0.0,1.3,9.5,1.6,0.35,0.1,9.4,2019,8,3,20193
해양환경측정망,기장연안3_연안,2019-11-21 10:25:00,129.2916667,35.3,0,191.7,33.52,16.48,1.7,5.3,7.88,8.19,,5.9,,73.2,4.9,81.3,0.77,2.2,25.2,2019,11,4,20194
해양환경측정망,기장연안4_연안,2019-03-05 00:00:00,129.2522222,35.265,0,130.0,34.32,14.12,1.48,6.5,8.95,8.33,,3.4,,19.5,2.9,33.1,0.32,10.2,18.1,2019,3,1,20191
해양환경측정망,기장연안4_연안,2019-05-08 00:00:00,129.2522222,35.265,0,136.2,34.08,15.14,1.72,5.5,7.19,8.34,,4.4,,25.3,2.0,30.8,0.87,1.0,19.1,2019,5,2,20192
해양환경측정망,기장연안4_연안,2019-08-21 12:15:00,129.2522222,35.265,0,156.9,32.24,26.26,1.12,4.5,8.26,8.35,95.8,0.4,0.2,2.1,7.2,2.7,0.43,0.2,9.8,2019,8,3,20193
해양환경측정망,기장연안4_연안,2019-11-21 10:59:00,129.2522222,35.265,0,200.7,33.58,16.4,1.62,4.8,7.89,8.18,,5.8,,79.3,3.9,95.8,0.85,10.7,26.3,2019,11,4,20194
해양환경측정망,기장연안H1_항만,2019-03-05 00:00:00,129.2286111,35.22277778,0,216.0,34.42,13.93,1.32,5.5,8.21,8.25,,3.5,,30.1,3.0,75.7,0.55,42.1,31.4,2019,3,1,20191
해양환경측정망,기장연안H1_항만,2019-08-21 12:47:00,129.2286111,35.22277778,0,178.9,32.3,25.73,5.14,9.4,8.68,8.34,73.2,0.4,1.5,1.6,4.5,5.9,1.69,3.9,17.2,2019,8,3,20193
해양환경측정망,낙동강하구1_하구역,2019-02-13 00:00:00,128.935,35.10722,0,1098.1,29.86,7.86,3.42,4.2,12.28,8.19,,16.8,1.0,,1.5,751.7,3.23,45.0,29.4,2019,2,1,20191
해양환경측정망,낙동강하구1_하구역,2019-05-07 00:00:00,128.935,35.10722,0,1615.1,16.75,17.19,1.46,3.3,9.23,8.13,,22.8,,,1.6,1398.6,3.01,49.4,21.5,2019,5,2,20192
해양환경측정망,낙동강하구1_하구역,2019-08-12 09:00:00,128.935,35.10722,0,852.8,8.09,28.67,12.72,8.1,7.08,7.42,,47.6,,,3.0,827.3,3.7,58.8,28.4,2019,8,3,20193
해양환경측정망,낙동강하구1_하구역,2019-11-12 11:53:00,128.935,35.10722,0,1011.6,27.73,17.55,7.08,8.4,8.28,8.15,,18.7,,,1.3,898.5,1.96,74.5,44.4,2019,11,4,20194
해양환경측정망,낙동강하구10_하구역,2019-02-13 00:00:00,128.91972,35.04472,0,435.8,31.93,8.57,0.41,6.1,9.55,8.12,,7.7,,,2.3,193.8,1.02,33.2,27.3,2019,2,1,20191
해양환경측정망,낙동강하구10_하구역,2019-05-07 00:00:00,128.91972,35.04472,0,869.5,33.05,15.69,2.32,7.2,8.17,8.23,,13.7,,,2.4,773.3,2.54,22.4,26.6,2019,5,2,20192
해양환경측정망,낙동강하구10_하구역,2019-08-12 10:42:00,128.91972,35.04472,0,656.7,21.28,28.05,14.88,6.3,7.41,8.06,,34.1,,,3.5,565.9,4.02,10.5,41.1,2019,8,3,20193
해양환경측정망,낙동강하구10_하구역,2019-11-12 11:27:00,128.91972,35.04472,0,911.0,31.26,17.94,3.32,9.2,7.54,8.19,,14.6,,,1.6,796.2,1.72,61.2,41.9,2019,11,4,20194
해양환경측정망,낙동강하구2_하구역,2019-02-13 00:00:00,128.93167,35.09972,0,1244.8,29.26,7.97,,22.3,14.16,8.37,,13.0,,,1.0,338.6,2.59,59.7,231.1,2019,2,1,20191
해양환경측정망,낙동강하구2_하구역,2019-05-07 00:00:00,128.93167,35.09972,0,1797.9,13.93,17.49,1.26,4.6,8.77,8.11,,28.2,,,1.9,1698.6,2.21,96.3,24.4,2019,5,2,20192
해양환경측정망,낙동강하구2_하구역,2019-08-12 09:15:00,128.93167,35.09972,0,790.8,8.67,28.9,16.02,6.9,7.54,7.6,,41.5,,,2.5,731.5,4.65,34.4,36.2,2019,8,3,20193
해양환경측정망,낙동강하구2_하구역,2019-11-12 11:47:00,128.93167,35.09972,0,1039.5,23.36,18.3,5.54,6.2,8.73,8.17,,17.1,,,1.6,850.6,1.68,86.7,45.4,2019,11,4,20194
해양환경측정망,낙동강하구3_하구역,2019-02-13 00:00:00,128.92889,35.08944,0,804.5,28.11,7.27,1.68,6.4,11.2,8.12,,9.3,1.8,,1.5,408.4,1.05,117.2,24.9,2019,2,1,20191
해양환경측정망,낙동강하구3_하구역,2019-05-07 00:00:00,128.92889,35.08944,0,1586.5,14.78,17.16,2.3,4.9,8.85,8.19,,25.2,,,2.0,1574.0,3.55,59.9,25.9,2019,5,2,20192
해양환경측정망,낙동강하구3_하구역,2019-08-12 09:23:00,128.92889,35.08944,0,1068.7,10.02,28.73,9.22,8.6,6.99,7.63,,46.8,,,3.0,933.5,3.0,200.1,32.3,2019,8,3,20193
해양환경측정망,낙동강하구3_하구역,2019-11-12 11:41:00,128.92889,35.08944,0,837.1,22.97,16.51,3.06,6.7,8.32,8.16,,16.6,,,1.5,811.4,1.85,79.8,35.9,2019,11,4,20194
해양환경측정망,낙동강하구4_하구역,2019-02-13 00:00:00,128.92611,35.08167,0,635.1,29.95,7.96,4.1,8.4,10.82,8.13,,10.9,1.3,,1.5,314.8,2.06,30.7,33.9,2019,2,1,20191
해양환경측정망,낙동강하구4_하구역,2019-05-07 00:00:00,128.92611,35.08167,0,1515.0,11.71,17.84,1.11,4.8,9.29,8.15,,15.0,,,2.0,918.6,2.69,43.7,21.3,2019,5,2,20192
해양환경측정망,낙동강하구4_하구역,2019-08-12 09:30:00,128.92611,35.08167,0,942.9,13.14,28.63,12.78,9.0,7.32,7.68,,41.6,,,3.0,772.7,4.47,95.1,42.2,2019,8,3,20193
해양환경측정망,낙동강하구4_하구역,2019-11-12 11:36:00,128.92611,35.08167,0,1081.4,21.34,16.43,3.78,6.6,8.44,8.18,,15.7,,,1.5,875.2,1.47,104.3,42.9,2019,11,4,20194
해양환경측정망,낙동강하구5_하구역,2019-02-13 00:00:00,128.95222,35.10417,0,586.0,31.11,9.2,3.66,5.6,9.37,8.08,,10.1,,,3.0,313.0,1.55,33.7,35.7,2019,2,1,20191
해양환경측정망,낙동강하구5_하구역,2019-05-07 00:00:00,128.95222,35.10417,0,1431.6,23.01,16.81,3.8,5.3,8.64,8.21,,19.3,,,2.2,1150.6,2.27,47.9,31.7,2019,5,2,20192
해양환경측정망,낙동강하구5_하구역,2019-08-12 09:55:00,128.95222,35.10417,0,844.0,21.53,28.01,4.96,5.6,6.22,7.76,,36.6,,,2.0,530.2,3.21,67.0,49.4,2019,8,3,20193
해양환경측정망,낙동강하구5_하구역,2019-11-12 10:18:00,128.95222,35.10417,0,965.8,27.73,17.55,3.02,7.9,7.97,8.15,,13.2,,,1.4,775.9,1.41,90.9,50.3,2019,11,4,20194
해양환경측정망,낙동강하구6_하구역,2019-02-13 00:00:00,128.95028,35.09389,0,524.5,31.39,8.9,11.52,7.6,11.09,8.17,,8.9,1.6,,2.5,182.8,2.77,23.0,56.0,2019,2,1,20191
해양환경측정망,낙동강하구6_하구역,2019-05-07 00:00:00,128.95028,35.09389,0,1632.9,19.37,17.03,3.16,4.2,8.88,8.22,,20.1,,,2.3,1203.4,2.52,31.0,25.2,2019,5,2,20192
해양환경측정망,낙동강하구6_하구역,2019-08-12 10:02:00,128.95028,35.09389,0,792.2,19.45,28.06,6.44,6.5,5.9,7.86,,46.0,,,2.5,655.3,3.88,148.8,53.6,2019,8,3,20193
해양환경측정망,낙동강하구6_하구역,2019-11-12 10:24:00,128.95028,35.09389,0,998.9,24.69,17.22,3.6,10.3,8.18,8.18,,14.4,,,1.3,887.2,1.59,140.9,42.7,2019,11,4,20194
해양환경측정망,낙동강하구7_하구역,2019-02-13 00:00:00,128.94694,35.08611,0,600.3,31.13,8.6,6.16,12.8,10.66,8.08,,10.8,1.5,,2.9,300.5,2.43,58.0,43.1,2019,2,1,20191
해양환경측정망,낙동강하구7_하구역,2019-05-07 00:00:00,128.94694,35.08611,0,1372.7,25.86,16.27,1.44,10.1,8.84,8.23,,15.3,,,2.2,957.1,2.57,35.2,25.5,2019,5,2,20192
해양환경측정망,낙동강하구7_하구역,2019-08-12 10:13:00,128.94694,35.08611,0,761.4,16.73,28.23,5.74,5.8,6.26,7.89,,48.3,,,2.0,646.2,3.49,90.1,33.4,2019,8,3,20193
해양환경측정망,낙동강하구7_하구역,2019-11-12 10:32:00,128.94694,35.08611,0,1082.7,26.63,17.44,3.74,8.8,8.25,8.19,,15.0,,,1.5,858.0,1.93,59.8,44.1,2019,11,4,20194
해양환경측정망,낙동강하구8_하구역,2019-02-13 00:00:00,128.94417,35.0775,0,555.8,30.74,8.09,0.46,5.0,10.38,8.1,,10.1,,,2.3,349.0,1.49,73.5,25.7,2019,2,1,20191
해양환경측정망,낙동강하구8_하구역,2019-05-07 00:00:00,128.94417,35.0775,0,951.2,24.67,16.29,2.7,8.7,8.78,8.2,,15.1,,,2.9,920.9,2.94,49.7,20.0,2019,5,2,20192
해양환경측정망,낙동강하구8_하구역,2019-08-12 10:22:00,128.94417,35.0775,0,888.0,15.71,28.53,16.56,10.0,7.4,7.93,,31.0,,,2.5,523.9,4.9,28.7,62.7,2019,8,3,20193
해양환경측정망,낙동강하구8_하구역,2019-11-12 10:39:00,128.94417,35.0775,0,1031.6,22.63,17.04,3.4,6.7,8.45,8.2,,15.6,,,1.6,930.4,1.52,83.3,34.7,2019,11,4,20194
해양환경측정망,낙동강하구9_하구역,2019-02-13 00:00:00,128.92528,35.06222,0,553.5,31.8,8.25,0.42,5.1,8.24,8.11,,11.0,0.4,,3.0,312.9,1.23,43.5,28.1,2019,2,1,20191
해양환경측정망,낙동강하구9_하구역,2019-05-07 00:00:00,128.92528,35.06222,0,1709.9,18.97,17.01,1.31,5.6,7.43,8.17,,21.3,,,2.2,1271.7,1.84,69.1,29.0,2019,5,2,20192
해양환경측정망,낙동강하구9_하구역,2019-08-12 10:30:00,128.92528,35.06222,0,774.9,14.37,30.12,12.96,11.2,7.71,7.95,,36.0,,,4.0,675.7,4.77,82.1,38.3,2019,8,3,20193
해양환경측정망,낙동강하구9_하구역,2019-11-12 10:45:00,128.92528,35.06222,0,965.2,21.69,16.11,2.7,9.7,8.41,8.19,,14.7,,,1.6,794.8,1.57,64.2,40.3,2019,11,4,20194
해양환경측정망,낙동강하구1_환경관리,2019-03-02 00:00:00,128.92722,35.01278,0,186.0,33.74,12.05,1.32,3.6,9.86,8.3,,4.5,,62.1,8.1,81.2,1.15,14.6,16.3,2019,3,1,20191
해양환경측정망,낙동강하구1_환경관리,2019-05-09 00:00:00,128.92722,35.01278,0,193.7,32.63,15.91,5.52,6.3,6.17,8.42,,2.5,0.9,44.1,3.2,63.4,1.54,16.8,18.6,2019,5,2,20192
해양환경측정망,낙동강하구1_환경관리,2019-08-19 14:05:00,128.92722,35.01278,0,115.8,32.17,26.5,0.81,9.3,8.22,8.32,,0.0,0.1,0.5,8.9,1.5,0.27,1.0,9.3,2019,8,3,20193
해양환경측정망,낙동강하구1_환경관리,2019-11-05 11:25:00,128.92722,35.01278,0,167.5,32.37,19.34,4.06,3.6,7.48,8.19,,5.5,4.3,4.3,6.5,11.9,0.88,2.1,19.7,2019,11,4,20194
해양환경측정망,낙동강하구2_환경관리,2019-03-02 00:00:00,128.96667,34.97639,0,202.0,33.55,12.03,1.27,2.2,10.36,8.28,,4.8,,79.7,3.0,93.2,1.17,8.6,15.8,2019,3,1,20191
해양환경측정망,낙동강하구2_환경관리,2019-05-09 00:00:00,128.96667,34.97639,0,310.1,31.18,16.69,3.06,6.4,6.93,8.4,,5.5,0.7,123.7,2.9,144.6,1.6,15.4,21.2,2019,5,2,20192
해양환경측정망,낙동강하구2_환경관리,2019-08-19 13:50:00,128.96667,34.97639,0,126.4,32.17,26.52,1.54,9.6,8.38,8.32,,0.5,0.0,1.3,5.7,2.7,0.38,0.9,9.6,2019,8,3,20193
해양환경측정망,낙동강하구2_환경관리,2019-11-05 11:46:00,128.96667,34.97639,0,182.4,32.03,19.15,4.06,4.3,8.58,8.2,,6.7,,5.6,6.0,17.3,0.8,5.1,20.5,2019,11,4,20194
해양환경측정망,낙동강하구3_환경관리,2019-02-23 00:00:00,128.90833,35.0,0,269.6,33.31,9.78,0.8,11.2,10.67,8.32,,6.3,,107.4,1.2,148.4,1.19,34.7,27.3,2019,2,1,20191
해양환경측정망,낙동강하구3_환경관리,2019-05-09 00:00:00,128.90833,35.0,0,242.2,33.06,15.95,1.09,16.5,5.63,8.29,,3.8,,57.5,1.3,99.9,0.75,38.6,23.1,2019,5,2,20192
해양환경측정망,낙동강하구3_환경관리,2019-08-17 17:07:00,128.90833,35.0,0,323.4,30.89,27.18,4.08,41.6,6.99,8.12,,7.0,,49.2,0.9,126.6,2.39,70.4,41.6,2019,8,3,20193
해양환경측정망,낙동강하구3_환경관리,2019-11-20 10:05:00,128.90833,35.0,0,208.8,32.79,16.49,0.5,14.1,7.3,8.07,,11.5,,25.7,1.3,63.7,0.96,26.5,30.6,2019,11,4,20194
해양환경측정망,낙동강하구4_환경관리,2019-02-23 00:00:00,128.86528,34.99583,0,199.4,33.76,10.11,1.62,8.7,10.65,8.34,,4.8,,64.8,1.4,91.0,1.1,21.4,22.6,2019,2,1,20191
해양환경측정망,낙동강하구4_환경관리,2019-05-09 00:00:00,128.86528,34.99583,0,239.6,33.14,16.48,2.83,5.7,7.68,8.19,,3.3,,54.1,2.1,141.7,0.87,84.2,22.4,2019,5,2,20192
해양환경측정망,낙동강하구4_환경관리,2019-08-18 08:35:00,128.86528,34.99583,0,200.1,31.36,26.14,6.32,26.2,8.08,8.28,,3.1,,12.0,2.1,25.6,2.38,10.5,26.2,2019,8,3,20193
해양환경측정망,낙동강하구4_환경관리,2019-11-20 10:25:00,128.86528,34.99583,0,218.4,32.66,15.81,0.68,11.1,7.63,8.07,,10.8,,25.8,1.3,79.0,1.13,42.4,30.7,2019,11,4,20194
해양환경측정망,남해도남안1_연안,2019-02-27 00:00:00,127.8844444,34.53805556,0,111.7,34.16,10.5,3.84,4.9,10.69,8.38,48.7,0.5,3.0,5.9,5.2,29.8,1.36,23.3,15.8,2019,2,1,20191
해양환경측정망,남해도남안1_연안,2019-05-04 00:00:00,127.8844444,34.53805556,0,128.8,33.4,15.19,0.47,3.0,9.56,8.29,81.3,0.6,2.1,3.7,8.1,4.4,1.69,0.1,12.8,2019,5,2,20192
해양환경측정망,남해도남안1_연안,2019-08-09 15:01:00,127.8844444,34.53805556,0,91.6,32.15,27.43,0.71,3.6,8.29,8.19,,0.2,0.0,1.3,10.0,1.7,1.67,0.2,9.8,2019,8,3,20193
해양환경측정망,남해도남안1_연안,2019-11-08 14:00:00,127.8844444,34.53805556,0,144.2,32.06,19.37,4.02,4.7,6.39,8.15,,10.8,,15.3,3.0,27.0,0.91,0.9,26.0,2019,11,4,20194
