station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L]
구룡포연안H1_항만,2009-02-01,129.5563889,35.98555556,478.0,33.94,9.89,2.96,5.0,7.97617,8.1,300.282,8.37,55.266,184.332,3.0,414.949,0.965333,222.247,79.332,1,
구룡포연안H1_항만,2009-05-01,129.5563889,35.98555556,278.296,33.94,9.89,2.96,5.0,7.97617,8.1,300.282,8.37,55.266,184.332,3.0,207.475,2.41333,222.247,79.332,1,
구룡포연안H1_항만,2009-08-01,129.5563889,35.98555556,289.834,30.91,24.83,6.59,3.0,6.77195,8.2,186.318,2.52,32.9318,19.4726,5.0,35.1546,0.96,13.162,38.1438,1,
대정연안1_연안,2009-02-01,126.2516667,33.2025,256.131,34.2563,15.2713,0.59525,1.66667,8.13277,8.04,535.266,2.53102,11.7635,112.834,10.0,166.204,0.468937,50.8394,19.7829,1,
대정연안1_연안,2009-05-01,126.2516667,33.2025,246.821,34.1372,16.1452,0.32569,3.7,8.5,8.1,142.018,0.0995025,2.28596,28.3528,9.0,40.8917,0.606106,12.4394,14.0437,1,
대정연안1_연안,2009-08-01,126.2516667,33.2025,382.064,31.6821,22.8124,1.73612,1.1,6.96427,8.0,388.75,1.49791,2.52141,61.2305,7.0,74.1699,1.07536,11.4415,9.9199,1,
대정연안1_연안,2009-11-01,126.2516667,33.2025,404.687,34.0822,19.8638,1.65417,1.8,8.45634,8.16,398.244,5.92599,2.22951,67.5023,11.0,110.859,0.182206,37.4308,17.2706,1,
대정연안2_연안,2009-02-01,126.3275,33.22,193.427,34.2479,15.3983,0.5851,1.8,8.25127,8.04,532.623,2.19149,12.3668,118.482,11.5,134.861,0.453041,14.1878,19.0954,1,
대정연안2_연안,2009-05-01,126.3275,33.22,230.695,34.218,16.2769,0.31671,2.6,8.54,8.09,183.853,0.232172,3.55593,11.8866,11.0,20.0347,0.590156,7.91597,12.955,1,
대정연안2_연안,2009-08-01,126.3275,33.22,330.24,32.0241,24.8868,1.79847,1.4,7.21874,8.21,158.398,0.876136,2.06297,12.0178,6.2,32.4766,1.08339,19.5826,7.18463,1,
대정연안2_연안,2009-11-01,126.3275,33.22,354.846,34.1639,20.358,2.3548,2.2,8.8466,8.17,449.711,7.69798,2.29708,72.5818,10.5,120.05,0.641681,39.7702,9.9437,1,
동해연안1_연안,2009-02-01,129.135,37.53555556,177.854,34.32,12.21,0.82,2.0,8.55369,8.27,321.712,5.193,14.565,92.63,12.0,100.416,0.602667,2.593,26.86,1,
동해연안1_연안,2009-05-01,129.135,37.53555556,148.673,34.1,14.21,1.386,3.4,9.29941,8.16,205.401,0.584,7.178,4.736,6.5,5.609,0.581333,0.289,16.596,1,
동해연안1_연안,2009-08-01,129.135,37.53555556,266.238,31.0,22.15,2.42,5.0,7.91903,8.15,153.605,2.411,2.3436,26.6322,6.5,30.0532,1.04533,1.01,29.69,1,
동해연안1_연안,2009-11-01,129.135,37.53555556,175.0,33.4,16.53,0.708,3.2,8.41936,8.11,213.0,8.0,16.0,80.0,8.0,109.0,0.538667,21.0,35.0,1,
동해연안2_연안,2009-02-01,129.1547222,37.50305556,147.734,34.33,12.46,0.68,2.6,8.32293,8.27,325.109,5.383,15.701,79.945,11.0,89.462,0.698667,4.134,29.286,1,
동해연안2_연안,2009-05-01,129.1547222,37.50305556,362.286,34.06,14.44,1.484,4.6,9.11963,8.16,208.28,0.319,11.212,3.846,6.5,4.379,0.821333,0.214,17.603,1,
동해연안2_연안,2009-08-01,129.1547222,37.50305556,305.81,30.69,22.8,2.46,3.8,7.95226,8.16,216.608,3.567,0.8218,33.6084,6.0,41.3284,0.789333,4.153,36.571,1,
동해연안2_연안,2009-11-01,129.1547222,37.50305556,187.0,33.58,16.76,0.814,5.2,8.19612,8.14,209.0,8.0,13.0,73.0,10.0,99.0,0.746667,18.0,38.0,1,
동해연안3_연안,2009-02-01,129.1522222,37.52333333,140.257,34.32,12.54,0.66,1.6,8.20354,8.27,337.907,5.962,7.444,80.719,12.0,94.452,0.613333,7.771,37.764,1,
동해연안3_연안,2009-05-01,129.1522222,37.52333333,102.986,34.07,14.09,1.622,4.8,9.11945,8.15,218.06,0.453,6.261,9.927,6.5,17.581,0.517333,7.201,16.553,1,
동해연안3_연안,2009-08-01,129.1522222,37.52333333,343.535,30.8,22.38,2.6,3.4,8.0008,8.16,197.72,3.008,1.5827,25.8349,6.0,30.5209,1.12,1.678,27.724,1,
동해연안3_연안,2009-11-01,129.1522222,37.52333333,176.0,33.3,15.76,0.848,4.8,8.0845,8.13,207.0,9.0,11.0,76.0,8.5,110.0,0.24,25.0,15.0,1,
동해연안H1_항만,2009-02-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,0.629333,8.053,43.611,1,
동해연안H1_항만,2009-05-01,129.1152778,37.54666667,249.434,34.01,10.38,0.768,3.4,8.22139,8.23,386.568,12.595,13.037,172.223,4.0,192.871,1.57333,8.053,43.611,1,
동해연안H1_항만,2009-08-01,129.1152778,37.54666667,353.173,32.04,22.08,10.9,7.0,8.41183,8.21,49.205,2.466,7.06118,30.1025,3.0,39.9135,1.24267,7.345,47.1874,1,
동해연안H2_항만,2009-02-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,0.661333,6.789,46.181,1,
동해연안H2_항만,2009-05-01,129.1402778,37.49666667,374.661,34.12,11.05,0.734,0.8,8.53802,8.25,352.201,8.614,13.491,118.822,5.0,134.225,1.65333,6.789,46.181,1,
동해연안H2_항만,2009-08-01,129.1402778,37.49666667,311.853,29.61,21.92,5.54,8.2,8.61813,8.19,223.523,5.464,6.60464,69.2877,4.0,105.734,1.33867,30.982,27.724,1,
보령연안3_연안,2009-02-01,126.4916667,36.24583333,192.4,32.31,5.21,2.87728,9.8,9.97,8.03,337.0,14.4608,20.0,101.539,1.7,119.0,0.682787,3.0,37.4563,3,
보령연안3_연안,2009-05-01,126.4916667,36.24583333,110.162,32.12,14.26,0.81664,7.6,9.45,8.24,31.0,1.0,5.0,11.0,5.5,34.0,1.10777,22.0,39.3802,3,
보령연안3_연안,2009-08-01,126.4916667,36.24583333,516.0,30.88,24.75,2.33232,7.8,7.52,8.31,52.0,1.0,7.0,1.0,2.1,3.0,1.74711,1.0,80.0,3,
보령연안3_연안,2009-11-01,126.4916667,36.24583333,393.0,32.02,16.77,0.64608,4.4,7.74,8.04,37.0,32.0,10.0,55.0,2.0,106.0,1.67403,19.0,51.0,3,
부산연안4_환경관리,2009-02-01,129.09278,35.08583,289.106,34.0327,13.17,1.39009,1.95,8.40048,8.17,328.165,4.8405,8.9903,95.8132,4.0,135.215,2.04488,34.5612,15.6616,1,
부산연안4_환경관리,2009-05-01,129.09278,35.08583,213.892,33.94,15.17,6.89814,3.15,9.30228,8.0,292.488,5.34789,14.5824,78.0896,5.0,115.168,0.775846,31.731,20.8666,1,
부산연안4_환경관리,2009-08-01,129.09278,35.08583,258.641,30.0484,24.017,6.02373,6.7,5.93382,8.1,95.5776,4.22128,6.99945,77.6852,2.5,133.287,1.93061,51.3803,39.1685,1,
부산연안4_환경관리,2009-11-01,129.09278,35.08583,174.852,32.9442,15.9506,1.40504,9.6,7.08698,7.74,461.618,1.69367,10.4143,124.177,1.0,136.428,1.57883,10.5576,29.2918,1,
부산연안5_환경관리,2009-02-01,129.04583,35.0475,355.675,34.3083,13.44,1.15094,6.95,8.63296,8.21,342.732,4.86879,12.877,178.947,2.5,194.309,1.74526,10.493,13.733,1,
부산연안5_환경관리,2009-05-01,129.04583,35.0475,167.134,33.99,14.91,10.1641,3.95,9.56203,8.12,52.2195,0.52969,4.4051,20.8013,2.0,102.437,0.886682,81.1062,18.9513,1,
부산연안5_환경관리,2009-08-01,129.04583,35.0475,172.12,30.673,23.4875,4.04322,8.2,7.6223,8.21,76.7528,-0.0305312,6.26771,5.01282,3.0,11.1874,1.99339,6.20511,12.803,1,
부산연안5_환경관리,2009-11-01,129.04583,35.0475,221.927,33.0215,16.2694,0.807149,14.55,6.57964,7.87,413.996,5.69874,16.894,108.369,0.5,125.298,1.29746,11.23,49.1422,1,
삼척연안4_연안,2009-02-01,129.3669444,37.23333333,160.526,34.32,11.13,1.394,3.6,8.68233,8.23,434.01,3.66,15.838,105.081,10.0,121.622,0.661333,12.881,18.513,1,
삼척연안4_연안,2009-05-01,129.3669444,37.23333333,175.906,33.95,14.62,0.916,2.8,8.99423,8.14,204.707,1.38,4.581,21.25,9.0,28.169,0.442667,5.539,19.754,1,
삼척연안4_연안,2009-08-01,129.3669444,37.23333333,185.365,31.77,23.64,1.114,3.4,7.67276,8.23,33.241,0.784,8.73516,12.2753,7.0,15.2253,0.944,2.166,25.3648,1,
삼척연안4_연안,2009-11-01,129.3669444,37.23333333,175.0,33.29,16.88,1.078,5.2,8.10045,8.14,219.0,9.0,8.0,67.0,9.5,93.0,0.256,17.0,33.0,1,
삼척연안H2_항만,2009-02-01,129.3444444,37.22777778,397.0,34.09,10.22,0.95,4.0,8.2535,8.21,458.394,8.216,34.041,214.275,4.5,338.121,0.725333,115.63,39.5322,1,
삼척연안H2_항만,2009-05-01,129.3444444,37.22777778,197.2,34.09,10.22,0.95,4.0,8.2535,8.21,458.394,8.216,34.041,214.275,4.5,169.061,1.81333,115.63,39.5322,1,
삼척연안H2_항만,2009-08-01,129.3444444,37.22777778,247.969,30.37,23.38,1.924,6.0,7.85632,8.24,101.404,3.361,16.3442,24.3602,4.0,41.2322,1.43467,13.511,34.4084,1,
서귀포연안2_연안,2009-02-01,126.4125,33.22944444,262.082,34.3018,15.4058,0.56204,2.75,8.26777,8.04,485.924,2.43842,11.6127,113.617,11.5,142.066,0.334235,26.0109,18.9235,2,
서귀포연안2_연안,2009-05-01,126.4125,33.22944444,217.36,34.4106,16.3414,0.33715,3.6,8.27,8.08,235.596,0.995025,2.83023,32.0785,9.0,46.5182,0.366854,13.4446,8.41897,2,
서귀포연안2_연안,2009-08-01,126.4125,33.22944444,363.87,29.8573,24.6896,2.7804,2.0,7.32768,8.18,192.376,1.18702,2.3686,13.697,7.0,21.3749,1.01116,6.49087,9.1905,2,
서귀포연안2_연안,2009-11-01,126.4125,33.22944444,251.733,34.1755,20.4274,2.26476,1.3,8.36446,8.16,524.663,8.88898,2.56732,68.6029,10.0,98.6531,0.0871419,21.1612,14.1305,2,
아산연안3_연안,2009-02-01,126.5194444,37.08888889,228.7,31.81,4.14,4.97456,20.6,10.23,8.13,293.0,3.5,19.0,127.5,0.7,134.0,0.882627,3.0,73.6217,1,
아산연안3_연안,2009-05-01,126.5194444,37.08888889,380.0,31.68,13.45,2.81796,31.2,8.83,8.05,236.0,7.0,17.0,202.0,0.9,264.0,1.84407,55.0,61.0,1,
아산연안3_연안,2009-08-01,126.5194444,37.08888889,277.0,30.43,23.1,1.69944,3.6,8.78,8.23,3.0,3.0,6.0,13.0,2.7,17.0,0.914839,1.0,36.0,1,
아산연안3_연안,2009-11-01,126.5194444,37.08888889,297.0,31.45,16.89,0.33292,20.0,7.65,8.02,44.0,6.0,27.0,166.0,1.2,177.0,0.922133,5.0,50.0,1,
양양연안1_연안,2009-02-01,128.7502778,38.0125,169.403,34.23,10.17,0.754,6.0,8.55299,7.98,367.284,5.705,19.052,95.666,16.0,109.842,0.554667,8.471,34.705,1,
양양연안1_연안,2009-05-01,128.7502778,38.0125,416.534,34.04,12.08,1.78,4.4,9.12275,8.13,162.736,1.051,1.678,0.618,7.0,3.207,0.613333,1.538,27.594,1,
양양연안1_연안,2009-08-01,128.7502778,38.0125,158.632,32.24,21.02,1.09,4.0,8.63029,8.17,87.284,0.351,10.8657,3.13392,10.0,8.44792,0.650667,4.963,22.2192,1,
양양연안1_연안,2009-11-01,128.7502778,38.0125,150.0,33.24,14.03,1.1,2.6,8.30774,8.12,184.0,3.0,7.0,51.0,8.5,70.0,0.24,16.0,26.0,1,
양양연안2_연안,2009-02-01,128.8016667,37.94972222,127.364,34.23,10.3,0.592,3.2,8.42,8.2,346.679,7.248,14.052,105.732,16.0,115.668,0.362667,2.688,23.817,1,
양양연안2_연안,2009-05-01,128.8016667,37.94972222,59.033,33.95,11.84,1.426,6.4,9.38506,8.13,186.36,1.101,4.219,2.197,6.5,5.423,0.524373,2.125,18.859,1,
양양연안2_연안,2009-08-01,128.8016667,37.94972222,147.365,32.19,22.85,0.722,5.8,8.14269,8.15,96.339,0.327,11.7788,3.55852,14.0,9.50352,0.618667,5.618,22.6124,1,
양양연안2_연안,2009-11-01,128.8016667,37.94972222,164.0,33.23,14.2,1.164,4.2,8.0845,8.13,188.0,3.0,6.0,37.0,8.5,53.0,0.416,13.0,10.0,1,
완도연안4_환경관리,2009-02-01,126.73889,34.24444,336.6,32.93,11.51,0.63,36.4,8.91,8.26,343.0,1.0,11.0,95.0,0.8,104.0,0.5,8.0,56.0,1,
완도연안4_환경관리,2009-05-01,126.73889,34.24444,423.0,32.95,13.74,2.59,20.4,9.22,8.08,183.0,0.0,3.0,22.0,2.0,48.0,0.54,26.0,28.0,1,
완도연안4_환경관리,2009-08-01,126.73889,34.24444,304.0,31.32,22.16,2.6,16.8,8.38,8.05,218.0,3.0,2.0,24.0,4.0,43.0,1.04,16.0,23.0,1,
완도연안4_환경관리,2009-11-01,126.73889,34.24444,278.0,32.83,15.84,0.88,17.6,7.71,7.86,456.0,7.0,9.0,118.0,1.0,133.0,0.53,8.0,34.0,1,
울산연안1_환경관리,2009-02-01,129.47667,35.52056,276.899,32.5737,12.48,1.09862,15.1,8.16799,8.17,390.917,3.39772,18.2586,129.646,1.3,160.578,0.801473,27.5346,28.8114,1,
울산연안1_환경관리,2009-05-01,129.47667,35.52056,221.413,33.98,15.07,12.1072,3.5,10.2926,8.0,260.324,0.821702,8.5064,47.819,4.0,84.6946,1.17169,36.0539,18.9513,1,
울산연안1_환경관리,2009-08-01,129.47667,35.52056,72.9144,31.1183,24.0879,2.52608,2.35,6.75394,8.18,67.0861,0.0,1.07039,10.2501,5.0,14.4549,1.9104,4.20473,9.025,1,
울산연안1_환경관리,2009-11-01,129.47667,35.52056,210.203,33.3748,16.8808,1.95061,4.1,6.05644,7.97,272.903,4.10849,9.64293,65.566,3.0,77.4586,1.06298,7.78411,25.0644,1,
전주포연안2_연안,2009-02-01,126.4333333,35.8375,190.2,32.16,4.66,6.82048,18.8,10.93,8.17,129.0,2.78425,5.0,26.2157,0.8,29.0,1.37625,0.0,26.1954,2,
전주포연안2_연안,2009-05-01,126.4333333,35.8375,130.207,32.12,14.13,2.76764,4.4,9.04,8.25,19.0,1.0,4.0,2.0,3.3,10.0,1.16083,7.0,28.8,2,
전주포연안2_연안,2009-08-01,126.4333333,35.8375,439.0,31.11,23.17,4.2872,7.0,7.0,8.2,43.0,2.0,7.0,2.0,2.0,5.0,1.9816,1.0,72.0,2,
전주포연안2_연안,2009-11-01,126.4333333,35.8375,162.0,32.46,16.3,0.3082,10.48,7.91,8.04,29.0,23.0,6.0,39.0,1.8,66.0,0.922133,4.0,23.0,2,
전주포연안3_연안,2009-02-01,126.3777778,35.77083333,204.4,32.29,5.07,1.9508,9.4,10.87,8.11,334.0,2.91375,20.0,115.086,1.2,119.0,0.796428,1.0,44.8633,2,
전주포연안3_연안,2009-05-01,126.3777778,35.77083333,146.845,32.11,14.36,3.081,3.2,9.15,8.26,8.0,1.0,3.0,2.0,5.2,20.0,1.16083,17.0,29.8,2,
전주포연안3_연안,2009-08-01,126.3777778,35.77083333,38.0,30.36,24.0,9.07504,9.8,8.37,8.33,29.0,2.0,9.0,2.0,2.2,5.0,1.90234,1.0,37.0,2,
전주포연안3_연안,2009-11-01,126.3777778,35.77083333,139.0,31.55,16.64,0.09084,4.4,7.87,8.09,25.0,19.0,2.0,26.0,2.2,52.0,0.900853,7.0,19.0,2,
전주포연안6_연안,2009-02-01,126.4416667,35.61666667,179.7,32.11,4.94,10.7701,19.4,11.34,8.22,38.0,2.2015,2.0,0.0,0.9,2.2015,1.43624,0.0,41.6109,1,
전주포연안6_연안,2009-05-01,126.4416667,35.61666667,218.0,32.06,17.01,2.03444,4.2,8.68,8.23,468.0,5.0,18.0,38.0,3.7,152.0,1.08123,109.0,32.5,1,
전주포연안6_연안,2009-08-01,126.4416667,35.61666667,96.0,30.59,23.84,2.3984,8.8,6.31,8.12,48.0,5.0,10.0,10.0,2.1,16.0,1.74381,1.0,39.0,1,
전주포연안6_연안,2009-11-01,126.4416667,35.61666667,200.0,31.83,15.88,4.93964,3.4,8.55,8.11,22.0,13.0,9.0,20.0,2.7,64.0,1.34773,31.0,26.0,1,
제주연안2_연안,2009-02-01,126.4277778,33.50055556,256.343,34.1523,14.7604,0.64642,2.4,8.01945,7.94,504.428,3.8274,12.5176,114.257,10.5,130.065,0.175075,11.9808,19.611,1,
제주연안2_연안,2009-05-01,126.4277778,33.50055556,216.739,34.0969,16.8379,0.43271,3.2,8.63,8.1,171.743,0.364842,3.19308,19.8809,8.0,26.4026,0.231277,6.15687,10.4148,1,
제주연안2_연안,2009-08-01,126.4277778,33.50055556,372.14,30.237,25.5967,1.00462,1.0,6.94758,8.16,454.208,1.38486,1.75735,44.6353,8.0,74.0739,0.425329,28.0537,10.1023,1,
제주연안2_연안,2009-11-01,126.4277778,33.50055556,207.129,33.7281,19.2035,2.805,1.9,7.64882,8.18,529.16,3.51493,0.540488,38.6331,8.0,52.2501,0.546617,10.1021,11.3393,1,
조천연안2_연안,2009-02-01,126.7327778,33.57388889,226.585,34.2128,14.592,0.55914,2.9,8.72005,8.06,503.546,3.33354,12.0652,110.521,14.0,141.442,0.0795797,27.5873,19.611,1,
조천연안2_연안,2009-05-01,126.7327778,33.57388889,282.794,34.1247,16.9732,0.33556,2.1,8.42,8.1,175.046,1.35987,4.64448,23.9851,9.0,41.8052,0.199377,16.4602,11.3221,1,
조천연안2_연안,2009-08-01,126.7327778,33.57388889,404.668,30.2965,26.4194,1.04971,1.1,7.11325,8.24,421.229,0.960923,1.91016,18.4007,7.0,31.2432,0.280878,11.8816,10.1023,1,
조천연안2_연안,2009-11-01,126.7327778,33.57388889,270.514,33.4175,18.6479,0.95644,2.4,7.04295,8.15,614.105,13.7402,4.79683,131.652,8.0,151.559,0.308958,6.16757,22.6786,1,
조천연안3_연안,2009-02-01,126.6663889,33.56055556,268.884,34.2237,14.7071,0.52855,2.5,8.58797,8.06,515.441,3.3644,11.9143,122.273,14.0,141.874,0.0477478,16.2371,18.4079,1,
조천연안3_연안,2009-05-01,126.6663889,33.56055556,408.08,34.1328,16.6968,0.37616,2.5,8.11,8.08,186.789,1.72471,5.55161,31.0301,8.0,43.0582,1.47539,10.3033,11.1406,1,
조천연안3_연안,2009-08-01,126.6663889,33.56055556,420.105,30.229,26.5145,1.04826,0.8,7.18392,8.11,403.241,0.395674,1.45172,26.1385,8.0,42.4863,0.642006,15.9521,13.7493,1,
조천연안3_연안,2009-11-01,126.6663889,33.56055556,242.162,33.5332,18.894,1.02473,1.9,7.00845,8.14,631.094,13.9726,5.26976,138.365,8.0,159.462,0.102986,7.12461,18.3173,1,
주문진연안1_연안,2009-02-01,128.8375,37.88583333,160.145,34.18,10.01,0.686,3.6,9.00347,8.01,474.568,5.619,19.567,115.742,8.0,126.377,0.746667,5.016,30.794,1,
주문진연안1_연안,2009-05-01,128.8375,37.88583333,136.878,34.03,12.54,2.36,6.6,9.50536,8.12,216.415,0.768,2.599,6.974,4.5,9.971,0.773973,2.229,19.928,1,
주문진연안1_연안,2009-08-01,128.8375,37.88583333,172.118,32.44,23.2,1.196,5.6,7.81002,8.12,97.95,1.446,12.2353,8.04792,6.0,43.8579,0.746667,34.364,22.6124,1,
주문진연안1_연안,2009-11-01,128.8375,37.88583333,196.0,33.14,14.0,1.026,3.6,8.0845,8.11,205.0,3.0,8.0,44.0,8.0,68.0,0.672,21.0,35.0,1,
주문진연안2_연안,2009-02-01,128.8466667,37.88777778,256.641,33.93,10.18,0.254,3.2,8.90367,8.11,441.432,5.403,14.566,115.552,8.0,124.16,0.490667,3.205,30.727,1,
주문진연안2_연안,2009-05-01,128.8466667,37.88777778,138.905,34.01,11.38,2.86,2.6,9.30371,8.13,205.565,0.66,6.627,3.57,4.5,9.448,0.446933,5.218,24.945,1,
주문진연안2_연안,2009-08-01,128.8466667,37.88777778,232.498,32.19,23.5,0.33,3.4,7.46056,8.15,80.272,0.925,2.64796,2.51986,8.0,45.4229,0.746667,41.978,27.9206,1,
주문진연안2_연안,2009-11-01,128.8466667,37.88777778,173.0,33.16,13.88,1.368,3.8,8.18018,8.11,191.0,3.0,8.0,40.0,8.5,60.0,0.544,17.0,31.0,1,
주문진연안3_연안,2009-02-01,128.8522222,37.89416667,164.109,34.14,10.35,0.566,2.4,9.41543,8.12,348.14,5.565,17.59,116.792,5.0,127.712,0.682667,5.355,30.662,1,
주문진연안3_연안,2009-05-01,128.8522222,37.89416667,40.246,34.02,11.36,3.1,7.6,9.21762,8.13,212.78,0.867,15.337,4.823,4.5,6.7,0.709333,1.01,32.592,1,
주문진연안3_연안,2009-08-01,128.8522222,37.89416667,246.737,32.25,23.62,0.316,3.2,7.41221,8.14,76.25,0.81,1.12616,2.67492,13.0,39.5629,0.421333,36.078,3.7388,1,
주문진연안3_연안,2009-11-01,128.8522222,37.89416667,148.0,33.3,14.04,1.188,3.2,8.14828,8.11,185.0,3.0,7.0,36.0,9.5,52.0,0.522667,13.0,10.0,1,
주문진연안4_연안,2009-02-01,128.8525,37.91888889,143.109,34.27,11.08,1.006,1.0,8.44973,8.13,336.704,7.011,16.684,88.547,12.0,98.57,0.490667,3.012,29.802,1,
주문진연안4_연안,2009-05-01,128.8525,37.91888889,44.093,33.94,12.13,1.3,9.0,9.26344,8.13,164.453,1.049,2.1648,15.999,7.5,18.899,0.485333,1.851,14.563,1,
주문진연안4_연안,2009-08-01,128.8525,37.91888889,207.343,32.66,23.0,0.228,4.6,7.47338,8.15,72.695,0.997,0.97398,1.08582,11.0,43.2148,0.661333,41.132,30.2798,1,
주문진연안4_연안,2009-11-01,128.8525,37.91888889,152.0,33.34,14.85,0.794,2.4,7.9091,8.1,236.0,4.0,7.0,52.0,13.0,67.0,0.490667,11.0,33.0,1,
주문진연안5_연안,2009-02-01,128.8741667,37.86111111,148.347,34.26,10.35,1.096,3.4,8.03146,8.27,348.808,5.33,13.686,64.62,10.0,72.268,0.842667,2.318,16.754,1,
주문진연안5_연안,2009-05-01,128.8741667,37.86111111,227.998,33.88,11.83,2.32,8.8,9.45755,8.13,206.061,0.437,3.039,9.922,4.5,10.72,0.757333,0.361,23.137,1,
주문진연안5_연안,2009-08-01,128.8741667,37.86111111,192.72,32.21,23.1,2.34,2.0,7.72984,8.13,102.84,1.411,3.25668,13.8916,13.0,19.3636,0.693333,4.061,26.741,1,
주문진연안5_연안,2009-11-01,128.8741667,37.86111111,166.0,32.99,14.03,0.72,4.0,7.95694,8.13,244.0,3.0,6.0,53.0,8.0,70.0,0.602667,14.0,31.0,1,
주문진연안H1_항만,2009-02-01,128.8313889,37.89055556,419.0,33.82,10.2,0.45,4.0,7.46213,8.02,376.294,10.45,54.783,187.853,5.0,409.839,0.917333,211.536,92.163,1,
주문진연안H1_항만,2009-05-01,128.8313889,37.89055556,308.807,33.82,10.2,0.45,4.0,7.46213,8.02,376.294,10.45,54.783,187.853,5.0,204.919,2.29333,211.536,92.163,1,
주문진연안H1_항만,2009-08-01,128.8313889,37.89055556,488.201,31.74,22.52,21.2,11.0,9.02955,8.15,172.661,5.733,7.6699,58.4829,2.5,70.7439,1.70133,6.528,77.2672,1,
죽변연안3_연안,2009-02-01,129.4313889,36.97472222,253.55,34.31,10.94,1.286,4.8,8.44966,8.22,514.034,5.299,10.215,104.87,10.0,125.86,0.757333,15.691,23.39,1,
죽변연안3_연안,2009-05-01,129.4313889,36.97472222,119.24,33.98,15.95,1.036,4.0,9.40003,8.16,238.317,0.212,4.796,7.691,6.0,8.216,0.731467,0.313,14.17,1,
죽변연안3_연안,2009-08-01,129.4313889,36.97472222,176.228,31.83,23.97,0.626,3.2,7.19949,8.22,115.231,4.563,9.80042,12.0616,12.0,17.9756,0.704,1.351,30.0832,1,
죽변연안3_연안,2009-11-01,129.4313889,36.97472222,177.0,33.26,16.04,0.714,4.4,8.0845,8.1,237.0,10.0,9.0,77.0,9.5,106.0,0.42,19.0,37.0,1,
죽변연안H1_항만,2009-02-01,129.4230556,37.05638889,228.376,33.99,9.1,0.952,1.6,7.49342,8.13,412.284,7.189,17.77,154.007,6.0,167.404,0.677333,6.208,48.138,1,
죽변연안H1_항만,2009-05-01,129.4230556,37.05638889,228.376,33.99,9.1,0.952,1.6,7.49342,8.13,412.284,7.189,17.77,154.007,6.0,167.404,1.69333,6.208,48.138,1,
죽변연안H1_항만,2009-08-01,129.4230556,37.05638889,305.98,31.19,25.35,8.25,5.4,7.64422,8.24,946.205,2.58,11.6266,95.5266,3.5,99.1166,1.41867,1.01,39.9132,1,
표선연안1_연안,2009-02-01,126.7675,33.28083333,264.42,33.9321,15.0406,0.5822,2.2,8.65675,8.06,578.88,3.11748,11.9143,123.037,14.0,146.412,0.350151,20.257,20.2985,1,
표선연안1_연안,2009-05-01,126.7675,33.28083333,178.905,34.3462,16.8679,0.32555,3.2,8.2,8.15,347.523,0.364842,5.18876,19.5622,9.0,37.1411,0.215327,17.2141,8.05608,1,
표선연안1_연안,2009-08-01,126.7675,33.28083333,409.63,31.3478,25.9737,1.22516,1.3,7.41416,8.05,246.841,0.791348,1.45172,12.2684,7.5,22.081,1.10746,9.0212,9.5552,1,
표선연안1_연안,2009-11-01,126.7675,33.28083333,205.684,34.1018,20.5978,0.97239,0.9,7.29359,8.08,451.71,8.91803,3.51317,111.431,10.0,132.578,0.102986,12.2288,15.0028,1,
가막만2_환경관리,2010-02-01,127.68833,34.68917,118.0,32.9,5.5,2.89,36.0,10.89,8.12,115.0,1.0,3.0,18.0,2.4,24.0,0.23,5.0,15.0,1,
가막만2_환경관리,2010-05-01,127.68833,34.68917,76.0,33.27,17.69,1.67,15.2,8.63,8.23,58.0,2.0,5.0,22.0,1.0,30.0,0.65,5.0,9.0,1,
가막만2_환경관리,2010-08-01,127.68833,34.68917,91.0,31.45,27.39,5.89,5.4,7.69,8.14,220.0,1.0,7.0,41.0,3.0,42.0,1.18,1.0,17.0,1,
가막만2_환경관리,2010-11-01,127.68833,34.68917,194.0,31.67,14.56,13.17,9.8,9.59,8.0,312.0,2.0,6.0,2.0,1.7,4.0,0.81,0.0,23.0,1,
가막만4_환경관리,2010-02-01,127.66111,34.7325,114.0,32.86,6.02,2.52,6.4,10.85,8.08,172.0,2.0,6.0,33.0,4.0,42.0,0.25,7.0,15.0,1,
가막만4_환경관리,2010-05-01,127.66111,34.7325,100.0,33.15,17.41,2.28,13.2,9.38,8.2,49.0,2.0,6.0,23.0,3.5,30.0,0.76,4.0,11.0,1,
가막만4_환경관리,2010-08-01,127.66111,34.7325,76.0,31.1,29.22,1.92,4.0,7.56,8.16,117.0,0.0,0.0,1.0,3.5,1.0,1.07,0.0,13.0,1,
가막만4_환경관리,2010-11-01,127.66111,34.7325,155.0,31.63,14.67,11.92,9.4,9.55,8.1,259.0,0.0,4.0,3.0,2.4,3.0,0.76,0.0,17.0,1,
