"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","군산연안7_연안","2000-02-01 00:00:00","126.4888889","36.11666667","0","10.6","저층","31.77","1","3.5","1","","","","","11.27","1","7.92","2","4","2","32","1","179","1","","","189","2","2.13","2","6","2","",""
"해양환경측정망","군산연안7_연안","2000-05-01 00:00:00","126.4888889","36.11666667","0","0","표층","31.23","1","12.3","1","0.48","1","24.9","2","8.39","1","8.2","2","1.8","2","6.292","1","34.85","1","3.2","2","43.487","2","3.83","2","6.837","2","",""
"해양환경측정망","군산연안7_연안","2000-05-01 00:00:00","126.4888889","36.11666667","0","16.5","저층","31.31","1","12.5","1","","","","","8.42","1","8.11","2","0.034","2","11.518","1","2.66","1","","","2.694","2","1.02","2","0","2","",""
"해양환경측정망","군산연안7_연안","2000-08-01 00:00:00","126.4888889","36.11666667","0","0","표층","25.9","1","26.6","1","2.06","1","5.4","2","6.92","1","8.07","2","18.48","2","58.59","1","133.28","1","1.4","2","368.34","2","0.816","2","216.58","2","",""
"해양환경측정망","군산연안7_연안","2000-08-01 00:00:00","126.4888889","36.11666667","0","13.9","저층","29.1","1","24.7","1","","","","","4.59","1","7.97","2","11.34","2","50.53","1","34.16","1","","","228.48","2","1.52","2","182.98","2","",""
"해양환경측정망","군산연안7_연안","2000-11-01 00:00:00","126.4888889","36.11666667","0","0","표층","29.893","1","15.77","1","1.64","1","5","2","5.92","1","8.23","2","9.3212","2","16.2564","1","109.214","1","3.1","2","145.555","2","1.216","2","27.02","2","",""
"해양환경측정망","군산연안7_연안","2000-11-01 00:00:00","126.4888889","36.11666667","0","14","저층","31.117","1","16.07","1","","","","","5.5","1","8.2","2","8.5484","2","17.0314","1","67.3484","1","","","90.6318","2","1.088","2","14.735","2","",""
"해양환경측정망","군산연안8_연안","2000-02-01 00:00:00","126.5","35.97916667","0","0","표층","30.39","1","2.6","1","0.048","1","21","2","12.45","1","7.91","2","7","2","31","1","339","1","2.6","2","428","2","2.9","2","82","2","",""
"해양환경측정망","군산연안8_연안","2000-02-01 00:00:00","126.5","35.97916667","0","13.2","저층","30.8","1","2.4","1","","","","","11.29","1","7.91","2","5","2","32","1","339","1","","","392","2","1.89","2","48","2","",""
"해양환경측정망","군산연안8_연안","2000-05-01 00:00:00","126.5","35.97916667","0","0","표층","31.59","1","12.5","1","0.36","1","37.1","2","8.35","1","8.2","2","3.142","2","13.52","1","28.1","1","3","2","33.161","2","1.73","2","1.919","2","",""
"해양환경측정망","군산연안8_연안","2000-05-01 00:00:00","126.5","35.97916667","0","15.6","저층","31.62","1","12.5","1","","","","","8.39","1","8.07","2","1.437","2","13.569","1","31.88","1","","","33.317","2","1.39","2","0","2","",""
"해양환경측정망","군산연안8_연안","2000-08-01 00:00:00","126.5","35.97916667","0","0","표층","25.6","1","29.4","1","2.53","1","5.2","2","10.13","1","8.53","2","0","2","35.65","1","10.22","1","1.7","2","141.96","2","1.136","2","131.74","2","",""
"해양환경측정망","군산연안8_연안","2000-08-01 00:00:00","126.5","35.97916667","0","14.1","저층","29.7","1","23.8","1","","","","","4.61","1","8.04","2","20.86","2","44.95","1","30.8","1","","","220.22","2","0.896","2","168.56","2","",""
"해양환경측정망","군산연안8_연안","2000-11-01 00:00:00","126.5","35.97916667","0","0","표층","29.782","1","15.78","1","0.71","1","5","2","5.35","1","8.16","2","13.1852","2","4.3214","1","194.575","1","2.5","2","141.96","2","0.752","2","10.955","2","",""
"해양환경측정망","군산연안8_연안","2000-11-01 00:00:00","126.5","35.97916667","0","13","저층","30.688","1","16.16","1","","","","","5.32","1","8.18","2","11.2028","2","15.6364","1","94.6988","1","","","238.762","2","0.592","2","132.86","2","",""
"해양환경측정망","군산연안9_연안","2000-02-01 00:00:00","126.45","35.97916667","0","0","표층","31.68","1","3","1","0.005","1","29.6","2","13.18","1","7.91","2","6","2","35","1","182","1","0.2","2","195","2","2.09","2","7","2","",""
"해양환경측정망","군산연안9_연안","2000-02-01 00:00:00","126.45","35.97916667","0","12.5","저층","31.69","1","2.3","1","","","","","11.36","1","8","2","4","2","23","1","182","1","","","191","2","1.93","2","5","2","",""
"해양환경측정망","군산연안9_연안","2000-05-01 00:00:00","126.45","35.97916667","0","0","표층","31.63","1","12.2","1","0.16","1","36.9","2","8.71","1","8.22","2","1.965","2","20.517","1","16.9","1","3.5","2","29.471","2","1.54","2","10.606","2","",""
"해양환경측정망","군산연안9_연안","2000-05-01 00:00:00","126.45","35.97916667","0","18.6","저층","31.68","1","12.2","1","","","","","8.67","1","8.1","2","0","2","14.895","1","3.11","1","","","3.11","2","1.77","2","0","2","",""
"해양환경측정망","군산연안9_연안","2000-08-01 00:00:00","126.45","35.97916667","0","0","표층","26.3","1","29","1","2.09","1","5.4","2","10.28","1","8.45","2","6.44","2","42.16","1","12.46","1","1.5","2","177.94","2","1.088","2","159.04","2","",""
"해양환경측정망","군산연안9_연안","2000-08-01 00:00:00","126.45","35.97916667","0","13.4","저층","29.7","1","23.3","1","","","","","5.69","1","8.08","2","22.68","2","48.98","1","39.62","1","","","316.82","2","1.392","2","254.52","2","",""
"해양환경측정망","군산연안9_연안","2000-11-01 00:00:00","126.45","35.97916667","0","0","표층","29.349","1","15.83","1","0.63","1","5.8","2","5.53","1","8.18","2","16.6124","2","17.1864","1","190.358","1","4.5","2","376.307","2","0.56","2","169.337","2","",""
"해양환경측정망","군산연안9_연안","2000-11-01 00:00:00","126.45","35.97916667","0","13","저층","30.825","1","16.18","1","","","","","5.47","1","8.23","2","9.3884","2","15.0164","1","65.7188","1","","","198.139","2","0.592","2","123.032","2","",""
"해양환경측정망","기장연안1_연안","2000-02-01 00:00:00","129.2802778","35.28333333","0","0","표층","33.73","1","12.63","1","0.678","1","2.6","2","6.49","1","8.07","2","8","2","700","4","192","1","2.8","2","219","2","0.52","2","19","2","",""
"해양환경측정망","기장연안1_연안","2000-02-01 00:00:00","129.2802778","35.28333333","0","28","저층","34.31","1","12.1","1","","","","","7.81","1","8.08","2","8","2","24","1","341","1","","","365","2","2.35","2","16","2","",""
"해양환경측정망","기장연안1_연안","2000-05-01 00:00:00","129.2802778","35.28333333","0","0","표층","33.6966","1","15.4274","1","1.958","1","3","2","7.85255","1","8.197","2","7.20792","2","101.818","4","137.285","1","2.5","2","197.959","2","1.59","2","53.466","2","",""
"해양환경측정망","기장연안1_연안","2000-05-01 00:00:00","129.2802778","35.28333333","0","28.5","저층","33.9617","1","13.938","1","","","","","8.73585","1","8.245","2","8.0396","2","97.9394","4","164.433","1","","","449.729","2","1.27","2","277.256","2","",""
"해양환경측정망","기장연안1_연안","2000-08-01 00:00:00","129.2802778","35.28333333","0","0","표층","31.592","1","25.224","1","1.7846","1","6.8","2","7.983","1","8.036","2","0.353766","2","24.3345","1","66.3765","1","5","2","120.924","2","1.40012","2","54.194","2","",""
"해양환경측정망","기장연안1_연안","2000-08-01 00:00:00","129.2802778","35.28333333","0","26","저층","34.126","1","11.633","1","","","","","7.986","1","8.413","2","4.52066","2","85.5642","4","158.455","1","","","228.846","2","2.43429","2","65.8698","2","",""
"해양환경측정망","기장연안1_연안","2000-11-01 00:00:00","129.2802778","35.28333333","0","0","표층","32.7132","1","18.3955","1","0.926511","1","4.4","2","7.3917","1","8.04","2","7.8258","2","22.6026","1","71.1536","1","5","2","107.772","2","1.59986","2","28.7923","2","",""
"해양환경측정망","기장연안1_연안","2000-11-01 00:00:00","129.2802778","35.28333333","0","29","저층","33.105","1","17.6778","1","","","","","7.10866","1","8.052","2","10.9683","2","19.4299","1","64.1013","1","","","102.202","2","1.59986","2","27.1325","2","",""
"해양환경측정망","기장연안2_연안","2000-02-01 00:00:00","129.2166667","35.16666667","0","0","표층","33.14","1","11.89","1","1.282","1","4.8","2","8.07","1","8.08","2","9","2","60","1","221","1","1.4","2","730","2","0.92","2","500","2","",""
"해양환경측정망","기장연안2_연안","2000-02-01 00:00:00","129.2166667","35.16666667","0","14.1","저층","34.25","1","11.8","1","","","","","7.71","1","8.08","2","11","2","14","1","286","1","","","411","2","2.39","2","114","2","",""
"해양환경측정망","기장연안2_연안","2000-05-01 00:00:00","129.2166667","35.16666667","0","0","표층","34.1181","1","13.1155","1","2.403","1","3.1","2","8.51755","1","8.217","2","6.65346","2","75.6364","1","115.46","1","1.2","2","139.908","2","1.4","2","17.794","2","",""
"해양환경측정망","기장연안2_연안","2000-05-01 00:00:00","129.2166667","35.16666667","0","15","저층","34.1537","1","12.3071","1","","","","","8.02722","1","8.17","2","8.59406","2","87.2727","4","100.555","1","","","272.235","2","0.98","2","163.086","2","",""
"해양환경측정망","기장연안2_연안","2000-08-01 00:00:00","129.2166667","35.16666667","0","0","표층","31.757","1","22.738","1","3.1454","1","3.6","2","7.478","1","7.933","2","3.49496","2","27.9547","1","33.4571","1","4","2","88.5683","2","2.25928","2","51.6162","2","",""
"해양환경측정망","기장연안2_연안","2000-08-01 00:00:00","129.2166667","35.16666667","0","19","저층","34.088","1","11.5","1","","","","","7.652","1","8.36","2","7.72596","2","37.3989","1","65.4223","1","","","125.068","2","2.32292","2","51.9195","2","",""
"해양환경측정망","기장연안2_연안","2000-11-01 00:00:00","129.2166667","35.16666667","0","0","표층","32.5714","1","18.0965","1","1.14227","1","4.4","2","5.94233","1","8.05","2","7.59666","2","40.0526","1","91.1029","1","5.2","2","149.069","2","1.98078","2","50.3697","2","",""
"해양환경측정망","기장연안2_연안","2000-11-01 00:00:00","129.2166667","35.16666667","0","45","저층","32.7576","1","18.0573","1","","","","","7.68003","1","8.02","2","16.3041","2","47.9844","1","87.4793","1","","","134.051","2","1.43226","2","30.2677","2","",""
"해양환경측정망","기장연안3_연안","2000-02-01 00:00:00","129.2916667","35.3","0","0","표층","33.25","1","13","1","0.176","1","5.7","2","8.49","1","8.06","2","8","2","343","4","277","1","4.1","2","300","2","2.59","2","15","2","",""
"해양환경측정망","기장연안3_연안","2000-02-01 00:00:00","129.2916667","35.3","0","27","저층","34.29","1","12.5","1","","","","","7.25","1","8.08","2","9","2","16","1","308","1","","","318","2","1.32","2","1","2","",""
"해양환경측정망","기장연안3_연안","2000-05-01 00:00:00","129.2916667","35.3","0","0","표층","34.1372","1","13.2844","1","2.67","1","2.5","2","7.48673","1","8.226","2","3.60396","2","61.0909","1","61.1635","1","3.6","2","152.477","2","2.37","2","87.71","2","",""
"해양환경측정망","기장연안3_연안","2000-05-01 00:00:00","129.2916667","35.3","0","29.5","저층","34.1994","1","11.3083","1","","","","","7.74748","1","8.129","2","4.9901","2","91.1515","4","140.479","1","","","1209.41","2","1.06","2","1063.94","2","",""
"해양환경측정망","기장연안3_연안","2000-08-01 00:00:00","129.2916667","35.3","0","0","표층","31.5896","1","26.752","1","0.8169","1","3.2","2","7.11369","1","8.167","2","0.481978","2","68.2499","1","2.44614","1","5.4","2","148.102","2","1.2251","2","145.174","2","",""
"해양환경측정망","기장연안3_연안","2000-08-01 00:00:00","129.2916667","35.3","0","25","저층","33.5683","1","15.3541","1","","","","","5.89462","1","8.511","2","4.23218","2","31.4176","1","88.7998","1","","","220.162","2","0.890982","2","127.13","2","",""
"해양환경측정망","기장연안3_연안","2000-11-01 00:00:00","129.2916667","35.3","0","0","표층","33.0132","1","18.7917","1","0.864321","1","4.2","2","6.63418","1","8.06","2","3.73395","2","22.6026","1","94.6096","1","6.2","2","119.759","2","2.04173","2","21.4155","2","",""
"해양환경측정망","기장연안3_연안","2000-11-01 00:00:00","129.2916667","35.3","0","28","저층","33.0879","1","17.7212","1","","","","","7.03721","1","8.051","2","13.6199","2","25.7754","1","99.9476","1","","","144.757","2","1.98078","2","31.1898","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-02-01 00:00:00","128.92722","35.01278","0","0","표층","32.94","1","10.1","1","0.327","1","5.7","2","8.95","1","8.03","2","11","2","15","1","238","1","4","2","256","2","1.24","2","7","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-02-01 00:00:00","128.92722","35.01278","0","23","저층","33.91","1","11.4","1","","","","","8.1","1","8.01","2","11","2","36","1","248","1","","","272","2","1.24","2","13","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-05-01 00:00:00","128.92722","35.01278","0","0","표층","33.4428","1","14.5971","1","7.654","1","4.1","2","9.2918","1","8.307","2","9.14851","2","24.2424","1","121.848","1","3.8","2","1976.95","2","2.65","2","1845.96","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-05-01 00:00:00","128.92722","35.01278","0","21","저층","34.0186","1","13.272","1","","","","","8.17693","1","8.188","2","7.48515","2","37.8182","1","89.9087","1","","","559.24","2","2.26","2","461.846","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-08-01 00:00:00","128.92722","35.01278","0","0","표층","27.668","1","26.3067","1","3.3914","1","11.2","2","7.095","1","8.056","2","2.309","2","56.7595","1","204.256","1","2.5","2","333.847","2","1.78196","2","127.282","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-08-01 00:00:00","128.92722","35.01278","0","26","저층","32.361","1","19.2948","1","","","","","4.958","1","8.353","2","6.12331","2","36.7693","1","53.0179","1","","","136.838","2","2.48202","2","77.6973","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-11-01 00:00:00","128.92722","35.01278","0","0","표층","32.5664","1","16.8595","1","0.939203","1","8.8","2","9.08408","1","8.048","2","2.88285","2","22.6026","1","93.129","1","5","2","136.792","2","1.63034","2","40.7798","2","",""
"해양환경측정망","낙동강하구1_환경관리","2000-11-01 00:00:00","128.92722","35.01278","0","24","저층","32.9858","1","17.2455","1","","","","","8.12368","1","8.031","2","11.132","2","27.3617","1","41.3077","1","","","83.9984","2","1.26465","2","31.5587","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-02-01 00:00:00","128.96667","34.97639","0","0","표층","34.2","1","12","1","0.264","1","3.6","2","8.14","1","8.06","2","13","2","13","1","159","1","4.2","2","177","2","0.72","2","5","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-02-01 00:00:00","128.96667","34.97639","0","42.6","저층","34.19","1","11.8","1","","","","","8.22","1","8.09","2","12","2","41","1","204","1","","","220","2","1.71","2","4","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-05-01 00:00:00","128.96667","34.97639","0","0","표층","32.4324","1","14.9348","1","2.581","1","2.5","2","9.78942","1","8.276","2","6.93069","2","42.6667","1","187.323","1","3.9","2","202.99","2","2.73","2","8.736","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-05-01 00:00:00","128.96667","34.97639","0","41.5","저층","34.1299","1","12.9888","1","","","","","8.03063","1","8.228","2","7.48515","2","70.7879","1","87.2471","1","","","268.122","2","1.54","2","173.39","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-08-01 00:00:00","128.96667","34.97639","0","0","표층","31.453","1","26.6","1","1.4375","1","2.4","2","6.466","1","8.123","2","2.43721","2","41.8062","1","52.5408","1","20","2","183.928","2","1.36829","2","128.95","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-08-01 00:00:00","128.96667","34.97639","0","40","저층","34.001","1","14.46","1","","","","","5.585","1","8.418","2","6.34768","2","34.8805","1","170.383","1","","","286.271","2","0.604595","2","109.54","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-11-01 00:00:00","128.96667","34.97639","0","0","표층","32.3337","1","17.2111","1","0.778439","1","9.2","2","7.55716","1","8.083","2","7.92401","2","16.2572","1","84.9856","1","6.2","2","116.538","2","1.29513","2","23.6285","2","",""
"해양환경측정망","낙동강하구2_환경관리","2000-11-01 00:00:00","128.96667","34.97639","0","40","저층","33.4779","1","16.1359","1","","","","","6.21239","1","7.944","2","13.6853","2","22.6026","1","88.3365","1","","","122.884","2","1.27989","2","20.8622","2","",""
"해양환경측정망","남해도남안1_연안","2000-02-01 00:00:00","127.8844444","34.53805556","0","0","표층","34.29","1","10.06","1","0.0376267","1","7.8","2","9.89","1","8.14","2","5.44647","2","22.7759","1","69.6565","1","5.3","2","83.0699","2","0.080016","2","7.96698","2","",""
"해양환경측정망","남해도남안1_연안","2000-02-01 00:00:00","127.8844444","34.53805556","0","22","저층","34.25","1","9.73","1","","","","","9.13","1","8.02","2","5.55706","2","23.2605","1","74.5555","1","","","86.8104","2","0.272054","2","6.6979","2","",""
"해양환경측정망","남해도남안1_연안","2000-05-01 00:00:00","127.8844444","34.53805556","0","0","표층","33.8","1","15.13","1","0.1","1","6","2","7.65","1","8.07","2","2.29307","2","12.8669","1","0.546821","1","6","2","16.9328","2","1.08822","2","14.0929","2","",""
"해양환경측정망","남해도남안1_연안","2000-05-01 00:00:00","127.8844444","34.53805556","0","22","저층","33.8","1","13.22","1","","","","","7.54","1","8.12","2","6.78748","2","23.8956","1","25.1368","1","","","52.9213","2","0.576115","2","20.9971","2","",""
"해양환경측정망","남해도남안1_연안","2000-08-01 00:00:00","127.8844444","34.53805556","0","0","표층","31.17","1","27.1","1","0.314056","1","21.4","2","5.1","1","8.33","2","3.46377","2","11.9013","1","21.0739","1","7.2","2","73.8454","2","1.94667","2","49.3077","2","",""
"해양환경측정망","남해도남안1_연안","2000-08-01 00:00:00","127.8844444","34.53805556","0","24","저층","31.79","1","25.5","1","","","","","5.06","1","8.38","2","2.71014","2","9.27278","1","8.40493","1","","","13.0382","2","0.698672","2","1.92308","2","",""
"해양환경측정망","남해도남안1_연안","2000-11-01 00:00:00","127.8844444","34.53805556","0","0","표층","32.8","1","16.78","1","0.313554","1","7.8","2","7.81","1","8.35","2","27.0824","2","20.286","1","70.2838","1","2.2","2","112","2","0.52","2","14.6339","2","",""
"해양환경측정망","남해도남안1_연안","2000-11-01 00:00:00","127.8844444","34.53805556","0","26","저층","32.77","1","16.78","1","","","","","7.41","1","8.38","2","27.6878","2","19.1878","1","99.4471","1","","","136.804","2","1.192","2","9.66893","2","",""
"해양환경측정망","남해도남안2_연안","2000-02-01 00:00:00","127.9327778","34.63777778","0","0","표층","34.26","1","10.59","1","0.0707382","1","7","2","5.94","1","8.27","2","5.19765","2","24.7143","1","49.3783","1","5","2","63.1069","2","0.288058","2","8.53101","2","",""
"해양환경측정망","남해도남안2_연안","2000-02-01 00:00:00","127.9327778","34.63777778","0","22","저층","34.2","1","9.84","1","","","","","7.64","1","8.17","2","5.03176","2","25.0373","1","43.5978","1","","","54.9045","2","0.288058","2","6.27487","2","",""
"해양환경측정망","남해도남안2_연안","2000-05-01 00:00:00","127.9327778","34.63777778","0","0","표층","33.97","1","15.23","1","0.04","1","3.8","2","9.1","1","8.03","2","1.74273","2","14.3374","1","3.34948","1","9","2","18.9716","2","0.976195","2","13.8794","2","",""
"해양환경측정망","남해도남안2_연안","2000-05-01 00:00:00","127.9327778","34.63777778","0","24","저층","33.92","1","13.58","1","","","","","7.26","1","8","2","4.0358","2","13.7859","1","9.23333","1","","","27.3621","2","1.28026","2","14.0929","2","",""
"해양환경측정망","남해도남안2_연안","2000-08-01 00:00:00","127.9327778","34.63777778","0","0","표층","31.38","1","26.9","1","0.491653","1","5.4","2","4.72","1","8.42","2","3.89855","2","17.1583","1","6.82747","1","6.2","2","25.3414","2","0.90128","2","14.6154","2","",""
"해양환경측정망","남해도남안2_연안","2000-08-01 00:00:00","127.9327778","34.63777778","0","23","저층","31.59","1","24.8","1","","","","","4.82","1","8.38","2","2.24638","2","20.955","1","6.23592","1","","","12.4054","2","1.33328","2","3.92308","2","",""
"해양환경측정망","남해도남안2_연안","2000-11-01 00:00:00","127.9327778","34.63777778","0","0","표층","32.96","1","17.03","1","0.58898","1","8.6","2","8.13","1","8.32","2","11.8356","2","14.6385","1","82.9029","1","2.5","2","112.519","2","1.76","2","17.7806","2","",""
"해양환경측정망","남해도남안2_연안","2000-11-01 00:00:00","127.9327778","34.63777778","0","25","저층","32.89","1","17.22","1","","","","","7.47","1","8.35","2","12.4411","2","13.0698","1","99.2782","1","","","123.626","2","1.312","2","11.9066","2","",""
"해양환경측정망","남해도남안3_연안","2000-02-01 00:00:00","128.0666667","34.61611111","0","0","표층","34.38","1","11.61","1","0.0923109","1","7.2","2","7.17","1","8.166","2","5.17","2","24.2297","1","66.1045","1","4.5","2","79.2415","2","0.35207","2","7.96698","2","",""
"해양환경측정망","남해도남안3_연안","2000-02-01 00:00:00","128.0666667","34.61611111","0","33","저층","34.25","1","10","1","","","","","8.32","1","8.02","2","6.44176","2","24.7143","1","75.2592","1","","","95.8018","2","0.40008","2","14.1008","2","",""
"해양환경측정망","남해도남안3_연안","2000-05-01 00:00:00","128.0666667","34.61611111","0","0","표층","34","1","15.52","1","0.06","1","3.2","2","7.97","1","8.04","2","1.92618","2","10.8449","1","25.6893","1","8.5","2","39.6443","2","1.0242","2","12.0288","2","",""
"해양환경측정망","남해도남안3_연안","2000-05-01 00:00:00","128.0666667","34.61611111","0","34","저층","33.96","1","13.45","1","","","","","7.35","1","8.07","2","2.75168","2","12.1316","1","14.1408","1","","","31.4836","2","0.784157","2","14.5912","2","",""
"해양환경측정망","남해도남안3_연안","2000-08-01 00:00:00","128.0666667","34.61611111","0","0","표층","31.71","1","27.5","1","0.0867918","1","25","2","5.33","1","8.38","2","1.14493","2","11.3172","1","9.39085","1","17","2","16.6127","2","3.04528","2","6.07692","2","",""
"해양환경측정망","남해도남안3_연안","2000-08-01 00:00:00","128.0666667","34.61611111","0","15","저층","31.72","1","25.4","1","","","","","4.85","1","8.36","2","2.53623","2","22.5613","1","12.0528","1","","","32.666","2","1.67467","2","18.0769","2","",""
"해양환경측정망","남해도남안3_연안","2000-11-01 00:00:00","128.0666667","34.61611111","0","0","표층","32.93","1","17.18","1","0.523259","1","5","2","7.84","1","8.32","2","8.80829","2","13.6973","1","100.544","1","4.2","2","121.819","2","1.024","2","12.4661","2","",""
"해양환경측정망","남해도남안3_연안","2000-11-01 00:00:00","128.0666667","34.61611111","0","35","저층","32.93","1","17.21","1","","","","","7.24","1","8.32","2","9.8541","2","15.8935","1","85.6884","1","","","116.54","2","1.12","2","20.9974","2","",""
"해양환경측정망","남해도남안4_연안","2000-02-01 00:00:00","127.9908333","34.71361111","0","0","표층","34.29","1","10.1","1","0.0406368","1","10.8","2","7.93","1","8.199","2","4.81059","2","20.8375","1","41.4975","1","5.8","2","57.3772","2","0.288058","2","11.0692","2","",""
"해양환경측정망","남해도남안4_연안","2000-02-01 00:00:00","127.9908333","34.71361111","0","8","저층","34.24","1","9.78","1","","","","","8.39","1","7.92","2","4.78294","2","21.9683","1","41.9324","1","","","54.1183","2","0.384077","2","7.40294","2","",""
"해양환경측정망","남해도남안4_연안","2000-05-01 00:00:00","127.9908333","34.71361111","0","0","표층","34.01","1","14.3","1","0.47","1","3.4","2","6.26","1","8.03","2","2.0179","2","14.5212","1","34.46","1","5.9","2","49.6455","2","1.26425","2","13.1676","2","",""
"해양환경측정망","남해도남안4_연안","2000-05-01 00:00:00","127.9908333","34.71361111","0","8","저층","33.89","1","14.01","1","","","","","6.17","1","8.08","2","2.81283","2","15.9917","1","13.6389","1","","","28.0535","2","1.69634","2","11.6018","2","",""
"해양환경측정망","남해도남안4_연안","2000-08-01 00:00:00","127.9908333","34.71361111","0","0","표층","31.31","1","27.1","1","0.40737","1","6.2","2","4.87","1","8.32","2","3.4058","2","28.4025","1","33.9352","1","7","2","61.5718","2","1.46667","2","24.2308","2","",""
"해양환경측정망","남해도남안4_연안","2000-08-01 00:00:00","127.9908333","34.71361111","0","8","저층","31.54","1","25.1","1","","","","","4.5","1","8.34","2","3.02899","2","20.5169","1","23.1937","1","","","38.2226","2","3.25867","2","12","2","",""
"해양환경측정망","남해도남안4_연안","2000-11-01 00:00:00","127.9908333","34.71361111","0","0","표층","32.83","1","17.21","1","0.508209","1","6.6","2","7.54","1","8.32","2","11.8356","2","14.9523","1","95.4376","1","2","2","214.353","2","1.408","2","107.079","2","",""
"해양환경측정망","남해도남안4_연안","2000-11-01 00:00:00","127.9908333","34.71361111","0","8","저층","32.89","1","17.2","1","","","","","7.23","1","8.26","2","12.1659","2","20.4428","1","115.527","1","","","170.997","2","1.36","2","43.3046","2","",""
"해양환경측정망","남해도남안5_연안","2000-02-01 00:00:00","127.7819444","34.55888889","0","0","표층","33.75","1","6.6","1","0.395833","1","15","2","10.77","1","7.96","2","1.27176","2","20.9991","1","7.24045","1","4.4","2","14.0115","2","1.07221","2","5.49933","2","",""
"해양환경측정망","남해도남안5_연안","2000-02-01 00:00:00","127.7819444","34.55888889","0","31","저층","34.01","1","7.65","1","","","","","10.36","1","7.84","2","1.79706","2","15.507","1","7.77409","1","","","15.564","2","1.44029","2","5.99286","2","",""
"해양환경측정망","남해도남안5_연안","2000-05-01 00:00:00","127.7819444","34.55888889","0","0","표층","33.91","1","14.12","1","0.39","1","6.4","2","6.54","1","8.02","2","6.32887","2","15.0726","1","18.6915","1","2.5","2","35.0563","2","0.512102","2","10.0359","2","",""
"해양환경측정망","남해도남안5_연안","2000-05-01 00:00:00","127.7819444","34.55888889","0","27","저층","33.87","1","14","1","","","","","6.16","1","8.11","2","16.2655","2","38.7844","1","11.252","1","","","41.824","2","0.816163","2","14.3065","2","",""
"해양환경측정망","남해도남안5_연안","2000-08-01 00:00:00","127.7819444","34.55888889","0","0","표층","29.64","1","26.7","1","3.16364","1","8.6","2","6.61","1","8.49","2","6.47826","2","20.663","1","7.46831","1","2.4","2","14.4081","2","2.13867","2","0.461538","2","",""
"해양환경측정망","남해도남안5_연안","2000-08-01 00:00:00","127.7819444","34.55888889","0","28","저층","31.73","1","23.5","1","","","","","5.02","1","8.29","2","7.72464","2","20.0789","1","27.581","1","","","36.3056","2","1.17867","2","1","2","",""
"해양환경측정망","남해도남안5_연안","2000-11-01 00:00:00","127.7819444","34.55888889","0","0","표층","32.4","1","16.25","1","1.32295","1","10.6","2","8.17","1","8.35","2","11.4228","2","26.404","1","98.3075","1","1.8","2","152.196","2","1.536","2","42.4654","2","",""
"해양환경측정망","남해도남안5_연안","2000-11-01 00:00:00","127.7819444","34.55888889","0","32","저층","32.37","1","16.23","1","","","","","7.79","1","8.32","2","11.643","2","27.1884","1","99.2782","1","","","171.009","2","1.504","2","60.0874","2","",""
"해양환경측정망","대산연안1_연안","2000-02-01 00:00:00","126.4755556","37.05222222","0","0","표층","30.82","1","2.27","1","0.0266896","1","37.4","2","8.47101","1","7.98","2","2.80882","2","34.8474","1","239.39","1","0.6","2","260.567","2","1.28","2","18.368","2","",""
"해양환경측정망","대산연안1_연안","2000-02-01 00:00:00","126.4755556","37.05222222","0","6.6","저층","30.82","1","2.22","1","","","","","7.9996","1","7.97","2","2.77746","2","31.7814","1","201.865","1","","","231.332","2","1.05","2","26.6896","2","",""
"해양환경측정망","대산연안1_연안","2000-05-01 00:00:00","126.4755556","37.05222222","0","0","표층","31.2","1","10.28","1","1.29","1","10.8","2","8.44244","1","8.04","2","4.02486","2","12.2851","1","165.69","1","2","2","172.052","2","1.18","2","2.33751","2","",""
"해양환경측정망","대산연안1_연안","2000-05-01 00:00:00","126.4755556","37.05222222","0","3.6","저층","31.2","1","10.26","1","","","","","8.52814","1","8.02","2","1.77296","2","13.5894","1","162.472","1","","","166.383","2","1.02","2","2.13825","2","",""
