station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],유분[mg/L]
인천연안12_환경관리,2009-11-01,126.44056,37.3575,294.0,30.89,15.4,0.33724,44.6,8.09,7.97,52.0,32.0,36.0,232.0,0.5,276.0,2.22731,12.0,53.0,
인천연안13_환경관리,2009-02-01,126.35333,37.32639,268.4,31.91,4.18,3.16488,27.6,9.85,8.05,310.0,3.1,24.0,120.9,0.7,128.0,0.922595,4.0,65.7777,
인천연안13_환경관리,2009-05-01,126.35333,37.32639,303.0,31.74,11.45,1.98256,6.8,9.18,8.06,188.0,6.0,16.0,166.0,2.4,178.0,0.908767,6.0,61.3,
인천연안13_환경관리,2009-08-01,126.35333,37.32639,333.0,29.46,23.5,7.96052,6.6,9.44,8.31,0.0,1.0,9.0,10.0,3.4,12.0,2.20288,1.0,24.0,
인천연안13_환경관리,2009-11-01,126.35333,37.32639,186.0,31.47,16.9,0.0552,17.2,7.78,8.0,40.0,4.0,24.0,154.0,1.0,162.0,1.54635,4.0,52.0,
인천연안14_환경관리,2009-02-01,126.28333,37.29667,241.8,31.92,4.19,3.31176,27.8,9.87,8.07,382.0,2.9,24.0,151.1,0.8,159.0,0.942579,5.0,59.7266,
인천연안14_환경관리,2009-05-01,126.28333,37.29667,315.0,31.8,10.34,1.94856,8.4,9.1,8.05,183.0,5.0,16.0,155.0,1.5,173.0,0.928667,13.0,60.6,
인천연안14_환경관리,2009-08-01,126.28333,37.29667,367.0,30.11,23.09,2.0474,11.4,8.72,8.23,6.0,5.0,5.0,34.0,3.9,41.0,1.41024,2.0,17.4,
인천연안14_환경관리,2009-11-01,126.28333,37.29667,181.0,31.46,17.41,0.2672,12.6,7.75,8.04,35.0,2.0,21.0,131.0,1.6,136.0,2.03579,3.0,54.0,
인천연안15_환경관리,2009-02-01,126.40333,37.27667,235.6,31.88,4.11,5.19292,21.6,9.38,8.09,327.0,3.2,21.0,144.8,0.8,152.0,0.942579,4.0,56.1407,
인천연안15_환경관리,2009-05-01,126.40333,37.27667,347.0,32.8,11.79,1.9086,9.6,9.03,8.05,144.0,5.0,15.0,136.0,1.7,151.0,0.968467,10.0,63.2,
인천연안15_환경관리,2009-08-01,126.40333,37.27667,382.0,29.77,23.52,2.1358,22.0,8.65,8.25,5.0,8.0,8.0,31.0,1.9,40.0,0.696863,1.0,15.0,
인천연안15_환경관리,2009-11-01,126.40333,37.27667,183.0,31.48,16.73,0.68068,24.2,7.78,8.02,37.0,6.0,20.0,159.0,0.9,171.0,1.33355,6.0,56.0,
인천연안16_환경관리,2009-02-01,126.59722,37.32278,276.7,31.58,4.07,17.128,10.6,11.9,8.3,48.0,7.4,2.0,40.6,1.2,58.0,1.78191,10.0,58.4939,
인천연안16_환경관리,2009-05-01,126.59722,37.32278,804.0,31.5,13.23,1.98444,5.6,8.77,8.06,210.0,7.0,17.0,171.0,2.1,207.0,1.22717,29.0,61.8,
인천연안16_환경관리,2009-08-01,126.59722,37.32278,503.0,28.12,24.87,4.92032,9.2,11.75,8.49,5.0,4.0,6.0,18.0,1.8,23.0,3.4711,1.0,27.0,
인천연안16_환경관리,2009-11-01,126.59722,37.32278,568.0,30.71,15.35,0.47692,9.0,7.98,7.99,57.0,31.0,34.0,255.0,1.5,298.0,2.07835,12.0,66.0,
인천연안17_환경관리,2009-02-01,126.56056,37.3,271.6,31.76,4.04,15.2388,31.2,10.84,8.21,148.0,5.8,8.0,81.2,0.6,88.0,1.28231,1.0,66.7862,
인천연안17_환경관리,2009-05-01,126.56056,37.3,372.0,31.64,12.76,2.52316,8.6,8.74,8.09,197.0,6.0,16.0,173.0,1.4,199.0,1.38637,20.0,60.9,
인천연안17_환경관리,2009-08-01,126.56056,37.3,428.0,28.77,24.55,14.1036,18.0,11.1,8.46,9.0,5.0,5.0,22.0,1.7,28.0,2.42085,1.0,26.0,
인천연안17_환경관리,2009-11-01,126.56056,37.3,254.0,31.15,16.08,0.39432,26.8,7.98,7.99,50.0,21.0,30.0,199.0,0.5,222.0,1.69531,2.0,56.0,
인천연안18_환경관리,2009-02-01,126.46444,37.31944,241.9,31.83,4.08,5.97064,20.0,9.84,8.14,228.0,5.0,13.0,100.0,0.8,107.0,0.982547,2.0,59.0542,
인천연안18_환경관리,2009-05-01,126.46444,37.31944,383.0,32.25,11.21,2.58308,15.8,8.95,8.06,188.0,9.0,16.0,157.0,2.0,185.0,1.14757,19.0,65.9,
인천연안18_환경관리,2009-08-01,126.46444,37.31944,416.0,29.31,23.35,1.78844,9.6,8.19,8.16,7.0,4.0,7.0,31.0,3.0,36.0,1.33097,1.0,20.0,
인천연안18_환경관리,2009-11-01,126.46444,37.31944,317.0,31.27,16.45,0.50516,17.0,7.86,8.03,41.0,13.0,15.0,173.0,1.2,194.0,1.39739,8.0,46.0,
인천연안2_환경관리,2009-02-01,126.58611,37.5375,477.4,31.29,3.79,20.7781,89.2,10.52,8.31,150.0,10.9,15.0,162.1,0.4,222.0,1.97842,49.0,76.3111,
인천연안2_환경관리,2009-05-01,126.58611,37.5375,624.0,30.76,13.98,2.98916,34.6,10.14,8.0,210.0,13.0,22.0,290.0,0.8,393.0,1.20395,90.0,81.6,
인천연안2_환경관리,2009-08-01,126.58611,37.5375,494.0,25.33,24.26,0.9856,9.8,7.29,7.98,82.0,16.0,26.0,375.0,1.1,393.0,1.13281,2.0,52.0,
인천연안2_환경관리,2009-11-01,126.58611,37.5375,654.0,28.48,14.97,0.21404,112.8,8.0,7.85,80.0,62.0,46.0,535.0,0.3,626.0,3.41899,29.0,72.0,
인천연안3_환경관리,2009-02-01,126.58472,37.50667,575.4,30.89,3.76,13.3552,22.6,10.72,8.3,123.0,12.6,18.0,155.4,0.6,303.0,1.45883,135.0,56.0287,
인천연안3_환경관리,2009-05-01,126.58472,37.50667,693.0,31.42,14.14,2.77304,29.2,9.74,7.97,260.0,17.0,30.0,355.0,0.8,510.0,1.08455,138.0,56.9,
인천연안3_환경관리,2009-08-01,126.58472,37.50667,560.0,25.79,24.31,1.68688,16.4,7.21,7.98,44.0,9.0,15.0,185.0,1.0,196.0,1.68766,2.0,42.0,
인천연안3_환경관리,2009-11-01,126.58472,37.50667,713.0,28.56,15.31,0.46188,36.2,7.98,7.84,81.0,63.0,44.0,501.0,0.3,588.0,2.99339,24.0,72.0,
인천연안4_환경관리,2009-02-01,126.57361,37.46528,356.8,31.39,3.82,19.1474,51.2,11.37,8.29,132.0,9.0,3.0,118.0,0.4,131.0,1.8785,4.0,70.8203,
인천연안4_환경관리,2009-05-01,126.57361,37.46528,612.0,31.03,13.68,3.03984,24.8,9.7,7.98,183.0,9.0,21.0,213.0,0.8,296.0,1.26365,74.0,65.4,
인천연안4_환경관리,2009-08-01,126.57361,37.46528,539.0,26.88,24.18,3.42816,8.8,8.41,8.08,36.0,11.0,12.0,155.0,1.3,168.0,1.62821,2.0,44.0,
인천연안4_환경관리,2009-11-01,126.57361,37.46528,370.0,29.98,15.36,0.49276,43.4,7.91,7.86,60.0,57.0,33.0,274.0,0.6,336.0,2.20603,5.0,72.0,
인천연안5_환경관리,2009-02-01,126.56667,37.41667,293.9,31.82,4.23,8.12108,31.4,10.26,8.1,144.0,1.8,15.0,60.2,0.5,71.0,1.55875,9.0,69.9238,
인천연안5_환경관리,2009-05-01,126.56667,37.41667,534.0,32.26,13.11,2.7028,13.0,10.13,8.04,139.0,6.0,15.0,147.0,1.3,183.0,1.28355,30.0,56.0,
인천연안5_환경관리,2009-08-01,126.56667,37.41667,672.0,27.34,24.21,4.2796,16.2,9.24,8.11,20.0,7.0,7.0,101.0,1.1,109.0,1.9849,1.0,31.0,
인천연안5_환경관리,2009-11-01,126.56667,37.41667,366.0,30.24,15.13,0.15864,44.6,7.91,7.92,57.0,45.0,35.0,283.0,0.5,330.0,1.69531,2.0,63.0,
인천연안6_환경관리,2009-02-01,126.60139,37.375,277.2,31.49,4.04,20.535,10.6,11.65,8.3,72.0,8.9,4.0,68.1,0.9,90.0,1.95843,13.0,53.4514,
인천연안6_환경관리,2009-05-01,126.60139,37.375,492.0,31.31,13.58,2.2916,8.2,8.59,8.03,253.0,9.0,25.0,208.0,1.5,280.0,1.18405,63.0,500.0,
인천연안6_환경관리,2009-08-01,126.60139,37.375,276.0,28.25,24.24,8.92412,11.2,9.33,8.28,8.0,5.0,10.0,40.0,1.2,46.0,2.38122,1.0,46.0,
인천연안6_환경관리,2009-11-01,126.60139,37.375,368.0,30.44,15.37,0.51524,13.0,8.04,8.0,68.0,35.0,51.0,284.0,1.3,361.0,1.90811,42.0,78.0,
인천연안7_환경관리,2009-02-01,126.66111,37.34167,526.0,30.7,4.2,44.872,26.4,11.81,8.35,19.0,23.1,3.0,112.9,0.5,272.0,3.79696,136.0,66.45,
인천연안7_환경관리,2009-05-01,126.66111,37.34167,677.0,31.01,13.81,2.5858,6.8,8.43,8.02,263.0,12.0,31.0,216.0,1.9,319.0,1.36315,91.0,66.3,
인천연안7_환경관리,2009-08-01,126.66111,37.34167,511.0,28.14,24.26,7.84932,9.8,7.95,8.17,10.0,5.0,12.0,50.0,1.1,56.0,1.80656,1.0,29.0,
인천연안7_환경관리,2009-11-01,126.66111,37.34167,507.0,30.24,14.98,0.59352,24.0,7.95,7.99,81.0,42.0,67.0,354.0,0.8,485.0,2.24859,89.0,85.0,
인천연안8_환경관리,2009-02-01,126.63194,37.32361,461.9,31.06,4.23,37.5272,7.6,12.31,8.37,10.0,16.6,0.0,72.4,1.1,146.0,2.31814,57.0,60.3989,
인천연안8_환경관리,2009-05-01,126.63194,37.32361,510.0,31.59,13.44,2.27244,7.2,8.53,8.03,229.0,8.0,21.0,173.0,2.5,238.0,1.06465,57.0,65.8,
인천연안8_환경관리,2009-08-01,126.63194,37.32361,335.0,28.41,24.02,4.32416,11.6,7.75,8.16,21.0,7.0,11.0,69.0,1.0,78.0,2.04435,2.0,25.0,
인천연안8_환경관리,2009-11-01,126.63194,37.32361,472.0,30.14,14.81,0.69652,27.4,7.96,7.99,72.0,38.0,62.0,314.0,0.8,405.0,2.31243,53.0,81.0,
인천연안9_환경관리,2009-02-01,126.57222,37.33889,265.2,31.73,4.0,15.4642,25.6,10.82,8.2,168.0,5.6,10.0,90.4,0.7,102.0,1.33893,6.0,50.9861,
인천연안9_환경관리,2009-05-01,126.57222,37.33889,450.0,31.99,12.84,2.0792,7.8,8.87,8.06,196.0,7.0,18.0,168.0,1.7,216.0,1.14425,41.0,57.6,
인천연안9_환경관리,2009-08-01,126.57222,37.33889,338.0,28.25,24.76,9.75724,11.0,9.7,8.35,10.0,5.0,14.0,40.0,1.2,46.0,3.15405,1.0,33.0,
인천연안9_환경관리,2009-11-01,126.57222,37.33889,336.0,30.93,15.76,0.2948,37.2,7.95,8.0,48.0,27.0,36.0,205.0,0.8,243.0,1.54635,11.0,67.0,
인천연안H1_항만,2009-02-01,126.6105556,37.46666667,368.5,31.34,4.1,21.1342,38.0,11.07,8.24,98.0,8.8,8.0,105.2,0.3,169.0,1.67866,55.0,91.1026,
인천연안H1_항만,2009-05-01,126.6105556,37.46666667,368.5,31.34,4.1,21.1342,38.0,11.07,8.24,98.0,8.8,8.0,105.2,0.3,169.0,1.67866,55.0,91.1026,
인천연안H1_항만,2009-08-01,126.6105556,37.46666667,326.0,27.41,24.21,3.26232,13.6,8.02,8.07,72.0,17.0,20.0,310.0,0.9,329.0,1.29134,2.0,38.0,
전주포연안1_연안,2009-02-01,126.5,35.87694444,149.9,32.17,4.79,6.59816,16.6,11.25,8.18,76.0,2.69792,4.0,0.302081,0.7,4.0,0.836416,1.0,24.9789,
전주포연안1_연안,2009-05-01,126.5,35.87694444,82.9146,32.11,14.2,2.94172,3.4,9.15,8.26,4.0,1.0,1.0,2.0,4.7,7.0,1.04143,4.0,23.0,
전주포연안1_연안,2009-08-01,126.5,35.87694444,711.0,30.89,23.26,12.4328,9.4,7.31,8.22,64.0,4.0,7.0,3.0,2.1,8.0,1.4862,1.0,132.0,
전주포연안1_연안,2009-11-01,126.5,35.87694444,228.0,31.35,15.36,0.90668,12.0,8.16,8.02,51.0,34.0,18.0,86.0,1.0,166.0,1.11365,46.0,38.0,
전주포연안2_연안,2009-02-01,126.4333333,35.8375,190.2,32.16,4.66,6.82048,18.8,10.93,8.17,129.0,2.78425,5.0,26.2157,0.8,29.0,1.37625,0.0,26.1954,
전주포연안2_연안,2009-05-01,126.4333333,35.8375,130.207,32.12,14.13,2.76764,4.4,9.04,8.25,19.0,1.0,4.0,2.0,3.3,10.0,1.16083,7.0,28.8,
전주포연안2_연안,2009-08-01,126.4333333,35.8375,439.0,31.11,23.17,4.2872,7.0,7.0,8.2,43.0,2.0,7.0,2.0,2.0,5.0,1.9816,1.0,72.0,
전주포연안2_연안,2009-11-01,126.4333333,35.8375,162.0,32.46,16.3,0.3082,10.48,7.91,8.04,29.0,23.0,6.0,39.0,1.8,66.0,0.922133,4.0,23.0,
전주포연안3_연안,2009-02-01,126.3777778,35.77083333,204.4,32.29,5.07,1.9508,9.4,10.87,8.11,334.0,2.91375,20.0,115.086,1.2,119.0,0.796428,1.0,44.8633,
전주포연안3_연안,2009-05-01,126.3777778,35.77083333,146.845,32.11,14.36,3.081,3.2,9.15,8.26,8.0,1.0,3.0,2.0,5.2,20.0,1.16083,17.0,29.8,
전주포연안3_연안,2009-08-01,126.3777778,35.77083333,38.0,30.36,24.0,9.07504,9.8,8.37,8.33,29.0,2.0,9.0,2.0,2.2,5.0,1.90234,1.0,37.0,
전주포연안3_연안,2009-11-01,126.3777778,35.77083333,139.0,31.55,16.64,0.09084,4.4,7.87,8.09,25.0,19.0,2.0,26.0,2.2,52.0,0.900853,7.0,19.0,
전주포연안4_연안,2009-02-01,126.5,35.7375,151.2,32.06,4.93,8.97976,10.4,11.42,8.23,34.0,1.72667,0.0,0.0,1.1,3.72667,1.13633,2.0,70.7118,
전주포연안4_연안,2009-05-01,126.5,35.7375,84.4779,32.04,17.14,4.99676,7.0,8.9,8.25,5.0,1.0,3.0,1.0,4.3,15.0,1.30013,13.0,35.1,
전주포연안4_연안,2009-08-01,126.5,35.7375,103.0,30.05,24.33,4.75548,16.2,8.0,8.27,51.0,2.0,7.0,3.0,2.3,6.0,1.56546,1.0,51.0,
전주포연안4_연안,2009-11-01,126.5,35.7375,101.0,31.29,15.64,0.2736,3.4,8.64,8.13,21.0,13.0,5.0,23.0,3.0,55.0,1.22005,19.0,26.0,
전주포연안5_연안,2009-02-01,126.5,35.68611111,160.5,32.1,4.93,9.3102,15.0,11.23,8.22,17.0,1.51084,1.0,0.0,1.0,2.51083,1.49622,1.0,42.9221,
전주포연안5_연안,2009-05-01,126.5,35.68611111,95.3657,31.99,17.69,3.60324,6.8,8.56,8.18,90.0,1.0,11.0,2.0,2.3,17.0,1.28023,14.0,29.3,
전주포연안5_연안,2009-08-01,126.5,35.68611111,369.0,29.94,24.35,2.40544,12.8,6.44,8.15,77.0,9.0,19.0,22.0,2.3,33.0,3.26964,2.0,77.0,
전주포연안5_연안,2009-11-01,126.5,35.68611111,101.0,31.88,16.0,2.40672,6.8,8.48,8.11,22.0,15.0,3.0,23.0,2.6,91.0,1.36901,53.0,30.0,
전주포연안6_연안,2009-02-01,126.4416667,35.61666667,179.7,32.11,4.94,10.7701,19.4,11.34,8.22,38.0,2.2015,2.0,0.0,0.9,2.2015,1.43624,0.0,41.6109,
전주포연안6_연안,2009-05-01,126.4416667,35.61666667,218.0,32.06,17.01,2.03444,4.2,8.68,8.23,468.0,5.0,18.0,38.0,3.7,152.0,1.08123,109.0,32.5,
전주포연안6_연안,2009-08-01,126.4416667,35.61666667,96.0,30.59,23.84,2.3984,8.8,6.31,8.12,48.0,5.0,10.0,10.0,2.1,16.0,1.74381,1.0,39.0,
전주포연안6_연안,2009-11-01,126.4416667,35.61666667,200.0,31.83,15.88,4.93964,3.4,8.55,8.11,22.0,13.0,9.0,20.0,2.7,64.0,1.34773,31.0,26.0,
제주연안1_연안,2009-02-01,126.5327778,33.52694444,278.874,33.8446,14.5979,0.47055,2.6,8.13888,7.94,628.662,3.76567,14.3274,158.773,8.0,176.726,0.381983,14.1878,21.8454,
제주연안1_연안,2009-05-01,126.5327778,33.52694444,283.104,34.1127,16.6559,0.327,3.6,8.56,8.02,141.651,0.39801,3.24175,32.9943,7.0,54.5015,0.406729,21.1093,13.6808,
제주연안1_연안,2009-08-01,126.5327778,33.52694444,433.336,30.5372,25.1575,0.95532,2.2,6.59317,8.21,537.155,1.5827,1.29891,50.615,7.0,92.573,0.329028,40.3754,13.9316,
제주연안1_연안,2009-11-01,126.5327778,33.52694444,286.947,33.5551,19.0118,1.53597,2.2,8.11885,8.15,610.108,9.64426,2.56732,89.4414,7.5,157.89,0.499085,58.8046,22.3297,
제주연안2_연안,2009-02-01,126.4277778,33.50055556,256.343,34.1523,14.7604,0.64642,2.4,8.01945,7.94,504.428,3.8274,12.5176,114.257,10.5,130.065,0.175075,11.9808,19.611,
제주연안2_연안,2009-05-01,126.4277778,33.50055556,216.739,34.0969,16.8379,0.43271,3.2,8.63,8.1,171.743,0.364842,3.19308,19.8809,8.0,26.4026,0.231277,6.15687,10.4148,
제주연안2_연안,2009-08-01,126.4277778,33.50055556,372.14,30.237,25.5967,1.00462,1.0,6.94758,8.16,454.208,1.38486,1.75735,44.6353,8.0,74.0739,0.425329,28.0537,10.1023,
제주연안2_연안,2009-11-01,126.4277778,33.50055556,207.129,33.7281,19.2035,2.805,1.9,7.64882,8.18,529.16,3.51493,0.540488,38.6331,8.0,52.2501,0.546617,10.1021,11.3393,
제주연안3_연안,2009-02-01,126.5683333,33.53388889,256.343,34.1245,14.7185,0.5822,2.5,8.55033,8.06,532.623,3.79653,12.216,120.891,14.0,143.92,0.270571,19.2323,19.2673,
제주연안3_연안,2009-05-01,126.5683333,33.53388889,287.756,34.041,16.5511,0.38921,6.3,8.22,8.06,308.991,2.08955,7.91013,54.0104,8.0,80.9787,0.199377,24.8788,14.7695,
제주연안3_연안,2009-08-01,126.5683333,33.53388889,389.231,30.7376,26.4848,0.97417,1.3,7.0623,8.22,415.733,1.24355,3.28547,37.3553,8.2,61.0419,0.361129,22.443,9.5552,
제주연안3_연안,2009-11-01,126.5683333,33.53388889,251.553,33.6168,18.9724,0.93441,2.0,7.06148,8.12,680.563,14.2921,5.06708,148.535,8.0,169.952,0.404022,7.12461,19.1896,
제주연안H1_항만,2009-02-01,126.54,33.52611111,250.179,33.76,15.658,0.701184,2.5,8.82142,8.05,674.92,2.83968,13.5733,152.318,10.0,179.987,1.10478,24.8286,22.7048,
제주연안H1_항만,2009-05-01,126.54,33.52611111,250.179,33.76,15.658,0.701184,2.5,8.82142,8.05,674.92,2.83968,13.5733,152.318,10.0,179.987,1.10478,24.8286,22.7048,
제주연안H1_항만,2009-08-01,126.54,33.52611111,603.142,30.4372,26.2213,1.14352,5.3,6.62876,8.23,788.493,2.76972,2.82703,137.944,3.0,183.84,0.890784,43.1258,19.4022,
조천연안1_연안,2009-02-01,126.8555556,33.5375,266.333,34.2694,14.4077,0.38341,1.9,8.42865,8.04,480.638,3.58047,14.0257,113.597,7.0,138.932,0.254655,21.7546,19.0954,
조천연안1_연안,2009-05-01,126.8555556,33.5375,325.28,34.1795,16.9637,0.34426,2.8,8.37,8.0,308.624,1.39304,2.46738,42.9149,11.0,49.8365,0.645981,5.52862,8.60041,
조천연안1_연안,2009-08-01,126.8555556,33.5375,388.128,30.1255,26.8818,1.27315,1.5,7.29867,8.17,406.739,1.01745,2.06297,63.0791,8.5,84.9994,0.377179,20.9028,8.27874,
조천연안1_연안,2009-11-01,126.8555556,33.5375,264.735,33.5434,18.7426,0.98661,2.5,7.16711,8.17,637.09,15.8026,4.72927,146.127,7.5,167.14,0.0554539,5.21054,18.3173,
조천연안2_연안,2009-02-01,126.7327778,33.57388889,226.585,34.2128,14.592,0.55914,2.9,8.72005,8.06,503.546,3.33354,12.0652,110.521,14.0,141.442,0.0795797,27.5873,19.611,
조천연안2_연안,2009-05-01,126.7327778,33.57388889,282.794,34.1247,16.9732,0.33556,2.1,8.42,8.1,175.046,1.35987,4.64448,23.9851,9.0,41.8052,0.199377,16.4602,11.3221,
조천연안2_연안,2009-08-01,126.7327778,33.57388889,404.668,30.2965,26.4194,1.04971,1.1,7.11325,8.24,421.229,0.960923,1.91016,18.4007,7.0,31.2432,0.280878,11.8816,10.1023,
조천연안2_연안,2009-11-01,126.7327778,33.57388889,270.514,33.4175,18.6479,0.95644,2.4,7.04295,8.15,614.105,13.7402,4.79683,131.652,8.0,151.559,0.308958,6.16757,22.6786,
조천연안3_연안,2009-02-01,126.6663889,33.56055556,268.884,34.2237,14.7071,0.52855,2.5,8.58797,8.06,515.441,3.3644,11.9143,122.273,14.0,141.874,0.0477478,16.2371,18.4079,
조천연안3_연안,2009-05-01,126.6663889,33.56055556,408.08,34.1328,16.6968,0.37616,2.5,8.11,8.08,186.789,1.72471,5.55161,31.0301,8.0,43.0582,1.47539,10.3033,11.1406,
조천연안3_연안,2009-08-01,126.6663889,33.56055556,420.105,30.229,26.5145,1.04826,0.8,7.18392,8.11,403.241,0.395674,1.45172,26.1385,8.0,42.4863,0.642006,15.9521,13.7493,
조천연안3_연안,2009-11-01,126.6663889,33.56055556,242.162,33.5332,18.894,1.02473,1.9,7.00845,8.14,631.094,13.9726,5.26976,138.365,8.0,159.462,0.102986,7.12461,18.3173,
주문진연안1_연안,2009-02-01,128.8375,37.88583333,160.145,34.18,10.01,0.686,3.6,9.00347,8.01,474.568,5.619,19.567,115.742,8.0,126.377,0.746667,5.016,30.794,
주문진연안1_연안,2009-05-01,128.8375,37.88583333,136.878,34.03,12.54,2.36,6.6,9.50536,8.12,216.415,0.768,2.599,6.974,4.5,9.971,0.773973,2.229,19.928,
주문진연안1_연안,2009-08-01,128.8375,37.88583333,172.118,32.44,23.2,1.196,5.6,7.81002,8.12,97.95,1.446,12.2353,8.04792,6.0,43.8579,0.746667,34.364,22.6124,
주문진연안1_연안,2009-11-01,128.8375,37.88583333,196.0,33.14,14.0,1.026,3.6,8.0845,8.11,205.0,3.0,8.0,44.0,8.0,68.0,0.672,21.0,35.0,
주문진연안2_연안,2009-02-01,128.8466667,37.88777778,256.641,33.93,10.18,0.254,3.2,8.90367,8.11,441.432,5.403,14.566,115.552,8.0,124.16,0.490667,3.205,30.727,
주문진연안2_연안,2009-05-01,128.8466667,37.88777778,138.905,34.01,11.38,2.86,2.6,9.30371,8.13,205.565,0.66,6.627,3.57,4.5,9.448,0.446933,5.218,24.945,
주문진연안2_연안,2009-08-01,128.8466667,37.88777778,232.498,32.19,23.5,0.33,3.4,7.46056,8.15,80.272,0.925,2.64796,2.51986,8.0,45.4229,0.746667,41.978,27.9206,
주문진연안2_연안,2009-11-01,128.8466667,37.88777778,173.0,33.16,13.88,1.368,3.8,8.18018,8.11,191.0,3.0,8.0,40.0,8.5,60.0,0.544,17.0,31.0,
주문진연안3_연안,2009-02-01,128.8522222,37.89416667,164.109,34.14,10.35,0.566,2.4,9.41543,8.12,348.14,5.565,17.59,116.792,5.0,127.712,0.682667,5.355,30.662,
주문진연안3_연안,2009-05-01,128.8522222,37.89416667,40.246,34.02,11.36,3.1,7.6,9.21762,8.13,212.78,0.867,15.337,4.823,4.5,6.7,0.709333,1.01,32.592,
주문진연안3_연안,2009-08-01,128.8522222,37.89416667,246.737,32.25,23.62,0.316,3.2,7.41221,8.14,76.25,0.81,1.12616,2.67492,13.0,39.5629,0.421333,36.078,3.7388,
주문진연안3_연안,2009-11-01,128.8522222,37.89416667,148.0,33.3,14.04,1.188,3.2,8.14828,8.11,185.0,3.0,7.0,36.0,9.5,52.0,0.522667,13.0,10.0,
주문진연안4_연안,2009-02-01,128.8525,37.91888889,143.109,34.27,11.08,1.006,1.0,8.44973,8.13,336.704,7.011,16.684,88.547,12.0,98.57,0.490667,3.012,29.802,
주문진연안4_연안,2009-05-01,128.8525,37.91888889,44.093,33.94,12.13,1.3,9.0,9.26344,8.13,164.453,1.049,2.1648,15.999,7.5,18.899,0.485333,1.851,14.563,
주문진연안4_연안,2009-08-01,128.8525,37.91888889,207.343,32.66,23.0,0.228,4.6,7.47338,8.15,72.695,0.997,0.97398,1.08582,11.0,43.2148,0.661333,41.132,30.2798,
주문진연안4_연안,2009-11-01,128.8525,37.91888889,152.0,33.34,14.85,0.794,2.4,7.9091,8.1,236.0,4.0,7.0,52.0,13.0,67.0,0.490667,11.0,33.0,
주문진연안5_연안,2009-02-01,128.8741667,37.86111111,148.347,34.26,10.35,1.096,3.4,8.03146,8.27,348.808,5.33,13.686,64.62,10.0,72.268,0.842667,2.318,16.754,
주문진연안5_연안,2009-05-01,128.8741667,37.86111111,227.998,33.88,11.83,2.32,8.8,9.45755,8.13,206.061,0.437,3.039,9.922,4.5,10.72,0.757333,0.361,23.137,
주문진연안5_연안,2009-08-01,128.8741667,37.86111111,192.72,32.21,23.1,2.34,2.0,7.72984,8.13,102.84,1.411,3.25668,13.8916,13.0,19.3636,0.693333,4.061,26.741,
주문진연안5_연안,2009-11-01,128.8741667,37.86111111,166.0,32.99,14.03,0.72,4.0,7.95694,8.13,244.0,3.0,6.0,53.0,8.0,70.0,0.602667,14.0,31.0,
주문진연안H1_항만,2009-02-01,128.8313889,37.89055556,419.0,33.82,10.2,0.45,4.0,7.46213,8.02,376.294,10.45,54.783,187.853,5.0,409.839,0.917333,211.536,92.163,
주문진연안H1_항만,2009-05-01,128.8313889,37.89055556,308.807,33.82,10.2,0.45,4.0,7.46213,8.02,376.294,10.45,54.783,187.853,5.0,204.919,2.29333,211.536,92.163,
주문진연안H1_항만,2009-08-01,128.8313889,37.89055556,488.201,31.74,22.52,21.2,11.0,9.02955,8.15,172.661,5.733,7.6699,58.4829,2.5,70.7439,1.70133,6.528,77.2672,
죽변연안1_연안,2009-02-01,129.4258333,37.08166667,172.582,34.0,12.09,0.768,3.2,8.63227,8.22,389.62,4.032,18.596,108.566,8.5,124.331,0.517333,11.733,30.246,
죽변연안1_연안,2009-05-01,129.4258333,37.08166667,196.51,34.11,14.15,1.078,4.0,8.92993,8.14,237.562,1.248,6.434,2.276,7.5,14.76,0.762667,11.236,17.87,
죽변연안1_연안,2009-08-01,129.4258333,37.08166667,271.48,31.0,24.85,1.96,4.2,7.43266,8.24,133.338,1.075,8.58298,12.5852,5.0,19.2672,1.168,5.607,18.0906,
죽변연안1_연안,2009-11-01,129.4258333,37.08166667,175.0,33.52,15.34,1.556,4.4,7.74964,8.13,221.0,8.0,9.0,70.0,6.0,97.0,0.469333,19.0,36.0,
죽변연안2_연안,2009-02-01,129.3988889,37.09861111,157.509,34.35,11.33,0.876,3.6,8.62458,8.22,363.911,3.847,18.92,112.059,8.0,126.115,0.421333,10.209,29.928,
죽변연안2_연안,2009-05-01,129.3988889,37.09861111,213.942,34.12,14.64,0.52,3.2,8.78563,8.16,194.47,0.97,3.019,9.103,18.0,13.301,0.778667,3.228,13.191,
죽변연안2_연안,2009-08-01,129.3988889,37.09861111,270.94,31.3,23.95,0.942,3.8,7.66728,8.24,79.123,3.254,9.1917,5.3586,6.0,10.4206,0.88,1.808,10.8164,
죽변연안2_연안,2009-11-01,129.3988889,37.09861111,221.0,33.21,18.0,0.66,6.0,7.78153,8.13,214.0,7.0,7.0,60.0,5.5,83.0,0.597333,16.0,16.0,
