station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
거진연안1_연안,2011-08-03,128.5055556,38.40833333,0,44.0,저층,281.988,33.646,8.6938,0.667,4.0,10.4445,8.13,540.75,0.322,3.5185,8.61,,30.919,0.421191,21.987,6.572
거진연안1_연안,2011-11-02,128.5055556,38.40833333,0,0.0,표층,159.488,33.344,16.2774,1.769,2.8,8.51504,8.24,157.486,1.729,1.736,16.618,8.0,20.671,0.66177,2.324,13.9345
거진연안1_연안,2011-11-02,128.5055556,38.40833333,0,48.0,저층,268.646,33.9099,5.1567,0.232,3.4,8.35558,8.09,474.81,4.739,21.0335,151.466,,156.863,0.437622,0.658,23.343
거진연안2_연안,2011-03-05,128.4597222,38.44027778,0,0.0,표층,102.493,33.33,2.33,2.697,3.2,11.6085,8.19,185.836,0.658,8.339,1.666,6.5,5.25,0.841435,2.926,14.136
거진연안2_연안,2011-03-05,128.4597222,38.44027778,0,12.0,저층,104.933,33.51,2.39,2.8972,3.2,11.5607,8.19,193.928,0.574,8.091,1.204,,4.326,0.999451,2.548,12.896
거진연안2_연안,2011-05-03,128.4597222,38.44027778,0,0.0,표층,214.881,33.12,8.61,1.334,5.4,9.95016,8.2,172.866,0.419273,11.474,24.3904,5.0,33.3889,0.986667,8.57922,23.1376
거진연안2_연안,2011-05-03,128.4597222,38.44027778,0,14.5,저층,186.195,33.73,6.96,2.6708,6.8,10.3169,8.2,41.1599,0.321443,12.1854,5.40067,,14.3271,0.986667,8.60494,28.7439
거진연안2_연안,2011-08-03,128.4597222,38.44027778,0,0.0,표층,382.55,32.5693,19.9883,1.131,4.0,11.6085,8.19,1529.64,1.603,1.1935,145.579,3.0,166.593,1.54081,19.411,16.492
거진연안2_연안,2011-08-03,128.4597222,38.44027778,0,11.0,저층,202.468,32.6756,19.5828,1.131,1.2,11.5607,8.19,463.792,0.154,0.2015,3.997,,14.21,0.811234,10.059,10.385
거진연안2_연안,2011-11-02,128.4597222,38.44027778,0,0.0,표층,158.928,33.2556,16.1984,1.334,3.2,8.22801,8.24,158.06,1.253,1.5345,14.749,10.0,21.42,0.677781,5.418,11.16
거진연안2_연안,2011-11-02,128.4597222,38.44027778,0,13.0,저층,173.159,33.3402,16.2937,1.334,3.2,8.30774,8.24,154.42,1.12,1.767,16.485,,24.647,0.453633,7.042,11.284
거진연안H1_항만,2011-02-06,128.4597222,38.44638889,0,0.0,표층,131.5,33.12,3.16,0.64,1.6,10.65,8.22,209.8,2.2,9.1,58.6,5.0,74.9,1.91,14.1,16.8
거진연안H1_항만,2011-02-06,128.4597222,38.44638889,0,7.0,저층,219.4,33.02,3.08,0.43,1.8,10.59,8.22,203.3,2.1,9.3,59.2,,72.8,0.68,11.6,17.4
거진연안H1_항만,2011-03-05,128.4597222,38.44638889,0,0.0,표층,149.046,33.12,3.16,2.697,3.6,11.5766,8.19,191.744,1.498,8.184,17.626,6.0,81.396,0.880939,62.272,17.112
거진연안H1_항만,2011-03-05,128.4597222,38.44638889,0,6.0,저층,140.65,33.02,3.08,2.9,2.2,11.5766,8.19,230.048,1.442,8.742,15.876,,76.174,0.959947,58.856,16.647
거진연안H1_항만,2011-08-03,128.4597222,38.44638889,0,0.0,표층,388.927,31.2736,20.1801,6.7018,3.6,7.55829,8.17,1091.17,3.892,1.9065,157.451,3.0,177.702,2.02065,16.359,19.282
거진연안H1_항만,2011-08-03,128.4597222,38.44638889,0,7.0,저층,242.641,32.6219,18.9311,3.103,4.2,6.90452,8.14,668.192,1.596,6.9595,26.243,,72.156,1.30089,44.317,13.361
고성자란만1_연안,2011-02-20,128.3147222,34.9275,0,0.0,표층,182.082,33.85,6.3,2.001,4.5,10.6197,8.17788,114.464,0.476,10.943,5.572,2.4,22.526,1.60386,16.478,21.917
고성자란만1_연안,2011-02-20,128.3147222,34.9275,0,11.0,저층,228.614,34.05,7.1,1.0122,5.9,10.6654,8.16815,61.292,0.616,7.905,1.246,,19.684,1.20882,17.822,21.7
고성자란만1_연안,2011-05-19,128.3147222,34.9275,0,0.0,표층,254.199,32.5297,18.8551,1.102,5.6,8.59,8.217,117.506,1.12518,11.5606,7.54194,2.5,19.6936,1.08206,11.0265,35.3104
고성자란만1_연안,2011-05-19,128.3147222,34.9275,0,6.0,저층,192.75,33.5966,17.0248,3.4248,24.8,8.35,8.174,60.6664,0.694553,11.8418,2.13292,,12.7119,1.03408,9.88446,45.1601
고성자란만1_연안,2011-08-02,128.3147222,34.9275,0,0.0,표층,810.061,,26.08,15.192,15.8,6.65149,8.18,1245.16,8.764,2.077,54.733,0.5,71.988,2.82853,8.491,58.807
고성자란만1_연안,2011-08-02,128.3147222,34.9275,0,5.0,저층,367.969,31.39,24.17,4.176,2.7,3.63639,8.12,982.226,6.503,17.453,54.481,,151.746,1.13028,90.762,23.095
고성자란만1_연안,2011-11-07,128.3147222,34.9275,0,0.0,표층,301.84,32.16,18.51,3.1582,1.5,7.96006,7.79,1118.19,15.603,25.11,96.411,3.5,136.234,1.03463,24.22,39.711
고성자란만1_연안,2011-11-07,128.3147222,34.9275,0,5.0,저층,351.176,32.76,18.09,2.436,3.4,7.25077,7.76,1006.35,16.114,27.311,72.31,,116.508,0.93863,28.084,29.0935
고성자란만1_연안,2011-11-08,128.3147222,34.9275,0,0.0,표층,335.2,31.95,15.59,3.62,6.2,6.2,7.92,989.1,13.2,31.0,61.9,1.5,137.0,1.08,61.9,40.7
고성자란만1_연안,2011-11-08,128.3147222,34.9275,0,6.2,저층,292.9,31.92,15.32,3.36,10.4,5.97,7.86,1016.2,13.1,31.8,62.0,,143.9,0.82,68.8,50.6
고성자란만2_연안,2011-02-20,128.2233333,34.90944444,0,0.0,표층,212.569,33.77,5.51,1.5052,2.4,11.9402,8.16815,101.612,0.476,11.594,1.428,6.3,19.698,1.80138,17.794,18.352
고성자란만2_연안,2011-02-20,128.2233333,34.90944444,0,11.0,저층,260.199,33.79,5.52,1.073,3.2,11.9911,8.16815,60.536,0.672,7.905,1.19,,20.552,1.91989,18.69,19.437
고성자란만2_연안,2011-05-19,128.2233333,34.90944444,0,0.0,표층,246.467,33.6077,18.3777,1.566,16.6,8.83,8.278,49.608,0.540927,11.6543,2.34338,5.5,12.9525,1.14602,10.0682,28.4341
고성자란만2_연안,2011-05-19,128.2233333,34.90944444,0,9.5,저층,208.284,33.9206,16.3252,1.566,8.6,7.99,8.165,256.65,0.485448,13.7477,1.71685,,17.4556,0.954129,15.2533,43.3636
고성자란만2_연안,2011-08-02,128.2233333,34.90944444,0,0.0,표층,271.264,27.81,26.28,7.975,6.7,7.83104,8.2,380.464,1.988,0.6355,90.244,1.5,98.882,1.78785,6.65,23.56
고성자란만2_연안,2011-08-02,128.2233333,34.90944444,0,8.5,저층,135.107,32.03,23.12,1.247,1.5,6.72616,8.06,323.582,0.735,1.1315,4.858,,21.378,1.03432,15.785,8.432
고성자란만2_연안,2011-11-07,128.2233333,34.90944444,0,0.0,표층,216.678,,19.13,1.943,1.4,8.77325,7.97,171.99,2.268,5.58,1.834,6.0,13.643,0.986628,9.541,29.6825
고성자란만2_연안,2011-11-07,128.2233333,34.90944444,0,8.2,저층,305.382,32.84,,1.74,1.4,6.19368,7.84,616.308,12.544,23.4515,34.818,,100.912,0.650641,53.55,36.2235
고성자란만2_연안,2011-11-08,128.2233333,34.90944444,0,0.0,표층,183.1,32.15,16.08,6.12,15.2,,8.1,385.9,2.6,8.4,6.8,3.2,12.3,1.53,3.0,27.1
고성자란만2_연안,2011-11-08,128.2233333,34.90944444,0,9.5,저층,182.8,32.19,15.99,4.61,6.2,6.62,8.03,402.3,4.6,11.2,15.2,,25.6,0.87,5.8,23.3
고성자란만3_연안,2011-02-20,128.25,34.875,0,0.0,표층,219.251,33.92,6.39,0.87,3.2,11.6697,8.15843,64.652,0.532,12.152,1.47,4.3,19.026,1.60386,17.024,17.546
고성자란만3_연안,2011-02-20,128.25,34.875,0,16.0,저층,244.923,33.92,6.26,2.204,3.9,11.9243,8.15843,69.944,0.49,12.245,1.372,,15.274,1.64337,13.412,21.297
고성자란만3_연안,2011-05-19,128.25,34.875,0,0.0,표층,167.44,33.8,16.8231,1.566,5.5,8.77168,8.231,72.2313,0.471578,11.5293,1.43235,3.5,11.9196,0.906156,10.0157,33.9785
고성자란만3_연안,2011-05-19,128.25,34.875,0,14.0,저층,223.328,33.9659,15.6724,1.334,9.6,8.37838,8.224,128.339,0.332878,15.4037,2.06834,,10.4348,0.746246,8.03358,39.6467
고성자란만3_연안,2011-08-02,128.25,34.875,0,0.0,표층,138.229,30.02,25.25,2.2012,1.9,7.322,8.16,299.264,0.91,0.248,3.885,7.0,12.46,0.827213,7.665,7.44
고성자란만3_연안,2011-08-02,128.25,34.875,0,13.0,저층,145.873,32.34,22.32,0.841,3.6,6.73818,8.08,620.018,1.89,6.262,5.215,,25.62,1.09829,18.515,11.47
고성자란만3_연안,2011-11-07,128.25,34.875,0,0.0,표층,197.379,32.44,18.85,4.8168,1.9,8.53655,7.98,236.81,3.283,7.223,4.613,6.0,15.211,1.01863,7.315,23.87
고성자란만3_연안,2011-11-07,128.25,34.875,0,12.7,저층,281.624,32.55,18.19,2.0272,3.6,6.29374,7.94,590.324,12.908,20.956,35.686,,102.543,0.66664,53.949,31.992
고성자란만3_연안,2011-11-08,128.25,34.875,0,0.0,표층,211.8,32.55,16.85,3.42,7.0,6.63,8.13,312.5,8.9,12.2,42.4,3.8,65.5,1.06,14.2,23.6
고성자란만3_연안,2011-11-08,128.25,34.875,0,14.2,저층,236.8,32.61,16.68,2.12,15.4,6.07,8.05,398.7,11.7,16.6,58.7,,93.7,1.08,23.3,25.0
고창연안1_연안,2011-02-18,126.4605556,35.5725,0,0.0,표층,96.3241,31.72,2.04,15.457,21.0,13.5967,8.27166,108.136,0.56,7.905,1.61,1.3,18.116,2.72013,15.946,24.0592
고창연안1_연안,2011-02-18,126.4605556,35.5725,0,8.0,저층,125.415,31.71,1.96,19.9782,31.8,13.4306,8.28143,103.404,0.742,9.858,0.7,,16.002,3.14837,14.56,32.079
고창연안1_연안,2011-05-14,126.4605556,35.5725,0,0.0,표층,413.403,30.38,16.39,2.4388,10.8,8.91351,7.9,238.091,4.08868,10.54,93.9036,0.7,140.421,1.94,42.4285,28.0624
고창연안1_연안,2011-05-14,126.4605556,35.5725,0,9.0,저층,361.297,30.75,15.88,2.8738,34.8,8.08714,7.89,184.02,4.64877,8.432,59.1742,,101.808,1.89664,37.9846,46.5229
고창연안1_연안,2011-08-12,126.4605556,35.5725,0,0.0,표층,797.146,25.75,26.53,4.3818,14.8,7.20404,8.04,1366.46,32.634,45.136,398.86,1.0,550.594,0.949391,119.1,64.418
고창연안1_연안,2011-08-12,126.4605556,35.5725,0,10.9,저층,594.314,28.84,25.9,3.3088,38.0,6.30658,8.02,893.046,27.986,23.4205,183.176,,298.48,1.35022,87.318,73.222
고창연안1_연안,2011-11-06,126.4605556,35.5725,0,0.0,표층,190.309,31.91,17.3,9.193,31.6,7.6001,8.11,39.942,0.532,3.689,1.428,2.3,3.444,1.4196,1.484,26.9855
고창연안1_연안,2011-11-06,126.4605556,35.5725,0,17.0,저층,181.307,32.09,16.8,8.0648,32.2,7.11989,8.1,92.316,0.406,4.898,0.959,,2.471,1.24349,1.106,25.6525
고창연안2_연안,2011-02-18,126.3916667,35.5,0,0.0,표층,187.555,31.72,1.99,10.295,77.4,13.3239,8.28143,103.88,1.484,10.044,91.574,1.1,111.02,3.29112,17.962,30.074
고창연안2_연안,2011-02-18,126.3916667,35.5,0,7.5,저층,176.236,31.71,1.94,20.6162,75.2,13.1169,8.28143,13.16,0.644,11.377,1.092,,21.308,3.56868,19.572,31.0765
고창연안2_연안,2011-05-14,126.3916667,35.5,0,0.0,표층,406.329,30.89,17.58,1.334,94.6,8.03281,7.85,202.221,4.99883,10.478,78.0822,0.4,139.533,1.49651,56.4519,46.5229
고창연안2_연안,2011-05-14,126.3916667,35.5,0,8.5,저층,496.87,30.83,17.41,4.872,98.0,7.70397,7.85,238.944,5.54584,13.19,80.491,,152.644,2.28077,66.6076,88.0
고창연안2_연안,2011-08-12,126.3916667,35.5,0,0.0,표층,516.866,29.11,26.52,5.9796,14.4,7.23498,8.1,1125.53,32.697,24.6295,258.258,0.9,311.668,0.693375,20.713,46.748
고창연안2_연안,2011-08-12,126.3916667,35.5,0,10.3,저층,491.932,30.11,25.82,6.05257,55.54,6.92984,8.09,883.904,24.57,17.4375,167.699,,213.493,0.789855,21.224,97.185
고창연안2_연안,2011-11-06,126.3916667,35.5,0,0.0,표층,280.896,31.95,18.6,11.658,37.0,7.34385,8.12,184.716,2.338,9.4705,13.881,1.5,28.133,1.38758,11.914,37.8975
고창연안2_연안,2011-11-06,126.3916667,35.5,0,10.0,저층,220.437,31.88,17.9,12.557,36.7,7.53698,8.13,66.822,0.973,6.262,3.297,,10.5,1.30753,6.23,35.061
고창연안3_연안,2011-02-18,126.3775,35.38972222,0,0.0,표층,170.785,31.72,4.83,6.2612,45.75,12.4428,8.21307,186.116,0.406,3.348,0.7,0.5,16.884,2.41084,15.778,25.0617
고창연안3_연안,2011-02-18,126.3775,35.38972222,0,3.0,저층,216.503,31.72,4.84,11.426,58.73,12.2901,8.28143,190.036,0.224,3.348,1.106,,22.344,3.36172,21.014,46.1135
고창연안3_연안,2011-05-14,126.3775,35.38972222,0,0.0,표층,453.953,30.73,17.1,3.2508,68.6,8.16089,7.86,186.611,4.46748,9.70585,104.022,0.5,153.479,1.14439,44.9899,38.2839
고창연안3_연안,2011-05-14,126.3775,35.38972222,0,6.0,저층,434.987,30.87,17.0,1.5398,79.2,7.85019,7.82,284.893,7.36645,15.4609,170.31,,239.993,1.24042,62.3173,55.8151
고창연안3_연안,2011-08-12,126.3775,35.38972222,0,0.0,표층,486.983,29.78,26.04,7.2556,15.4,7.52655,8.13,1000.58,26.39,22.3045,229.761,0.7,274.309,0.549367,18.158,46.748
고창연안3_연안,2011-08-12,126.3775,35.38972222,0,5.0,저층,437.731,29.98,25.66,7.9834,23.4,7.73672,8.13,970.508,21.616,17.7165,170.135,,204.169,0.741823,12.418,54.839
고창연안3_연안,2011-11-06,126.3775,35.38972222,0,0.0,표층,308.021,31.86,18.6,6.264,34.9,6.31098,8.13,368.606,5.782,17.856,52.241,1.1,90.979,0.923276,32.956,40.734
고창연안3_연안,2011-11-06,126.3775,35.38972222,0,6.0,저층,313.705,31.91,18.6,4.959,21.4,6.24226,8.14,369.726,4.753,19.9175,50.974,,87.318,1.03535,31.591,42.408
고창연안4_연안,2011-02-18,126.3,35.33333333,0,0.0,표층,208.282,31.76,3.26,6.931,53.0,12.5253,8.19353,163.38,0.28,2.449,0.784,0.4,13.356,3.03734,12.292,39.0962
고창연안4_연안,2011-02-18,126.3,35.33333333,0,2.0,저층,225.317,31.76,3.28,10.324,75.2,12.1877,8.19353,192.052,0.518,2.697,1.036,,15.148,3.08493,13.594,37.0913
고창연안4_연안,2011-05-14,126.3,35.33333333,0,0.0,표층,516.368,30.9,16.92,6.206,52.0,8.14706,7.82,332.794,7.2264,16.1764,177.502,0.5,243.55,1.68857,58.8211,49.0
고창연안4_연안,2011-05-14,126.3,35.33333333,0,5.0,저층,592.958,30.61,16.7,5.829,61.2,7.76291,7.82,316.148,8.19272,16.3631,190.021,,260.839,2.44083,62.6247,81.0
고창연안4_연안,2011-08-12,126.3,35.33333333,0,0.0,표층,549.479,30.31,26.3,9.96133,71.3333,7.27055,8.11,981.344,30.632,22.5215,204.169,0.2,251.573,1.0934,16.772,109.988
고창연안4_연안,2011-08-12,126.3,35.33333333,0,2.2,저층,523.236,29.73,26.26,9.241,64.3333,7.30127,8.1,858.676,25.186,17.7165,164.43,,204.827,0.693791,15.211,109.523
고창연안4_연안,2011-11-06,126.3,35.33333333,0,0.0,표층,301.728,32.0,18.5,4.466,39.5,6.28849,8.07,345.058,5.369,22.041,49.987,0.9,74.536,1.03535,19.18,42.563
고창연안4_연안,2011-11-06,126.3,35.33333333,0,6.2,저층,289.772,32.03,18.5,4.9328,40.2,6.99589,8.1,345.492,4.9,19.7625,43.197,,72.625,1.03535,24.528,43.0435
고흥연안1_연안,2011-02-19,127.2433333,34.5,0,0.0,표층,332.338,33.8362,6.369,1.7372,30.9,10.4293,8.18954,205.128,2.94,15.531,61.936,0.5,82.74,0.0245112,17.864,65.1
고흥연안1_연안,2011-02-19,127.2433333,34.5,0,29.0,저층,346.405,33.8392,6.3689,1.508,46.43,10.6293,8.19736,176.148,2.856,15.221,54.026,,74.494,0.228771,17.612,80.6
고흥연안1_연안,2011-05-15,127.2433333,34.5,0,0.0,표층,303.308,33.5426,15.3479,0.6062,5.8,8.25468,8.035,115.584,2.03691,8.47147,24.1263,1.2,45.9733,0.421054,19.8101,26.3898
고흥연안1_연안,2011-05-15,127.2433333,34.5,0,21.5,저층,258.317,33.576,15.0466,1.2442,16.8,8.32202,8.054,169.959,3.42762,14.026,36.8526,,59.6729,0.51699,19.3927,43.1158
고흥연안1_연안,2011-08-14,127.2433333,34.5,0,0.0,표층,200.487,31.3901,26.2265,2.61,11.1,4.54269,8.136,471.87,4.725,7.7655,12.859,2.0,33.6,1.71313,16.016,23.87
고흥연안1_연안,2011-08-14,127.2433333,34.5,0,21.5,저층,254.94,31.6012,25.8292,2.4098,10.9,4.2565,8.153,454.636,5.173,7.3935,17.423,,44.954,0.69843,22.358,28.024
고흥연안1_연안,2011-11-06,127.2433333,34.5,0,0.0,표층,239.904,32.3914,17.9555,3.5642,4.7,7.63703,8.05,337.12,7.868,13.702,31.899,3.3,50.421,0.687973,10.654,17.329
고흥연안1_연안,2011-11-06,127.2433333,34.5,0,20.8,저층,235.55,32.7192,17.31,1.9112,6.6,6.26274,7.99,351.582,10.087,17.0965,36.68,,63.966,0.863966,17.199,20.057
고흥연안2_연안,2011-02-19,127.2161111,34.33138889,0,0.0,표층,310.358,33.9544,7.4693,1.073,15.0,10.7044,8.14358,200.2,3.066,19.158,77.882,1.4,96.096,0.0245112,15.148,34.1
고흥연안2_연안,2011-02-19,127.2161111,34.33138889,0,18.6,저층,361.791,33.9454,7.1563,1.74,25.14,9.78148,8.14651,249.172,3.08,21.328,78.148,,99.82,0.228771,18.592,69.75
고흥연안2_연안,2011-05-15,127.2161111,34.33138889,0,0.0,표층,245.655,33.7539,14.4684,1.5922,4.4,8.54514,8.102,91.5505,2.31786,9.03003,27.9311,2.5,42.3559,0.421054,12.1069,24.5314
고흥연안2_연안,2011-05-15,127.2161111,34.33138889,0,16.0,저층,266.707,33.7361,13.8058,1.8532,12.0,8.75265,8.099,143.035,4.34072,13.002,31.417,,68.429,0.277149,32.6712,39.8326
고흥연안2_연안,2011-08-15,127.2161111,34.33138889,0,0.0,표층,192.255,32.4197,24.0136,1.74,7.6,5.97039,8.196,282.254,0.343,3.0225,1.351,4.5,11.151,1.13675,9.457,13.237
고흥연안2_연안,2011-08-15,127.2161111,34.33138889,0,17.0,저층,224.511,32.6359,22.5943,1.943,9.2,5.90104,8.172,491.484,9.737,9.5325,27.559,,69.65,0.250582,32.354,17.05
고흥연안2_연안,2011-11-06,127.2161111,34.33138889,0,0.0,표층,245.7,32.4557,18.3181,4.4342,6.0,8.28064,8.07,351.68,6.195,9.734,21.049,3.5,32.298,0.815968,5.054,17.019
고흥연안2_연안,2011-11-06,127.2161111,34.33138889,0,16.5,저층,218.309,32.6235,18.213,2.1142,8.6,7.27569,8.0,410.55,11.844,15.562,37.513,,59.234,0.831967,9.877,21.5295
고흥연안3_연안,2011-02-19,127.4016667,34.40444444,0,0.0,표층,281.784,33.9631,6.1545,3.538,17.6,11.4609,8.22377,143.612,2.142,14.105,12.222,1.0,29.89,0.882403,15.526,34.1
고흥연안3_연안,2011-02-19,127.4016667,34.40444444,0,17.1,저층,283.982,33.9451,6.0611,3.77,21.4,11.2444,8.22572,103.348,2.03,14.756,13.076,,38.64,0.351327,23.534,35.65
고흥연안3_연안,2011-05-15,127.4016667,34.40444444,0,0.0,표층,261.076,33.6498,15.4492,1.508,11.5,8.25891,8.056,180.239,2.43024,14.3053,30.5801,1.2,67.2842,0.309128,34.2738,39.0892
고흥연안3_연안,2011-05-15,127.4016667,34.40444444,0,15.4,저층,248.876,33.6859,14.773,1.508,18.1,8.28723,8.067,230.307,4.24239,17.2843,61.9756,,103.293,0.389075,37.075,56.8063
고흥연안3_연안,2011-08-16,127.4016667,34.40444444,0,0.0,표층,165.228,31.6602,25.7932,2.639,6.6,7.63052,8.155,461.146,3.444,6.262,7.063,1.5,23.128,1.42494,12.621,15.004
고흥연안3_연안,2011-08-16,127.4016667,34.40444444,0,16.0,저층,223.16,32.3421,23.1063,2.407,15.7,6.43726,8.145,513.576,5.152,7.75,49.217,,76.762,0.842381,22.393,28.334
고흥연안3_연안,2011-11-06,127.4016667,34.40444444,0,0.0,표층,246.743,32.6104,18.1006,4.0282,4.1,8.76087,8.06,322.994,8.19,9.7185,20.16,3.3,36.106,1.10396,7.756,17.8095
고흥연안3_연안,2011-11-06,127.4016667,34.40444444,0,15.0,저층,254.331,32.6829,17.9579,2.146,12.5,7.3509,8.03,356.328,10.43,11.966,23.156,,41.489,0.719972,7.903,22.4905
고흥연안4_연안,2011-02-22,127.595,34.50916667,0,0.0,표층,261.562,33.9886,6.9739,4.234,16.1,11.1867,8.17878,162.764,1.344,13.268,2.366,1.0,21.322,0.106215,17.612,27.9
고흥연안4_연안,2011-02-22,127.595,34.50916667,0,13.0,저층,282.223,33.9604,6.3881,7.105,27.4,11.0432,8.16803,144.284,1.904,13.888,3.934,,28.154,0.187919,22.316,35.65
고흥연안4_연안,2011-05-18,127.595,34.50916667,0,0.0,표층,288.908,33.2659,17.2994,1.102,8.3,4.28461,8.034,295.407,2.64096,12.2883,33.3985,1.2,54.3817,0.740842,18.3422,35.0626
고흥연안4_연안,2011-05-18,127.595,34.50916667,0,13.0,저층,269.453,33.4011,15.8809,2.8738,33.3,4.53088,8.02,181.415,2.95,9.12711,21.8657,,53.5546,1.46036,28.7388,73.873
고흥연안4_연안,2011-08-10,127.595,34.50916667,0,0.0,표층,229.551,30.0456,25.9451,1.624,4.2,7.00848,8.138,774.2,5.698,12.1055,25.473,8.5,70.546,1.29686,39.375,17.763
고흥연안4_연안,2011-08-10,127.595,34.50916667,0,14.0,저층,218.421,31.9707,24.7714,1.247,28.8,5.96984,8.156,540.596,3.542,9.4085,10.22,,47.047,0.4905,33.285,43.369
고흥연안4_연안,2011-11-07,127.595,34.50916667,0,0.0,표층,265.706,32.4557,18.3181,1.7428,11.6,7.43867,8.05,392.868,12.88,15.345,24.059,3.5,55.986,0.783969,19.047,21.762
고흥연안4_연안,2011-11-07,127.595,34.50916667,0,14.0,저층,275.968,32.6235,18.213,1.711,8.9,6.88902,8.04,432.474,13.426,15.872,25.711,,58.121,0.639975,18.984,26.0245
고흥연안5_연안,2011-02-23,127.4791667,34.47833333,0,0.0,표층,289.696,33.8993,6.5593,5.568,26.7,11.0227,8.15825,222.32,1.526,14.694,11.27,0.5,30.8,0.841551,18.004,38.75
고흥연안5_연안,2011-02-23,127.4791667,34.47833333,0,4.0,저층,309.478,33.8975,6.5395,6.235,26.14,11.4037,8.16118,236.46,1.498,14.601,11.34,,36.89,0.187919,24.052,46.5
고흥연안5_연안,2011-05-18,127.4791667,34.47833333,0,0.0,표층,227.978,33.5607,16.8034,1.3368,14.3,5.8007,8.036,411.325,1.37014,9.75013,0.393413,0.7,9.14354,0.941192,7.37998,42.0
고흥연안5_연안,2011-05-18,127.4791667,34.47833333,0,7.0,저층,290.029,33.6442,15.5105,1.5398,14.8,5.93134,8.042,789.261,1.8455,11.0896,4.21497,,29.9781,0.429332,23.9176,45.284
고흥연안5_연안,2011-08-10,127.4791667,34.47833333,0,0.0,표층,224.119,29.8956,26.5269,1.4472,2.9,3.57845,8.123,790.104,6.244,13.578,29.666,5.7,78.141,1.50499,42.231,18.104
고흥연안5_연안,2011-08-10,127.4791667,34.47833333,0,6.0,저층,217.917,30.2274,26.032,1.7082,17.7,3.64457,8.111,895.594,6.16,14.415,31.591,,73.941,0.746414,36.19,18.662
고흥연안5_연안,2011-11-07,127.4791667,34.47833333,0,0.0,표층,273.665,32.2654,18.7407,2.378,12.2,6.82704,8.01,402.234,6.86,12.8805,19.131,1.7,55.496,0.799969,29.505,23.9475
고흥연안5_연안,2011-11-07,127.4791667,34.47833333,0,6.0,저층,226.793,32.3224,18.6877,2.3752,18.3,5.33981,8.04,402.78,7.252,12.462,19.278,,54.257,0.927964,27.727,25.854
고흥연안6_연안,2011-02-23,127.4916667,34.52277778,0,0.0,표층,284.421,33.9861,7.0032,5.133,25.8,11.1855,8.19149,191.212,1.372,14.539,2.94,0.7,21.812,0.269623,17.5,37.2
고흥연안6_연안,2011-02-23,127.4916667,34.52277778,0,6.0,저층,296.73,33.9823,6.8409,6.2378,27.8,11.1345,8.18856,185.836,1.582,10.416,4.578,,30.296,0.228771,24.136,44.95
고흥연안6_연안,2011-08-10,127.4916667,34.52277778,0,0.0,표층,231.252,29.8124,26.3376,1.885,2.6,4.61735,8.115,892.864,6.314,14.2755,33.075,5.5,79.289,1.60106,39.9,17.484
고흥연안6_연안,2011-08-10,127.4916667,34.52277778,0,8.0,저층,302.491,30.4395,25.4688,2.3462,46.9,3.44668,8.074,950.908,8.05,19.1425,28.189,,112.574,0.202598,76.335,38.347
고흥연안6_연안,2011-11-07,127.4916667,34.52277778,0,0.0,표층,299.848,33.5399,18.8354,4.176,12.9,7.33949,8.1,341.951,3.78886,17.5378,47.7601,3.5,65.7299,1.58394,14.1809,43.4565
고흥연안6_연안,2011-11-07,127.4916667,34.52277778,0,7.0,저층,253.457,33.5861,16.0067,1.1338,17.1,5.93134,8.051,331.126,3.9846,18.0985,48.6981,,68.1026,0.996672,15.4199,45.222
고흥연안6_연안,2011-11-07,127.4916667,34.52277778,0,8.0,저층,240.24,32.401,18.6632,3.2508,13.2,6.04849,8.1,402.976,3.647,8.494,10.171,,28.84,0.975962,15.022,22.1185
고흥연안7_연안,2011-02-22,127.5475,34.45888889,0,0.0,표층,275.629,34.0058,7.5944,3.5698,24.5,11.0055,8.16216,208.824,2.184,16.058,11.872,0.7,27.496,0.0653632,13.44,34.1
고흥연안7_연안,2011-02-22,127.5475,34.45888889,0,7.8,저층,313.874,34.0172,6.9986,5.365,31.2,10.979,8.15532,216.748,2.576,16.957,13.776,,36.876,0.351327,20.524,46.5
고흥연안7_연안,2011-05-18,127.5475,34.45888889,0,0.0,표층,306.613,33.5467,16.3966,1.102,12.4,7.08608,8.037,289.148,3.22962,15.0769,38.1859,1.1,58.4919,0.51699,17.0763,33.4519
고흥연안7_연안,2011-05-18,127.5475,34.45888889,0,10.0,저층,348.284,33.6959,15.0788,1.5398,21.0,6.32676,8.043,284.564,4.37606,9.99933,43.3099,,74.6375,1.36533,26.9515,78.338
고흥연안7_연안,2011-08-10,127.5475,34.45888889,0,0.0,표층,243.054,29.4256,26.2251,1.8504,2.8,4.50192,8.109,613.326,2.471,9.2535,7.735,5.5,47.243,2.06003,37.037,17.36
고흥연안7_연안,2011-08-10,127.5475,34.45888889,0,10.0,저층,197.988,31.2224,25.5188,1.9748,15.2,3.06738,8.155,887.852,7.49,14.8645,38.29,,69.216,0.922354,23.436,18.786
