station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
광양만6_환경관리,2010-08-01,127.78889,34.86944,0,0.0,표층,244.0,,27.31,12.77,7.8,10.97,8.39,388.0,0.0,0.0,4.0,1.7,9.0,2.45,6.0,,12.0
광양만6_환경관리,2010-08-01,127.78889,34.86944,0,16.0,저층,127.0,33.13,19.3,1.14,6.4,5.19,8.02,455.0,7.0,2.0,3.0,,10.0,0.39,0.0,,5.0
광양만6_환경관리,2010-11-01,127.78889,34.86944,0,0.0,표층,247.0,,17.19,1.82,11.8,7.31,8.06,753.0,24.0,23.0,92.0,1.9,118.0,0.52,2.0,,30.0
광양만6_환경관리,2010-11-01,127.78889,34.86944,0,14.0,저층,232.0,,17.08,1.96,16.0,7.31,7.82,787.0,28.0,28.0,98.0,,126.0,0.55,0.0,,36.0
광양만7_환경관리,2010-02-01,127.79889,34.90278,0,0.0,표층,194.0,31.57,9.03,2.31,12.4,9.92,7.87,142.0,3.0,4.0,52.0,2.7,83.0,0.3,28.0,,20.0
광양만7_환경관리,2010-02-01,127.79889,34.90278,0,3.0,저층,160.0,32.41,6.74,1.45,12.4,10.51,7.87,154.0,3.0,6.0,34.0,,43.0,0.15,6.0,,21.0
광양만7_환경관리,2010-05-01,127.79889,34.90278,0,0.0,표층,71.0,32.53,15.82,1.89,7.6,8.96,8.3,31.0,3.0,9.0,5.0,2.5,15.0,2.04,7.0,,10.0
광양만7_환경관리,2010-05-01,127.79889,34.90278,0,6.0,저층,170.0,32.65,15.26,2.14,17.2,8.84,8.3,20.0,3.0,8.0,16.0,,22.0,0.86,3.0,,16.0
광양만7_환경관리,2010-08-01,127.79889,34.90278,0,0.0,표층,265.0,28.96,25.08,19.35,8.0,9.27,8.13,527.0,3.0,0.0,22.0,1.5,30.0,2.07,4.0,,28.0
광양만7_환경관리,2010-08-01,127.79889,34.90278,0,8.0,저층,220.0,32.74,19.97,1.22,10.2,5.61,7.99,578.0,10.0,5.0,32.0,,52.0,0.47,10.0,,53.0
광양만7_환경관리,2010-11-01,127.79889,34.90278,0,0.0,표층,312.0,,16.92,1.58,8.6,7.06,8.06,922.0,24.0,18.0,128.0,2.0,155.0,0.51,3.0,,31.0
광양만7_환경관리,2010-11-01,127.79889,34.90278,0,4.0,저층,226.0,,17.49,1.94,56.8,7.14,8.06,663.0,23.0,25.0,81.0,,103.0,0.46,0.0,,35.0
광양만8_환경관리,2010-02-01,127.75972,34.89167,0,0.0,표층,166.0,31.92,7.27,2.21,16.4,10.3,7.91,97.0,4.0,1.0,36.0,3.2,59.0,0.14,19.0,,17.0
광양만8_환경관리,2010-02-01,127.75972,34.89167,0,27.0,저층,173.0,32.86,7.05,2.23,18.0,10.72,7.87,208.0,0.0,2.0,53.0,,73.0,0.12,20.0,,24.0
광양만8_환경관리,2010-05-01,127.75972,34.89167,0,0.0,표층,98.0,32.44,15.89,1.72,14.0,9.38,8.27,34.0,2.0,8.0,5.0,3.9,11.0,0.79,4.0,,11.0
광양만8_환경관리,2010-05-01,127.75972,34.89167,0,21.0,저층,124.0,33.05,14.4,2.51,16.0,8.59,8.32,32.0,3.0,8.0,10.0,,18.0,0.9,5.0,,15.0
광양만8_환경관리,2010-08-01,127.75972,34.89167,0,0.0,표층,342.0,,27.3,18.76,7.4,10.51,8.39,604.0,3.0,0.0,43.0,1.4,51.0,2.86,4.0,,29.0
광양만8_환경관리,2010-08-01,127.75972,34.89167,0,16.0,저층,184.0,33.12,19.15,0.89,9.6,5.53,7.99,616.0,10.0,8.0,34.0,,48.0,0.6,5.0,,25.0
광양만8_환경관리,2010-11-01,127.75972,34.89167,0,0.0,표층,268.0,31.81,17.28,2.13,5.2,7.55,7.98,858.0,33.0,29.0,105.0,3.0,142.0,0.55,3.0,,35.0
광양만8_환경관리,2010-11-01,127.75972,34.89167,0,24.0,저층,242.0,31.91,17.4,2.03,17.6,7.35,8.03,835.0,33.0,31.0,109.0,,143.0,0.57,0.0,,37.0
광양만9_환경관리,2010-02-01,127.72389,34.9025,0,0.0,표층,235.0,31.86,6.45,1.66,11.2,10.85,7.92,83.0,7.0,2.0,63.0,3.0,106.0,0.23,36.0,,16.0
광양만9_환경관리,2010-02-01,127.72389,34.9025,0,21.0,저층,163.0,32.67,6.73,1.79,14.4,10.26,7.91,105.0,3.0,7.0,36.0,,53.0,0.17,14.0,,22.0
광양만9_환경관리,2010-05-01,127.72389,34.9025,0,0.0,표층,115.0,32.04,16.75,0.86,13.6,10.09,8.23,23.0,4.0,7.0,14.0,4.0,26.0,0.9,8.0,,10.0
광양만9_환경관리,2010-05-01,127.72389,34.9025,0,25.0,저층,169.0,32.97,14.31,2.64,20.4,8.38,8.34,33.0,4.0,8.0,3.0,,21.0,0.81,14.0,,18.0
광양만9_환경관리,2010-08-01,127.72389,34.9025,0,0.0,표층,328.0,28.59,26.26,12.59,7.2,8.44,8.25,186.0,2.0,0.0,3.0,1.5,8.0,1.96,3.0,,29.0
광양만9_환경관리,2010-08-01,127.72389,34.9025,0,27.0,저층,294.0,33.12,19.37,1.25,7.4,3.7,7.95,720.0,18.0,16.0,43.0,,85.0,0.62,25.0,,38.0
광양만9_환경관리,2010-11-01,127.72389,34.9025,0,0.0,표층,316.0,31.57,16.69,2.09,7.0,7.55,7.94,1000.0,40.0,31.0,122.0,3.0,162.0,0.43,0.0,,33.0
광양만9_환경관리,2010-11-01,127.72389,34.9025,0,26.0,저층,313.0,31.64,15.89,2.91,15.6,7.72,7.68,1062.0,43.0,42.0,145.0,,188.0,0.66,0.0,,51.0
광양만H1_항만,2010-02-01,127.7402778,34.8625,0,0.0,표층,138.0,31.85,7.93,4.09,13.6,10.26,7.75,131.0,5.0,,104.0,2.1,166.0,0.11,57.0,,20.0
광양만H1_항만,2010-02-01,127.7402778,34.8625,0,4.0,저층,87.0,32.25,6.21,3.47,10.4,10.3,7.75,129.0,4.0,15.0,42.0,,58.0,0.19,12.0,,18.0
광양만H1_항만,2010-08-01,127.7402778,34.8625,0,0.0,표층,236.0,27.98,26.98,12.9,8.4,9.76,8.23,201.0,0.0,0.0,3.0,1.8,3.0,2.24,0.0,,19.0
광양만H1_항만,2010-08-01,127.7402778,34.8625,0,4.0,저층,246.0,31.91,21.25,9.41,15.4,5.82,7.9,333.0,10.0,11.0,61.0,,72.0,2.18,1.0,,35.0
구룡포연안1_연안,2010-02-01,129.5638889,35.98305556,0,0.0,표층,206.0,34.2,11.29,0.972,13.0,8.61071,8.12,320.0,6.0,17.0,102.0,7.0,125.0,0.352,17.0,,35.0
구룡포연안1_연안,2010-02-01,129.5638889,35.98305556,0,22.0,저층,222.0,33.97,8.18,0.572,14.0,8.37153,8.09,388.0,6.0,21.0,118.0,,138.0,0.656,14.0,,41.0
구룡포연안1_연안,2010-05-01,129.5638889,35.98305556,0,0.0,표층,312.846,34.14,12.8,4.08,9.6,10.9707,8.27,13.0,1.0,1.0,1.0,5.0,12.0,0.0906667,10.0,,31.0
구룡포연안1_연안,2010-05-01,129.5638889,35.98305556,0,20.0,저층,452.084,34.08,8.9,14.24,6.6,10.4445,8.18,42.0,1.0,2.0,7.0,,9.0,0.538667,1.0,,25.0
구룡포연안1_연안,2010-08-01,129.5638889,35.98305556,0,0.0,표층,971.089,32.03,24.23,3.64,16.8,9.83854,8.24,25.0,1.0,0.0,8.0,5.0,55.0,1.456,46.0,,28.0
구룡포연안1_연안,2010-08-01,129.5638889,35.98305556,0,28.0,저층,704.885,33.86,14.79,5.48,10.2,6.761,8.12,347.0,3.0,14.0,113.0,,137.0,0.928,21.0,,27.0
구룡포연안1_연안,2010-11-01,129.5638889,35.98305556,0,0.0,표층,316.8,33.5,18.68,1.1,12.6,7.41478,8.19,171.0,4.0,5.0,44.0,7.0,92.0,0.384,44.0,,36.0
구룡포연안1_연안,2010-11-01,129.5638889,35.98305556,0,22.0,저층,153.655,33.45,18.53,1.024,11.0,7.57424,8.18,173.0,4.0,5.0,44.0,,88.0,0.736,40.0,,10.0
구룡포연안2_연안,2010-02-01,129.5880556,35.99777778,0,0.0,표층,173.0,34.28,11.98,0.784,5.5,8.8499,8.14,298.0,6.0,15.0,95.0,7.0,128.0,0.368,27.0,,23.0
구룡포연안2_연안,2010-02-01,129.5880556,35.99777778,0,35.0,저층,360.0,33.99,7.47,0.2392,6.0,8.22801,8.05,419.0,5.0,24.0,143.0,,159.0,0.688,11.0,,25.0
구룡포연안2_연안,2010-05-01,129.5880556,35.99777778,0,0.0,표층,383.649,34.13,13.5,2.992,8.4,10.6358,8.27,17.0,1.0,1.0,1.0,5.5,16.0,0.522667,14.0,,26.0
구룡포연안2_연안,2010-05-01,129.5880556,35.99777778,0,36.0,저층,367.554,34.06,8.4,16.48,8.0,10.3647,8.17,47.0,1.0,6.0,24.0,,32.0,0.746667,7.0,,43.0
구룡포연안2_연안,2010-08-01,129.5880556,35.99777778,0,0.0,표층,989.597,32.59,23.59,3.6,12.2,10.3329,8.22,121.0,0.0,0.0,7.0,4.0,23.0,1.6,16.0,,10.0
구룡포연안2_연안,2010-08-01,129.5880556,35.99777778,0,35.0,저층,624.323,34.07,7.06,1.028,6.6,6.92046,8.12,491.0,5.0,28.0,161.0,,195.0,0.592,29.0,,32.0
구룡포연안2_연안,2010-11-01,129.5880556,35.99777778,0,0.0,표층,264.304,33.06,17.81,2.096,8.8,7.33505,8.2,128.0,3.0,4.0,33.0,7.0,80.0,0.752,44.0,,33.0
구룡포연안2_연안,2010-11-01,129.5880556,35.99777778,0,35.0,저층,290.62,33.17,18.05,1.66,6.6,8.02072,8.2,144.0,4.0,5.0,38.0,,85.0,0.592,43.0,,37.0
구룡포연안H1_항만,2010-02-01,129.5563889,35.98555556,0,0.0,표층,929.0,33.91,11.06,2.664,13.8,8.97746,8.14,529.0,11.0,57.0,144.0,4.5,693.0,0.666667,538.0,,96.0
구룡포연안H1_항만,2010-02-01,129.5563889,35.98555556,0,8.5,저층,404.0,34.16,10.96,2.352,19.8,9.08908,8.14,393.0,8.0,24.0,126.0,,258.0,1.16267,124.0,,47.0
구룡포연안H1_항만,2010-08-01,129.5563889,35.98555556,0,0.0,표층,241.305,32.52,22.49,4.24,15.6,10.0777,8.2,90.0,0.0,0.0,6.0,3.0,26.0,0.981333,20.0,,29.0
구룡포연안H1_항만,2010-08-01,129.5563889,35.98555556,0,8.9,저층,240.371,33.41,17.33,4.44,12.8,10.0937,8.2,75.0,0.0,0.0,7.0,,36.0,1.26933,29.0,,18.0
군산연안1_연안,2010-02-01,126.7191667,35.99777778,0,0.0,표층,1125.0,26.17,2.55,0.39108,45.6,10.88,7.96,635.0,19.0,35.0,681.0,0.8,880.0,2.41758,180.0,,64.0
군산연안1_연안,2010-02-01,126.7191667,35.99777778,0,6.6,저층,1272.9,26.79,2.53,2.4364,62.0,10.79,7.97,670.0,18.0,34.0,651.0,,849.0,2.51082,180.0,,59.0
군산연안1_연안,2010-05-01,126.7191667,35.99777778,0,0.0,표층,680.0,18.91,16.73,5.41,20.6,10.7193,8.42,133.0,25.0,8.0,305.0,0.6,383.0,2.54388,53.0,,82.0
군산연안1_연안,2010-05-01,126.7191667,35.99777778,0,2.3,저층,429.0,23.72,15.06,4.97,48.8,9.47047,8.27,83.0,18.0,4.0,371.0,,423.0,2.78932,34.0,,77.0
군산연안1_연안,2010-08-01,126.7191667,35.99777778,0,0.0,표층,1598.0,23.36,28.81,3.66126,73.0,5.64,7.99,187.0,9.0,9.0,38.0,0.3,89.0,3.8077,42.0,,77.695
군산연안1_연안,2010-08-01,126.7191667,35.99777778,0,7.5,저층,415.0,23.47,28.86,2.06708,115.0,5.44,7.95,1221.0,55.0,4.0,316.0,,387.0,4.47228,16.0,,81.448
군산연안1_연안,2010-11-01,126.7191667,35.99777778,0,0.0,표층,819.0,22.19,11.29,0.2806,26.0,9.24,8.06,448.0,17.0,36.0,603.0,0.4,798.0,1.75067,178.0,,53.4091
군산연안1_연안,2010-11-01,126.7191667,35.99777778,0,5.0,저층,666.135,24.37,11.32,1.48028,66.6,8.76,7.98,416.0,13.0,33.0,452.0,,616.0,4.5854,151.0,,41.4798
군산연안10_연안,2010-02-01,126.4,35.97916667,0,0.0,표층,211.475,31.93,3.24,0.24744,8.2,10.79,8.09,523.0,4.0,19.0,160.0,1.8,186.0,0.71928,22.0,,36.0
군산연안10_연안,2010-02-01,126.4,35.97916667,0,17.3,저층,376.196,32.15,3.64,0.36816,8.0,10.56,8.06,507.0,2.0,21.0,139.0,,145.0,0.2997,4.0,,53.0
군산연안10_연안,2010-05-01,126.4,35.97916667,0,0.0,표층,364.0,31.23,12.72,0.72664,5.0,9.75256,8.3,20.0,2.0,2.0,5.0,3.3,27.0,2.19895,20.0,,19.08
군산연안10_연안,2010-05-01,126.4,35.97916667,0,20.3,저층,302.0,31.8,11.24,1.74092,3.8,9.79262,8.26,25.0,3.0,4.0,9.0,,28.0,1.65833,16.0,,28.0
군산연안10_연안,2010-08-01,126.4,35.97916667,0,0.0,표층,475.0,30.35,27.57,1.3809,26.6,6.5,8.24,96.0,1.0,7.0,2.0,2.2,11.0,2.20853,8.0,,33.452
군산연안10_연안,2010-08-01,126.4,35.97916667,0,18.0,저층,525.0,30.89,24.96,1.84272,33.6,4.61,7.98,284.0,1.0,1.0,2.0,,19.0,1.62947,16.0,,29.9539
군산연안10_연안,2010-11-01,126.4,35.97916667,0,0.0,표층,226.92,31.48,11.78,0.33664,9.0,8.9,8.01,185.0,3.0,11.0,24.0,3.7,53.0,2.01327,26.0,,38.6364
군산연안10_연안,2010-11-01,126.4,35.97916667,0,18.0,저층,77.2908,31.64,11.91,0.72272,8.0,8.83,8.01,166.0,3.0,9.0,19.0,,42.0,2.525,20.0,,21.3004
군산연안2_연안,2010-02-01,126.6644444,36.0,0,0.0,표층,958.0,28.31,2.45,0.8898,24.8,10.93,8.06,637.0,17.0,34.0,575.0,2.0,785.0,1.6983,193.0,,53.0
군산연안2_연안,2010-02-01,126.6644444,36.0,0,4.4,저층,865.899,29.13,2.38,1.33564,16.0,10.85,8.05,634.0,12.0,26.0,499.0,,692.0,2.31102,181.0,,54.0
군산연안2_연안,2010-05-01,126.6644444,36.0,0,0.0,표층,342.0,25.55,15.3,4.93788,16.0,11.5258,8.41,44.0,14.0,2.0,310.0,0.8,336.0,0.693183,12.0,,95.0
군산연안2_연안,2010-05-01,126.6644444,36.0,0,5.0,저층,471.0,29.43,13.46,3.21,19.8,9.87322,8.28,27.0,9.0,2.0,155.0,,178.0,2.19232,14.0,,51.0
군산연안2_연안,2010-08-01,126.6644444,36.0,0,0.0,표층,341.0,24.54,28.69,2.44166,29.2,6.33,8.1,144.0,6.0,6.0,25.0,0.9,85.0,2.16813,54.0,,74.4578
군산연안2_연안,2010-08-01,126.6644444,36.0,0,5.9,저층,511.0,27.32,28.13,2.3131,27.0,6.33,8.09,1129.0,43.0,1.0,228.0,,308.0,3.36128,37.0,,82.5792
군산연안2_연안,2010-11-01,126.6644444,36.0,0,0.0,표층,523.0,27.12,11.37,0.15864,21.8,8.77,7.97,308.0,7.0,24.0,230.0,0.8,375.0,2.13447,138.0,,52.2727
군산연안2_연안,2010-11-01,126.6644444,36.0,0,5.0,저층,324.303,29.87,11.57,1.65848,130.0,8.41,7.93,322.0,6.0,28.0,165.0,,297.0,3.7976,126.0,,42.6009
군산연안3_연안,2010-02-01,126.6,35.97916667,0,0.0,표층,643.0,29.35,2.59,0.55688,18.4,10.91,8.08,595.0,10.0,22.0,385.0,1.4,549.0,1.51848,154.0,,44.0
군산연안3_연안,2010-02-01,126.6,35.97916667,0,11.7,저층,659.154,30.18,2.59,0.75588,17.4,10.08,8.05,590.0,8.0,23.0,325.0,,488.0,0.85914,155.0,,48.0
군산연안3_연안,2010-05-01,126.6,35.97916667,0,0.0,표층,316.0,29.2,13.5,8.323,13.6,10.5586,8.36,22.0,11.0,2.0,158.0,1.3,180.0,1.21058,11.0,,89.0
군산연안3_연안,2010-05-01,126.6,35.97916667,0,12.0,저층,235.0,30.35,13.14,7.4514,18.8,9.26867,8.27,17.0,7.0,2.0,47.0,,70.0,1.33662,16.0,,54.0
군산연안3_연안,2010-08-01,126.6,35.97916667,0,0.0,표층,254.0,27.26,28.24,2.11838,19.4,6.33,8.13,92.0,2.0,7.0,6.0,1.1,20.0,2.02673,12.0,,66.9041
군산연안3_연안,2010-08-01,126.6,35.97916667,0,13.0,저층,135.0,28.7,27.86,0.61506,21.2,5.84,8.09,610.0,11.0,1.0,90.0,,130.0,3.26028,29.0,,71.267
군산연안3_연안,2010-11-01,126.6,35.97916667,0,0.0,표층,513.0,25.99,11.08,0.14032,18.2,9.03,8.01,389.0,10.0,30.0,316.0,1.2,463.0,2.11427,137.0,,42.0455
군산연안3_연안,2010-11-01,126.6,35.97916667,0,12.0,저층,216.733,30.45,11.51,0.81584,45.0,8.55,7.93,314.0,7.0,32.0,91.0,,191.0,2.02,93.0,,34.7534
군산연안4_연안,2010-02-01,126.55,35.97916667,0,0.0,표층,621.0,30.77,2.71,0.82388,13.2,10.92,8.08,582.0,8.0,25.0,298.0,1.6,482.0,1.4985,176.0,,45.0
군산연안4_연안,2010-02-01,126.55,35.97916667,0,12.0,저층,510.783,31.24,2.79,2.68568,15.0,10.08,8.06,501.0,4.0,20.0,228.0,,317.0,0.61938,85.0,,49.0
군산연안4_연안,2010-05-01,126.55,35.97916667,0,0.0,표층,315.0,29.82,13.62,5.95872,11.0,9.79271,8.3,10.0,5.0,1.0,43.0,0.9,58.0,0.971783,10.0,,53.0
군산연안4_연안,2010-05-01,126.55,35.97916667,0,15.6,저층,270.0,30.5,12.98,7.62548,15.0,10.5582,8.28,13.0,5.0,2.0,39.0,,56.0,1.45602,12.0,,48.0
군산연안4_연안,2010-08-01,126.55,35.97916667,0,0.0,표층,235.0,27.59,28.11,2.01598,20.8,6.89,8.18,106.0,4.0,5.0,11.0,1.1,24.0,5.44053,9.0,,74.4578
군산연안4_연안,2010-08-01,126.55,35.97916667,0,16.0,저층,85.0,30.25,27.08,0.97128,29.0,6.36,8.13,605.0,2.0,1.0,1.0,,24.0,3.09868,21.0,,71.267
군산연안4_연안,2010-11-01,126.55,35.97916667,0,0.0,표층,294.0,30.57,11.53,0.04552,28.6,8.72,7.97,291.0,3.0,21.0,75.0,0.9,159.0,1.91227,81.0,,42.0455
군산연안4_연안,2010-11-01,126.55,35.97916667,0,12.0,저층,167.331,30.79,11.55,1.25856,36.6,8.64,7.97,243.0,3.0,20.0,58.0,,134.0,2.4038,73.0,,25.7848
군산연안5_연안,2010-02-01,126.5611111,36.01666667,0,0.0,표층,309.704,31.16,2.7,0.096,7.0,11.15,8.12,419.0,5.0,17.0,157.0,1.3,239.0,1.35864,77.0,,38.0
군산연안5_연안,2010-02-01,126.5611111,36.01666667,0,6.3,저층,398.087,31.87,3.03,1.31956,7.8,10.93,8.09,518.0,3.0,19.0,148.0,,172.0,0.41958,21.0,,52.0
군산연안5_연안,2010-05-01,126.5611111,36.01666667,0,0.0,표층,390.0,30.27,13.93,2.4568,7.6,9.591,8.29,39.0,5.0,3.0,30.0,2.0,52.0,1.34988,17.0,,20.58
군산연안5_연안,2010-05-01,126.5611111,36.01666667,0,11.4,저층,235.0,31.07,13.2,3.90556,10.2,9.71195,8.29,39.0,3.0,1.0,14.0,,29.0,1.27692,12.0,,35.0
군산연안5_연안,2010-08-01,126.5611111,36.01666667,0,0.0,표층,200.0,29.77,28.69,1.84116,11.2,5.68,8.25,177.0,1.0,12.0,3.0,1.7,12.0,1.82473,8.0,,61.5086
군산연안5_연안,2010-08-01,126.5611111,36.01666667,0,10.7,저층,166.0,29.77,28.66,1.29392,16.2,5.81,8.24,754.0,2.0,1.0,4.0,,22.0,3.17948,16.0,,63.3484
군산연안5_연안,2010-11-01,126.5611111,36.01666667,0,0.0,표층,292.0,29.94,10.98,0.26884,12.4,9.16,8.0,273.0,3.0,16.0,79.0,1.8,135.0,1.81127,53.0,,43.1818
군산연안5_연안,2010-11-01,126.5611111,36.01666667,0,11.0,저층,78.8845,30.99,11.02,0.51836,19.4,9.16,8.0,303.0,3.0,12.0,45.0,,72.0,3.4138,24.0,,22.4215
군산연안6_연안,2010-02-01,126.5088889,36.05833333,0,0.0,표층,344.116,31.92,3.04,0.9518,6.6,10.78,8.07,479.0,4.0,19.0,151.0,1.5,197.0,1.07892,42.0,,40.0
군산연안6_연안,2010-02-01,126.5088889,36.05833333,0,9.5,저층,395.654,32.2,3.41,0.90816,11.4,10.65,8.06,435.0,1.0,20.0,119.0,,132.0,0.47952,12.0,,53.0
군산연안6_연안,2010-05-01,126.5088889,36.05833333,0,0.0,표층,316.0,30.83,13.66,1.2518,6.0,10.6794,8.3,64.0,3.0,2.0,11.0,2.3,27.0,1.44938,13.0,,21.66
군산연안6_연안,2010-05-01,126.5088889,36.05833333,0,15.1,저층,246.0,31.33,12.35,1.64592,6.2,9.47015,8.28,35.0,3.0,1.0,8.0,,17.0,1.37642,6.0,,27.0
군산연안6_연안,2010-08-01,126.5088889,36.05833333,0,0.0,표층,380.0,29.86,28.75,1.67736,11.8,5.66,8.25,155.0,1.0,8.0,4.0,1.6,12.0,3.38013,7.0,,45.3221
군산연안6_연안,2010-08-01,126.5088889,36.05833333,0,13.7,저층,121.0,30.29,28.06,1.53982,21.6,6.54,8.27,573.0,1.0,4.0,1.0,,21.0,1.38707,19.0,,79.4931
군산연안6_연안,2010-11-01,126.5088889,36.05833333,0,0.0,표층,252.0,31.74,11.64,0.13824,7.6,9.12,8.0,242.0,3.0,12.0,12.0,3.0,30.0,1.48807,15.0,,37.5
군산연안6_연안,2010-11-01,126.5088889,36.05833333,0,14.0,저층,37.4502,31.74,11.64,0.25156,13.8,9.01,8.0,240.0,2.0,12.0,17.0,,31.0,1.4948,12.0,,19.0583
군산연안7_연안,2010-02-01,126.4888889,36.11666667,0,0.0,표층,208.346,32.0,3.56,0.92464,9.6,10.56,7.97,443.0,2.0,16.0,99.0,1.9,155.0,0.45954,54.0,,37.0
군산연안7_연안,2010-02-01,126.4888889,36.11666667,0,10.6,저층,518.891,32.1,3.52,0.63968,13.2,10.54,8.0,496.0,7.0,18.0,137.0,,189.0,0.67932,45.0,,54.0
군산연안7_연안,2010-05-01,126.4888889,36.11666667,0,0.0,표층,329.0,31.48,12.85,0.98952,6.8,10.1552,8.34,28.0,3.0,1.0,4.0,2.2,17.0,0.82585,10.0,,21.29
군산연안7_연안,2010-05-01,126.4888889,36.11666667,0,16.5,저층,252.0,31.46,12.76,1.75536,4.6,10.5584,8.34,36.0,4.0,1.0,2.0,,13.0,1.22053,7.0,,32.0
군산연안7_연안,2010-08-01,126.4888889,36.11666667,0,0.0,표층,116.0,30.62,27.57,1.88996,14.6,6.8,8.2,98.0,1.0,6.0,2.0,2.5,11.0,2.32973,8.0,,67.9832
군산연안7_연안,2010-08-01,126.4888889,36.11666667,0,13.9,저층,336.0,30.62,27.51,1.40772,32.0,6.74,8.19,402.0,1.0,1.0,2.0,,26.0,0.983067,23.0,,27.6498
군산연안7_연안,2010-11-01,126.4888889,36.11666667,0,0.0,표층,214.23,31.8,11.96,0.89664,15.8,9.07,7.99,225.0,5.0,14.0,28.0,2.4,50.0,1.20527,17.0,,42.0455
군산연안7_연안,2010-11-01,126.4888889,36.11666667,0,14.0,저층,99.6016,31.81,11.96,0.68852,12.8,8.86,7.99,219.0,5.0,13.0,29.0,,47.0,3.4138,13.0,,23.5426
군산연안8_연안,2010-02-01,126.5,35.97916667,0,0.0,표층,531.0,31.24,2.89,1.0128,9.2,10.86,8.07,540.0,5.0,18.0,225.0,1.2,276.0,0.37962,46.0,,40.0
군산연안8_연안,2010-02-01,126.5,35.97916667,0,13.2,저층,474.299,31.48,2.85,0.96788,10.0,10.82,8.06,503.0,4.0,16.0,185.0,,216.0,0.53946,27.0,,49.0
군산연안8_연안,2010-05-01,126.5,35.97916667,0,0.0,표층,383.0,30.92,13.05,1.50416,6.2,9.67193,8.29,23.0,4.0,1.0,22.0,3.0,36.0,1.24375,10.0,,19.95
군산연안8_연안,2010-05-01,126.5,35.97916667,0,15.6,저층,284.0,31.2,12.21,3.03288,2.6,9.4298,8.26,41.0,3.0,2.0,13.0,,29.0,1.49913,13.0,,33.0
군산연안8_연안,2010-08-01,126.5,35.97916667,0,0.0,표층,459.0,29.5,27.84,2.0524,22.0,6.57,8.17,167.0,2.0,7.0,4.0,1.6,24.0,2.26913,18.0,,46.4012
군산연안8_연안,2010-08-01,126.5,35.97916667,0,14.1,저층,442.0,29.87,27.77,1.8273,28.0,6.03,8.17,586.0,1.0,1.0,1.0,,26.0,1.62947,24.0,,35.7143
군산연안8_연안,2010-11-01,126.5,35.97916667,0,0.0,표층,258.08,30.85,11.46,0.26724,11.0,9.15,7.98,284.0,3.0,17.0,58.0,2.1,110.0,1.64967,49.0,,39.7727
군산연안8_연안,2010-11-01,126.5,35.97916667,0,13.0,저층,119.522,30.86,11.46,0.43388,11.0,8.92,7.98,279.0,3.0,16.0,57.0,,107.0,2.4442,47.0,,44.843
군산연안9_연안,2010-02-01,126.45,35.97916667,0,0.0,표층,425.0,31.9,3.11,0.49796,6.4,10.81,8.08,521.0,4.0,19.0,156.0,1.8,204.0,0.15984,44.0,,42.0
군산연안9_연안,2010-02-01,126.45,35.97916667,0,12.5,저층,361.602,32.12,3.05,0.96376,10.0,10.74,8.07,391.0,2.0,15.0,118.0,,129.0,0.55944,9.0,,44.0
군산연안9_연안,2010-05-01,126.45,35.97916667,0,0.0,표층,395.0,30.54,13.72,0.72764,4.4,10.2356,8.3,23.0,2.0,1.0,4.0,3.1,17.0,1.34325,11.0,,14.72
군산연안9_연안,2010-05-01,126.45,35.97916667,0,18.6,저층,278.0,31.63,11.58,1.68796,3.0,9.47023,8.26,22.0,4.0,5.0,19.0,,37.0,1.61853,14.0,,23.0
군산연안9_연안,2010-08-01,126.45,35.97916667,0,0.0,표층,454.0,30.25,27.7,1.11744,15.0,6.35,8.21,155.0,1.0,5.0,4.0,2.5,13.0,2.02673,8.0,,32.3729
군산연안9_연안,2010-08-01,126.45,35.97916667,0,13.4,저층,355.0,30.61,25.93,1.65448,37.2,4.8,8.04,482.0,1.0,2.0,6.0,,28.0,1.22547,21.0,,28.8018
군산연안9_연안,2010-11-01,126.45,35.97916667,0,0.0,표층,235.0,31.35,11.8,0.19592,5.6,9.06,7.99,198.0,3.0,12.0,30.0,2.2,71.0,1.22547,38.0,,38.6364
군산연안9_연안,2010-11-01,126.45,35.97916667,0,13.0,저층,62.9482,31.35,11.8,0.534,12.2,8.83,7.99,182.0,2.0,12.0,26.0,,57.0,2.0604,29.0,,25.7848
기장연안1_연안,2010-02-01,129.2802778,35.28333333,0,0.0,표층,318.909,34.2643,12.3727,0.336312,5.6,8.84092,8.02,294.358,6.86889,14.8847,102.542,3.5,112.722,0.591408,3.31125,,19.2325
기장연안1_연안,2010-02-01,129.2802778,35.28333333,0,28.0,저층,305.578,34.2854,12.0698,0.0523152,5.3,8.80889,8.05,311.535,7.38453,13.6496,100.178,,111.313,0.623376,3.75022,,22.0187
기장연안1_연안,2010-05-01,129.2802778,35.28333333,0,0.0,표층,241.551,34.1844,13.6178,0.493258,4.9,8.80753,8.03,134.634,2.68545,10.7028,60.5205,2.0,66.7544,1.46448,3.54842,,19.03
