station,date_time,longitude,latitude,bot.depth[m],depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
군산연안4_연안,2019-11-13 10:55:00,126.55,35.97916667,0,0.0,463.9,29.35,14.83,1.65,21.8,7.39,8.06,,10.3,,104.3,0.8,262.5,1.94,147.9,64.6
군산연안4_연안,2019-11-13 10:55:00,126.55,35.97916667,0,10.0,359.9,29.49,14.37,1.61,19.6,7.43,8.07,,9.8,,93.2,,239.4,1.78,136.5,50.6
군산연안5_연안,2019-02-15 00:00:00,126.5611111,36.01666667,0,0.0,320.0,31.28,3.69,2.35,13.5,11.1,8.2,,3.7,,106.5,1.1,117.7,1.89,7.6,28.4
군산연안5_연안,2019-02-15 00:00:00,126.5611111,36.01666667,0,8.0,294.8,31.82,3.79,5.36,14.2,11.04,8.2,,3.6,,105.7,,116.1,1.77,6.7,29.0
군산연안5_연안,2019-05-07 00:00:00,126.5611111,36.01666667,0,0.0,390.5,29.21,14.77,1.45,30.7,8.76,8.09,138.1,5.1,,95.4,1.0,136.7,2.35,36.2,36.6
군산연안5_연안,2019-05-07 00:00:00,126.5611111,36.01666667,0,7.0,278.7,29.16,14.94,5.97,40.8,8.77,8.11,114.6,3.4,3.4,61.8,,75.7,2.71,10.5,27.3
군산연안5_연안,2019-08-09 10:50:00,126.5611111,36.01666667,0,0.0,380.4,30.12,28.02,4.76,6.5,5.75,8.04,,5.4,,22.6,2.0,72.5,2.06,44.6,54.6
군산연안5_연안,2019-08-09 10:50:00,126.5611111,36.01666667,0,8.0,330.8,30.14,28.1,3.87,9.0,5.57,8.04,,4.9,,22.6,,98.8,3.44,72.2,45.9
군산연안5_연안,2019-11-12 16:58:00,126.5611111,36.01666667,0,0.0,290.6,31.1,15.43,1.82,22.4,7.65,8.1,,4.8,,39.2,0.8,107.8,1.61,63.8,50.0
군산연안5_연안,2019-11-12 16:58:00,126.5611111,36.01666667,0,10.0,222.0,31.11,15.15,1.82,22.4,7.67,8.1,,4.6,,31.8,,97.1,1.46,60.7,44.9
군산연안6_연안,2019-02-15 00:00:00,126.5088889,36.05833333,0,0.0,318.0,32.02,4.26,2.4,12.0,10.34,8.06,,2.9,,,1.3,150.7,1.44,21.6,34.9
군산연안6_연안,2019-02-15 00:00:00,126.5088889,36.05833333,0,14.0,289.0,32.02,4.26,2.35,22.0,10.38,8.07,,1.9,,,,135.2,1.7,7.4,32.2
군산연안6_연안,2019-05-07 00:00:00,126.5088889,36.05833333,0,0.0,180.4,31.74,12.9,1.41,21.6,9.52,8.16,27.6,0.0,1.4,2.5,2.1,60.6,1.31,58.1,18.0
군산연안6_연안,2019-05-07 00:00:00,126.5088889,36.05833333,0,11.0,227.8,31.73,12.84,7.17,22.7,9.44,8.17,24.2,0.3,1.3,2.3,,3.5,1.34,0.9,12.0
군산연안6_연안,2019-08-08 17:01:00,126.5088889,36.05833333,0,0.0,343.8,30.6,27.94,7.6,6.3,8.26,8.13,,0.5,,1.0,2.4,31.1,3.22,29.7,62.7
군산연안6_연안,2019-08-08 17:01:00,126.5088889,36.05833333,0,11.0,253.8,30.56,28.21,3.83,7.7,6.82,8.06,,1.1,,5.1,,35.2,2.13,29.0,34.9
군산연안6_연안,2019-11-12 16:28:00,126.5088889,36.05833333,0,0.0,211.2,31.78,16.05,1.47,14.2,7.77,8.12,,3.4,,16.0,1.1,64.1,1.67,44.6,39.8
군산연안6_연안,2019-11-12 16:28:00,126.5088889,36.05833333,0,13.0,187.3,31.82,15.76,1.47,14.2,7.75,8.11,,4.0,,14.1,,65.9,1.14,47.8,36.5
군산연안7_연안,2019-02-14 00:00:00,126.4888889,36.11666667,0,0.0,305.0,32.01,4.46,2.1,12.5,10.21,8.05,,2.4,,,1.1,153.3,1.81,6.7,34.0
군산연안7_연안,2019-02-14 00:00:00,126.4888889,36.11666667,0,13.0,290.6,32.01,4.44,2.14,28.2,10.29,8.06,,1.8,,,,153.5,2.67,7.1,33.9
군산연안7_연안,2019-05-07 00:00:00,126.4888889,36.11666667,0,0.0,185.9,31.77,12.6,1.4,16.2,9.65,8.14,27.6,0.4,1.1,2.5,2.2,3.2,1.5,0.3,18.4
군산연안7_연안,2019-05-07 00:00:00,126.4888889,36.11666667,0,11.0,196.4,31.77,12.54,2.72,26.5,9.54,8.16,28.7,0.4,1.8,3.4,,4.5,1.55,0.6,15.6
군산연안7_연안,2019-08-08 16:40:00,126.4888889,36.11666667,0,0.0,240.2,31.02,27.35,3.11,7.8,6.75,8.0,,0.9,,2.5,2.8,72.7,2.05,69.3,35.5
군산연안7_연안,2019-08-08 16:40:00,126.4888889,36.11666667,0,11.0,220.3,31.08,27.57,2.56,9.8,6.51,8.01,,1.1,,2.6,,57.4,1.9,53.7,30.8
군산연안7_연안,2019-11-12 16:00:00,126.4888889,36.11666667,0,0.0,194.9,31.96,16.35,1.65,18.4,7.96,8.12,,4.9,,15.8,1.0,60.8,1.43,40.2,39.4
군산연안7_연안,2019-11-12 16:00:00,126.4888889,36.11666667,0,16.0,174.6,31.97,16.09,1.29,18.4,7.81,8.11,,4.7,,15.3,,56.7,1.72,36.7,36.8
군산연안8_연안,2019-02-15 00:00:00,126.5,35.97916667,0,0.0,519.6,30.23,3.93,2.8,13.2,11.08,8.15,,6.7,,,1.1,287.9,2.57,34.3,30.1
군산연안8_연안,2019-02-15 00:00:00,126.5,35.97916667,0,14.0,271.4,31.72,3.98,5.52,12.1,10.72,8.12,,2.9,,,,150.0,2.25,17.1,25.2
군산연안8_연안,2019-05-07 00:00:00,126.5,35.97916667,0,0.0,251.9,31.11,14.37,2.5,25.7,9.16,8.13,54.3,1.5,0.8,28.0,1.2,35.4,2.11,5.8,22.3
군산연안8_연안,2019-05-07 00:00:00,126.5,35.97916667,0,13.0,205.7,31.13,14.3,6.6,31.8,8.9,8.14,46.8,1.2,1.0,21.0,,29.6,2.07,7.4,20.4
군산연안8_연안,2019-08-09 10:25:00,126.5,35.97916667,0,0.0,374.6,29.79,27.8,3.68,9.0,5.62,8.02,,9.3,,50.4,2.0,148.2,2.18,88.5,54.9
군산연안8_연안,2019-08-09 10:25:00,126.5,35.97916667,0,15.0,305.7,29.86,28.0,3.23,7.5,5.73,8.05,,5.0,,50.4,,85.5,2.3,58.6,36.5
군산연안8_연안,2019-11-13 10:38:00,126.5,35.97916667,0,0.0,356.1,30.47,14.77,1.92,19.3,7.55,8.09,,7.9,,73.0,1.0,180.9,1.5,100.0,57.3
군산연안8_연안,2019-11-13 10:38:00,126.5,35.97916667,0,11.0,345.8,30.32,14.4,1.92,18.7,7.62,8.08,,7.9,,68.3,,174.6,1.61,98.4,50.4
군산연안9_연안,2019-02-15 00:00:00,126.45,35.97916667,0,0.0,382.4,31.23,3.75,2.5,7.6,10.85,8.13,,4.4,,,1.8,192.8,2.01,18.5,26.7
군산연안9_연안,2019-02-15 00:00:00,126.45,35.97916667,0,15.0,300.7,32.02,4.23,2.44,9.8,10.41,8.09,,1.9,,,,134.5,1.68,7.4,31.2
군산연안9_연안,2019-05-09 00:00:00,126.45,35.97916667,0,0.0,212.3,31.13,14.31,2.3,12.9,9.4,8.18,31.5,1.2,0.3,17.9,1.8,19.6,2.72,0.5,17.7
군산연안9_연안,2019-05-09 00:00:00,126.45,35.97916667,0,12.0,212.0,31.16,14.19,7.77,17.0,9.04,8.17,24.2,0.8,0.4,10.6,,55.1,2.36,43.7,15.0
군산연안9_연안,2019-08-09 11:20:00,126.45,35.97916667,0,0.0,215.6,30.49,27.47,6.72,6.8,7.06,8.12,,1.0,,2.4,2.0,21.4,2.07,18.0,34.4
군산연안9_연안,2019-08-09 11:20:00,126.45,35.97916667,0,14.0,310.5,30.52,28.89,0.86,4.3,5.14,8.02,,1.5,,2.8,,65.3,1.92,61.0,32.2
군산연안9_연안,2019-11-13 08:08:00,126.45,35.97916667,0,0.0,260.3,31.08,15.09,1.9,33.7,7.74,8.07,,5.2,,31.9,0.6,99.7,1.53,62.6,51.4
군산연안9_연안,2019-11-13 08:08:00,126.45,35.97916667,0,11.0,244.3,30.93,14.68,1.9,33.7,7.76,8.06,,6.0,,31.6,,103.1,1.29,65.5,46.6
기장연안1_연안,2019-03-05 00:00:00,129.2802778,35.28333333,0,0.0,103.8,34.5,14.53,2.94,11.7,9.6,8.34,84.7,2.5,3.8,10.9,4.8,14.3,0.27,1.0,16.6
기장연안1_연안,2019-03-05 00:00:00,129.2802778,35.28333333,0,29.0,108.0,34.43,13.68,3.42,14.4,9.1,8.31,,4.4,,23.8,,46.3,1.08,18.1,16.3
기장연안1_연안,2019-05-08 00:00:00,129.2802778,35.28333333,0,0.0,173.3,34.14,14.88,1.55,3.9,6.43,8.33,,6.8,,38.7,2.2,46.4,0.63,0.9,19.9
기장연안1_연안,2019-05-08 00:00:00,129.2802778,35.28333333,0,30.0,173.5,34.14,13.58,0.37,8.7,5.71,8.29,,12.3,,64.5,,77.4,1.05,0.7,21.9
기장연안1_연안,2019-08-21 11:55:00,129.2802778,35.28333333,0,0.0,131.2,32.27,26.39,1.02,3.0,8.14,8.34,99.7,0.3,0.0,1.1,9.9,1.4,0.27,0.0,9.9
기장연안1_연안,2019-08-21 11:55:00,129.2802778,35.28333333,0,29.0,215.3,33.37,18.99,1.04,7.4,6.85,8.2,,7.3,,81.2,,93.3,0.51,4.9,25.5
기장연안1_연안,2019-11-21 10:40:00,129.2802778,35.28333333,0,0.0,155.8,33.5,16.46,1.85,4.3,8.05,8.19,,5.8,,73.2,5.2,80.4,0.99,1.4,22.4
기장연안1_연안,2019-11-21 10:40:00,129.2802778,35.28333333,0,26.0,218.7,33.73,16.03,0.75,4.3,8.04,8.15,,7.6,,127.0,,136.4,0.88,1.8,28.3
기장연안2_연안,2019-03-05 00:00:00,129.2166667,35.16666667,0,0.0,129.8,34.44,13.82,2.8,4.5,9.42,8.32,101.0,3.9,,20.2,3.9,31.2,0.39,7.1,19.1
기장연안2_연안,2019-03-05 00:00:00,129.2166667,35.16666667,0,26.0,130.8,34.45,13.84,2.96,6.0,9.33,8.32,93.4,4.0,,19.8,,30.4,1.08,6.6,18.9
기장연안2_연안,2019-05-08 00:00:00,129.2166667,35.16666667,0,0.0,170.8,34.06,14.81,3.1,5.2,7.26,8.36,,6.1,,25.6,2.1,40.5,0.7,8.8,18.3
기장연안2_연안,2019-05-08 00:00:00,129.2166667,35.16666667,0,27.5,181.0,34.13,13.84,0.73,10.3,6.96,8.31,,10.3,,55.0,,65.7,1.26,0.5,24.0
기장연안2_연안,2019-08-21 13:13:00,129.2166667,35.16666667,0,0.0,132.8,31.92,26.39,1.03,7.9,7.92,8.35,,0.4,0.0,1.8,8.8,2.5,0.59,0.3,8.1
기장연안2_연안,2019-08-21 13:13:00,129.2166667,35.16666667,0,24.5,233.5,33.52,17.62,1.21,14.3,6.53,8.17,,8.6,,106.0,,116.1,1.37,1.4,31.7
기장연안2_연안,2019-11-21 11:50:00,129.2166667,35.16666667,0,0.0,201.1,33.65,15.91,1.62,5.2,7.79,8.16,,6.5,,86.2,3.3,96.8,0.89,4.2,28.6
기장연안2_연안,2019-11-21 11:50:00,129.2166667,35.16666667,0,22.0,235.5,33.65,15.91,1.62,4.5,7.78,8.17,,6.7,,107.0,,122.0,0.78,8.2,27.1
기장연안3_연안,2019-03-05 00:00:00,129.2916667,35.3,0,0.0,99.5,34.45,15.01,2.22,4.8,9.49,8.33,107.4,3.0,,14.7,4.5,19.9,0.43,2.2,13.5
기장연안3_연안,2019-03-05 00:00:00,129.2916667,35.3,0,28.5,115.2,34.43,13.73,3.34,26.8,9.09,8.31,,4.9,,22.1,,34.3,0.53,7.3,17.0
기장연안3_연안,2019-05-08 00:00:00,129.2916667,35.3,0,0.0,125.4,34.16,15.4,0.95,7.5,6.22,8.3,,7.3,,38.8,2.1,71.2,0.76,25.2,20.1
기장연안3_연안,2019-05-08 00:00:00,129.2916667,35.3,0,29.5,183.5,34.14,13.56,0.35,8.2,5.88,8.28,,11.8,,66.2,,80.4,1.61,2.4,18.6
기장연안3_연안,2019-08-21 11:40:00,129.2916667,35.3,0,0.0,126.5,32.28,26.13,0.94,2.8,8.49,8.35,102.6,0.2,0.0,1.3,9.5,1.6,0.35,0.1,9.4
기장연안3_연안,2019-08-21 11:40:00,129.2916667,35.3,0,28.5,127.8,32.77,23.41,1.72,4.7,7.72,8.28,,3.1,,23.2,,27.9,1.07,1.6,14.3
기장연안3_연안,2019-11-21 10:25:00,129.2916667,35.3,0,0.0,191.7,33.52,16.48,1.7,5.3,7.88,8.19,,5.9,,73.2,4.9,81.3,0.77,2.2,25.2
기장연안3_연안,2019-11-21 10:25:00,129.2916667,35.3,0,27.0,230.0,33.73,16.09,0.76,5.3,7.7,8.15,,8.0,,130.7,,140.2,0.59,1.5,29.2
기장연안4_연안,2019-03-05 00:00:00,129.2522222,35.265,0,0.0,130.0,34.32,14.12,1.48,6.5,8.95,8.33,,3.4,,19.5,2.9,33.1,0.32,10.2,18.1
기장연안4_연안,2019-03-05 00:00:00,129.2522222,35.265,0,13.5,132.5,34.43,14.04,1.67,7.3,8.89,8.32,,3.9,,19.4,,30.9,0.79,7.6,18.3
기장연안4_연안,2019-05-08 00:00:00,129.2522222,35.265,0,0.0,136.2,34.08,15.14,1.72,5.5,7.19,8.34,,4.4,,25.3,2.0,30.8,0.87,1.0,19.1
기장연안4_연안,2019-05-08 00:00:00,129.2522222,35.265,0,14.5,181.9,34.15,13.99,0.55,11.3,7.71,8.3,,9.1,,57.5,,102.8,0.75,36.3,21.4
기장연안4_연안,2019-08-21 12:15:00,129.2522222,35.265,0,0.0,156.9,32.24,26.26,1.12,4.5,8.26,8.35,95.8,0.4,0.2,2.1,7.2,2.7,0.43,0.2,9.8
기장연안4_연안,2019-08-21 12:15:00,129.2522222,35.265,0,14.0,163.9,32.9,22.3,1.86,10.4,7.37,8.28,,2.8,,28.8,,40.2,0.88,8.5,18.9
기장연안4_연안,2019-11-21 10:59:00,129.2522222,35.265,0,0.0,200.7,33.58,16.4,1.62,4.8,7.89,8.18,,5.8,,79.3,3.9,95.8,0.85,10.7,26.3
기장연안4_연안,2019-11-21 10:59:00,129.2522222,35.265,0,12.0,216.1,33.59,16.16,1.33,4.3,8.02,8.18,,6.3,,99.9,,108.1,0.99,1.9,25.8
기장연안H1_항만,2019-03-05 00:00:00,129.2286111,35.22277778,0,0.0,216.0,34.42,13.93,1.32,5.5,8.21,8.25,,3.5,,30.1,3.0,75.7,0.55,42.1,31.4
기장연안H1_항만,2019-03-05 00:00:00,129.2286111,35.22277778,0,5.0,237.0,34.43,13.79,1.11,1.2,8.15,8.25,,3.4,,30.5,,78.2,0.55,44.2,32.6
기장연안H1_항만,2019-08-21 12:47:00,129.2286111,35.22277778,0,0.0,178.9,32.3,25.73,5.14,9.4,8.68,8.34,73.2,0.4,1.5,1.6,4.5,5.9,1.69,3.9,17.2
기장연안H1_항만,2019-08-21 12:47:00,129.2286111,35.22277778,0,5.7,190.1,32.32,25.55,4.5,8.6,8.63,8.34,77.2,0.3,0.4,2.0,,5.7,1.44,3.4,19.7
낙동강하구1_하구역,2019-02-13 00:00:00,128.935,35.10722,0,0.0,1098.1,29.86,7.86,3.42,4.2,12.28,8.19,,16.8,1.0,,1.5,751.7,3.23,45.0,29.4
낙동강하구1_하구역,2019-02-13 00:00:00,128.935,35.10722,0,5.3,581.2,31.19,9.94,6.58,5.9,8.19,7.99,,13.9,,,,378.4,2.72,130.3,38.4
낙동강하구1_하구역,2019-05-07 00:00:00,128.935,35.10722,0,0.0,1615.1,16.75,17.19,1.46,3.3,9.23,8.13,,22.8,,,1.6,1398.6,3.01,49.4,21.5
낙동강하구1_하구역,2019-05-07 00:00:00,128.935,35.10722,0,5.7,1281.5,22.94,16.45,3.32,11.5,7.71,8.02,,18.8,,,,1149.3,3.55,82.9,33.4
낙동강하구1_하구역,2019-08-12 09:00:00,128.935,35.10722,0,0.0,852.8,8.09,28.67,12.72,8.1,7.08,7.42,,47.6,,,3.0,827.3,3.7,58.8,28.4
낙동강하구1_하구역,2019-08-12 09:00:00,128.935,35.10722,0,6.7,626.8,19.6,28.07,4.54,19.0,4.23,7.59,,25.9,,,,376.9,3.78,70.2,90.1
낙동강하구1_하구역,2019-11-12 11:53:00,128.935,35.10722,0,0.0,1011.6,27.73,17.55,7.08,8.4,8.28,8.15,,18.7,,,1.3,898.5,1.96,74.5,44.4
낙동강하구1_하구역,2019-11-12 11:53:00,128.935,35.10722,0,5.3,766.7,30.19,17.84,2.08,8.4,6.95,8.08,,15.2,,,,506.1,1.31,51.8,62.2
낙동강하구10_하구역,2019-02-13 00:00:00,128.91972,35.04472,0,0.0,435.8,31.93,8.57,0.41,6.1,9.55,8.12,,7.7,,,2.3,193.8,1.02,33.2,27.3
낙동강하구10_하구역,2019-02-13 00:00:00,128.91972,35.04472,0,2.3,429.7,31.92,8.57,0.37,5.4,9.26,8.12,,7.4,,,,206.3,1.81,37.2,27.5
낙동강하구10_하구역,2019-05-07 00:00:00,128.91972,35.04472,0,0.0,869.5,33.05,15.69,2.32,7.2,8.17,8.23,,13.7,,,2.4,773.3,2.54,22.4,26.6
낙동강하구10_하구역,2019-05-07 00:00:00,128.91972,35.04472,0,2.7,643.3,33.06,15.69,4.04,7.8,9.24,8.27,,8.7,4.4,,,462.5,3.2,15.7,26.9
낙동강하구10_하구역,2019-08-12 10:42:00,128.91972,35.04472,0,0.0,656.7,21.28,28.05,14.88,6.3,7.41,8.06,,34.1,,,3.5,565.9,4.02,10.5,41.1
낙동강하구10_하구역,2019-08-12 10:42:00,128.91972,35.04472,0,10.8,970.4,29.9,27.73,5.86,84.9,5.79,8.07,,5.1,,,,156.3,3.32,88.9,73.4
낙동강하구10_하구역,2019-11-12 11:27:00,128.91972,35.04472,0,0.0,911.0,31.26,17.94,3.32,9.2,7.54,8.19,,14.6,,,1.6,796.2,1.72,61.2,41.9
낙동강하구10_하구역,2019-11-12 11:27:00,128.91972,35.04472,0,2.3,387.0,32.1,18.14,3.32,7.6,8.26,8.19,,8.7,,,,236.1,1.23,36.6,38.5
낙동강하구2_하구역,2019-02-13 00:00:00,128.93167,35.09972,0,0.0,1244.8,29.26,7.97,,22.3,14.16,8.37,,13.0,,,1.0,338.6,2.59,59.7,231.1
낙동강하구2_하구역,2019-02-13 00:00:00,128.93167,35.09972,0,8.1,704.5,31.28,9.81,0.38,6.5,8.69,8.04,,12.3,,,,346.7,2.03,94.3,54.6
낙동강하구2_하구역,2019-05-07 00:00:00,128.93167,35.09972,0,0.0,1797.9,13.93,17.49,1.26,4.6,8.77,8.11,,28.2,,,1.9,1698.6,2.21,96.3,24.4
낙동강하구2_하구역,2019-05-07 00:00:00,128.93167,35.09972,0,9.5,720.1,30.39,16.09,2.02,16.7,5.58,8.0,,6.1,,,,404.4,2.19,199.6,103.3
낙동강하구2_하구역,2019-08-12 09:15:00,128.93167,35.09972,0,0.0,790.8,8.67,28.9,16.02,6.9,7.54,7.6,,41.5,,,2.5,731.5,4.65,34.4,36.2
낙동강하구2_하구역,2019-08-12 09:15:00,128.93167,35.09972,0,4.3,896.6,25.73,25.29,4.06,19.2,4.0,7.75,,20.2,,,,405.8,2.9,141.5,98.9
낙동강하구2_하구역,2019-11-12 11:47:00,128.93167,35.09972,0,0.0,1039.5,23.36,18.3,5.54,6.2,8.73,8.17,,17.1,,,1.6,850.6,1.68,86.7,45.4
낙동강하구2_하구역,2019-11-12 11:47:00,128.93167,35.09972,0,8.5,727.7,23.36,18.67,1.99,6.2,7.03,8.09,,14.3,,,,498.0,1.39,51.0,53.8
낙동강하구3_하구역,2019-02-13 00:00:00,128.92889,35.08944,0,0.0,804.5,28.11,7.27,1.68,6.4,11.2,8.12,,9.3,1.8,,1.5,408.4,1.05,117.2,24.9
낙동강하구3_하구역,2019-02-13 00:00:00,128.92889,35.08944,0,5.5,796.8,30.15,8.12,7.9,9.0,10.7,8.13,,12.1,3.0,,,411.9,1.95,45.3,40.6
낙동강하구3_하구역,2019-05-07 00:00:00,128.92889,35.08944,0,0.0,1586.5,14.78,17.16,2.3,4.9,8.85,8.19,,25.2,,,2.0,1574.0,3.55,59.9,25.9
낙동강하구3_하구역,2019-05-07 00:00:00,128.92889,35.08944,0,5.6,863.6,26.65,16.08,2.8,12.7,8.2,8.19,,10.9,,,,625.0,2.54,50.6,35.3
낙동강하구3_하구역,2019-08-12 09:23:00,128.92889,35.08944,0,0.0,1068.7,10.02,28.73,9.22,8.6,6.99,7.63,,46.8,,,3.0,933.5,3.0,200.1,32.3
낙동강하구3_하구역,2019-08-12 09:23:00,128.92889,35.08944,0,4.2,864.2,20.18,28.37,5.7,13.9,5.38,7.75,,31.0,,,,570.2,4.34,101.2,61.5
낙동강하구3_하구역,2019-11-12 11:41:00,128.92889,35.08944,0,0.0,837.1,22.97,16.51,3.06,6.7,8.32,8.16,,16.6,,,1.5,811.4,1.85,79.8,35.9
낙동강하구3_하구역,2019-11-12 11:41:00,128.92889,35.08944,0,5.1,795.3,30.52,17.62,3.06,6.7,7.92,8.16,,15.3,,,,677.0,1.34,59.7,44.7
낙동강하구4_하구역,2019-02-13 00:00:00,128.92611,35.08167,0,0.0,635.1,29.95,7.96,4.1,8.4,10.82,8.13,,10.9,1.3,,1.5,314.8,2.06,30.7,33.9
낙동강하구4_하구역,2019-02-13 00:00:00,128.92611,35.08167,0,5.3,567.5,30.51,8.24,3.06,11.8,10.78,8.14,,11.2,3.1,,,331.6,2.11,24.5,29.9
낙동강하구4_하구역,2019-05-07 00:00:00,128.92611,35.08167,0,0.0,1515.0,11.71,17.84,1.11,4.8,9.29,8.15,,15.0,,,2.0,918.6,2.69,43.7,21.3
낙동강하구4_하구역,2019-05-07 00:00:00,128.92611,35.08167,0,4.1,984.4,31.45,15.71,2.18,16.8,8.19,8.19,,13.6,,,,788.3,2.54,41.7,33.0
낙동강하구4_하구역,2019-08-12 09:30:00,128.92611,35.08167,0,0.0,942.9,13.14,28.63,12.78,9.0,7.32,7.68,,41.6,,,3.0,772.7,4.47,95.1,42.2
낙동강하구4_하구역,2019-08-12 09:30:00,128.92611,35.08167,0,7.6,745.4,25.36,27.59,6.9,15.4,5.42,7.86,,22.1,,,,427.3,4.01,100.3,64.9
낙동강하구4_하구역,2019-11-12 11:36:00,128.92611,35.08167,0,0.0,1081.4,21.34,16.43,3.78,6.6,8.44,8.18,,15.7,,,1.5,875.2,1.47,104.3,42.9
낙동강하구4_하구역,2019-11-12 11:36:00,128.92611,35.08167,0,4.0,989.1,31.12,17.8,3.78,6.6,8.22,8.18,,16.2,,,,871.0,1.78,144.0,47.4
낙동강하구5_하구역,2019-02-13 00:00:00,128.95222,35.10417,0,0.0,586.0,31.11,9.2,3.66,5.6,9.37,8.08,,10.1,,,3.0,313.0,1.55,33.7,35.7
낙동강하구5_하구역,2019-02-13 00:00:00,128.95222,35.10417,0,11.2,323.2,32.95,9.18,1.23,6.1,8.95,8.06,,9.4,,,,182.2,1.58,31.5,28.9
낙동강하구5_하구역,2019-05-07 00:00:00,128.95222,35.10417,0,0.0,1431.6,23.01,16.81,3.8,5.3,8.64,8.21,,19.3,,,2.2,1150.6,2.27,47.9,31.7
낙동강하구5_하구역,2019-05-07 00:00:00,128.95222,35.10417,0,8.8,483.0,32.58,15.52,3.84,15.1,8.02,8.19,,5.6,,,,254.6,2.07,24.5,34.9
낙동강하구5_하구역,2019-08-12 09:55:00,128.95222,35.10417,0,0.0,844.0,21.53,28.01,4.96,5.6,6.22,7.76,,36.6,,,2.0,530.2,3.21,67.0,49.4
낙동강하구5_하구역,2019-08-12 09:55:00,128.95222,35.10417,0,7.2,470.2,30.81,27.29,3.9,13.0,4.05,7.88,,5.9,,,,266.8,2.26,223.3,114.9
낙동강하구5_하구역,2019-11-12 10:18:00,128.95222,35.10417,0,0.0,965.8,27.73,17.55,3.02,7.9,7.97,8.15,,13.2,,,1.4,775.9,1.41,90.9,50.3
낙동강하구5_하구역,2019-11-12 10:18:00,128.95222,35.10417,0,9.2,452.5,31.33,18.44,2.92,7.9,7.24,8.14,,9.5,,,,399.3,1.15,130.1,49.1
낙동강하구6_하구역,2019-02-13 00:00:00,128.95028,35.09389,0,0.0,524.5,31.39,8.9,11.52,7.6,11.09,8.17,,8.9,1.6,,2.5,182.8,2.77,23.0,56.0
낙동강하구6_하구역,2019-02-13 00:00:00,128.95028,35.09389,0,6.9,463.9,32.77,9.25,6.94,6.0,9.85,8.13,,10.3,1.4,,,246.7,2.62,44.8,44.0
낙동강하구6_하구역,2019-05-07 00:00:00,128.95028,35.09389,0,0.0,1632.9,19.37,17.03,3.16,4.2,8.88,8.22,,20.1,,,2.3,1203.4,2.52,31.0,25.2
낙동강하구6_하구역,2019-05-07 00:00:00,128.95028,35.09389,0,7.4,395.6,32.53,15.49,2.84,10.4,8.8,8.23,,4.8,,,,196.3,1.87,19.8,26.4
낙동강하구6_하구역,2019-08-12 10:02:00,128.95028,35.09389,0,0.0,792.2,19.45,28.06,6.44,6.5,5.9,7.86,,46.0,,,2.5,655.3,3.88,148.8,53.6
낙동강하구6_하구역,2019-08-12 10:02:00,128.95028,35.09389,0,8.5,458.4,30.89,27.84,4.26,13.7,5.14,7.98,,10.5,,,,216.2,2.26,89.9,58.6
낙동강하구6_하구역,2019-11-12 10:24:00,128.95028,35.09389,0,0.0,998.9,24.69,17.22,3.6,10.3,8.18,8.18,,14.4,,,1.3,887.2,1.59,140.9,42.7
낙동강하구6_하구역,2019-11-12 10:24:00,128.95028,35.09389,0,7.7,381.7,30.89,18.21,3.6,10.3,6.95,8.15,,9.0,,,,265.4,1.1,83.9,50.6
낙동강하구7_하구역,2019-02-13 00:00:00,128.94694,35.08611,0,0.0,600.3,31.13,8.6,6.16,12.8,10.66,8.08,,10.8,1.5,,2.9,300.5,2.43,58.0,43.1
낙동강하구7_하구역,2019-02-13 00:00:00,128.94694,35.08611,0,6.7,483.5,31.88,8.92,10.92,6.4,10.5,8.14,,9.1,1.4,,,205.1,2.64,10.9,48.7
낙동강하구7_하구역,2019-05-07 00:00:00,128.94694,35.08611,0,0.0,1372.7,25.86,16.27,1.44,10.1,8.84,8.23,,15.3,,,2.2,957.1,2.57,35.2,25.5
낙동강하구7_하구역,2019-05-07 00:00:00,128.94694,35.08611,0,7.7,341.7,32.65,15.36,4.02,4.9,8.5,8.26,,4.1,3.7,,,166.1,1.85,17.7,26.2
낙동강하구7_하구역,2019-08-12 10:13:00,128.94694,35.08611,0,0.0,761.4,16.73,28.23,5.74,5.8,6.26,7.89,,48.3,,,2.0,646.2,3.49,90.1,33.4
낙동강하구7_하구역,2019-08-12 10:13:00,128.94694,35.08611,0,3.3,298.8,31.12,27.43,2.06,12.9,5.13,7.95,,5.0,,,,139.6,2.1,81.2,54.2
낙동강하구7_하구역,2019-11-12 10:32:00,128.94694,35.08611,0,0.0,1082.7,26.63,17.44,3.74,8.8,8.25,8.19,,15.0,,,1.5,858.0,1.93,59.8,44.1
낙동강하구7_하구역,2019-11-12 10:32:00,128.94694,35.08611,0,7.9,350.1,31.49,17.88,3.74,8.8,7.0,8.16,,8.8,,,,249.3,1.05,71.9,44.5
낙동강하구8_하구역,2019-02-13 00:00:00,128.94417,35.0775,0,0.0,555.8,30.74,8.09,0.46,5.0,10.38,8.1,,10.1,,,2.3,349.0,1.49,73.5,25.7
