project_name,station,yyyy-mm-dd hh:mm:ss,유효시간,Longitude [degrees_east],Latitude [degrees_north],수심(m),수심(text),전체수심(m),총질소[μg/L],totdisn_qc,염분[psu],sal_qc,수온[℃],wtrtmp_qc,클로로필-a[μg/L],chla_qc,부유물질 농도[mg/L],sussed_qc,용존산소[mg/L],disoxy_qc,수소이온농도[무단위],hydioncon_qc,규산염[μg/L],reasil_qc,아질산성질소[μg/L],nitnit_qc,인산염인[μg/L],po4p_qc,질산성질소[μg/L],natnit_qc,투명도[m],tr_qc,용존무기질소[μg/L],disinon_qc,화학적산소요구량[mg/L],cheoxydem_qc,암모니아성 질소[μg/L],amn_qc,총인[μg/L],totp_qc
해양환경측정망,광양만11_환경관리,2020-11-12 11:33,Minute,127.7,34.91,0,표층,15,293.412,2,31.5346,1,17.1249,1,3.12,1,6,2,8.13319,1,8.14,2,487.424,1,21.28,2,23.808,1,77.294,1,2.5,2,152.726,2,1.69638,2,54.152,2,41.106,2
해양환경측정망,광양만11_환경관리,2020-11-12 11:33,Minute,127.7,34.91,15,저층,15,303.002,2,31.5375,1,17.078,1,2.98,1,8.9,2,8.14388,1,8.13,2,495.068,1,21.826,2,25.11,1,76.496,1,,,155.022,2,1.82645,2,56.7,2,41.912,2
해양환경측정망,광양만12_환경관리,2020-02-15 15:08,Minute,127.82639,34.94,0,표층,21,266.196,2,32.7572,1,9.9667,1,0.546,1,13.15,2,10.2854,1,8.21,2,410.452,1,6.258,2,22.165,1,113.792,1,2.5,2,146.384,2,1.00521,2,26.334,2,38.533,2
해양환경측정망,광양만12_환경관리,2020-02-15 15:08,Minute,127.82639,34.94,21,저층,21,265.454,2,33.0275,1,9.6798,1,0.698,1,13.5,2,10.0951,1,8.21,2,410.816,1,6.272,2,22.32,1,106.778,1,,,135.828,2,1.19873,2,22.778,2,32.178,2
해양환경측정망,광양만12_환경관리,2020-05-10 11:35,Minute,127.82639,34.94,0,표층,22,178.346,2,32.543,1,17.2333,1,1.064,1,12.6,2,8.71,1,8.09,2,250.74,1,2.198,2,13.206,1,28.294,1,1.2,2,70.476,2,1.32939,2,39.984,2,32.519,2
해양환경측정망,광양만12_환경관리,2020-05-10 11:35,Minute,127.82639,34.94,22,저층,22,210.014,2,32.8284,1,16.1489,1,1.236,1,23.4,2,8.71,1,8.1,2,232.092,1,2.24,2,12.586,1,22.904,1,,,61.572,2,1.74139,2,36.428,2,34.534,2
해양환경측정망,광양만12_환경관리,2020-08-16 11:27,Minute,127.82639,34.94,0,표층,20,750.75,2,13.7441,1,26.1361,1,14.4667,1,6.16667,2,7.9,1,7.93,2,2169.58,1,20.972,2,18.476,1,494.564,1,1.1,2,538.174,2,3.21152,2,22.638,2,47.492,2
해양환경측정망,광양만12_환경관리,2020-08-16 11:27,Minute,127.82639,34.94,20,저층,20,214.41,2,32.7536,1,18.7344,1,0.332,1,9.16667,2,4.52,1,7.84,2,968.38,1,28.476,2,26.908,1,108.486,1,,,159.544,2,1.04832,2,22.582,2,32.736,2
해양환경측정망,광양만12_환경관리,2020-11-12 14:02,Minute,127.82639,34.94,0,표층,19,287.364,2,31.6195,1,16.6957,1,4.38,1,13.45,2,7.56265,1,8.15,2,363.944,1,10.948,2,21.049,1,49.756,1,2.8,2,129.836,2,1.92401,2,69.132,2,39.711,2
해양환경측정망,광양만12_환경관리,2020-11-12 14:02,Minute,127.82639,34.94,19,저층,19,289.016,2,31.5961,1,16.561,1,4.04,1,17.8,2,7.58922,1,8.17,2,358.54,1,11.158,2,21.979,1,49.294,1,,,127.862,2,1.68012,2,67.41,2,42.067,2
해양환경측정망,광양만2_환경관리,2020-02-14 14:45,Minute,127.65056,34.88389,0,표층,12,270.326,2,32.2977,1,9.7709,1,2.224,1,16.8,2,9.16129,1,8.21,2,408.212,1,9.324,2,21.235,1,131.838,1,2.8,2,163.086,2,1.97817,2,21.924,2,36.518,2
해양환경측정망,광양만2_환경관리,2020-02-14 14:45,Minute,127.65056,34.88389,12,저층,12,318.374,2,32.4976,1,9.3099,1,2.472,1,21.1,2,9.37457,1,8.2,2,398.888,1,8.75,2,21.886,1,121.002,1,,,152.348,2,2.20394,2,22.596,2,38.192,2
해양환경측정망,광양만2_환경관리,2020-05-10 14:24,Minute,127.65056,34.88389,0,표층,15,259.966,2,32.0318,1,16.8067,1,1.232,1,16.1,2,8.56,1,8.06,2,317.128,1,3.668,2,15.841,1,50.61,1,2.3,2,110.782,2,2.43355,2,56.504,2,37.417,2
해양환경측정망,광양만2_환경관리,2020-05-10 14:24,Minute,127.65056,34.88389,15,저층,15,214.676,2,32.3988,1,16.5368,1,1.144,1,18.1,2,8.51,1,8.09,2,260.372,1,2.884,2,14.136,1,27.09,1,,,77.252,2,1.41179,2,47.278,2,32.829,2
해양환경측정망,광양만2_환경관리,2020-08-16 14:17,Minute,127.65056,34.88389,0,표층,12,377.58,2,19.8661,1,25.2676,1,25.2667,1,7.5,2,7.1,1,7.99,2,1617.67,1,28.014,2,25.42,1,276.78,1,0.8,2,343.924,2,2.81216,2,39.13,2,45.694,2
해양환경측정망,광양만2_환경관리,2020-08-16 14:17,Minute,127.65056,34.88389,12,저층,12,250.04,2,31.8565,1,19.629,1,2.05333,1,10.5,2,4.15,1,7.86,2,1134.45,1,27.79,2,38.874,1,132.51,1,,,185.444,2,1.13152,2,25.144,2,51.088,2
해양환경측정망,광양만2_환경관리,2020-11-12 12:15,Minute,127.65056,34.88389,0,표층,11,278.278,2,31.4128,1,16.2229,1,3.24,1,5.1,2,8.12827,1,8.12,2,478.52,1,19.32,2,24.893,1,74.158,1,2.75,2,145.04,2,1.81019,2,51.562,2,44.423,2
해양환경측정망,광양만2_환경관리,2020-11-12 12:15,Minute,127.65056,34.88389,11,저층,11,293.398,2,31.4088,1,15.9904,1,3,1,6.2,2,8.16906,1,8.14,2,532.252,1,21.56,2,28.613,1,83.496,1,,,166.992,2,1.74515,2,61.936,2,46.593,2
해양환경측정망,광양만3_환경관리,2020-02-14 15:10,Minute,127.68222,34.90222,0,표층,6,262.64,2,32.5146,1,9.4368,1,2.46,1,10.4,2,8.90847,1,8.2,2,388.556,1,9.044,2,20.491,1,121.632,1,2.9,2,146.524,2,2.67161,2,15.848,2,40.827,2
해양환경측정망,광양만3_환경관리,2020-02-14 15:10,Minute,127.68222,34.90222,6,저층,6,291.312,2,32.6119,1,9.3888,1,1.948,1,13.3,2,9.55448,1,8.2,2,397.684,1,8.946,2,21.297,1,121.058,1,,,149.492,2,2.15556,2,19.488,2,37.696,2
해양환경측정망,광양만3_환경관리,2020-05-10 14:03,Minute,127.68222,34.90222,0,표층,5,234.388,2,31.894,1,17.1828,1,1.48,1,20.2,2,8.85,1,8.08,2,285.824,1,3.066,2,13.578,1,38.57,1,3,2,88.872,2,2.09109,2,47.236,2,34.844,2
해양환경측정망,광양만3_환경관리,2020-05-10 14:03,Minute,127.68222,34.90222,5,저층,5,231.238,2,32.0437,1,16.856,1,1.504,1,11.4,2,8.91,1,8.09,2,279.636,1,3.038,2,13.702,1,36.904,1,,,84.462,2,1.64251,2,44.52,2,33.914,2
해양환경측정망,광양만3_환경관리,2020-08-16 13:55,Minute,127.68222,34.90222,0,표층,8,443.982,2,18.0931,1,27.2706,1,37.2,1,10.8333,2,10.57,1,8.13,2,1408.23,1,22.162,2,5.89,1,160.678,1,0.5,2,197.064,2,4.29312,2,14.224,2,48.887,2
해양환경측정망,광양만3_환경관리,2020-08-16 13:55,Minute,127.68222,34.90222,8,저층,8,252.938,2,31.4592,1,19.7787,1,5.10667,1,10.5,2,5.02,1,7.87,2,1144.98,1,27.622,2,31.744,1,137.13,1,,,182.938,2,1.46432,2,18.186,2,47.089,2
해양환경측정망,광양만3_환경관리,2020-11-12 12:30,Minute,127.68222,34.90222,0,표층,4,299.6,2,31.3896,1,16.5289,1,2.94,1,14.6,2,8.05419,1,8.13,2,515.508,1,21.476,2,26.071,1,83.076,1,2.5,2,159.264,2,1.72889,2,54.712,2,44.857,2
해양환경측정망,광양만3_환경관리,2020-11-12 12:30,Minute,127.68222,34.90222,4,저층,4,284.48,2,31.3888,1,16.5243,1,2.88,1,9.3,2,7.91198,1,8.16,2,516.096,1,22.064,2,26.567,1,83.944,1,,,161.434,2,1.68012,2,55.426,2,43.927,2
해양환경측정망,광양만4_환경관리,2020-02-15 14:55,Minute,127.82333,34.92083,0,표층,3,252.224,2,32.9233,1,9.7201,1,2.38,1,17.65,2,10.2582,1,8.2,2,286.972,1,4.242,2,16.182,1,77.084,1,2.5,2,100.954,2,1.84916,2,19.628,2,42.222,2
해양환경측정망,광양만4_환경관리,2020-02-15 14:55,Minute,127.82333,34.92083,3,저층,3,238.14,2,32.9307,1,9.7174,1,2.84,1,23.3,2,10.2688,1,8.2,2,398.188,1,5.978,2,21.855,1,104.566,1,,,135.338,2,1.80078,2,24.794,2,47.43,2
해양환경측정망,광양만4_환경관리,2020-05-10 11:52,Minute,127.82333,34.92083,0,표층,3.3,208.67,2,32.4963,1,16.5378,1,1.172,1,12.6,2,8.79,1,8.09,2,256.984,1,2.072,2,13.64,1,31.612,1,3,2,76.72,2,1.13163,2,43.036,2,32.054,2
해양환경측정망,광양만4_환경관리,2020-05-10 11:52,Minute,127.82333,34.92083,3.3,저층,3.3,204.918,2,32.5362,1,16.4828,1,1.136,1,12.9,2,8.92,1,8.1,2,252.644,1,1.918,2,13.485,1,31.024,1,,,78.246,2,1.27995,2,45.304,2,32.209,2
해양환경측정망,광양만4_환경관리,2020-08-16 11:10,Minute,127.82333,34.92083,0,표층,2.4,649.81,2,16.1658,1,25.2124,1,12.8,1,6.16667,2,7.44,1,7.76,2,2180.36,1,20.762,2,23.684,1,500.416,1,1.2,2,567.56,2,2.6624,2,46.382,2,43.152,2
해양환경측정망,광양만4_환경관리,2020-08-16 11:10,Minute,127.82333,34.92083,2.4,저층,2.4,458.92,2,27.7485,1,21.6074,1,2.46667,1,7,2,5.44,1,7.77,2,1538.71,1,26.67,2,33.542,1,276.598,1,,,365.862,2,2.06336,2,62.594,2,46.345,2
해양환경측정망,광양만4_환경관리,2020-11-12 13:49,Minute,127.82333,34.92083,0,표층,3.5,263.648,2,31.7862,1,17.3938,1,3.1,1,13.5,2,7.77853,1,8.17,2,365.484,1,11.942,2,19.53,1,47.936,1,2.5,2,122.724,2,1.58256,2,62.846,2,38.316,2
해양환경측정망,광양만4_환경관리,2020-11-12 13:49,Minute,127.82333,34.92083,3.5,저층,3.5,277.718,2,31.789,1,17.4597,1,2.62,1,10.35,2,8.05063,1,8.2,2,390.208,1,13.174,2,22.072,1,51.38,1,,,126.896,2,1.92401,2,62.342,2,41.199,2
해양환경측정망,광양만5_환경관리,2020-02-15 13:00,Minute,127.80111,34.83194,0,표층,38,242.48,2,33.132,1,10.2599,1,1.084,1,10.7,2,10.2697,1,8.17,2,365.148,1,5.81,2,20.863,1,95.942,1,2,2,123.704,2,1.84916,2,21.952,2,39.556,2
해양환경측정망,광양만5_환경관리,2020-02-15 13:00,Minute,127.80111,34.83194,38,저층,38,213.724,2,33.6072,1,10.1705,1,0.936,1,12.7,2,9.945,1,8.19,2,409.276,1,6.496,2,20.46,1,97.076,1,,,120.316,2,1.76853,2,16.744,2,37.2,2
해양환경측정망,광양만5_환경관리,2020-05-10 16:55,Minute,127.80111,34.83194,0,표층,37,215.11,2,32.5824,1,16.7504,1,1.308,1,19.9,2,8.86,1,8.09,2,246.26,1,2.044,2,14.043,1,28.574,1,3,2,68.908,2,1.52715,2,38.29,2,34.224,2
해양환경측정망,광양만5_환경관리,2020-05-10 16:55,Minute,127.80111,34.83194,37,저층,37,188.16,2,31.7191,1,15.5757,1,1.348,1,30.6,2,9.02,1,8.13,2,218.988,1,1.554,2,11.966,1,15.946,1,,,49.756,2,1.79083,2,32.256,2,34.317,2
해양환경측정망,광양만5_환경관리,2020-08-16 10:15,Minute,127.80111,34.83194,0,표층,36,509.11,2,21.6029,1,23.9188,1,7.87,1,6.66667,2,7.27,1,8.3,2,1629.54,1,21.238,2,8.804,1,253.624,1,1.8,2,275.1,2,3.22816,2,0.238,2,44.144,2
해양환경측정망,광양만5_환경관리,2020-08-16 10:15,Minute,127.80111,34.83194,36,저층,36,352.8,2,33.2383,1,17.8026,1,0.409333,1,19,2,4.18,1,8,2,1130.92,1,17.066,2,32.767,1,156.842,1,,,177.856,2,2.01344,2,3.948,2,37.913,2
해양환경측정망,광양만5_환경관리,2020-11-12 9:48,Minute,127.80111,34.83194,0,표층,35,245.224,2,31.7685,1,17.0774,1,2.18,1,15.25,2,7.62227,1,8.06,2,381.752,1,13.692,2,18.259,1,55.09,1,3,2,110.544,2,1.51753,2,41.762,2,33.976,2
해양환경측정망,광양만5_환경관리,2020-11-12 9:48,Minute,127.80111,34.83194,35,저층,35,197.68,2,32.3568,1,17.3239,1,2,1,15.1,2,7.66363,1,8.14,2,357.896,1,10.766,2,13.392,1,42.644,1,,,76.608,2,1.6476,2,23.198,2,28.396,2
해양환경측정망,광양만6_환경관리,2020-02-15 13:45,Minute,127.78889,34.86944,0,표층,14,263.256,2,33.0299,1,10.0286,1,1.712,1,13.9,2,10.2134,1,8.15,2,300.636,1,4.984,2,17.422,1,81.48,1,1.5,2,110.516,2,1.52663,2,24.052,2,41.447,2
해양환경측정망,광양만6_환경관리,2020-02-15 13:45,Minute,127.78889,34.86944,14,저층,14,231.49,2,33.3348,1,9.92,1,0.856,1,9.9,2,10.07,1,8.17,2,411.18,1,6.762,2,23.095,1,103.796,1,,,134.26,2,0.833197,2,23.702,2,37.913,2
해양환경측정망,광양만6_환경관리,2020-05-10 12:52,Minute,127.78889,34.86944,0,표층,14,192.164,2,32.8467,1,16.291,1,1.416,1,12.8,2,9.1,1,8.11,2,220.36,1,1.806,2,12.834,1,20.342,1,3,2,55.314,2,1.18107,2,33.166,2,32.116,2
해양환경측정망,광양만6_환경관리,2020-05-10 12:52,Minute,127.78889,34.86944,14,저층,14,188.972,2,33.1059,1,15.7474,1,1.216,1,16.2,2,9.01,1,8.12,2,210.196,1,1.442,2,11.842,1,16.156,1,,,49.896,2,1.65899,2,32.298,2,31.465,2
해양환경측정망,광양만6_환경관리,2020-08-16 13:00,Minute,127.78889,34.86944,0,표층,12,529.228,2,16.9268,1,25.3242,1,11.0667,1,5.33333,2,6.86,1,7.89,2,1821.57,1,24.094,2,21.886,1,383.782,1,1,2,435.722,2,2.29632,2,27.846,2,44.175,2
해양환경측정망,광양만6_환경관리,2020-08-16 13:00,Minute,127.78889,34.86944,12,저층,12,637.672,2,30.6493,1,20.2001,1,2.29333,1,4,2,7.08,1,7.88,2,1175.66,1,29.344,2,26.102,1,171.542,1,,,229.054,2,2.59584,2,28.168,2,44.919,2
해양환경측정망,광양만6_환경관리,2020-11-12 10:17,Minute,127.78889,34.86944,0,표층,12,243.824,2,31.7297,1,17.1548,1,2.2,1,11,2,7.61127,1,8.08,2,413.868,1,14.35,2,18.724,1,56.966,1,3.8,2,115.878,2,1.37119,2,44.562,2,32.457,2
해양환경측정망,광양만6_환경관리,2020-11-12 10:17,Minute,127.78889,34.86944,12,저층,12,235.13,2,32.1381,1,17.4046,1,1.96,1,15.95,2,7.45068,1,8.12,2,396.928,1,13.09,2,18.011,1,47.166,1,,,102.34,2,1.72889,2,42.084,2,33.821,2
해양환경측정망,광양만7_환경관리,2020-02-15 14:37,Minute,127.79889,34.90278,0,표층,3,271.348,2,32.6251,1,10.0512,1,1.486,1,7.3,2,10.4008,1,8.18,2,326.9,1,4.928,2,17.174,1,94.78,1,2.5,2,120.68,2,0.860075,2,20.972,2,38.254,2
해양환경측정망,광양만7_환경관리,2020-02-15 14:37,Minute,127.79889,34.90278,3,저층,3,238.056,2,32.7322,1,9.9503,1,1.118,1,5.7,2,10.3884,1,8.19,2,381.192,1,5.558,2,19.871,1,106.974,1,,,137.872,2,0.92458,2,25.34,2,35.061,2
해양환경측정망,광양만7_환경관리,2020-05-10 12:09,Minute,127.79889,34.90278,0,표층,3,198.394,2,32.8083,1,16.4913,1,1.052,1,22.6,2,8.98,1,8.11,2,227.78,1,1.918,2,12.617,1,20.958,1,0.9,2,55.398,2,1.23051,2,32.522,2,32.209,2
해양환경측정망,광양만7_환경관리,2020-05-10 12:09,Minute,127.79889,34.90278,3,저층,3,193.088,2,32.8082,1,16.4822,1,0.952,1,15.6,2,9,1,8.11,2,228.284,1,1.834,2,12.617,1,21.294,1,,,57.344,2,1.85675,2,34.216,2,31.496,2
해양환경측정망,광양만7_환경관리,2020-08-16 12:05,Minute,127.79889,34.90278,0,표층,3.5,891.94,2,12.8796,1,24.7732,1,6.66667,1,8,2,7.51,1,7.65,2,2587.51,1,18.55,2,27.218,1,661.57,1,1,2,736.876,2,2.69568,2,56.756,2,47.244,2
해양환경측정망,광양만7_환경관리,2020-08-16 12:05,Minute,127.79889,34.90278,3.5,저층,3.5,512.428,2,28.1016,1,21.7142,1,2.52,1,13.1667,2,5.43,1,7.76,2,1422.26,1,27.818,2,29.977,1,235.858,1,,,327.614,2,2.11328,2,63.938,2,49.166,2
해양환경측정망,광양만7_환경관리,2020-11-12 13:35,Minute,127.79889,34.90278,0,표층,2.5,310.338,2,30.8017,1,17.1113,1,3.376,1,28.1,2,7.94178,1,8.14,2,491.176,1,15.246,2,20.987,1,102.102,1,2.3,2,175.63,2,1.90775,2,58.282,2,36.301,2
해양환경측정망,광양만7_환경관리,2020-11-12 13:35,Minute,127.79889,34.90278,2.5,저층,2.5,322.434,2,31.2659,1,17.1749,1,3.512,1,8.6,2,7.845,1,8.16,2,500.22,1,15.848,2,21.762,1,110.404,1,,,185.528,2,2.05408,2,59.276,2,37.913,2
해양환경측정망,광양만8_환경관리,2020-02-15 14:06,Minute,127.75972,34.89167,0,표층,20,242.788,2,32.7876,1,9.9758,1,1.976,1,9.1,2,10.2538,1,8.2,2,453.824,1,7.854,2,23.591,1,139.384,1,2.5,2,171.794,2,0.92458,2,24.556,2,39.091,2
해양환경측정망,광양만8_환경관리,2020-02-15 14:06,Minute,127.75972,34.89167,20,저층,20,236.502,2,32.872,1,9.7381,1,1.306,1,7.3,2,10.1293,1,8.2,2,425.292,1,7.546,2,23.808,1,116.662,1,,,153.524,2,1.16648,2,29.316,2,37.51,2
해양환경측정망,광양만8_환경관리,2020-05-10 13:12,Minute,127.75972,34.89167,0,표층,18,228.564,2,32.2629,1,16.8604,1,1.476,1,13.7,2,9.01,1,8.1,2,248.248,1,2.716,2,12.927,1,30.016,1,3.2,2,69.552,2,1.46123,2,36.82,2,34.782,2
해양환경측정망,광양만8_환경관리,2020-05-10 13:12,Minute,127.75972,34.89167,18,저층,18,213.514,2,32.7894,1,16.148,1,1.204,1,16.7,2,8.84,1,8.11,2,236.292,1,3.052,2,12.71,1,25.004,1,,,76.93,2,1.95563,2,48.874,2,28.892,2
해양환경측정망,광양만8_환경관리,2020-08-16 13:15,Minute,127.75972,34.89167,0,표층,17,516.474,2,16.8935,1,27.8601,1,39.3333,1,12.6667,2,12.34,1,8.43,2,1451.44,1,24.668,2,5.89,1,181.048,1,0.9,2,211.89,2,4.73143,2,6.174,2,54.064,2
해양환경측정망,광양만8_환경관리,2020-08-16 13:15,Minute,127.75972,34.89167,17,저층,17,571.648,2,32.8597,1,18.6229,1,11.0667,1,9,2,4.59,1,7.87,2,1114.2,1,26.348,2,22.754,1,123.214,1,,,156.856,2,5.60942,2,7.294,2,57.97,2
해양환경측정망,광양만8_환경관리,2020-11-12 11:06,Minute,127.75972,34.89167,0,표층,16,273.532,2,31.7117,1,17.3031,1,2.32,1,9.1,2,7.49615,1,8.12,2,450.66,1,17.458,2,22.165,1,63.21,1,2.5,2,133.644,2,1.59882,2,52.976,2,39.587,2
해양환경측정망,광양만8_환경관리,2020-11-12 11:06,Minute,127.75972,34.89167,16,저층,16,279.244,2,31.7136,1,17.2819,1,2.04,1,10.65,2,7.19997,1,8.11,2,453.74,1,17.934,2,23.312,1,62.944,1,,,133.21,2,1.66386,2,52.332,2,39.711,2
해양환경측정망,광양만9_환경관리,2020-02-14 15:32,Minute,127.72389,34.9025,0,표층,20,256.704,2,32.7078,1,9.5811,1,3.244,1,12.4,2,7.2052,1,8.19,2,407.68,1,8.512,2,23.343,1,122.934,1,2.5,2,154.406,2,0.876201,2,22.96,2,35.495,2
해양환경측정망,광양만9_환경관리,2020-02-14 15:32,Minute,127.72389,34.9025,20,저층,20,276.668,2,32.7212,1,9.5675,1,2.908,1,11.6,2,7.59324,1,8.19,2,408.548,1,8.428,2,23.467,1,121.114,1,,,162.358,2,1.47288,2,32.816,2,41.044,2
해양환경측정망,광양만9_환경관리,2020-05-10 13:33,Minute,127.72389,34.9025,0,표층,19,270.48,2,31.6055,1,17.206,1,2.004,1,12.3,2,8.92,1,8.09,2,308.952,1,3.402,2,13.857,1,49.252,1,3.5,2,98.21,2,1.57659,2,45.556,2,34.906,2
해양환경측정망,광양만9_환경관리,2020-05-10 13:33,Minute,127.72389,34.9025,19,저층,19,208.726,2,32.7951,1,16.1287,1,1.112,1,19.1,2,8.73,1,8.11,2,233.548,1,1.876,2,13.144,1,20.02,1,,,66.486,2,1.44475,2,44.59,2,33.387,2
해양환경측정망,광양만9_환경관리,2020-08-16 14:51,Minute,127.72389,34.9025,0,표층,19,553.168,2,17.3117,1,26.9839,1,36,1,12.5,2,11.15,1,8.26,2,1552.04,1,25.312,2,7.223,1,238.28,1,0.8,2,274.54,2,4.55258,2,10.948,2,53.382,2
해양환경측정망,광양만9_환경관리,2020-08-16 14:51,Minute,127.72389,34.9025,19,저층,19,222.81,2,32.8424,1,18.7604,1,0.933333,1,18.8333,2,4.25,1,7.86,2,1089.76,1,30.128,2,35.619,1,101.43,1,,,159.418,2,1.29792,2,27.86,2,48.67,2
해양환경측정망,광양만9_환경관리,2020-11-12 12:48,Minute,127.72389,34.9025,0,표층,14,304.92,2,31.5164,1,16.896,1,3.54,1,6.9,2,8.06925,1,8.14,2,485.548,1,21.448,2,23.25,1,76.37,1,3.5,2,148.876,2,1.79393,2,51.058,2,42.532,2
해양환경측정망,광양만9_환경관리,2020-11-12 12:48,Minute,127.72389,34.9025,14,저층,14,293.86,2,31.505,1,16.8602,1,4.32,1,6.15,2,8.17212,1,8.18,2,490.028,1,21.756,2,24.335,1,76.986,1,,,146.762,2,1.69638,2,48.02,2,41.819,2
해양환경측정망,광양만H1_항만,2020-02-14 12:05,Minute,127.7402778,34.8625,0,표층,16,286.846,2,32.7307,1,10.0306,1,1,1,14.7,2,7.92209,1,8.1,2,425.376,1,9.226,2,38.254,1,129.332,1,1.3,2,174.286,2,1.31161,2,35.728,2,55.738,2
해양환경측정망,광양만H1_항만,2020-02-14 12:05,Minute,127.7402778,34.8625,16,저층,16,266.364,2,32.8767,1,9.5236,1,1.072,1,17.4,2,7.40637,1,8.11,2,423.696,1,8.736,2,25.885,1,118.398,1,,,153.132,2,1.1826,2,25.998,2,42.749,2
해양환경측정망,광양만H1_항만,2020-08-16 16:20,Minute,127.7402778,34.8625,0,표층,15,442.862,2,20.261,1,25.6487,1,28.6,1,10.6667,2,9.03,1,7.94,2,1442.2,1,26.082,2,23.312,1,176.512,1,0.8,2,230.244,2,3.744,2,27.65,2,77.345,2
해양환경측정망,광양만H1_항만,2020-08-16 16:20,Minute,127.7402778,34.8625,15,저층,15,201.866,2,32.807,1,18.6569,1,1.71333,1,21.8333,2,4.4,1,7.91,2,1084.75,1,27.734,2,31.124,1,110.81,1,,,152.488,2,1.248,2,13.944,2,49.259,2
해양환경측정망,구룡포연안1_연안,2020-02-14 10:15,Minute,129.5638889,35.98305556,0,표층,16,197.932,2,34.2292,1,13.4609,1,0.57,1,3.75,2,8.22679,1,8.15,2,369.068,1,4.956,2,16.988,1,105.154,1,4,2,120.47,2,0.90048,2,10.36,2,23.963,2
해양환경측정망,구룡포연안1_연안,2020-02-14 10:15,Minute,129.5638889,35.98305556,16,저층,16,219.464,2,34.2274,1,13.4263,1,0.512,1,7,2,8.27,1,8.16,2,264.012,1,3.654,2,14.663,1,74.62,1,,,84.266,2,0.90048,2,5.992,2,25.544,2
해양환경측정망,구룡포연안1_연안,2020-05-29 11:00,Minute,129.5638889,35.98305556,0,표층,18,108.486,2,34.2688,1,16.354,1,1.898,1,18.3,2,9.80366,1,8.24,2,131.544,1,0.476,2,0.992,1,2.968,1,5,2,6.006,2,1.07669,2,2.562,2,15.624,2
해양환경측정망,구룡포연안1_연안,2020-05-29 11:00,Minute,129.5638889,35.98305556,18,저층,18,166.054,2,34.0493,1,14.6001,1,2.26,1,11.95,2,7.90407,1,8.14,2,337.036,1,8.162,2,12.555,1,72.946,1,,,81.626,2,0.954027,2,0.518,2,23.064,2
해양환경측정망,구룡포연안1_연안,2020-08-04 10:52,Minute,129.5638889,35.98305556,0,표층,16,88.186,2,31.9132,1,20.6447,1,1.634,1,9.9,2,10.9299,1,8.26,2,166.488,1,0.28,2,0.062,1,2.352,1,4.5,2,2.8,2,1.72501,2,0.168,2,12.462,2
해양환경측정망,구룡포연안1_연안,2020-08-04 10:52,Minute,129.5638889,35.98305556,16,저층,16,72.688,2,33.1737,1,16.7787,1,3,1,2.65,2,7.10935,1,8.02,2,459.452,1,0.924,2,3.224,1,3.808,1,,,5.628,2,1.72501,2,0.896,2,16.802,2
해양환경측정망,구룡포연안1_연안,2020-11-02 9:44,Minute,129.5638889,35.98305556,0,표층,16,157.304,2,33.7518,1,14.7694,1,1.604,1,2.5,2,8.21251,1,8.23,2,171.108,1,3.43,2,7.719,1,42.938,1,14.5,2,52.752,2,1.65792,2,6.384,2,18.569,2
해양환경측정망,구룡포연안1_연안,2020-11-02 9:44,Minute,129.5638889,35.98305556,16,저층,16,145.852,2,33.7359,1,14.6245,1,1.638,1,2,2,7.47415,1,8.24,2,170.184,1,3.514,2,7.285,1,41.132,1,,,50.484,2,0.896627,2,5.838,2,18.042,2
해양환경측정망,구룡포연안2_연안,2020-02-14 9:35,Minute,129.5880556,35.99777778,0,표층,33.5,228.998,2,34.1915,1,13.5863,1,0.516,1,3.3,2,8.18153,1,8.15,2,336.728,1,4.116,2,15.872,1,103.166,1,3,2,112.798,2,1.7688,2,5.516,2,27.559,2
해양환경측정망,구룡포연안2_연안,2020-02-14 9:35,Minute,129.5880556,35.99777778,33.5,저층,33.5,233.94,2,34.1942,1,12.902,1,0.3488,1,3.3,2,7.98,1,8.13,2,403.144,1,4.256,2,20.925,1,117.516,1,,,127.106,2,0.98088,2,5.334,2,29.078,2
해양환경측정망,구룡포연안2_연안,2020-05-29 10:18,Minute,129.5880556,35.99777778,0,표층,35,112.7,2,34.3367,1,16.9377,1,3.74,1,9.8,2,10.3587,1,8.27,2,141.232,1,0.098,2,0.093,1,5.978,1,3.5,2,14.826,2,1.17557,2,8.75,2,16.771,2
해양환경측정망,구룡포연안2_연안,2020-05-29 10:18,Minute,129.5880556,35.99777778,35,저층,35,215.418,2,34.1463,1,14.1661,1,0.432,1,11.45,2,7.46109,1,8.07,2,454.02,1,5.978,2,19.468,1,119.487,1,,,127.523,2,1.30347,2,2.058,2,30.07,2
해양환경측정망,구룡포연안2_연안,2020-08-07 16:13,Minute,129.5880556,35.99777778,0,표층,34,196.602,2,32.5861,1,18.7605,1,8.84,1,11.8,2,10.2646,1,8.15,2,231.504,1,0.952,2,0.868,1,2.142,1,2.5,2,3.934,2,2.87788,2,0.84,2,38.347,2
해양환경측정망,구룡포연안2_연안,2020-08-07 16:13,Minute,129.5880556,35.99777778,34,저층,34,203.014,2,34.2315,1,12.204,1,0.0882,1,3.55,2,6.9228,1,7.89,2,593.936,1,2.576,2,31.868,1,199.066,1,,,201.698,2,1.12597,2,0.056,2,33.945,2
