"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","군산연안1_연안","1998-05-01 00:00:00","126.7191667","35.99777778","0","0","표층","17.23","1","19.2","1","22.3","2","10.4","1","8.2","2","44.94","2","69.75","1","601.86","1","1.2","2","945","2","2.97","2","297.64","2","",""
"해양환경측정망","군산연안1_연안","1998-05-01 00:00:00","126.7191667","35.99777778","0","2.3","저층","23.12","1","17.5","1","","","8","1","7.87","2","25.48","2","41.85","1","422.1","1","","","735","2","0.99","2","287.56","2","",""
"해양환경측정망","군산연안1_연안","1998-08-01 00:00:00","126.7191667","35.99777778","0","0","표층","0.05","4","23.2","1","70.4","2","6.29","1","6.89","2","34","2","6","1","1224","1","0.1","2","1482","2","1.52","2","224","2","",""
"해양환경측정망","군산연안1_연안","1998-08-01 00:00:00","126.7191667","35.99777778","0","7.5","저층","0.05","4","23.2","1","","","5.54","1","6.85","2","64","2","38","1","1252","1","","","1445","2","2.46","2","129","2","",""
"해양환경측정망","군산연안1_연안","1998-11-01 00:00:00","126.7191667","35.99777778","0","0","표층","8.36","1","14.1","1","4.6","2","7.84","1","8.02","2","21","2","15","1","1172","1","1","2","1229","2","2.22","2","36","2","",""
"해양환경측정망","군산연안1_연안","1998-11-01 00:00:00","126.7191667","35.99777778","0","5","저층","12.43","1","14.4","1","","","6.93","1","8.17","2","11","2","12","1","489","1","","","526","2","2.32","2","26","2","",""
"해양환경측정망","군산연안10_연안","1998-02-01 00:00:00","126.4","35.97916667","0","0","표층","32.8","1","4.3","1","48.5","2","12.8","1","8.29","2","13","2","23","1","27","1","0.7","2","56","2","1.7","2","16","2","",""
"해양환경측정망","군산연안10_연안","1998-02-01 00:00:00","126.4","35.97916667","0","17.3","저층","32.82","1","4.4","1","","","11.73","1","8.28","2","11","2","25","1","6","1","","","27","2","2.24","2","10","2","",""
"해양환경측정망","군산연안10_연안","1998-05-01 00:00:00","126.4","35.97916667","0","0","표층","26.43","1","16.9","1","28.8","2","10.4857","1","8.27","2","5.18","2","39.37","1","83.16","1","5.5","2","165","2","0.51","2","77.42","2","",""
"해양환경측정망","군산연안10_연안","1998-05-01 00:00:00","126.4","35.97916667","0","20.3","저층","30.16","1","13.8","1","","","10.6143","1","8.22","2","6.16","2","26.97","1","2.8","1","","","154","2","1.33","2","145.46","2","",""
"해양환경측정망","군산연안10_연안","1998-08-01 00:00:00","126.4","35.97916667","0","0","표층","14.23","1","25.1","1","39","2","6.76","1","7.56","2","28","2","9","1","887","1","0.5","2","1023","2","1.09","2","108","2","",""
"해양환경측정망","군산연안10_연안","1998-08-01 00:00:00","126.4","35.97916667","0","18","저층","30.82","1","26.5","1","","","6.1","1","8.08","2","7","2","9","1","31","1","","","81","2","0.94","2","43","2","",""
"해양환경측정망","군산연안10_연안","1998-11-01 00:00:00","126.4","35.97916667","0","0","표층","29.86","1","15.3","1","28.6","2","7.31","1","8.26","2","4","2","17","1","133","1","2.4","2","179","2","1.01","2","42","2","",""
"해양환경측정망","군산연안10_연안","1998-11-01 00:00:00","126.4","35.97916667","0","18","저층","31.43","1","15.7","1","","","7.66","1","8.28","2","4","2","13","1","104","1","","","136","2","1.46","2","28","2","",""
"해양환경측정망","군산연안2_연안","1998-02-01 00:00:00","126.6644444","36","0","0","표층","25.27","1","3","1","194","2","10.59","1","8.23","2","25","2","7","1","541","1","0.2","2","624","2","3.76","2","58","2","",""
"해양환경측정망","군산연안2_연안","1998-02-01 00:00:00","126.6644444","36","0","4.4","저층","25.61","1","2.9","1","","","9.59","1","8.23","2","25","2","32","1","525","1","","","574","2","3.49","2","24","2","",""
"해양환경측정망","군산연안2_연안","1998-05-01 00:00:00","126.6644444","36","0","0","표층","19.45","1","17.4","1","19.8","2","9.42857","1","8.26","2","32.9","2","49.29","1","599.48","1","1.5","2","881","2","1.89","2","248.5","2","",""
"해양환경측정망","군산연안2_연안","1998-05-01 00:00:00","126.6644444","36","0","5","저층","23.43","1","16.5","1","","","9.41429","1","8.14","2","22.4","2","39.37","1","373.52","1","","","672","2","1.28","2","276.08","2","",""
"해양환경측정망","군산연안2_연안","1998-08-01 00:00:00","126.6644444","36","0","0","표층","0.05","4","23.2","1","99.7","2","6.19","1","6.96","2","50","2","19","1","1234","1","0.1","2","1581","2","2.64","2","297","2","",""
"해양환경측정망","군산연안2_연안","1998-08-01 00:00:00","126.6644444","36","0","5.9","저층","0.05","4","23.2","1","","","6.46","1","6.7","2","49","2","17","1","1581","1","","","1810","2","1.31","2","180","2","",""
"해양환경측정망","군산연안2_연안","1998-11-01 00:00:00","126.6644444","36","0","0","표층","16.32","1","14.2","1","9.6","2","7.43","1","8.1","2","19","2","39","1","1062","1","0.8","2","1197","2","2.18","2","116","2","",""
"해양환경측정망","군산연안2_연안","1998-11-01 00:00:00","126.6644444","36","0","5","저층","23.43","1","14.7","1","","","7.29","1","8.11","2","12","2","11","1","560","1","","","592","2","2.85","2","20","2","",""
"해양환경측정망","군산연안3_연안","1998-02-01 00:00:00","126.6","35.97916667","0","0","표층","29.11","1","3.1","1","148.4","2","9.72","1","8.23","2","23","2","13","1","327","1","0.1","2","390","2","2.29","2","40","2","",""
"해양환경측정망","군산연안3_연안","1998-02-01 00:00:00","126.6","35.97916667","0","11.7","저층","30.07","1","3.1","1","","","9.21","1","8.23","2","16","2","12","1","186","1","","","218","2","3.26","2","16","2","",""
"해양환경측정망","군산연안3_연안","1998-05-01 00:00:00","126.6","35.97916667","0","0","표층","23.12","1","17.3","1","23","2","9.57143","1","8.23","2","21.56","2","36.89","1","438.62","1","2","2","694","2","0.93","2","233.38","2","",""
"해양환경측정망","군산연안3_연안","1998-05-01 00:00:00","126.6","35.97916667","0","12","저층","27.45","1","15.7","1","","","9.38571","1","8.18","2","14.28","2","31.93","1","154.98","1","","","275","2","3.37","2","106.12","2","",""
"해양환경측정망","군산연안3_연안","1998-08-01 00:00:00","126.6","35.97916667","0","0","표층","0.15","4","23.3","1","100.6","2","6.53","1","6.97","2","35","2","9","1","1273","1","0.1","2","1513","2","2.99","2","205","2","",""
"해양환경측정망","군산연안3_연안","1998-08-01 00:00:00","126.6","35.97916667","0","13","저층","21.61","1","26.3","1","","","5.89","1","7.8","2","13","2","14","1","218","1","","","286","2","2.18","2","55","2","",""
"해양환경측정망","군산연안3_연안","1998-11-01 00:00:00","126.6","35.97916667","0","0","표층","22.97","1","14.1","1","13.2","2","7.54","1","8.21","2","19","2","18","1","970","1","1","2","1033","2","2.01","2","44","2","",""
"해양환경측정망","군산연안3_연안","1998-11-01 00:00:00","126.6","35.97916667","0","12","저층","27.04","1","14.6","1","","","7.29","1","8.22","2","10","2","18","1","535","1","","","589","2","2.03","2","44","2","",""
"해양환경측정망","군산연안4_연안","1998-02-01 00:00:00","126.55","35.97916667","0","0","표층","30.93","1","3.4","1","172.9","2","10.52","1","8.17","2","15","2","7","1","171","1","0.2","2","210","2","2.72","2","24","2","",""
"해양환경측정망","군산연안4_연안","1998-02-01 00:00:00","126.55","35.97916667","0","12","저층","30.91","1","3.5","1","","","10.54","1","8.18","2","16","2","13","1","131","1","","","160","2","2.72","2","13","2","",""
"해양환경측정망","군산연안4_연안","1998-05-01 00:00:00","126.55","35.97916667","0","0","표층","23.35","1","16.7","1","30.2","2","9.42857","1","8.24","2","21.7","2","29.76","1","453.04","1","2","2","722","2","0.87","2","246.54","2","",""
"해양환경측정망","군산연안4_연안","1998-05-01 00:00:00","126.55","35.97916667","0","15.6","저층","28.01","1","15.7","1","","","9.51429","1","8.19","2","11.48","2","22.63","1","112.56","1","","","264","2","1.89","2","140.14","2","",""
"해양환경측정망","군산연안4_연안","1998-08-01 00:00:00","126.55","35.97916667","0","0","표층","0.79","4","23.6","1","35.9","2","6.4","1","6.92","2","45","2","22","1","1226","1","0.2","2","1468","2","2.42","2","197","2","",""
"해양환경측정망","군산연안4_연안","1998-08-01 00:00:00","126.55","35.97916667","0","16","저층","23.81","1","26.4","1","","","6.17","1","7.7","2","22","2","34","1","681","1","","","922","2","0.83","2","219","2","",""
"해양환경측정망","군산연안4_연안","1998-11-01 00:00:00","126.55","35.97916667","0","0","표층","24.16","1","13.9","1","23.2","2","6.61","1","8.25","2","12","2","18","1","631","1","1.2","2","689","2","1.99","2","46","2","",""
"해양환경측정망","군산연안4_연안","1998-11-01 00:00:00","126.55","35.97916667","0","12","저층","28.3","1","14.8","1","","","7.67","1","8.25","2","9","2","20","1","411","1","","","472","2","1.82","2","52","2","",""
"해양환경측정망","군산연안5_연안","1998-02-01 00:00:00","126.5611111","36.01666667","0","0","표층","31.62","1","3.8","1","104.8","2","10.72","1","7.95","2","15","2","8","1","86","1","0.2","2","109","2","2.03","2","8","2","",""
"해양환경측정망","군산연안5_연안","1998-02-01 00:00:00","126.5611111","36.01666667","0","6.3","저층","31.83","1","3.9","1","","","10.46","1","7.95","2","14","2","32","1","46","1","","","68","2","2.69","2","8","2","",""
"해양환경측정망","군산연안5_연안","1998-05-01 00:00:00","126.5611111","36.01666667","0","0","표층","23.78","1","17.9","1","28.2","2","9.2","1","8.2","2","20.72","2","37.51","1","435.96","1","1.3","2","673","2","1.46","2","215.6","2","",""
"해양환경측정망","군산연안5_연안","1998-05-01 00:00:00","126.5611111","36.01666667","0","11.4","저층","28.67","1","15.7","1","","","9.38571","1","8.21","2","9.38","2","44.33","1","50.12","1","","","157","2","2.28","2","98.42","2","",""
"해양환경측정망","군산연안5_연안","1998-08-01 00:00:00","126.5611111","36.01666667","0","0","표층","0.87","4","23.8","1","47.8","2","6.03","1","6.94","2","45","2","17","1","1159","1","0.1","2","1476","2","1.73","2","272","2","",""
"해양환경측정망","군산연안5_연안","1998-08-01 00:00:00","126.5611111","36.01666667","0","10.7","저층","21.15","1","26.3","1","","","6.2","1","7.91","2","16","2","26","1","313","1","","","450","2","2.24","2","121","2","",""
"해양환경측정망","군산연안5_연안","1998-11-01 00:00:00","126.5611111","36.01666667","0","0","표층","26.03","1","14.1","1","6.8","2","7.17","1","8.25","2","9","2","17","1","384","1","1.5","2","433","2","1.63","2","40","2","",""
"해양환경측정망","군산연안5_연안","1998-11-01 00:00:00","126.5611111","36.01666667","0","11","저층","29","1","14.9","1","","","7.77","1","8.29","2","6","2","19","1","289","1","","","343","2","1.25","2","48","2","",""
"해양환경측정망","군산연안6_연안","1998-02-01 00:00:00","126.5088889","36.05833333","0","0","표층","32","1","3.9","1","136.2","2","11.03","1","8.25","2","16","2","11","1","44","1","0.2","2","74","2","1.74","2","14","2","",""
"해양환경측정망","군산연안6_연안","1998-02-01 00:00:00","126.5088889","36.05833333","0","9.5","저층","31.93","1","3.9","1","","","10.94","1","8.25","2","12","2","15","1","58","1","","","84","2","2.42","2","14","2","",""
"해양환경측정망","군산연안6_연안","1998-05-01 00:00:00","126.5088889","36.05833333","0","0","표층","26.25","1","17.2","1","26.5","2","9.37143","1","8.2","2","13.02","2","23.56","1","274.4","1","3","2","452","2","0.9","2","164.64","2","",""
"해양환경측정망","군산연안6_연안","1998-05-01 00:00:00","126.5088889","36.05833333","0","15.1","저층","29.23","1","15","1","","","9.52857","1","8.23","2","8.96","2","17.98","1","64.96","1","","","123","2","1.25","2","49","2","",""
"해양환경측정망","군산연안6_연안","1998-08-01 00:00:00","126.5088889","36.05833333","0","0","표층","6.95","1","24.1","1","47.6","2","6.46","1","7.38","2","34","2","9","1","1189","1","0.1","2","1430","2","1.88","2","207","2","",""
"해양환경측정망","군산연안6_연안","1998-08-01 00:00:00","126.5088889","36.05833333","0","13.7","저층","29.73","1","26.5","1","","","6.24","1","7.96","2","12","2","12","1","167","1","","","232","2","1.33","2","53","2","",""
"해양환경측정망","군산연안6_연안","1998-11-01 00:00:00","126.5088889","36.05833333","0","0","표층","26.82","1","14.3","1","20","2","6.99","1","8.24","2","10","2","17","1","514","1","1.5","2","567","2","1.99","2","43","2","",""
"해양환경측정망","군산연안6_연안","1998-11-01 00:00:00","126.5088889","36.05833333","0","14","저층","30.06","1","14.9","1","","","7.81","1","8.26","2","5","2","16","1","164","1","","","208","2","1.53","2","39","2","",""
"해양환경측정망","군산연안7_연안","1998-02-01 00:00:00","126.4888889","36.11666667","0","0","표층","32.31","1","4.3","1","26.1","2","11.16","1","8.25","2","17","2","21","1","39","1","0.5","2","77","2","2","2","21","2","",""
"해양환경측정망","군산연안7_연안","1998-02-01 00:00:00","126.4888889","36.11666667","0","10.6","저층","32.42","1","4.3","1","","","11.12","1","8.25","2","12","2","21","1","7","1","","","31","2","2.75","2","12","2","",""
"해양환경측정망","군산연안7_연안","1998-05-01 00:00:00","126.4888889","36.11666667","0","0","표층","27.31","1","17.8","1","28.2","2","9.3","1","8.26","2","9.66","2","21.39","1","179.48","1","3","2","243","2","0.61","2","54.32","2","",""
"해양환경측정망","군산연안7_연안","1998-05-01 00:00:00","126.4888889","36.11666667","0","16.5","저층","29.85","1","16.6","1","","","9.18571","1","8.31","2","0","2","38.75","1","38.64","1","","","87","2","0.93","2","47.6","2","",""
"해양환경측정망","군산연안7_연안","1998-08-01 00:00:00","126.4888889","36.11666667","0","0","표층","12.57","1","25.1","1","11.9","2","7.81","1","7.47","2","31","2","16","1","964","1","1","2","1278","2","1.66","2","283","2","",""
"해양환경측정망","군산연안7_연안","1998-08-01 00:00:00","126.4888889","36.11666667","0","13.9","저층","29.51","1","26.3","1","","","5.54","1","7.97","2","10","2","31","1","209","1","","","362","2","1.22","2","143","2","",""
"해양환경측정망","군산연안7_연안","1998-11-01 00:00:00","126.4888889","36.11666667","0","0","표층","30.16","1","14.7","1","13.2","2","7.07","1","8.31","2","6","2","16","1","234","1","1.2","2","279","2","1.23","2","39","2","",""
"해양환경측정망","군산연안7_연안","1998-11-01 00:00:00","126.4888889","36.11666667","0","14","저층","30.38","1","14.9","1","","","8.17","1","8.29","2","0","2","15","1","167","1","","","202","2","1.88","2","35","2","",""
"해양환경측정망","군산연안8_연안","1998-02-01 00:00:00","126.5","35.97916667","0","0","표층","32.67","1","4.2","1","45","2","10.69","1","8.24","2","14","2","21","1","22","1","0.7","2","51","2","1.5","2","15","2","",""
"해양환경측정망","군산연안8_연안","1998-02-01 00:00:00","126.5","35.97916667","0","13.2","저층","32.8","1","4.2","1","","","11.66","1","8.24","2","11","2","14","1","0","1","","","23","2","2.51","2","12","2","",""
"해양환경측정망","군산연안8_연안","1998-05-01 00:00:00","126.5","35.97916667","0","0","표층","28.19","1","16.9","1","27.7","2","9.28571","1","8.28","2","6.16","2","26.97","1","3.5","1","3.7","2","46","2","0.87","2","35.98","2","",""
"해양환경측정망","군산연안8_연안","1998-05-01 00:00:00","126.5","35.97916667","0","15.6","저층","29.85","1","15.5","1","","","9.54286","1","8.3","2","6.58","2","17.05","1","37.38","1","","","89","2","1.04","2","44.52","2","",""
"해양환경측정망","군산연안8_연안","1998-08-01 00:00:00","126.5","35.97916667","0","0","표층","11.36","1","25.2","1","12.4","2","7.09","1","7.45","2","32","2","24","1","999","1","1","2","1301","2","2.02","2","270","2","",""
"해양환경측정망","군산연안8_연안","1998-08-01 00:00:00","126.5","35.97916667","0","14.1","저층","30.21","1","26.3","1","","","6.99","1","8","2","15","2","22","1","351","1","","","515","2","2.02","2","149","2","",""
"해양환경측정망","군산연안8_연안","1998-11-01 00:00:00","126.5","35.97916667","0","0","표층","29.31","1","13.9","1","30.4","2","7.97","1","8.29","2","5","2","14","1","151","1","1.3","2","188","2","1.32","2","32","2","",""
"해양환경측정망","군산연안8_연안","1998-11-01 00:00:00","126.5","35.97916667","0","13","저층","30.73","1","14.9","1","","","7.6","1","8.3","2","3","2","15","1","73","1","","","110","2","1.54","2","34","2","",""
"해양환경측정망","군산연안9_연안","1998-02-01 00:00:00","126.45","35.97916667","0","0","표층","32.38","1","3.8","1","52.6","2","12.56","1","8.26","2","17","2","19","1","55","1","0.4","2","89","2","1.5","2","17","2","",""
"해양환경측정망","군산연안9_연안","1998-02-01 00:00:00","126.45","35.97916667","0","12.5","저층","32.31","1","3.8","1","","","9.84","1","8.26","2","14","2","18","1","27","1","","","58","2","2.8","2","17","2","",""
"해양환경측정망","군산연안9_연안","1998-05-01 00:00:00","126.45","35.97916667","0","0","표층","26.72","1","16.1","1","24.2","2","9.7","1","8.29","2","11.34","2","57.04","1","222.6","1","3.5","2","339","2","1","2","105","2","",""
"해양환경측정망","군산연안9_연안","1998-05-01 00:00:00","126.45","35.97916667","0","18.6","저층","29.92","1","14.9","1","","","9.3","1","8.28","2","8.12","2","24.49","1","29.4","1","","","88","2","1.97","2","50.96","2","",""
"해양환경측정망","군산연안9_연안","1998-08-01 00:00:00","126.45","35.97916667","0","0","표층","13.59","1","26.1","1","30.4","2","5.77","1","7.3","2","31","2","12","1","1030","1","0.5","2","1324","2","1.3","2","263","2","",""
"해양환경측정망","군산연안9_연안","1998-08-01 00:00:00","126.45","35.97916667","0","13.4","저층","30.41","1","26.5","1","","","6.43","1","8.02","2","7","2","13","1","64","1","","","152","2","1.36","2","81","2","",""
"해양환경측정망","군산연안9_연안","1998-11-01 00:00:00","126.45","35.97916667","0","0","표층","31.23","1","15.2","1","6.4","2","7.94","1","8.29","2","4","2","17","1","176","1","1.2","2","223","2","0.98","2","43","2","",""
"해양환경측정망","군산연안9_연안","1998-11-01 00:00:00","126.45","35.97916667","0","13","저층","31.48","1","15.4","1","","","7.47","1","8.31","2","5","2","16","1","112","1","","","154","2","1.15","2","37","2","",""
"해양환경측정망","기장연안1_연안","1998-02-01 00:00:00","129.2802778","35.28333333","0","0","표층","34.27","1","13.1","1","1.6","2","7.45","1","7.95","2","6","2","84","1","130","1","2.9","2","166","2","1.51","2","30","2","",""
"해양환경측정망","기장연안1_연안","1998-02-01 00:00:00","129.2802778","35.28333333","0","28","저층","34.03","1","12.3","1","","","7.29","1","7.92","2","5","2","109","4","83","1","","","120","2","1.47","2","32","2","",""
"해양환경측정망","기장연안1_연안","1998-05-01 00:00:00","129.2802778","35.28333333","0","0","표층","33.85","1","16.25","1","3.8","2","9.63265","1","8.19","2","4","2","7","1","52","1","4","2","122","2","1.7","2","66","2","",""
"해양환경측정망","기장연안1_연안","1998-05-01 00:00:00","129.2802778","35.28333333","0","28.5","저층","34.31","1","14.72","1","","","8","1","8.15","2","3","2","5","1","195","1","","","283","2","1.02","2","85","2","",""
"해양환경측정망","기장연안1_연안","1998-08-01 00:00:00","129.2802778","35.28333333","0","0","표층","33.1615","1","20.4","1","2.2","2","7.42","1","8.246","2","5","2","73","1","235","1","4","2","326","2","1.18","2","86","2","",""
"해양환경측정망","기장연안1_연안","1998-08-01 00:00:00","129.2802778","35.28333333","0","26","저층","33.1506","1","19.4","1","","","6.48","1","8.224","2","8","2","53","1","416","1","","","1073","2","0.81","2","649","2","",""
"해양환경측정망","기장연안1_연안","1998-11-01 00:00:00","129.2802778","35.28333333","0","0","표층","31.18","1","18.36","1","1.4","2","7.28","1","8.131","2","6","2","3","1","46","1","4","2","82","2","0.82","2","30","2","",""
"해양환경측정망","기장연안1_연안","1998-11-01 00:00:00","129.2802778","35.28333333","0","29","저층","32.15","1","18.84","1","","","8.9","1","8.136","2","21","2","8","1","45","1","","","99","2","1.35","2","33","2","",""
"해양환경측정망","기장연안2_연안","1998-02-01 00:00:00","129.2166667","35.16666667","0","0","표층","34.15","1","13","1","5.2","2","7.47","1","8.07","2","2","2","189","4","41","1","2.2","2","110","2","1.96","2","67","2","",""
"해양환경측정망","기장연안2_연안","1998-02-01 00:00:00","129.2166667","35.16666667","0","14.1","저층","34.2","1","12.7","1","","","7.34","1","8.06","2","7","2","82","1","171","1","","","224","2","1.92","2","46","2","",""
"해양환경측정망","기장연안2_연안","1998-05-01 00:00:00","129.2166667","35.16666667","0","0","표층","33.98","1","15.6","1","3.4","2","8.28571","1","8.23","2","5","2","18","1","60","1","2","2","68","2","1.54","2","3","2","",""
"해양환경측정망","기장연안2_연안","1998-05-01 00:00:00","129.2166667","35.16666667","0","15","저층","34.19","1","15.21","1","","","8","1","8.25","2","4","2","8","1","52","1","","","123","2","1.44","2","67","2","",""
"해양환경측정망","기장연안2_연안","1998-08-01 00:00:00","129.2166667","35.16666667","0","0","표층","32.3153","1","21.3","1","2.2","2","7.3","1","8.273","2","5","2","14","1","643","4","3.5","2","724","2","0.96","2","76","2","",""
"해양환경측정망","기장연안2_연안","1998-08-01 00:00:00","129.2166667","35.16666667","0","19","저층","32.8229","1","19","1","","","6.16","1","8.214","2","10","2","28","1","147","1","","","547","2","0.8","2","390","2","",""
"해양환경측정망","기장연안2_연안","1998-11-01 00:00:00","129.2166667","35.16666667","0","0","표층","32.13","1","18.45","1","2","2","7.6","1","8.218","2","5","2","13","1","56","1","3.5","2","123","2","1.32","2","62","2","",""
"해양환경측정망","기장연안2_연안","1998-11-01 00:00:00","129.2166667","35.16666667","0","45","저층","32.42","1","13.85","1","","","7.11","1","8.09","2","5","2","13","1","87","1","","","116","2","1.45","2","24","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-02-01 00:00:00","128.92722","35.01278","0","0","표층","33.28","1","10.4","1","4.6","2","8.42","1","7.56","2","10","2","18","1","200","1","3","2","242","2","1.35","2","32","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-02-01 00:00:00","128.92722","35.01278","0","23","저층","33.83","1","8.2","1","","","8.42","1","7.4","2","8","2","34","1","97","1","","","133","2","2.28","2","28","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-05-01 00:00:00","128.92722","35.01278","0","0","표층","32.44","1","16.14","1","3.6","2","9.02041","1","8.34","2","8","2","7","1","143","1","3.5","2","182","2","1.6","2","31","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-05-01 00:00:00","128.92722","35.01278","0","21","저층","33.04","1","16.12","1","","","8.65306","1","8.25","2","4","2","29","1","103","1","","","185","2","1.66","2","78","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-08-01 00:00:00","128.92722","35.01278","0","0","표층","22.58","4","26.5","1","6.8","2","7.26","1","8.54","2","13","2","37","1","186","1","3.5","2","393","2","2.25","2","194","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-08-01 00:00:00","128.92722","35.01278","0","26","저층","30.1186","1","24.8","1","","","8.05","1","8.498","2","6","2","73","1","201","1","","","298","2","0.97","2","91","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-11-01 00:00:00","128.92722","35.01278","0","0","표층","30.4","1","18.5","1","5.6","2","7.81","1","8.136","2","6","2","9","1","97","1","3.5","2","169","2","1.88","2","66","2","",""
"해양환경측정망","낙동강하구1_환경관리","1998-11-01 00:00:00","128.92722","35.01278","0","24","저층","31.46","1","18.64","1","","","7.2","1","8.143","2","6","2","70","1","43","1","","","113","2","2.86","2","64","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-02-01 00:00:00","128.96667","34.97639","0","0","표층","34.01","1","12.5","1","6.4","2","7.56","1","7.85","2","8","2","46","1","63","1","2.8","2","104","2","1.63","2","33","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-02-01 00:00:00","128.96667","34.97639","0","42.6","저층","34.34","1","11.8","1","","","7.26","1","7.63","2","7","2","59","1","147","1","","","180","2","1.59","2","26","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-05-01 00:00:00","128.96667","34.97639","0","0","표층","31.69","1","16.65","1","1.8","2","9.26531","1","8.29","2","8","2","8","1","188","1","3","2","208","2","1.07","2","12","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-05-01 00:00:00","128.96667","34.97639","0","41.5","저층","33.64","1","16.11","1","","","8","1","8.16","2","5","2","5","1","65","1","","","128","2","1.14","2","58","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-08-01 00:00:00","128.96667","34.97639","0","0","표층","28.9243","1","23.44","1","6.4","2","7.85","1","8.576","2","9","2","9","1","220","1","4","2","395","2","1.71","2","166","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-08-01 00:00:00","128.96667","34.97639","0","40","저층","30.2262","1","15.38","1","","","6.91","1","8.355","2","2","2","171","4","237","1","","","289","2","1.23","2","50","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-11-01 00:00:00","128.96667","34.97639","0","0","표층","32.21","1","19.11","1","1.2","2","7.64","1","8.117","2","5","2","12","1","40","1","4","2","96","2","1.87","2","51","2","",""
"해양환경측정망","낙동강하구2_환경관리","1998-11-01 00:00:00","128.96667","34.97639","0","40","저층","32.71","1","14.61","1","","","6.83","1","8.246","2","5","2","15","1","59","1","","","98","2","1.67","2","34","2","",""
"해양환경측정망","남해도남안1_연안","1998-02-01 00:00:00","127.8844444","34.53805556","0","0","표층","33.61","1","9.1","1","7.6","2","9.94","1","8.11","2","8","2","18","1","66","1","4.3","2","86","2","1.41","2","12","2","",""
"해양환경측정망","남해도남안1_연안","1998-02-01 00:00:00","127.8844444","34.53805556","0","22","저층","33.58","1","9","1","","","10.04","1","8.14","2","7","2","17","1","64","1","","","87","2","1.31","2","16","2","",""
"해양환경측정망","남해도남안1_연안","1998-05-01 00:00:00","127.8844444","34.53805556","0","0","표층","31.0634","1","17.43","1","23.4","2","7.28","1","8.05","2","13.3304","2","14.5212","1","13.1589","1","2.8","2","47","2","1.45629","2","20.57","2","",""
"해양환경측정망","남해도남안1_연안","1998-05-01 00:00:00","127.8844444","34.53805556","0","22","저층","32.3798","1","19.48","1","","","9.77143","1","8.03","2","17.3356","2","12.4993","1","10.6716","1","","","43","2","1.26425","2","15.0894","2","",""
"해양환경측정망","남해도남안1_연안","1998-08-01 00:00:00","127.8844444","34.53805556","0","0","표층","28.15","1","27.2","1","2.4","2","6.3","1","8.12","2","1","2","16","1","8","1","7","2","71","2","2.21","2","62","2","",""
"해양환경측정망","남해도남안1_연안","1998-08-01 00:00:00","127.8844444","34.53805556","0","24","저층","31.33","1","25.5","1","","","5.47","1","7.97","2","2","2","5","1","9","1","","","51","2","2.08","2","40","2","",""
"해양환경측정망","남해도남안1_연안","1998-11-01 00:00:00","127.8844444","34.53805556","0","0","표층","32.27","1","14.4","1","4.8","2","5.83","1","8.18","2","7.40218","2","27.6901","1","76.5922","1","2.8","2","95","2","2.0004","2","11.4346","2","",""
"해양환경측정망","남해도남안1_연안","1998-11-01 00:00:00","127.8844444","34.53805556","0","26","저층","32.37","1","14.5","1","","","7.58571","1","8.13","2","7.05479","2","26.2901","1","85.2627","1","","","104","2","0.608122","2","12.1448","2","",""
"해양환경측정망","남해도남안2_연안","1998-02-01 00:00:00","127.9327778","34.63777778","0","0","표층","33.69","1","9.6","1","12.1","2","12.24","1","8.15","2","6","2","16","1","54","1","4","2","71","2","1.18","2","11","2","",""
"해양환경측정망","남해도남안2_연안","1998-02-01 00:00:00","127.9327778","34.63777778","0","22","저층","33.7","1","9.6","1","","","10.06","1","8.16","2","7","2","9","1","39","1","","","55","2","2.59","2","9","2","",""
"해양환경측정망","남해도남안2_연안","1998-05-01 00:00:00","127.9327778","34.63777778","0","0","표층","32.7647","1","15.81","1","17","2","10.9714","1","8.09","2","12.0462","2","11.5802","1","8.32261","1","6","2","44","2","1.18424","2","23.9865","2","",""
