station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L]
주문진연안2_연안,2011-11-01,128.8466667,37.88777778,11.0,208.887,33.4305,16.1145,0.4088,4.2,7.351,8.21,200.662,3.073,8.1065,36.092,,42.231,0.565707,3.066,11.2065,1,
주문진연안3_연안,2011-03-05,128.8522222,37.89416667,26.0,100.141,33.85,4.1,5.597,2.8,10.8112,8.18,213.304,1.848,8.246,10.486,,19.684,0.722923,7.35,11.718,1,
주문진연안3_연안,2011-05-02,128.8522222,37.89416667,29.0,173.435,34.41,10.56,1.0758,4.2,8.31458,8.19,209.415,2.21123,18.8808,74.0559,,95.482,1.10667,19.2149,25.8943,1,
주문진연안3_연안,2011-08-04,128.8522222,37.89416667,26.0,226.856,33.316,15.607,1.566,1.8,10.8112,8.18,513.38,0.35,0.6975,3.99,,15.995,0.549531,11.655,8.029,1,
주문진연안3_연안,2011-11-01,128.8522222,37.89416667,22.0,316.526,33.4268,15.9913,1.1048,4.6,7.68586,8.23,201.054,2.765,6.1225,31.514,,44.541,0.629749,10.262,21.731,1,
주문진연안4_연안,2011-03-05,128.8525,37.91888889,37.0,124.363,33.86,3.42,3.103,1.4,10.3647,8.15,291.508,2.772,11.718,28.7,,43.064,0.643915,11.592,11.811,1,
주문진연안4_연안,2011-05-02,128.8525,37.91888889,37.0,291.612,34.1,5.62,0.232,5.6,8.53098,8.13,159.367,2.07128,15.4816,31.7792,,61.8081,1.10667,27.9576,53.0894,1,
주문진연안4_연안,2011-08-04,128.8525,37.91888889,36.0,220.864,33.6532,12.3449,0.464,2.8,10.3647,8.15,594.454,0.469,1.457,8.519,,27.16,0.405196,18.172,11.718,1,
주문진연안4_연안,2011-11-01,128.8525,37.91888889,34.0,321.468,34.1408,6.7799,0.2348,4.2,7.12776,8.13,432.726,4.9,16.7555,140.777,,153.685,0.389591,8.008,22.351,1,
주문진연안5_연안,2011-03-04,128.8741667,37.86111111,24.0,60.9725,33.71,3.94,3.5642,2.8,11.3055,8.26,175.336,0.252,7.626,0.686,,20.58,0.959947,19.642,14.167,1,
주문진연안5_연안,2011-05-03,128.8741667,37.86111111,24.0,205.903,34.29,10.59,1.1048,5.6,8.78612,8.19,164.842,2.07128,16.285,28.6894,,46.1111,0.826667,15.3504,32.3059,1,
주문진연안5_연안,2011-08-04,128.8741667,37.86111111,24.0,175.49,33.3539,15.76,1.131,4.6,11.3055,8.26,489.65,0.203,0.31,2.415,,12.845,0.62956,10.227,13.888,1,
주문진연안5_연안,2011-11-02,128.8741667,37.86111111,23.0,207.417,33.6283,15.7154,0.899,3.6,7.74964,8.22,203.994,4.536,6.975,39.501,,58.541,0.629749,14.504,11.2995,1,
주문진연안H1_항만,2011-02-05,128.8313889,37.89055556,6.0,344.7,33.43,3.94,0.64,3.8,9.39,8.11,325.5,4.4,23.9,114.7,,181.0,0.78,61.9,29.9,1,
주문진연안H1_항만,2011-03-04,128.8313889,37.89055556,6.0,214.898,33.43,3.94,2.668,4.8,10.3807,8.17,204.316,2.352,14.074,15.582,,83.874,1.434,65.94,28.489,1,
주문진연안H1_항만,2011-08-03,128.8313889,37.89055556,7.0,422.611,31.9386,18.403,3.335,3.0,6.36236,8.03,940.282,5.817,14.9575,110.334,,204.484,1.79672,88.333,26.939,1,
죽변연안3_연안,2011-02-24,129.4313889,36.97472222,34.0,242.066,34.06,6.98,0.4088,3.4,8.75422,8.09,402.192,2.954,19.871,77.434,,120.4,0.540938,40.012,40.517,1,
죽변연안3_연안,2011-05-04,129.4313889,36.97472222,31.0,220.218,34.43,12.39,0.87,6.6,9.04125,8.23,91.6075,1.4118,4.89471,7.94638,,20.9443,0.253333,11.5861,20.9384,1,
죽변연안3_연안,2011-08-06,129.4313889,36.97472222,34.0,192.094,33.3415,16.4623,0.667,2.4,8.75422,8.09,56.868,0.399,0.1395,2.695,,17.388,0.911691,14.294,7.626,1,
죽변연안3_연안,2011-11-03,129.4313889,36.97472222,37.0,223.349,34.1893,13.8868,0.4378,2.8,6.87262,8.08,533.624,2.387,12.0435,151.165,,203.294,0.448296,49.742,17.856,1,
죽변연안H1_항만,2011-02-12,129.4230556,37.05638889,7.0,282.4,34.01,9.88,0.87,4.0,8.88,8.2,260.6,3.3,15.2,92.9,,145.8,0.68,49.6,23.2,1,
죽변연안H1_항만,2011-02-24,129.4230556,37.05638889,7.0,303.038,34.01,9.88,0.4322,3.0,8.65855,8.1,400.456,4.732,23.405,68.096,,148.554,0.418922,75.726,30.535,1,
죽변연안H1_항만,2011-08-06,129.4230556,37.05638889,7.0,218.372,33.3428,17.7788,3.799,3.8,8.45125,8.2,476.112,0.455,0.3565,12.726,,26.579,0.911691,13.398,10.323,1,
표선연안1_연안,2011-02-22,126.7675,33.28083333,74.0,257.408,34.5031,15.0264,1.2152,1.9,8.69843,8.10485,252.224,3.99,10.633,34.678,,66.598,0.118956,27.93,29.233,1,
표선연안1_연안,2011-05-17,126.7675,33.28083333,45.0,259.101,34.1515,14.7696,0.0,2.6,8.42,8.36462,177.269,3.59736,8.86309,25.4774,,45.4799,0.341483,16.4051,24.3456,1,
표선연안1_연안,2011-08-10,126.7675,33.28083333,41.6,237.678,32.2,21.17,1.0122,3.4,6.93747,8.12,607.278,3.745,7.1455,77.658,,108.297,0.880053,26.894,9.393,1,
표선연안1_연안,2011-11-03,126.7675,33.28083333,28.0,138.334,34.2224,21.6983,1.6502,2.4,7.25736,8.31,149.744,1.834,3.937,18.235,,37.261,0.671974,17.192,8.3855,1,
가막만2_환경관리,2012-02-22,127.68833,34.68917,8.0,143.4,34.02,5.28,6.34,12.6,11.46,8.16,25.4,0.5,1.2,1.8,,20.6,1.65,18.4,19.7,1,
가막만2_환경관리,2012-05-11,127.68833,34.68917,7.0,205.9,33.21,17.3,4.0,18.6,9.15,8.36,2.9,0.1,0.9,0.1,,0.2,1.58,0.0,23.2,1,
가막만2_환경관리,2012-08-09,127.68833,34.68917,7.0,193.6,32.16,26.62,4.23,16.0,7.55,8.22,241.0,1.5,4.7,2.5,,8.8,2.02,4.9,32.8,1,
가막만2_환경관리,2012-11-08,127.68833,34.68917,7.2,212.8,31.45,31.33,5.7,8.5,7.95,8.23,244.9,1.7,3.5,5.8,,15.1,1.06,7.7,23.8,1,
가막만4_환경관리,2012-02-23,127.66111,34.7325,8.0,160.1,33.69,3.99,1.24,3.9,10.97,8.12,28.0,0.6,4.1,6.6,,20.2,1.45,13.0,12.6,1,
가막만4_환경관리,2012-05-11,127.66111,34.7325,10.0,365.1,33.19,17.0,6.47,27.4,4.84,8.07,497.0,0.4,27.4,0.8,,109.3,1.74,108.2,56.3,1,
가막만4_환경관리,2012-08-09,127.66111,34.7325,11.0,215.4,32.1,25.35,6.15,6.8,5.53,8.06,299.4,1.9,17.8,0.8,,26.3,1.36,23.6,36.0,1,
가막만4_환경관리,2012-11-08,127.66111,34.7325,10.0,202.9,31.2,31.19,7.56,3.3,8.45,8.26,175.2,0.5,1.2,3.2,,10.7,1.06,7.1,24.0,1,
가막만5_환경관리,2012-02-23,127.64417,34.6975,9.0,147.3,33.89,4.81,2.0,9.0,11.78,8.12,27.1,0.4,1.4,5.3,,6.6,1.72,0.8,16.5,1,
가막만5_환경관리,2012-05-11,127.64417,34.6975,9.0,216.5,32.86,18.1,3.54,24.2,8.69,8.36,26.9,0.0,0.9,0.1,,4.0,1.48,3.8,23.0,1,
가막만5_환경관리,2012-08-09,127.64417,34.6975,10.0,197.8,31.83,25.92,3.42,9.6,6.3,8.22,298.1,1.1,9.2,2.7,,16.8,1.5,13.0,26.9,1,
가막만5_환경관리,2012-11-08,127.64417,34.6975,9.5,193.0,31.82,31.2,5.3,4.3,8.62,8.25,118.9,0.5,1.9,3.8,,9.2,1.85,4.9,21.7,1,
강구연안1_연안,2012-02-13,129.4205556,36.38055556,61.0,275.3,34.37,9.94,0.87,2.2,9.31,8.19,267.3,4.3,14.2,84.0,,91.3,0.7,3.0,19.4,1,
강구연안1_연안,2012-05-08,129.4205556,36.38055556,60.0,350.8,34.16,6.71,0.67,3.6,7.29,7.95,321.9,4.0,31.0,157.0,,186.2,0.4,25.2,33.2,1,
강구연안1_연안,2012-08-11,129.4205556,36.38055556,63.0,316.5,34.15,6.91,0.82,4.4,7.13,7.94,69.1,1.2,27.5,17.4,,24.3,0.42,5.7,32.3,1,
강구연안1_연안,2012-11-23,129.4205556,36.38055556,62.0,238.3,33.85,12.98,0.67,3.2,7.22,8.03,312.6,6.4,17.2,105.2,,119.5,0.09,7.9,17.9,1,
강릉연안4_연안,2012-02-10,128.9316667,37.80638889,25.0,166.5,34.21,6.72,0.67,2.0,9.28,8.24,243.1,3.1,12.2,73.4,,82.4,0.58,5.9,24.2,1,
강릉연안4_연안,2012-05-07,128.9316667,37.80638889,24.0,130.8,34.12,10.45,1.54,5.2,9.01,8.16,16.5,0.2,5.3,8.1,,13.5,0.61,5.3,15.8,1,
강릉연안4_연안,2012-08-08,128.9316667,37.80638889,24.0,129.9,33.93,19.54,0.41,5.0,7.56,8.14,82.1,0.8,1.1,11.8,,17.1,0.48,4.5,15.4,1,
강릉연안4_연안,2012-11-21,128.9316667,37.80638889,24.0,141.9,33.3,12.42,1.59,3.6,8.26,8.14,109.7,1.6,1.0,27.5,,35.0,0.57,5.9,10.8,1,
거제도남안4_연안,2012-02-23,128.6427778,34.67388889,84.0,141.1,34.43,11.8,1.28,2.4,9.42,7.92,167.4,4.5,10.5,50.6,,69.4,1.22,14.3,14.0,1,
거제도남안4_연안,2012-05-07,128.6427778,34.67388889,85.0,222.6,34.23,14.03,0.41,6.3,8.19,8.25,17.6,0.0,1.3,0.4,,23.3,0.05,22.9,16.3,1,
거제도남안4_연안,2012-08-07,128.6427778,34.67388889,80.0,154.3,32.68,22.88,1.65,57.8,6.8,8.16,237.0,3.3,9.7,34.1,,46.6,1.04,9.2,20.2,1,
고창연안1_연안,2012-02-28,126.4605556,35.5725,7.0,267.6,32.11,3.15,9.17,2.6,13.12,8.21,172.7,2.7,5.3,43.0,,65.1,1.38,19.3,23.4,1,
고창연안1_연안,2012-05-08,126.4605556,35.5725,5.6,287.1,31.49,15.41,2.4,59.2,8.53,8.14,76.4,1.0,1.0,5.8,,6.9,1.97,0.1,63.6,1,
고창연안1_연안,2012-08-23,126.4605556,35.5725,9.0,348.5,29.62,27.5,9.11,22.0,5.78,8.13,339.9,2.7,27.6,13.1,,127.8,2.06,112.1,57.1,1,
고창연안1_연안,2012-11-09,126.4605556,35.5725,9.1,278.8,30.66,14.06,3.29,18.0,8.28,8.17,497.1,5.5,21.8,44.0,,123.1,1.26,73.5,46.3,1,
구룡포연안1_연안,2012-02-14,129.5638889,35.98305556,20.0,188.1,34.38,10.96,1.31,3.0,8.53,8.21,246.5,5.4,14.4,57.6,,63.8,0.43,0.8,14.6,1,
구룡포연안1_연안,2012-05-09,129.5638889,35.98305556,22.0,186.2,34.21,15.16,2.9,5.2,8.66,8.15,12.3,0.8,1.3,5.3,,13.0,0.86,6.8,15.9,1,
구룡포연안1_연안,2012-08-12,129.5638889,35.98305556,20.0,146.2,33.44,17.6,5.17,4.6,6.9,8.13,51.2,1.1,2.4,10.4,,12.4,0.64,0.8,18.6,1,
구룡포연안1_연안,2012-11-25,129.5638889,35.98305556,21.0,204.1,33.4,13.97,0.62,2.8,7.64,8.04,286.4,7.0,14.2,89.2,,107.7,0.33,11.5,16.5,1,
구룡포연안2_연안,2012-02-14,129.5880556,35.99777778,35.0,201.7,34.39,10.74,1.07,1.4,8.58,8.19,278.3,6.2,16.1,65.4,,72.4,0.52,0.9,16.3,1,
구룡포연안2_연안,2012-05-09,129.5880556,35.99777778,37.0,241.2,34.24,11.86,0.67,3.2,7.89,8.08,107.1,8.5,11.5,45.1,,67.5,0.83,13.9,16.9,1,
구룡포연안2_연안,2012-08-12,129.5880556,35.99777778,28.0,261.5,33.9,14.31,2.15,3.6,6.94,8.02,78.8,1.1,2.1,10.4,,12.5,0.34,1.0,30.1,1,
구룡포연안2_연안,2012-11-25,129.5880556,35.99777778,36.0,209.4,33.38,13.81,0.64,1.6,7.75,8.04,272.8,6.7,13.5,84.3,,103.4,0.17,12.3,16.5,1,
구룡포연안H1_항만,2012-08-12,129.5563889,35.98555556,6.0,180.7,32.25,27.79,4.0,2.2,7.05,8.19,54.3,1.5,1.4,15.3,,19.4,1.65,2.6,16.2,1,
대정연안1_연안,2012-03-07,126.2516667,33.2025,21.0,129.4,34.48,14.71,0.67,5.4,8.56,8.22,157.9,2.5,8.0,51.0,,58.2,0.97,4.8,9.9,1,
대정연안1_연안,2012-05-24,126.2516667,33.2025,20.0,196.4,34.16,16.01,0.41,31.7,7.43,8.02,8.7,0.0,0.7,0.2,,3.3,0.28,3.1,15.2,1,
대정연안1_연안,2012-08-21,126.2516667,33.2025,21.0,159.7,32.48,19.7,0.84,4.8,6.69,7.84,276.1,2.7,11.8,63.9,,127.9,0.69,61.3,18.2,1,
대정연안1_연안,2012-11-30,126.2516667,33.2025,22.0,182.1,34.08,18.47,1.69,21.3,7.37,8.24,224.0,7.3,8.8,63.7,,76.5,0.59,5.5,12.3,1,
대정연안2_연안,2012-03-07,126.3275,33.22,25.0,127.3,34.47,14.86,0.87,2.2,8.1,8.22,156.1,2.4,7.8,49.2,,57.2,0.85,5.6,10.9,1,
대정연안2_연안,2012-05-24,126.3275,33.22,24.0,120.5,33.87,18.05,0.64,31.9,7.8,8.04,6.2,0.0,0.3,0.2,,4.3,0.29,4.0,10.6,1,
대정연안2_연안,2012-08-21,126.3275,33.22,24.0,179.3,32.58,19.91,2.86,7.0,7.05,8.07,232.2,3.8,6.2,35.9,,44.2,0.82,4.5,18.5,1,
대정연안2_연안,2012-11-30,126.3275,33.22,25.0,146.0,34.01,18.17,1.06,32.7,7.39,8.24,199.1,7.9,6.9,51.8,,64.1,0.62,4.3,9.3,1,
동해연안1_연안,2012-02-11,129.135,37.53555556,22.0,174.5,34.26,9.0,0.67,4.0,8.95,8.22,251.2,2.6,11.4,81.6,,95.8,0.69,11.6,13.7,1,
동해연안1_연안,2012-05-08,129.135,37.53555556,18.0,166.0,34.28,13.89,2.2,4.2,9.38,8.22,30.2,0.1,2.1,15.1,,23.1,1.12,7.9,14.5,1,
동해연안1_연안,2012-08-08,129.135,37.53555556,23.0,129.1,33.23,20.76,0.81,3.2,7.53,8.17,12.3,1.4,2.1,11.7,,14.9,1.26,1.9,14.9,1,
동해연안1_연안,2012-11-21,129.135,37.53555556,19.0,155.5,33.44,13.23,1.13,1.6,8.12,8.14,123.3,2.3,1.5,39.7,,47.5,0.47,5.4,13.2,1,
동해연안2_연안,2012-02-11,129.1547222,37.50305556,28.0,200.6,34.21,8.62,0.87,1.2,8.75,8.21,263.0,2.7,14.9,83.2,,92.9,0.51,7.0,14.9,1,
동해연안2_연안,2012-05-08,129.1547222,37.50305556,30.0,192.6,34.25,13.63,2.9,4.2,9.07,8.22,7.9,0.2,3.0,3.7,,10.7,1.25,6.8,20.3,1,
동해연안2_연안,2012-08-08,129.1547222,37.50305556,27.0,129.6,33.94,19.16,1.68,4.4,7.67,8.14,12.7,1.8,2.2,10.1,,14.2,1.04,2.3,15.2,1,
동해연안2_연안,2012-11-21,129.1547222,37.50305556,29.0,159.7,33.41,13.23,1.34,3.0,8.21,8.14,118.6,2.2,1.3,37.0,,45.3,0.51,6.1,12.2,1,
동해연안3_연안,2012-02-11,129.1522222,37.52333333,28.0,201.3,34.3,8.52,0.43,1.6,8.9,8.22,261.5,2.6,13.1,83.2,,94.8,0.62,9.1,16.5,1,
동해연안3_연안,2012-05-08,129.1522222,37.52333333,28.0,166.8,34.41,13.29,1.77,4.8,9.18,8.21,9.5,0.1,1.5,4.6,,10.9,0.88,6.2,16.2,1,
동해연안3_연안,2012-08-08,129.1522222,37.52333333,28.0,142.7,33.85,20.71,1.22,2.8,7.48,8.16,10.7,1.4,2.4,10.7,,16.0,1.06,3.9,15.2,1,
동해연안3_연안,2012-11-21,129.1522222,37.52333333,23.0,143.7,33.44,13.32,0.9,2.4,7.99,8.14,121.3,2.5,2.0,38.9,,51.2,0.51,9.9,9.5,1,
동해연안H1_항만,2012-08-08,129.1152778,37.54666667,10.0,165.7,33.55,23.58,4.0,4.0,7.77,8.21,22.0,0.6,1.9,11.8,,20.7,0.94,8.3,13.7,1,
동해연안H2_항만,2012-08-08,129.1402778,37.49666667,16.0,154.6,33.71,23.0,2.2,3.6,7.22,8.14,88.4,1.0,1.2,10.1,,23.7,0.66,12.6,16.8,1,
보령연안3_연안,2012-02-26,126.4916667,36.24583333,15.0,192.5,32.19,3.3,6.47,13.4,12.55,8.04,269.6,2.3,10.6,66.5,,82.9,2.15,14.0,24.0,3,
보령연안3_연안,2012-05-10,126.4916667,36.24583333,15.0,222.6,31.67,12.7,4.43,34.4,9.74,8.05,44.9,2.2,0.6,11.3,,15.9,5.15,2.5,23.6,3,
보령연안3_연안,2012-08-21,126.4916667,36.24583333,16.0,287.3,28.66,27.49,9.86,55.0,6.05,8.25,282.4,3.2,12.9,19.3,,92.7,2.0,70.2,54.5,3,
보령연안3_연안,2012-11-05,126.4916667,36.24583333,15.0,342.0,31.39,15.52,1.88,19.0,7.93,8.16,419.8,22.0,22.1,104.4,,192.7,2.0,66.3,58.6,3,
부산연안4_환경관리,2012-02-20,129.09278,35.08583,14.0,228.0,34.23,9.71,0.87,4.3,9.79,8.17,195.3,8.0,12.3,87.4,,123.8,0.28,28.4,13.2,1,
부산연안4_환경관리,2012-05-10,129.09278,35.08583,13.0,218.9,33.95,14.11,13.46,5.8,9.87,8.29,27.1,0.6,1.3,2.0,,8.2,1.05,5.6,22.8,1,
부산연안4_환경관리,2012-08-10,129.09278,35.08583,14.0,152.7,32.4,24.6,4.63,18.8,6.95,8.15,114.0,1.1,5.4,2.0,,24.1,0.19,21.1,22.3,1,
부산연안4_환경관리,2012-11-09,129.09278,35.08583,14.0,258.7,33.04,16.56,1.88,3.6,8.24,8.21,394.5,6.0,16.3,103.9,,126.1,0.52,16.2,33.5,1,
부산연안5_환경관리,2012-02-22,129.04583,35.0475,25.0,175.4,33.9,10.71,1.54,13.3,8.94,7.99,181.4,5.7,11.2,67.2,,85.3,0.99,12.3,15.8,1,
부산연안5_환경관리,2012-05-08,129.04583,35.0475,12.0,250.5,33.97,13.74,5.6,11.6,8.73,8.27,180.3,9.2,4.0,32.9,,52.3,0.83,10.2,28.5,1,
부산연안5_환경관리,2012-08-08,129.04583,35.0475,22.0,118.6,32.1,26.3,1.09,9.6,7.14,8.19,98.1,0.9,2.9,1.3,,8.3,0.08,6.1,10.7,1,
부산연안5_환경관리,2012-11-07,129.04583,35.0475,23.0,273.3,33.6,16.42,1.22,5.8,8.4,8.13,456.0,4.7,20.0,129.0,,135.8,0.31,2.1,31.8,1,
삼척연안4_연안,2012-02-12,129.3669444,37.23333333,51.0,177.1,34.31,9.57,0.43,4.6,8.91,8.22,241.2,2.4,11.3,69.8,,74.9,0.62,2.7,18.2,1,
삼척연안4_연안,2012-05-08,129.3669444,37.23333333,53.0,240.9,34.22,6.84,2.26,5.4,8.08,8.07,149.9,2.9,15.5,72.0,,82.5,0.51,7.6,22.6,1,
삼척연안4_연안,2012-08-10,129.3669444,37.23333333,52.0,129.7,34.18,9.94,2.09,5.0,9.73,8.15,56.1,1.2,4.5,7.7,,13.1,0.64,4.2,18.7,1,
삼척연안4_연안,2012-11-22,129.3669444,37.23333333,54.0,169.3,33.45,13.33,0.93,2.2,7.99,8.12,135.2,2.9,3.5,50.2,,65.2,0.44,12.1,12.1,1,
삼척연안H2_항만,2012-08-10,129.3444444,37.22777778,8.0,163.2,33.96,19.75,0.87,2.6,7.77,8.12,102.3,1.1,1.8,12.9,,18.0,0.58,4.0,13.1,1,
서귀포연안2_연안,2012-03-07,126.4125,33.22944444,18.0,130.7,34.46,14.86,0.84,7.0,8.7,8.21,136.6,2.5,7.7,50.4,,65.1,0.76,12.2,13.1,2,
서귀포연안2_연안,2012-05-24,126.4125,33.22944444,19.0,167.4,34.0,17.11,0.21,31.1,7.74,8.06,239.4,3.5,3.0,38.5,,47.2,0.29,5.2,12.7,2,
서귀포연안2_연안,2012-08-21,126.4125,33.22944444,18.0,163.9,32.39,20.69,2.95,9.3,7.43,8.15,223.0,2.8,4.3,26.2,,30.7,0.7,1.7,15.8,2,
서귀포연안2_연안,2012-11-29,126.4125,33.22944444,20.0,181.1,34.06,18.72,3.66,32.3,7.32,8.25,202.8,12.2,10.1,50.3,,67.5,0.54,4.9,15.6,2,
아산연안3_연안,2012-02-24,126.5194444,37.08888889,23.0,145.6,31.69,2.05,13.63,12.4,11.01,8.17,68.1,3.8,7.1,90.3,,100.7,1.59,6.6,55.5,1,
아산연안3_연안,2012-05-14,126.5194444,37.08888889,24.5,323.2,31.22,11.45,1.77,4.6,9.36,8.11,71.3,3.6,6.3,57.6,,73.4,1.12,12.2,19.1,1,
아산연안3_연안,2012-08-14,126.5194444,37.08888889,29.0,256.4,30.71,23.34,2.2,16.4,7.93,8.06,131.4,3.2,13.0,26.9,,83.7,1.5,53.6,23.4,1,
아산연안3_연안,2012-11-30,126.5194444,37.08888889,26.0,511.0,29.8,10.67,2.18,22.2,9.14,8.17,438.4,10.4,33.7,271.3,,284.0,1.1,2.3,49.2,1,
양양연안1_연안,2012-02-05,128.7502778,38.0125,30.0,170.5,34.26,7.72,0.87,4.8,9.23,8.25,245.5,3.3,12.3,72.8,,81.4,0.64,5.4,20.9,1,
양양연안1_연안,2012-05-06,128.7502778,38.0125,28.0,260.7,34.18,6.65,1.33,3.8,8.39,8.1,207.9,3.3,13.7,39.7,,53.8,1.21,10.9,23.6,1,
양양연안1_연안,2012-08-06,128.7502778,38.0125,30.0,107.2,34.02,15.4,2.6,3.8,8.04,8.16,120.9,1.2,2.7,7.1,,21.3,0.56,13.1,13.1,1,
양양연안1_연안,2012-11-20,128.7502778,38.0125,28.0,108.4,33.36,12.91,1.16,3.2,8.37,8.15,99.1,1.1,1.4,12.4,,19.2,0.53,5.8,9.9,1,
양양연안2_연안,2012-02-05,128.8016667,37.94972222,15.0,175.1,34.25,7.78,0.87,1.2,9.25,8.26,239.0,3.3,13.7,69.3,,80.1,0.3,7.5,21.4,1,
양양연안2_연안,2012-05-06,128.8016667,37.94972222,26.0,229.6,34.13,7.09,1.77,3.6,8.42,8.13,193.6,2.5,12.5,32.6,,37.5,0.62,2.5,18.9,1,
양양연안2_연안,2012-08-06,128.8016667,37.94972222,31.0,104.3,34.0,16.11,0.84,3.6,7.94,8.18,123.7,1.2,2.7,8.1,,23.3,0.72,13.9,13.8,1,
양양연안2_연안,2012-11-20,128.8016667,37.94972222,23.0,109.2,33.39,13.34,1.36,3.4,8.15,8.15,117.1,1.8,1.4,29.8,,36.0,0.71,4.3,9.8,1,
완도연안4_환경관리,2012-02-21,126.73889,34.24444,30.0,186.0,34.21,10.26,0.87,10.2,9.68,8.23,258.8,1.7,17.5,106.2,,113.0,0.54,5.1,23.4,1,
완도연안4_환경관리,2012-05-15,126.73889,34.24444,36.0,182.7,33.84,14.0,1.51,3.6,8.36,8.27,185.4,2.8,7.0,30.0,,35.6,0.69,2.8,16.9,1,
완도연안4_환경관리,2012-08-14,126.73889,34.24444,33.0,131.6,32.36,22.17,1.25,5.4,7.12,8.18,166.4,3.5,4.0,7.1,,17.4,0.5,6.7,12.7,1,
완도연안4_환경관리,2012-11-06,126.73889,34.24444,30.0,261.7,32.47,15.4,2.42,9.5,7.77,8.01,340.3,3.9,16.1,86.2,,153.5,0.82,63.4,36.5,1,
울산연안1_환경관리,2012-02-27,129.47667,35.52056,49.0,169.6,34.44,12.16,0.67,8.2,8.71,8.14,202.3,6.6,9.2,64.2,,85.7,1.22,14.9,20.7,1,
울산연안1_환경관리,2012-05-14,129.47667,35.52056,50.0,248.1,34.21,9.95,1.33,5.9,7.73,8.12,432.0,9.1,18.3,91.1,,119.1,0.62,19.0,22.8,1,
울산연안1_환경관리,2012-08-09,129.47667,35.52056,45.0,291.8,34.15,11.71,0.91,12.0,6.57,8.03,591.6,5.7,30.4,151.6,,161.5,0.55,4.2,39.8,1,
울산연안1_환경관리,2012-11-13,129.47667,35.52056,51.0,355.8,34.18,9.45,1.04,12.4,5.48,8.09,707.0,4.0,35.8,180.6,,192.2,0.98,7.6,43.0,1,
전주포연안2_연안,2012-02-27,126.4333333,35.8375,18.0,220.6,31.93,2.9,10.7,3.6,12.85,8.25,183.1,2.5,2.5,27.6,,40.8,1.45,10.7,26.1,2,
전주포연안2_연안,2012-05-09,126.4333333,35.8375,15.0,201.3,31.45,11.74,3.94,8.0,8.33,8.24,39.8,3.8,1.4,8.3,,12.4,1.25,0.3,28.5,2,
전주포연안2_연안,2012-08-21,126.4333333,35.8375,15.0,270.5,29.92,27.0,5.57,19.8,6.47,8.2,247.5,2.9,11.1,12.9,,34.6,2.18,18.8,42.9,2,
전주포연안2_연안,2012-11-10,126.4333333,35.8375,19.0,304.3,30.61,14.52,0.81,9.8,8.03,8.18,486.6,10.5,24.2,69.5,,140.8,1.26,60.9,35.3,2,
전주포연안3_연안,2012-02-27,126.3777778,35.77083333,12.0,249.4,32.12,3.12,6.44,2.2,12.82,8.2,279.1,2.9,9.3,86.8,,100.2,1.37,10.5,23.0,2,
전주포연안3_연안,2012-05-09,126.3777778,35.77083333,17.0,179.4,31.63,11.18,6.06,9.6,8.43,8.26,29.2,2.0,1.4,18.9,,21.1,1.18,0.2,26.8,2,
전주포연안3_연안,2012-08-21,126.3777778,35.77083333,14.4,261.2,29.76,27.04,9.11,65.0,6.38,8.19,269.3,5.2,17.3,15.3,,33.9,2.78,13.4,53.8,2,
전주포연안3_연안,2012-11-09,126.3777778,35.77083333,16.7,244.6,31.59,15.22,3.29,6.0,7.85,8.14,378.8,18.1,15.9,78.6,,109.6,1.25,13.0,23.8,2,
전주포연안6_연안,2012-02-28,126.4416667,35.61666667,10.0,254.5,32.07,3.16,9.17,3.1,12.67,8.2,180.8,2.7,4.3,49.2,,82.5,1.56,30.6,22.5,1,
전주포연안6_연안,2012-05-08,126.4416667,35.61666667,9.0,169.5,31.59,14.36,2.44,13.2,8.45,8.21,12.7,0.8,2.0,1.2,,4.7,1.42,2.7,29.8,1,
전주포연안6_연안,2012-08-23,126.4416667,35.61666667,13.5,271.2,29.27,27.55,7.95,39.4,6.0,8.09,365.1,2.3,27.3,22.3,,95.4,2.03,70.9,52.7,1,
전주포연안6_연안,2012-11-09,126.4416667,35.61666667,13.0,244.2,30.82,14.44,1.65,11.2,8.21,8.17,455.4,7.2,21.3,47.9,,116.2,1.33,61.1,33.7,1,
제주연안2_연안,2012-02-28,126.4277778,33.50055556,36.0,182.7,34.49,13.71,0.0,4.5,9.05,8.18,181.4,2.5,10.1,63.8,,91.8,0.68,25.5,17.1,1,
제주연안2_연안,2012-05-23,126.4277778,33.50055556,28.0,146.1,34.2,16.15,0.64,2.7,7.99,8.1,212.8,0.6,1.3,8.5,,36.9,0.52,27.8,10.2,1,
제주연안2_연안,2012-08-23,126.4277778,33.50055556,24.0,129.5,32.71,19.49,0.84,5.8,7.13,8.19,257.6,3.1,10.1,49.2,,60.6,0.3,8.2,15.8,1,
제주연안2_연안,2012-11-28,126.4277778,33.50055556,20.0,162.6,33.41,17.33,2.7,17.0,7.7,8.23,237.2,7.9,9.4,63.3,,71.9,0.7,0.7,11.9,1,
